PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,Effort
0.07830830771031404,0.4756458377942843,0.4820463575756187,0.22548174886278816,0.5362376404943787,0.2157994825365597,0.7317885554712779,0.3184289639283556,0.24844284814012485,0.5046299357294534,0.1367183206945818
0.033038535692636276,0.5309336778081872,0.4819803918287511,0.31642463906464147,0.550824658476321,0.24486810269973044,0.539827494617636,0.21997132808682873,0.5537270207962042,0.372068148000982,0.075539436568121
0.009343472006362125,0.4891052511803646,0.4773645748100738,0.29454080545032557,0.6045493020302705,0.26523804833854797,0.5439120293139634,0.1737202718591468,0.5075263634876084,0.4071565389668337,0.0117595340147268
0.02030750443469859,0.5261513012107681,0.4720168002628224,0.32676553451357226,0.6012424354388225,0.26903156370300435,0.5283639387096872,0.1791770644119542,0.46423649835704706,0.4453601483236038,0.0588343041359856
0.027774640194533996,0.5128220698800012,0.4894152341441782,0.29027541848419514,0.5611709216520415,0.2438193456886997,0.4500669631754447,0.19462685115159195,0.4439772768547794,0.39536489264651486,0.0543649485291424
0.01080886382658457,0.5294447853489301,0.46815973817028905,0.3296947752790528,0.5831651558471993,0.2556877062180261,0.5126596356623907,0.18868288418670953,0.46420619182224265,0.4535760653246429,0.0239403597464922
0.015318005479378307,0.5464429248292129,0.4664789426954789,0.3386064832860738,0.562899886022186,0.24095991430691802,0.49962145152758697,0.2009913593906418,0.474332046329296,0.4509775483942039,0.0289592262886031
0.010392306366837432,0.5093441611463093,0.47244647763717784,0.30941648741003075,0.5921989319306559,0.25749642677155515,0.5480293084293502,0.1889309063304566,0.5028282845628568,0.45324893333547234,0.0207348792907645
0.011588413318960242,0.5128522282015465,0.47381803980495896,0.31044602111941805,0.5895650787136965,0.25760890126740543,0.5144699478143268,0.18482452002056426,0.47230282987345706,0.43666815204081033,0.0222918269406894
0.05281243447118963,0.7321255668722403,0.4425640614920706,0.4498535382077347,0.43919095937816727,0.16477277994931927,0.4168180392546579,0.28173781351114613,0.45733660531752984,0.49960015545080033,0.0612887863135143
0.06089623554825925,0.5728088982638986,0.4718832735897954,0.31266751472071985,0.6003115148041808,0.27018205868806633,0.5340299889905412,0.18151792156280627,0.5058425004940886,0.43800358678063067,0.1863574751804227
0.018509207426801632,0.5681361279452114,0.4620193960968752,0.3514768688835332,0.5416994957414245,0.2270902531819531,0.48503930560525554,0.21627666204027585,0.48488134280739975,0.46012063805218684,0.030735978312635
0.02120663087439977,0.5209777314949127,0.47721814515498323,0.30978100277946025,0.5847498040223698,0.2517891479598433,0.531772338791184,0.19383272398967558,0.4859966078533094,0.45032055692538897,0.0478807194929845
0.03324936390197085,0.5431776653775036,0.47716401150260646,0.29509165786062636,0.5182497338619633,0.2076866336690108,0.47639265053364827,0.22495453679720862,0.6133320256193491,0.3690563820132653,0.0608491775653002
0.011939353621169917,0.4792590085663021,0.4837040874941963,0.29681333334315757,0.6187807062612104,0.2743371105386943,0.5154449292749708,0.17314800873973268,0.4500299398517869,0.4072900251642917,0.0119060702641315
0.010496869362827926,0.4851372706779066,0.4781347226365073,0.293349409174041,0.6184904951835938,0.27599473333267865,0.5167486790868334,0.173244971039896,0.4305617092058367,0.4347301552930348,0.0162105725903945
0.03168922568573333,0.6454886795569617,0.4503910721205811,0.4079586235223058,0.4746414215373696,0.1823578940726977,0.44494014439978086,0.260222308704353,0.48014174778536545,0.4938634580288907,0.0452430670037
0.011858602240046635,0.49418158013080554,0.47405621198340503,0.2973925170521393,0.6043640433822108,0.2619817666627261,0.5331826741950494,0.18279051384018963,0.5111000370827792,0.4072234329311588,0.0209730006960471
0.02508692978345968,0.5285761781869059,0.4772375157965078,0.3170504677426928,0.5797488842444036,0.24477248128468942,0.5081981437721705,0.19624286358348547,0.5222210544794961,0.4086262794176514,0.0642195113016082
0.002882705570645648,0.4966334381032303,0.4722628688659836,0.3071523805570577,0.6273358042168655,0.2797384906769924,0.5319420109772683,0.1701206079148077,0.443222760782296,0.45035991390691227,0.0075099827819906
0.010721227144111466,0.4817784737848284,0.4825690784707932,0.3047702366653333,0.6305187438202013,0.28111663101721845,0.5177001209848024,0.1700061333233459,0.4304640994325584,0.41805831164322704,0.0161739385280433
0.10190886399529271,0.4355602494038825,0.5212730037241692,0.39371929058607774,0.0,1.0,0.399363234259825,0.9999999999999999,0.638575344003985,0.43706967665939894,0.1660988387002234
0.004139683423990799,0.4981065500235711,0.47180712469198377,0.30566228408680834,0.6169812969865255,0.2688262998062459,0.5396124035014394,0.17734242819700147,0.4961667173380683,0.4345271364543431,0.0058248159138366
0.008286510650015184,0.4951161521582479,0.4757838391218981,0.2743535482529637,0.620146004429833,0.23072023780957995,0.8761143091009074,0.28454384327566745,0.40177555013231286,0.4860553735546537,0.0049455984174085
0.03644727896920275,0.6093391034408331,0.4626297127772674,0.35838166694106044,0.5245968253574853,0.21472807228902185,0.47219552637311174,0.23441063700573597,0.5213269225310605,0.4338635582051668,0.0636883173975162
0.001258001468829227,0.48850319585271107,0.4721050012911959,0.3034314214001375,0.6378168653251898,0.29230959898985454,0.5491941461214664,0.17109368427798408,0.46256591209714815,0.4504476913507033,0.0040297468586291
0.02596656809829722,0.49629800623151665,0.48343484624232114,0.28301641377459386,0.5675825913683695,0.22582770221084972,0.5430997575068381,0.210617391768069,0.620036836909658,0.35634911709063827,0.037659816097007
