rely,turn,sced,Generated_Var_4,Generated_Var_5,actual
0.1892749313564959,0.7276975,0.8456449154355083,0.075306565,0.12157691229461474,0.11031608
0.31394121883647313,0.6816569,0.9448069055193093,0.14195031,0.10283941617036498,0.23070355
0.07027866421671987,0.6914664,0.3827011817298818,0.2447305,0.4743404084604245,0.03649104
0.078723099723386,0.80678135,0.7277136272286372,0.13653153,0.04520476271228576,0.018845923
0.10438024126281448,0.7149021,0.6867520313247968,0.10296458,0.1402614784156887,0.052368317
0.12070435724226145,0.868972,0.7819264218073577,0.10196534,0.12758690765521447,0.043581408
0.3295574697734482,0.59366995,0.8349121565087843,0.19845352,0.14603436876206213,0.24737011
0.4625321277519277,0.43315747,0.9296954070304593,0.32397386,0.3024174781450487,0.39283618
0.41764139505848374,0.51445466,0.8888203111179688,0.26357904,0.23654098419245906,0.3667311
0.2478832048729923,0.673548,0.8889707611029238,0.04591751,0.049272062956323776,0.16822515
0.12497716749863005,0.7380467,0.4307567369243263,0.22226492,0.22751046365062783,0.07949957
0.15198103911886235,0.93122256,0.9283206071679392,0.049067378,0.1328814079728845,0.040507447
0.3010159580609575,0.50008696,0.8156683184331681,0.18150598,0.20535101232106076,0.2353922
0.11836770710206243,0.95919436,0.8904054509594549,0.0774754,0.15335006920100416,0.022872116
0.1926973015618381,0.8548452,0.8390399160960084,0.09328678,0.029508294770497687,0.09843323
0.1067918364075102,0.8415964,0.601634339836566,0.14794424,0.2945479376728763,0.044050712
0.0918800815128049,0.7777242,0.6482664851733514,0.12854347,0.2251435635086138,0.04372845
0.17927505075650305,0.80582577,0.8697674130232587,0.020081073,0.03001457680087461,0.09153925
0.08774307526458452,0.83899057,0.6146945885305412,0.1376437,0.2552292453137547,0.026145015
0.2252999135179948,0.786942,0.8553506144649385,0.16453454,0.09299779557986773,0.14736336
1.0,0.0,0.896544910345509,1.0,1.0,1.0
0.445084266705056,0.5343012,0.8646799135320086,0.29835954,0.26373691582421493,0.3794263
0.059504663570279816,0.7497044,0.48743738125626185,0.23817083,0.37059589223575357,0.032998882
0.17196780031806802,0.82874024,0.7184746281525372,0.09016034,0.12829405769764346,0.07294415
0.13007781780466907,0.9378154,0.7749710225028977,0.07652551,0.0929938015796281,0.03430183
0.1933494116009647,0.79403174,0.8381448761855124,0.079185694,0.0837799950267997,0.1172044
0.20930717255843034,0.7453699,0.7439655256034474,0.09822157,0.10339570620374237,0.12953496
0.14078376844702611,0.65952814,0.6601381839861816,0.07542926,0.11868650712119043,0.082568645
0.12521276751276605,0.8354299,0.43252115674788427,0.15447867,0.3585019915101195,0.059044536
0.14808166888490015,0.82634693,0.799590620040938,0.0945718,0.10509592630575558,0.0795171
0.08213351492801091,0.7648023,0.6152682884731712,0.1205602,0.17318119039087143,0.02581777
0.07893576973614619,0.85794204,0.610373138962686,0.1456683,0.29423828765429727,0.02159809
0.05517121031027262,0.8167684,0.6490789350921065,0.21198669,0.17046191022771462,0.01591793
0.2129608527776512,0.7750923,0.6717482328251766,0.1902099,0.20869900252194015,0.14308006
0.18645091118705467,0.81440914,0.8727942427205756,0.12000203,0.0832697799961868,0.110382125
0.36435392186123533,0.6038641,0.904462209553779,0.22169527,0.21063091263785477,0.29711547
0.14578722874723374,0.89906794,0.8291672170832783,0.07860133,0.12948734776924087,0.04503583
0.04635826278149577,0.7906367,0.6100930389906961,0.2606924,0.12377626742657605,0.022151336
0.14905617894337073,0.77206147,0.7496767250323275,0.038296044,0.12613428756805725,0.0720638
0.10447973626878419,0.82219493,0.7143069285693071,0.11856201,0.21764613305876798,0.035017543
0.11525814691548882,0.82353586,0.5106403489359651,0.1934416,0.34771504086290245,0.05470534
0.09074894144493649,0.90631866,0.8121571187842881,0.111863256,0.20668114240086854,0.018199462
0.17892093073525586,0.82751715,0.9326270467372952,0.03933987,0.05911851354711081,0.08164251
0.1367979682078781,0.8493572,0.5947272405272759,0.14067864,0.1925135415508125,0.057413984
0.20241199214471953,0.72585267,0.8571846142815386,0.022679955,0.04609656576579395,0.12368861
0.1667781900066914,0.7870052,0.7624909237509077,0.08190781,0.12272716336362981,0.08182518
0.1102656416159385,0.87782574,0.709946529005347,0.09907618,0.23350454401027262,0.024630152
0.27218591633115496,0.67348516,0.9397237560276244,0.09825185,0.06496531389791883,0.18309842
0.11239238674354321,0.9992254,0.9186510081348992,0.076839596,0.19022615141356908,0.009464806
0.08811933528716012,0.7373632,0.6477337352266265,0.12088001,0.20445878226752695,0.034657583
0.13025418781525128,0.87998414,0.702207429779257,0.12885332,0.2222302133338128,0.03394361
0.12571180754270847,0.86476433,0.7628980737101926,0.059564263,0.15554899933293997,0.03310203
0.15800348948020937,0.8239956,0.8531245146875485,0.04699287,0.07388598443315907,0.06386337
0.37066902224014137,0.6578902,0.7241703775829622,0.28462324,0.2733562764013766,0.31114784
0.34648099078885947,0.6119286,0.8966972503302749,0.19545507,0.17671020060261203,0.26788813
