ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Effort
0.6865275411916525,0.15551133,0.29846066,0.16540034,0.08875704532542272,0.19819877,0.2802952,0.1957185,0.3562101,0.41241136,0.27891308,0.5156312,0.5832071,0.522725131363508,0.07790504,0.4305987569401243,0.31609404,0.31121933,0.49600416,0.3350582,0.08899617
0.6668080400084824,0.3640724,0.38005656,0.27984938,0.37685396261123777,0.35294497,0.5931541,0.29783428,0.6233705,0.22621012,0.31928977,0.07751959,0.5317335,0.2187458431247506,0.45648822,0.5727987927201207,0.21483517,0.39233053,0.36189657,0.21581602,0.49473307
0.6144406368664382,0.8322303,0.8935926,0.9251493,0.7770799466247968,0.3612828,0.5053516,0.78810847,0.56127167,0.6998044,0.15584639,0.22169107,0.56264794,0.4718187283091237,0.40937322,0.4697015530298447,0.19303417,0.14717066,0.18835282,0.3999262,0.4528557
0.6162320369739223,0.16101333,0.25047645,0.1724142,0.1852125511127531,0.23502597,0.31425643,0.19872425,0.31694543,0.5779643,0.2242505,0.07205632,0.5790864,0.3563466013807961,0.13125908,0.35706676429332357,0.28836954,0.22149983,0.46496552,0.43061447,0.15081787
0.6486592389195543,0.17533948,0.27862924,0.15688424,0.37755870265352215,0.15736552,0.39701784,0.13913572,0.49159247,0.5874881,0.39675844,0.065505646,0.7193586,0.4426130265567816,0.33768216,0.46757555324244465,0.19882405,0.2052342,0.39869767,0.34787464,0.36225915
0.4800871888052314,0.051021203,0.18760028,0.10838782,0.12846155770769346,0.122973636,0.18349585,0.12685737,0.33649352,0.23044276,0.14379002,0.051096484,0.49931467,0.1623576397414584,0.07235695,0.20806577919342206,0.4824642,0.20161554,0.4602763,0.5496197,0.074644774
0.544096382645783,0.39588463,0.5037948,0.38062695,0.39904142394248543,0.33241534,0.32764578,0.34747657,0.6192544,0.5560592,0.12452752,0.069490485,0.6034655,0.20035047202102835,0.1669322,0.29693087030691295,0.3176669,0.21068099,0.36493593,0.49915814,0.17750159
0.6412194384731663,0.092318654,0.18007149,0.14082447,0.2972076378324583,0.07097095,0.17734635,0.09968926,0.5066524,0.39905927,0.10045642,0.055079073,0.6098753,0.17577824054669444,0.056757227,0.20003407999659198,0.32964194,0.23074114,0.5627634,0.5120611,0.09902507
0.6550274893016493,0.18143879,0.34490657,0.10790797,0.11377059682623582,0.24517813,0.5543553,0.168253,0.5381915,0.4276727,0.19331948,0.41616592,0.51389635,0.28348757700925464,0.0949551,0.40498639950136,0.31499732,0.24706599,0.4868136,0.3891914,0.13419408
0.38901194334071665,0.09665336,0.20096584,0.060131308,0.3242810594568636,0.16354722,0.22755218,0.1557782,0.34755516,0.4149806,0.16662252,0.04754279,0.49119523,0.14112478846748733,0.08987366,0.12239140776085922,0.57548296,0.19403866,0.35632616,0.5976434,0.098346926
0.6086520365191221,0.1597459,0.27081394,0.15736923,0.19627816177668972,0.16783023,0.5225122,0.13492441,0.515589,0.62533605,0.38239288,0.08358967,0.6747832,0.2717012963020778,0.24868228,0.4425051357494864,0.21905637,0.2516927,0.366432,0.38453102,0.27044794
0.5692445341546721,0.13169155,0.2073126,0.101316765,0.2869510872170652,0.09757168,0.3011043,0.13279253,0.3771174,0.39303124,0.35551515,0.020999966,0.5403244,0.44107800646468037,0.11223611,0.31574633842536615,0.28951204,0.13653064,0.3575861,0.45264745,0.15356518
0.501225800073548,0.2733335,0.31401575,0.22272375,0.3872320232339214,0.30861846,0.2745489,0.23149736,0.47829255,0.4078424,0.18880543,0.038014863,0.52726537,0.8897371533842292,0.15509716,0.16808563319143668,0.3297596,0.0,0.49585158,0.52164626,0.17226149
0.4198134751888085,0.122642204,0.22042619,0.12622747,0.18304288098257285,0.1153017,0.32330874,0.08820456,0.52721226,0.5559204,0.2483387,0.0721784,0.49078524,0.14981881898912913,0.08378329,0.2222923277707672,0.39745343,0.17700171,0.32230228,0.48245335,0.09440333
0.6622913397374804,0.2046479,0.28964782,0.16138984,0.22767421366045282,0.24391639,0.43371338,0.19759807,0.43172485,0.5334311,0.27607882,0.08570358,0.6555306,0.542501182550071,0.22967623,0.400675659932434,0.23256052,0.20999086,0.46118313,0.374465,0.25447798
0.6536312392178744,0.08650466,0.2384208,0.13722406,0.13220377793222668,0.10488847,0.29923597,0.08859663,0.558236,0.29838908,0.07686536,0.036054626,0.6082782,0.01592701395562084,0.030313157,0.2415767258423274,0.37547362,0.28956896,0.57674176,0.49901605,0.029630609
0.5235365914121956,0.12240728,0.20933113,0.14760661,0.2006555620393337,0.07410875,0.2727786,0.02597621,0.6679449,0.6984722,0.18572411,0.08086811,0.36544442,0.14907771894466315,0.050241344,0.23891295610870436,0.33798516,0.12579939,0.37096626,0.50435376,0.08363415
0.29210133752608025,0.096792266,0.15794969,0.17078562,0.14489597869375873,0.110509045,0.2995526,0.099418394,0.4538394,0.49774766,0.29232895,0.16006365,0.40508538,0.34753459085207544,0.048073947,0.12168142783185722,0.55741894,0.12376059,0.29263037,0.5513282,0.05360078
0.5330350719821043,0.3835489,0.43323803,0.35069412,0.5399761323985679,0.36315116,0.34345883,0.4237997,0.37916785,0.32456398,0.26166674,0.03486965,0.5516375,0.3736357024181422,0.36978352,0.3515078048492195,0.27820444,0.15592977,0.25548673,0.48540545,0.40896198
0.7624046457442788,0.30619413,0.33967516,0.36434957,0.31261941875716515,0.21070918,0.47128317,0.2707513,0.56530577,0.4958948,0.2571847,0.06999567,0.6461536,0.23339082400344946,0.24723375,0.46987058301294166,0.21855855,0.28075972,0.37841433,0.30229545,0.27549496
0.4537484872249093,0.09281476,0.26551473,0.08173996,0.09791844187510651,0.20716923,0.25028193,0.21570411,0.21779951,0.23255435,0.31754613,0.096864685,0.5715152,0.21549560292973616,0.11823139,0.305148569485143,0.34295762,0.21268621,0.33890384,0.39620543,0.13629368
0.7737529164251751,0.08053435,0.15344878,0.09273082,0.19918186195091173,0.1468083,0.2512615,0.09106255,0.42241356,0.40643245,0.41126636,0.020704802,0.5345009,0.18454907107294427,0.13804886,0.5462063053793694,0.28860152,0.38091612,0.43146378,0.32173085,0.15008721
0.4359613961576838,0.13053206,0.21623638,0.18725649,0.1663262899795774,0.06677961,0.6222844,0.10294016,0.5376984,0.6300774,0.22939575,0.5122693,0.47410274,0.4064771443886287,0.042123206,0.203185909681409,0.392622,0.11593107,0.47596294,0.5445318,0.07818309
0.33848157030889425,0.091469616,0.23622221,0.1176009,0.09508744570524674,0.089558415,0.5122951,0.10417359,0.53536457,0.45678243,0.415681,0.18945965,0.6583425,0.20126385207583114,0.13810734,0.2784127921587208,0.48829806,0.2452276,0.3245029,0.64154124,0.14807382
