TeamExp,ManagerExp,YearEnd,Transactions,Entities,Envergure,Language,Generated_Var_1,Generated_Var_4,Effort
0.5895816353748982,0.4204616,0.41262287,0.18616779,0.5188875,0.6675064,0.8682612,0.4632836877970213,0.5079447,0.3403963
0.4106951046417063,0.53999317,0.5552949,0.17552812,0.5170787,0.64446616,0.87905335,0.4711506682690401,0.5644537,0.34256467
0.10409193624551617,0.51160735,0.6220862,0.17995638,0.3701924,0.55369675,0.8208585,0.6058234363494062,0.42627686,0.30044255
0.11670131700207903,0.34297663,0.61962235,0.1530816,0.17589983,0.24441925,0.573571,0.654141699248502,0.041751474,0.25579715
0.3483791609027496,0.4171561,0.5547464,0.17421317,0.39129344,0.65153754,0.5222468,0.572232034333922,0.36510485,0.21186224
0.15760484945629097,0.1705923,0.5495554,0.13313152,0.25328782,0.49464932,0.6698345,0.7031801421908085,0.36399037,0.21829742
0.3239013794340828,0.30775985,0.68536675,0.13191104,0.4077706,0.6245593,0.85133874,0.5726653343599202,0.5725058,0.27073103
0.839648300378898,0.4570698,0.56941634,0.16751485,0.4002502,0.36032006,0.8804164,0.48465868907952137,0.42295045,0.15667668
0.7207284432437067,0.6566948,0.35624284,0.1381569,0.511443,0.67782444,0.84745,0.4116215946972957,0.5686472,0.34613755
0.4572577774354667,0.8745207,0.58471036,0.32021376,0.5715271,0.5549331,0.73037845,0.2827227869633672,0.52885795,0.4097007
0.7208411432504687,0.25949058,0.51388454,0.18238695,0.32181776,0.6025772,0.81010777,0.48869642932178575,0.56619215,0.24091393
0.5175553910533235,0.9484485,0.17890853,0.14118616,0.053458005,0.1603876,0.8812778,0.5480922828855369,0.5153609,0.088720486
0.35123425107405504,0.91318387,0.42229968,0.05436954,0.35364634,0.4163555,0.71610093,0.5965565357933922,0.3346827,0.19434288
0.04635300778118047,0.56849223,0.6152767,0.19139679,0.20710799,0.3202316,0.73399353,0.6207611372456682,0.25840062,0.25090152
0.7792038467522309,0.36272186,0.5497178,0.16224197,0.4985096,0.58188,0.8098904,0.4673046780382807,0.40469772,0.2636771
0.14765975885958554,0.51417464,0.26396686,0.05493538,0.28471398,0.459791,0.51730454,0.6690624401437464,0.12725991,0.22119153
0.3527460911647655,0.84745675,0.4281411,0.073293924,0.19577311,0.07892715,0.65973675,0.6147110368826623,0.1824016,0.11170531
0.1432152585929155,0.19529511,0.44692335,0.122823045,0.19759464,0.32513785,0.6733343,0.7279705436782327,0.1829871,0.18208626
