rely,pcap,tool,Generated_Var_1,Generated_Var_4,Generated_Var_6,actual
0.2537831620035655,0.1812632635804748,0.1987655537007706,0.2419510857685514,0.259034422742132,0.2514252619804384,0.1714919916664116
0.2705703830359944,0.2171540012773793,0.1658274328555316,0.2797566875138549,0.2129519235038091,0.2972553119595466,0.2250514379755305
0.381361635046856,0.2950082360917969,0.5448103391857677,0.2203721506177473,0.2903997049555745,0.222840824162924,0.314762318859922
0.0764682717336514,0.0670084565764531,0.0939327557909995,0.0750469152506224,0.1294402393796761,0.0728973566042314,0.0932339270851905
0.3130827837702994,0.2598807628781998,0.1854551299173417,0.3395451194927339,0.2940523720459728,0.348387219008618,0.3548605132166581
0.2910304831236221,0.2751432311919947,0.4102388830318187,0.2554433490763593,0.4015583855022585,0.2508156807892305,0.3398269118163678
0.0993373718756329,0.1345407737973171,0.1537595075558768,0.0675865028771594,0.0984558216780317,0.0733655859782469,0.115208904973335
0.1135397918328255,0.3154447421857891,0.2029771746936655,0.1320544287505759,0.3036606704340359,0.128280313223885,0.3005022629062939
0.4061799358781676,0.319434400430058,0.3001185994569024,0.4136791746210488,0.3490244773008176,0.4119359200992065,0.3367902742209935
0.2193158957276955,0.2452808287076052,0.3287041333427294,0.1485778781562002,0.2312166392004892,0.1485308765814617,0.2433927771968389
0.0896329827840824,0.1320286416597471,0.1399793780299188,0.0576556585166144,0.0991420523549435,0.0685275472028701,0.147083519313528
0.123101769534637,0.1446390306981193,0.2296820548825386,0.1069575852045364,0.1595431684809896,0.1030035102959762,0.1448280206616038
0.4937487583169576,0.5218752103922757,0.3631745122804328,0.5905340621478268,0.5620716065547966,0.5672678999492379,0.5855806469981412
0.2834969402358382,0.1906200287771491,0.2170069686504075,0.2419512958832513,0.1944844571268292,0.2636784357501148,0.1974755747387619
0.2670089499718701,0.2058594426116939,0.3503331312602665,0.1357850026380321,0.2124089269411164,0.1386061056867328,0.2529085083998678
0.3632246465179513,0.3058781812279403,0.2145908386541562,0.3586892160865965,0.3173231418279459,0.3818652996644714,0.3299450643253255
0.2195648751994323,0.1297084420924362,0.1750819679689704,0.2001003978463007,0.1911064587294489,0.2042676546411408,0.2122770169225767
0.1718267812676278,0.1262857628175811,0.1849037571833615,0.1536841696357835,0.2027954189076877,0.1574540602056789,0.1802140520012218
