Transactions,PointsAdjust,Generated_Var_3,Effort
0.0320202898094178,0.0529579480576149,0.2164542248269149,0.1141340016625222
0.0922504304481685,0.1772086794971252,0.2662968798822986,0.1858072532376745
0.1087217163101876,0.1274393982340665,0.2793861098655103,0.1689253112299986
0.1054726644657327,0.1251521888428555,0.2703467946795844,0.120898314381551
0.1255322214096384,0.125918394990576,0.2198302750705511,0.1418646209905669
0.1019629512150489,0.1706072329535567,0.2984278354593256,0.2272710334524847
0.1333482731512647,0.2464551209238385,0.3536528516261472,0.2552186709458303
0.0776882996510869,0.0547027763088356,0.0878188491297359,0.1754201007982708
0.1350406215783815,0.1605161064700228,0.3730719843581508,0.2646792524703446
0.2326890302081838,0.2559648293967464,0.3667295151930668,0.2617027781026083
0.1890506842714066,0.1734094986797784,0.4120175932502154,0.3404725791554447
0.0990810176508826,0.0501624909321683,0.3195963402726824,0.1573519461888215
0.1143494304749321,0.1013294856909704,0.2654370323675266,0.1072420273621651
0.1269903476397456,0.1591312082776808,0.3136542616711397,0.232533271766154
0.1327774611247796,0.1508583230675442,0.2981672409881377,0.1862915458827883
0.1187144397651511,0.1488630782632989,0.1324463948816311,0.1856706178864634
0.1102344027553805,0.1279305734060436,0.2687377687357424,0.2074799924613584
0.0871296243058373,0.1089545828443212,0.2832487469799949,0.1176265965861081
0.1349528693563717,0.1895923306675331,0.3182260085405241,0.1764556027666139
0.1544896521912209,0.2569406674571954,0.3489290891996782,0.1994719701102705
0.0868650751321309,0.1756710858347308,0.210641279903902,0.2086486000758047
0.4399257755697011,0.4835465039494899,0.6622759120153419,0.5483478441661318
0.0559545969542321,0.0204926900061293,0.355491914917116,0.1262481404615515
0.1803875875382624,0.2258613887375601,0.5120911590821251,0.3065727081972651
0.2326621299988684,0.2608553199338652,0.5141412196955361,0.4172231945194906
0.1512053167653314,0.1814139823852976,0.3602743290818478,0.2374808376469142
0.11294998358114,0.1119663214429287,0.1714995502953493,0.1702973791325373
0.0592695786420704,0.0469157576714486,0.2487797525317556,0.1419690310671038
0.1059751033483248,0.1357212734088362,0.2506269395665901,0.1455640123955469
0.1506181392354321,0.1821673230063505,0.2756111414869083,0.1948851649705254
0.5274980794864048,0.5090961173653578,0.5706737947486878,0.1313988704150637
0.2055450201382342,0.2026382174542768,0.4649361262134024,0.3469490671249852
0.1776899686421758,0.2439962567796198,0.3808011681388555,0.3070058512170365
0.1526638954584959,0.2225867815641513,0.3825859885150554,0.2841182714617363
0.114492771625205,0.1302424591620016,0.3017750294877728,0.1820345504795761
0.0276114334341258,0.0286631261150224,0.2539466567238586,0.1266954994852656
0.1408218103584758,0.2129369418082619,0.2657008678740275,0.203305144336056
0.1638473736248271,0.1956780763441758,0.2760527346638679,0.1830375037465215
0.099096990450511,0.187365916539944,0.2760674166384582,0.1665428069301919
0.1072142033105185,0.1187615494364424,0.2815236530456736,0.1084746485888958
0.129991253376879,0.1901641392932441,0.3061350682071269,0.1707213830149641
0.1754581988803076,0.2652804751694189,0.2460138631502896,0.2568953508442522
0.1200710520666741,0.1829205966630486,0.1946092406298518,0.2049604710735107
0.1587248003154606,0.2349690599652856,0.4204219870796474,0.300182231522019
0.2089894165049217,0.2329478748440963,0.3242971108115651,0.1164217526613879
0.2523400130113009,0.3221800623386915,0.530172463519666,0.4067241099998233
0.2360462975566952,0.2535310936266697,0.4711952169948329,0.3861509438894053
0.1797398653290663,0.2398948072352112,0.2672951441454136,0.2103294938512498
0.1641689553400607,0.2753454520724001,0.4529936726858483,0.3143342187424962
0.4215927835044946,0.4467016193924633,0.5992509254871536,0.4674767490199996
0.2032891588528217,0.2589043301976041,0.4760062927433903,0.3624164836979753
0.0888023546177504,0.1407481368545229,0.3211848029898647,0.1757013187794625
0.1361012888922411,0.1250897696936295,0.2834259376808297,0.192011090924325
0.2938222785723697,0.3564211384055161,0.4601017370123973,0.4118482311081106
0.0649278682113413,0.0969778322053636,0.2769905193463503,0.1271646587140959
0.087636283900421,0.1640857753318072,0.2887991595804186,0.1854465391447445
0.113370219316954,0.1489441302442504,0.3531098639710653,0.1824830368320141
0.0887440722537402,0.1342314002197873,0.3724494009376528,0.1781306499820564
0.0603877659623737,0.0331367442912054,0.3014465002085089,0.1003404245083037
0.2244462375071641,0.1381653384306421,0.3098440819402203,0.2011638922705079
0.1141976803414235,0.2117345047416848,0.3421966464801137,0.1915363689113432
