size_D,t07,t10,Generated_Var_1,Generated_Var_2,Generated_Var_6,Generated_Var_8,Generated_Var_11,Generated_Var_12,effort_D
0.4208223018250344,0.3963791048402209,0.4571653046391462,0.3268201562078081,0.2103494996668666,0.2621007780155769,0.1459373167085991,0.2224313259609016,0.3110437108226377,0.5575351863791718
0.385449380389315,0.3346887334787968,0.4159012677274628,0.3598157376937274,0.2551549603528285,0.2973307182477689,0.1960757525629238,0.2565217219278295,0.3438536634212469,0.4770708810030891
0.3778321784984922,0.3466658877314408,0.3738479213787764,0.3733845593951989,0.3110560185324814,0.3777607108385693,0.2669866253835724,0.2737753215031095,0.3450104020136919,0.5897770519890864
0.343592947316716,0.2574067042019952,0.3501856672656039,0.4343271982653976,0.3109934108180319,0.3891427389347781,0.2369714330549113,0.3296858535331671,0.4061598636487137,0.4054220079462521
0.3635926662108035,0.3191316164381704,0.3931013275113054,0.3804764978677108,0.2429657440573379,0.3222117105843184,0.1925521693853586,0.2461386829661679,0.3465944634953146,0.53735741571533
0.5739609659138283,0.3525277899243407,0.5453803270058359,0.1829761598434912,0.1079485220264599,0.1330914880344304,0.0741824292586831,0.1179585478632675,0.189840684641003,0.5774090363363914
0.4013965594314288,0.2586184642449116,0.4139203282809066,0.3670009330191889,0.268389707999856,0.3037444840364794,0.209195080984674,0.275471785866532,0.3731159850819496,0.4451227864178749
0.559990496624243,0.2963909269227583,0.5161310609955805,0.1811066211464275,0.0940049154548034,0.1429904267901414,0.054099861727209,0.131023376280138,0.1887841098074502,0.5456384125718846
0.3626627567245228,0.2649986162463572,0.2714079810307635,0.5054304520371413,0.4161105217123508,0.4242988402310209,0.3685323855748649,0.3413878653562308,0.4434209342154579,0.5148449816720272
0.4406323521217972,0.4028834919072043,0.4693966552048238,0.3083560939075103,0.208956151028114,0.2423932002482567,0.1597232501396641,0.2082894645148673,0.2939921194321487,0.554999705963975
0.6364295529021502,0.4653211326088152,0.6511201790597623,0.1631712102249026,0.1023639343910861,0.1112656850056099,0.0824470824017513,0.1019915060153822,0.1768056588542487,0.6187258008146803
0.5494870355816588,0.5613253274866535,0.5861673906912686,0.227936677986085,0.1723736322820536,0.211776285639034,0.0757973495291338,0.1297861595332386,0.2076508070082172,0.7533795290238096
0.5353703523590637,0.4542534408185578,0.5526882565077524,0.2957728525156182,0.2330841527612971,0.1942038678086056,0.211476306815948,0.2171414474343527,0.3111915597940732,0.5053382334430114
0.1086811714314825,0.1554078427796702,0.1297533257217177,0.7803230969562569,0.7059311372776077,0.7094041161646584,0.6512241206609295,0.6853674806258674,0.7493160857227863,0.1509452869705726
0.3647715500468806,0.2511326488645067,0.3292764296449587,0.4177414192339854,0.2777412945843092,0.3350820192242232,0.2444235626609879,0.264243525050516,0.3719946438498563,0.512631323072962
0.4739539122131582,0.4776285233212892,0.5013755614115916,0.2558175951695761,0.1854197490998043,0.2427849023813639,0.1274035403316039,0.1551038465058092,0.2422453177827208,0.6913722141926897
0.2890069368867241,0.1800802788978122,0.2509178369835446,0.4819857847547869,0.3609821597831896,0.4432804732360775,0.3204387800235429,0.3597174588358877,0.4434648693492,0.4168867302073474
0.297731061972832,0.1115071564195473,0.2412258998138102,0.4667335484789348,0.3590578781967826,0.4115916560464169,0.3181384711565796,0.3704897467274385,0.4471871242572595,0.3326153837848988
0.3526387971923993,0.2886248752882376,0.3512471180281319,0.414342622914483,0.2706571476106243,0.3723398829890294,0.2034622212815789,0.2880234256223014,0.3771789276000594,0.4652053078941599
