AFP,Input,Output,Enquiry,Added,N_effort,Effort
0.0460006473630408,0.0807654454290753,0.202296556747832,0.1064953071609938,0.0806699350870908,0.1623224228373534,0.1519747127421981
0.1141707834028739,0.2100575020523217,0.1764788753935967,0.1277616941883262,0.1276945590373946,0.1406907897714409,0.1265097877495893
0.1133119459653687,0.179528698010741,0.1957974892838421,0.1169401276050619,0.1305042320239481,0.1493925391814133,0.1472791529101932
0.2154187826835628,0.2989891417937917,0.3160409416632317,0.1475079552401066,0.2742116514822524,0.093048387217662,0.1102174946597384
0.0784019893200343,0.205715238205921,0.2770603942629392,0.0871695129878638,0.0988963612236207,0.1443944391187499,0.1442446347480384
0.1854187114399804,0.2462308351572334,0.2317315372446653,0.2290921490459271,0.1876935590223375,0.2244238799556479,0.2164019820884005
0.1756575146440029,0.247032854280752,0.3749436283164736,0.0876280955080081,0.1710939397667067,0.2172134511018701,0.2138861185877201
0.2416099157073022,0.2560696821714004,0.2891481617129049,0.2725665502969434,0.2022340506831494,0.2799835967745295,0.274231903561185
0.1709368043368622,0.2178416565999104,0.3631791211919133,0.0767990950172695,0.2165198851005427,0.2406377758262762,0.2451935881631636
0.1027623220133516,0.1530540447061209,0.2376117807068901,0.0601331360321511,0.1485415490630967,0.1847214128920067,0.1636387836566486
0.1200219799509869,0.217137130286899,0.1871724829116881,0.089617172134444,0.2292277412131489,0.1670764204675885,0.1350730016464749
0.1037724831277674,0.1887486740357328,0.285382338396707,0.0783496231221865,0.1470633807838584,0.1903729854383836,0.1987475304436911
0.1756740531158502,0.2269055292999325,0.2248161435319738,0.1089601343584897,0.2594193605755996,0.0715129533643629,0.0916658996977242
0.0984190125883644,0.1065667214106824,0.3388671080190029,0.0733579594049154,0.0120449370402452,0.1631526980271473,0.1521498666451128
0.1655408166235802,0.1588760138330889,0.418719095053502,0.1207777567604666,0.1321743310339616,0.2034152169268692,0.2222817672994606
0.1669184233468462,0.3191029142738345,0.1016022165687816,0.1904127432877489,0.1033231101491016,0.2501596362917195,0.2499216361753199
0.3624850937380602,0.4082056109297885,0.4482867643744853,0.3421087633495779,0.3815139546135212,0.2614140899583889,0.2905486889933655
0.1219316602283138,0.198076054208151,0.2063439393596297,0.1567840997546176,0.1702803479711484,0.2058777546658944,0.1956544602756544
0.2407398572537346,0.2953486632011404,0.2651991151785691,0.2593895794726487,0.2917531712835449,0.1352719502898504,0.1624526665264183
0.1311175028421057,0.1928874512732729,0.3530911332326041,0.08689877927859,0.130785378302571,0.2077339018586292,0.2122298049387407
0.0738844143269471,0.1573874741926029,0.2153126947198965,0.1114673704294149,0.1456365905509372,0.1158303692858742,0.1084849545663521
0.1919000189065769,0.2016499417293398,0.2492425614811664,0.2271127415385942,0.216453793196318,0.2431855235609492,0.2537151808200641
0.0987824095209996,0.1430607408546085,0.2109615904338271,0.0809902549974943,0.144148069843097,0.1435434891557311,0.1335944990372832
0.0725052910203465,0.1381475560354466,0.1495237949901414,0.1700475854610001,0.1350722155759731,0.1656825380034233,0.1494793762345406
0.0921240954608369,0.1771257956364373,0.1871829447303982,0.0912736736546805,0.1315710361548057,0.1211940743649296,0.116042476083529
0.1032862271536089,0.1010123028185219,0.2900256250836858,0.0924444807569249,0.0953487629217144,0.1403499974960022,0.1320070429597692
0.1660587264918726,0.2235682850183053,0.2823409818050665,0.1321188564273665,0.1609919637994549,0.2544348348987912,0.2592515792661791
0.0873775206357522,0.1415042340568278,0.1903986422225372,0.101426832306198,0.1462894356079793,0.1518633227250621,0.1301084765950346
0.1780061598549653,0.1910217085411313,0.2907334469491112,0.1404360171240294,0.1242582442292455,0.1485051158450806,0.1505450156848428
0.1564363848348493,0.1881976470413922,0.2551362637255648,0.1631509188231609,0.0707677530371906,0.1705965328676479,0.1850842395169775
0.1459106769829398,0.2375015893050534,0.367467238924376,0.0544375063114248,0.1450128595686242,0.1869230276610964,0.2240174367889801
0.1452080257638658,0.2672712060521847,0.3243752130432575,0.0727285189334942,0.2138315946234417,0.2036641804670171,0.2025748931940899
0.1765942068010727,0.2420684625852355,0.2242371150672068,0.2063652552332075,0.2052180103848154,0.2272020908990233,0.2374942830166694
0.2770799331554203,0.3883318848625464,0.3419701794682965,0.1818904031684539,0.3657984623063927,0.3138074403999255,0.3367091004278045
0.0848381151149187,0.1783848215695434,0.1504317824823417,0.1179190868996311,0.1313527845731768,0.1725037442895637,0.1671030496033171
0.1620350310828825,0.2301129112688557,0.1825943713260293,0.1631279554780957,0.2065070638847687,0.0737809702120684,0.0982859078732377
0.1475965382275662,0.2254964627834067,0.3784204518901832,0.0411010714255292,0.2016282801985371,0.1872613466973286,0.2039950744987626
0.2173700490485644,0.3460680384618767,0.2012240699143976,0.237280898053737,0.2089772260775517,0.0838502870721388,0.0932108958679459
0.317981055997401,0.4766441100331565,0.2787019930675341,0.3678366831813313,0.2391348165185441,0.5384084695662329,0.5140584932177464
0.1111499188542885,0.1816288670581627,0.3054191490718643,0.0897538939337299,0.1260132638360748,0.0856240186528939,0.1165053797250794
0.0408744547838878,0.0154818638647361,0.2089020665305377,0.0919436941900168,0.121289121682798,0.0616388325773612,0.0888615699271165
0.2449273886076677,0.2882603302513393,0.2671639469602692,0.1719552857536812,0.3842677915320884,0.0412756405385098,0.0469594198202706
0.1196132191379892,0.1930175404641927,0.236441478575998,0.099837562700531,0.1665183595093903,0.2611972634625095,0.274926162671765
0.1065934696456088,0.2091582864490271,0.1407705955125159,0.1065165197257507,0.1832735038340066,0.1964064763363046,0.1778368104868914
0.147032499202579,0.2626585033723825,0.2696032238887182,0.0687431234323851,0.1930219119776519,0.1960903260604324,0.1944832925937344
0.186956601039504,0.3135594089868775,0.1705278750420069,0.1677344681727647,0.2405056042036996,0.2903148191207805,0.2907438080636315
0.1192291901124913,0.2080935053101077,0.1737329990660008,0.0487522934896917,0.1861646894115167,0.1757762113734177,0.1712600710305069
0.5391074699965063,0.5162575188135287,0.6740095963544059,0.6811637561881225,0.4162589720811137,0.885999792574324,0.890435173066327
0.0891300417004539,0.1953417364703027,0.2241196301886288,0.0598018484078498,0.1409812607973927,0.0801596261225634,0.0652715787944627
0.1008868981770504,0.1221973032051409,0.2757351366638312,0.0240002215379205,0.1660158064879954,0.1804794586373152,0.1768762650068183
0.1144312992577931,0.1920659298835188,0.2459304874856366,0.0543200934893926,0.1881340429273509,0.1895585565558308,0.1603684805592982
0.1310688561692226,0.1607871803621624,0.3185501755432685,0.1751541580755969,0.1500644526749976,0.2135591585698736,0.1994432280451216
