TeamExp,Transactions,Entities,PointsAdjust,Envergure,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Effort
0.0723785065127247,0.0320202898094178,0.3693339526791379,0.0529579480576149,0.3714626798553718,0.5927227692167607,0.1185970000351639,0.2164542248269149,0.354255158572779,0.1141340016625222
0.1111359598366167,0.0922504304481685,0.6204121980018271,0.1772086794971252,0.5422201522485987,0.5843648888974711,0.2300737523481865,0.2662968798822986,0.3566907380122058,0.1858072532376745
0.4580720489590225,0.1087217163101876,0.4465545421269443,0.1274393982340665,0.5142818375883399,0.5613294993079186,0.2925605870448695,0.2793861098655103,0.3610565426028191,0.1689253112299986
0.7198367514054149,0.1054726644657327,0.4424881337116056,0.1251521888428555,0.1616426876134045,0.4914573234113445,0.3169277270891878,0.2703467946795844,0.365878357179653,0.120898314381551
0.3590531886482687,0.1255322214096384,0.4939859517330673,0.125918394990576,0.3431571043907823,0.5698111495837326,0.2530435493723237,0.2198302750705511,0.2996354142436329,0.1418646209905669
0.2735409795585868,0.1019629512150489,0.641524209585205,0.1706072329535567,0.5821849961221006,0.5791098070095538,0.3401357987415918,0.2984278354593256,0.356458984717963,0.2272710334524847
0.4404248031469072,0.1333482731512647,0.7542758714183176,0.2464551209238385,0.660320793325036,0.521097001298473,0.3520950332373729,0.3536528516261472,0.4116219744950198,0.2552186709458303
0.0989104534972507,0.0776882996510869,0.400071691945609,0.0547027763088356,0.2759277884929227,0.7864179317576314,0.0376765296803611,0.0878188491297359,0.1559889201018161,0.1754201007982708
0.6298515642107889,0.1350406215783815,0.4787505686923654,0.1605161064700228,0.577505470080203,0.4536993662795847,0.4061340946570262,0.3730719843581508,0.4562445332485655,0.2646792524703446
0.5352263425128989,0.2326890302081838,0.5925579390533703,0.2559648293967464,0.7396111068328634,0.3902624358889182,0.326910337314296,0.3667295151930668,0.5361284935753335,0.2617027781026083
0.6610856922773798,0.1890506842714066,0.3952642555259826,0.1734094986797784,0.7264121457903127,0.4135179013019531,0.4221941442718275,0.4120175932502154,0.514231668019559,0.3404725791554447
0.1952670330737544,0.0990810176508826,0.2157231533449296,0.0501624909321683,0.2122015942672228,0.5451387748190918,0.2529421724433577,0.3195963402726824,0.5434556309813328,0.1573519461888215
0.4821873425295923,0.1143494304749321,0.3570677492484295,0.1013294856909704,0.3826726007013682,0.5504210237090678,0.2704548697975639,0.2654370323675266,0.3879589244569422,0.1072420273621651
