AFP,Input,Output,Enquiry,File,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_9,Effort
0.0460006473630408,0.0807654454290753,0.202296556747832,0.1064953071609938,0.1691088098275799,0.0806699350870908,0.3343206205528491,0.4098735618480031,0.432571396458879,0.3518377819845535,0.3736990331602816,0.3581914935081027,0.1623224228373534,0.3861357380246332,0.4944800888848657,0.3509490739511949,0.2212098014236893,0.4008981788619299,0.3839826670703639,0.3546492943636896,0.1519747127421981
0.1141707834028739,0.2100575020523217,0.1764788753935967,0.1277616941883262,0.2344800194544085,0.1276945590373946,0.3467400077673234,0.2597139621820671,0.3049565394114119,0.2490655652769081,0.2653082379380421,0.2584285240338004,0.1406907897714409,0.3416821641589864,0.3925506221662034,0.4432594936148906,0.2890987937831539,0.4432009251329227,0.3967475363083204,0.337496453779452,0.1265097877495893
0.1133119459653687,0.179528698010741,0.1957974892838421,0.1169401276050619,0.1729764872479345,0.1305042320239481,0.2917374556025918,0.4109572665266791,0.4362427868797671,0.3645588563899225,0.3743023143243936,0.3063896631481935,0.1493925391814133,0.6236301831477145,0.7615747256796388,0.1916074781073109,0.4639162299429152,0.6580877398150604,0.2858220932996054,0.2482377565920579,0.1472791529101932
0.2154187826835628,0.2989891417937917,0.3160409416632317,0.1475079552401066,0.3088538896461815,0.2742116514822524,0.247795999818137,0.1866729338891259,0.1713394713296216,0.193609146021046,0.1310971077120777,0.3632128136616454,0.093048387217662,0.5296129698741386,0.6441735055191328,0.2281277260799481,0.4552898815499133,0.8426574095408679,0.281858178609915,0.2061611362047162,0.1102174946597384
0.0784019893200343,0.205715238205921,0.2770603942629392,0.0871695129878638,0.1130676451800334,0.0988963612236207,0.4091597661307791,0.396465289274266,0.410301758963838,0.3584877848261603,0.3566861887259284,0.3353685136677177,0.1443944391187499,0.3907920148775927,0.4307277293312812,0.4119395445046654,0.2708628773049411,0.4491323400906872,0.4268513906387858,0.3842491010204125,0.1442446347480384
0.1854187114399804,0.2462308351572334,0.2317315372446653,0.2290921490459271,0.2450831526290443,0.1876935590223375,0.3555717709858202,0.3811845849994064,0.4313280935042132,0.3508909831987754,0.3762089907693406,0.3841879648149659,0.2244238799556479,0.6181409643476942,0.7122584011509909,0.2530657063787398,0.4325414509584114,0.6359530651549208,0.3288420079372058,0.2887250906079268,0.2164019820884005
0.1756575146440029,0.247032854280752,0.3749436283164736,0.0876280955080081,0.1352876471052827,0.1710939397667067,0.3287233794681827,0.4078978836268075,0.4189025526065827,0.3722942868195876,0.3637240384637423,0.2811583195341538,0.2172134511018701,0.5491561062576874,0.6763779948761374,0.2722924330656138,0.28406944016033,0.4194657009577387,0.3757691568916632,0.3683024245861239,0.2138861185877201
0.2416099157073022,0.2560696821714004,0.2891481617129049,0.2725665502969434,0.2881673348057721,0.2022340506831494,0.366086612357261,0.424464020326196,0.456985288249441,0.4078724516673896,0.4048470875205449,0.3494517659440894,0.2799835967745295,0.5650536637967347,0.7260372155093445,0.1534520024135486,0.2194933568617068,0.3367523834780301,0.3059139994986344,0.3306361289384054,0.274231903561185
0.1709368043368622,0.2178416565999104,0.3631791211919133,0.0767990950172695,0.1946660095822043,0.2165198851005427,0.2300605601730956,0.4560711711094508,0.47698448771286,0.4060015112998076,0.401659565280299,0.3372792060581435,0.2406377758262762,0.6279213913834646,0.7162710111411383,0.2067337381866183,0.3289761799670309,0.4252250881441259,0.2670140414961537,0.3034002857840816,0.2451935881631636
0.1027623220133516,0.1530540447061209,0.2376117807068901,0.0601331360321511,0.1734887950114925,0.1485415490630967,0.2161733271928796,0.5330523987511457,0.5578387091349237,0.4657346385622775,0.4950792961515411,0.2325576319716584,0.1847214128920067,0.7234020382975856,0.8363855503949961,0.1408846964396621,0.4762901988605769,0.4992509379578387,0.1571527635344334,0.1794910655527015,0.1636387836566486
