size_D,duration_D,dba,ifc,nlan,telonuse,t01,t02,t03,t04,t07,t09,t10,t11,t12,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,effort_D
0.4208223018250344,0.5320905997410103,0.1047729185974275,0.2264579849240412,0.1422689575217219,0.2508580616421495,0.0434703190704441,0.1145065875985094,0.2761910038721932,0.1808677280889249,0.3963791048402209,0.1909238020710589,0.4571653046391462,0.2231351847897408,0.2600996156382471,0.3268201562078081,0.2103494996668666,0.1079803580201244,0.4000891468543194,0.3123090512968715,0.2621007780155769,0.0805245590741528,0.1459373167085991,0.278245691672116,0.1015318669822057,0.2224313259609016,0.3110437108226377,0.5575351863791718
0.385449380389315,0.507296381930862,0.1519693072875662,0.2620480297039288,0.152199516602483,0.2633188902779242,0.0676617694300821,0.1511720891589387,0.3170552841443934,0.191607802394429,0.3346887334787968,0.1686826861121724,0.4159012677274628,0.2223648975318435,0.2469171926204222,0.3598157376937274,0.2551549603528285,0.144809500881741,0.4117226417081364,0.3287529367414773,0.2973307182477689,0.118809855217396,0.1960757525629238,0.2576722013319539,0.1040030865126556,0.2565217219278295,0.3438536634212469,0.4770708810030891
0.3778321784984922,0.3025450623334782,0.2648295054672209,0.1398325737140731,0.0701162873055081,0.091916324915187,0.2031965654439217,0.2264639785416276,0.406325671875405,0.0909111703102526,0.3466658877314408,0.2176843923686677,0.3738479213787764,0.1124127050463657,0.1641212812842598,0.3733845593951989,0.3110560185324814,0.2856747422791391,0.4586076852722362,0.3318602553300814,0.3777607108385693,0.2464502016154091,0.2669866253835724,0.2411787503381101,0.1168225108788588,0.2737753215031095,0.3450104020136919,0.5897770519890864
0.343592947316716,0.5351124794349554,0.1469339168672345,0.2492793646153467,0.1262779976279853,0.2476423834663688,0.0780010649010502,0.1211090808308922,0.2946581524338892,0.121487283964932,0.2574067042019952,0.0800646733298561,0.3501856672656039,0.1609225494760491,0.2022903015116724,0.4343271982653976,0.3109934108180319,0.1889595749636441,0.4890516006100155,0.3839947775994883,0.3891427389347781,0.1613822747768298,0.2369714330549113,0.2513716511576455,0.0637520653357945,0.3296858535331671,0.4061598636487137,0.4054220079462521
0.3635926662108035,0.5182364740080938,0.1077412708873582,0.1995206976474898,0.0974283358723889,0.1993736765704727,0.0313577984421742,0.1203115498827208,0.3190617203116433,0.1178046932790432,0.3191316164381704,0.1166306922135018,0.3931013275113054,0.1606795760364003,0.1979350928767371,0.3804764978677108,0.2429657440573379,0.1481815681876454,0.4393403602210174,0.3283324076108166,0.3222117105843184,0.1301407750237417,0.1925521693853586,0.239213011552353,0.058649313100432,0.2461386829661679,0.3465944634953146,0.53735741571533
0.5739609659138283,0.5766665782247452,0.1015117147214028,0.2627133688560533,0.3251841346805801,0.4298173632289623,0.179825951291372,0.1922381667080062,0.1294162214989713,0.3310375523894659,0.3525277899243407,0.3256944855838665,0.5453803270058359,0.38618953283893,0.4057400495303549,0.1829761598434912,0.1079485220264599,0.0300013113573331,0.2319708712829548,0.1451857121279064,0.1330914880344304,0.0245076044202215,0.0741824292586831,0.4241844756923317,0.2725155159495582,0.1179585478632675,0.189840684641003,0.5774090363363914
0.4013965594314288,0.5431695435925024,0.1098792788721098,0.2589285401073274,0.1494214154851332,0.2867658676950844,0.0493464982381965,0.1251296855833505,0.2872789846077695,0.1855049600779824,0.2586184642449116,0.1405502515327712,0.4139203282809066,0.2276247359224276,0.2367454299022331,0.3670009330191889,0.268389707999856,0.1416075919760589,0.4245197303642126,0.3479667236789595,0.3037444840364794,0.1101782706265115,0.209195080984674,0.2395549879199005,0.0866594805319475,0.275471785866532,0.3731159850819496,0.4451227864178749
0.559990496624243,0.6447779906579596,0.0650817789250456,0.2037231657615144,0.3176336102728407,0.4390985190395512,0.1556985498957747,0.1392511471073343,0.0729957714156952,0.2950971127423323,0.2963909269227583,0.2793691016178108,0.5161310609955805,0.3652757476566913,0.3921689312265961,0.1811066211464275,0.0940049154548034,0.0101496366365837,0.2333315370530603,0.1470220821167863,0.1429904267901414,0.0059831907691751,0.054099861727209,0.4206390638540839,0.2541081369552537,0.131023376280138,0.1887841098074502,0.5456384125718846
0.3626627567245228,0.4000619992167681,0.2705790984597419,0.3088260456075277,0.0250620886025461,0.0914017045260292,0.1524875734349437,0.2511130978655408,0.5938020163110735,0.0625392336572342,0.2649986162463572,0.0943469422549654,0.2714079810307635,0.1027335139649513,0.0648856550976803,0.5054304520371413,0.4161105217123508,0.3557329802454783,0.5208948275268477,0.4807215229461495,0.4242988402310209,0.2962448835036627,0.3685323855748649,0.1350048975711064,0.0497859616553274,0.3413878653562308,0.4434209342154579,0.5148449816720272
0.4406323521217972,0.5022452350280746,0.1187305027297524,0.2518008576326075,0.1544595317029585,0.255826083430842,0.0545222201824986,0.1527156917018499,0.2804482477676341,0.2265459190235152,0.4028834919072043,0.2288946012819542,0.4693966552048238,0.2479029439229099,0.2641808562906377,0.3083560939075103,0.208956151028114,0.1184212089540262,0.3913845952746363,0.3149630081698727,0.2423932002482567,0.0883382144770824,0.1597232501396641,0.2716308051142599,0.1186465349136321,0.2082894645148673,0.2939921194321487,0.554999705963975
0.6364295529021502,0.5827934418701581,0.1776170350619193,0.3984509461863064,0.4281783667644157,0.5131405544541977,0.3223674429021108,0.3258689730903193,0.157007035988354,0.4633332000249737,0.4653211326088152,0.4619368674423996,0.6511201790597623,0.492943018362096,0.5040121668656864,0.1631712102249026,0.1023639343910861,0.0499518174042562,0.1928880679936643,0.1302787969477424,0.1112656850056099,0.0409579415848632,0.0824470824017513,0.5074999361236605,0.3943952623576434,0.1019915060153822,0.1768056588542487,0.6187258008146803
0.5494870355816588,0.5469192614923895,0.1628876530158509,0.2069484794010619,0.1573579791561155,0.1922550447423577,0.0726577104575206,0.1985169200668865,0.3182979157386261,0.2176401413720767,0.5613253274866535,0.3521743119251694,0.5861673906912686,0.2570449762826446,0.2772449061476295,0.227936677986085,0.1723736322820536,0.1100666345677707,0.3447965780871467,0.250613695560047,0.211776285639034,0.0592848171304435,0.0757973495291338,0.338514307614458,0.1799258512925687,0.1297861595332386,0.2076508070082172,0.7533795290238096
0.5353703523590637,0.4670457250657662,0.2150025307497157,0.471354121780793,0.3141306794500276,0.434113987863728,0.2423414386746181,0.3521568324399763,0.2781595116900087,0.4400676017241086,0.4542534408185578,0.4051054328423218,0.5526882565077524,0.4375241307717148,0.4086115288480151,0.2957728525156182,0.2330841527612971,0.1450012819985869,0.3224482411761359,0.2861350131273086,0.1942038678086056,0.1274360265002647,0.211476306815948,0.3621147252810859,0.2800202404941674,0.2171414474343527,0.3111915597940732,0.5053382334430114
0.1086811714314825,0.1501319030579315,0.5679997674413875,0.6674650483391198,0.109275123573123,0.1677280924743893,0.4168993626736474,0.5416843020304365,0.5315053644192006,0.1602818292170301,0.1554078427796702,0.115937149743229,0.1297533257217177,0.1059552616701999,0.2319567881684087,0.7803230969562569,0.7059311372776077,0.6172848640005011,0.7701950650487286,0.7160145877721835,0.7094041161646584,0.5851169714092023,0.6512241206609295,0.1340415313688278,0.0619403743352486,0.6853674806258674,0.7493160857227863,0.1509452869705726
0.3647715500468806,0.5033156682339679,0.1121623129915926,0.2164405019751366,0.0684025114565635,0.1791467448502419,0.0208248331757273,0.1014041815265194,0.4105859759324761,0.0828708420379376,0.2511326488645067,0.0762782803692929,0.3292764296449587,0.1458237176538539,0.1411463195848152,0.4177414192339854,0.2777412945843092,0.18847221977566,0.4618759676188599,0.375276869221832,0.3350820192242232,0.1525226383458559,0.2444235626609879,0.178768796576644,0.0332714105460459,0.264243525050516,0.3719946438498563,0.512631323072962
0.4739539122131582,0.4908594722615394,0.1499994915771075,0.1699798670840301,0.1333132880315244,0.1837212172462207,0.0650878277946135,0.1595410894034151,0.3052550360770988,0.1728470292327969,0.4776285233212892,0.2614320843018183,0.5013755614115916,0.2170064266615428,0.2572627545100763,0.2558175951695761,0.1854197490998043,0.1240718232368605,0.3680555501470366,0.2451101839967624,0.2427849023813639,0.1029551984668126,0.1274035403316039,0.3095130380788018,0.1467344305611937,0.1551038465058092,0.2422453177827208,0.6913722141926897
0.2890069368867241,0.390842661147564,0.1854691062511731,0.2237734999496962,0.0266668057799146,0.1322391807515987,0.1020721275747455,0.1492731321812729,0.3676461998839316,0.0342761830805221,0.1800802788978122,0.0450418529692523,0.2509178369835446,0.070925172143036,0.1180284312960898,0.4819857847547869,0.3609821597831896,0.2595668263782463,0.5326244648060099,0.4371322447734095,0.4432804732360775,0.2464992981537891,0.3204387800235429,0.1624566052125634,0.0075964494528639,0.3597174588358877,0.4434648693492,0.4168867302073474
0.297731061972832,0.3831429043955288,0.1790871189205931,0.2369702751903477,0.044743277727303,0.1739853588874235,0.1143609481979201,0.1381923664589715,0.4041474841366664,0.0644956369324767,0.1115071564195473,0.0246854700155834,0.2412258998138102,0.1016322300469762,0.1268326034609355,0.4667335484789348,0.3590578781967826,0.2644629795995858,0.5276981510429456,0.4363420489122237,0.4115916560464169,0.2379537331925988,0.3181384711565796,0.1576066594611175,0.0154512743457431,0.3704897467274385,0.4471871242572595,0.3326153837848988
0.3526387971923993,0.5447191869928364,0.1138117205951826,0.1818123420887283,0.0846118495307923,0.1923731994348528,0.0559354135816089,0.0859981057972256,0.3432725421436485,0.0589728873813855,0.2886248752882376,0.0736695591520631,0.3512471180281319,0.124807762552995,0.1819735090382192,0.414342622914483,0.2706571476106243,0.1629627183067441,0.4797540684974692,0.3518992567767347,0.3723398829890294,0.1476330787072032,0.2034622212815789,0.2577152560190058,0.0468100476806818,0.2880234256223014,0.3771789276000594,0.4652053078941599
0.2908213187933309,0.4188934256564867,0.2016858286270321,0.2166123322177908,0.0297818170175612,0.1282375799281913,0.1210637767124319,0.1403794245918374,0.4092940875058515,0.0140001973730964,0.1997078473491259,0.0301144744236059,0.2584660029893324,0.0631957947603838,0.1239931089364169,0.4887051168262817,0.3640559170780876,0.2786171443334684,0.5486084057403029,0.4443579465178635,0.4606246592373545,0.2575100229563235,0.312369949860399,0.1877173054361731,0.0152008470419022,0.3794260424697102,0.4516327439895584,0.365354720725892
0.4349482633973528,0.5459591253710808,0.0569817050302643,0.11931021129501,0.1710015348414336,0.2782451145609765,0.0444457865332441,0.0294271826110832,0.18319707620388,0.1334738729521462,0.283179062833487,0.1611401253630275,0.4276428031833003,0.2108136460868085,0.2617894281697137,0.2686950993787648,0.1520771177945606,0.0690534104098285,0.3566160098203862,0.2094941203752492,0.2539475373888694,0.0574060701198346,0.1149935618302089,0.3114138733804146,0.109159738826035,0.1833634217228333,0.2552097913350701,0.5517000868530891
0.3991173362661608,0.5930180505468254,0.0698457971311311,0.1790628304153956,0.1011189262628031,0.2178262684968646,0.0268859450248423,0.0535150566685001,0.3253079221434856,0.0924709500464804,0.332352365200409,0.1150731566561983,0.4089711813684258,0.1647520334653387,0.2075468848090273,0.3612144541041975,0.2190171812053681,0.0982332982985628,0.4284042726946347,0.3114279429726245,0.3060210811874011,0.0905012597633881,0.1565849972810349,0.2745274583602234,0.0609461373441184,0.2330747316250283,0.3336405465557706,0.5348255002108964
0.1391984196460515,0.2472055008097338,0.5224478277362752,0.5978826839079043,0.1448147127623382,0.1958751497362346,0.326823257971518,0.5169515835147023,0.4389499667398683,0.2233476332922954,0.2612243251574886,0.1782654175094506,0.2320395597345019,0.1584421229991617,0.2687976539502857,0.7021832587351644,0.6234957579669012,0.5254143497722741,0.6806631555948678,0.6082792036942661,0.6133441808408379,0.5062461129741793,0.5601501831097582,0.1917246108903777,0.1025052492680312,0.6010050909366963,0.6532139159367787,0.2230360499617508
0.7021030652263835,0.5386106587058317,0.2024283354007204,0.1848543372329864,0.2640885198234802,0.2181909544323577,0.2355877364856795,0.2688953760120711,0.246266507181243,0.2854544371687491,0.7215791306085061,0.5246723140967997,0.6971604989271661,0.3470405405635663,0.3648131800401931,0.0931608186114658,0.0796032665767593,0.0902974089927797,0.2564863506401897,0.1111158009296042,0.1293384406463172,0.0248015686987113,0.019730868000399,0.4493880325217989,0.3291180822945301,0.0531825012261169,0.0895686133224216,0.8387944670190138
