rely,data,cplx,virt,turn,aexp,pcap,vexp,lexp,modp,tool,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_6,Generated_Var_8,actual
0.2537831620035655,0.2235366728696159,0.2988954060133779,0.3029874047593963,0.2056787727824083,0.7103797193617362,0.1812632635804748,0.4199737152787336,0.3388014857307232,0.1119796195767615,0.1987655537007706,0.3537745278893371,0.2419510857685514,0.143855455832458,0.2398479965445051,0.259034422742132,0.2514252619804384,0.2624214265381843,0.1714919916664116
0.2705703830359944,0.0979214403736095,0.3425662432365354,0.3889786489285796,0.1344731459411843,0.718661568194437,0.2171540012773793,0.4730227682951932,0.3967969137519071,0.1274427559209538,0.1658274328555316,0.3409122494741053,0.2797566875138549,0.1108317564832355,0.2892375667665297,0.2129519235038091,0.2972553119595466,0.3015856116207043,0.2250514379755305
0.381361635046856,0.3817158418122966,0.2949493035204767,0.2764344242773108,0.5373779639794722,0.6087843660647749,0.2950082360917969,0.3782058154767331,0.3080106984392453,0.3382750898872945,0.5448103391857677,0.548150015062776,0.2203721506177473,0.5413555069763347,0.1950389878717722,0.2903997049555745,0.222840824162924,0.2992384984091107,0.314762318859922
0.0764682717336514,0.2410837578621055,0.1039628727692644,0.1236594244768571,0.2051587958190677,0.8033567301681519,0.0670084565764531,0.2380590153270483,0.1351036602529708,0.1290333911398595,0.0939327557909995,0.1948712397474712,0.0750469152506224,0.1648611500573741,0.0778224872592222,0.1294402393796761,0.0728973566042314,0.1283361381535465,0.0932339270851905
0.3130827837702994,0.1854869952673947,0.3758339658373046,0.4211543808729058,0.1671810593781285,0.6592948748850317,0.2598807628781998,0.5084634497041397,0.4302936589878049,0.1432771482369174,0.1854551299173417,0.3779758255893343,0.3395451194927339,0.0898422784834714,0.3532067149163689,0.2940523720459728,0.348387219008618,0.3541153951467363,0.3548605132166581
0.2910304831236221,0.4894699722462373,0.2720415703364622,0.2513468176333134,0.487385968661725,0.5819933432280331,0.2751432311919947,0.3856331563782137,0.2903871564701993,0.3541357395063493,0.4102388830318187,0.4647296699618156,0.2554433490763593,0.3818654971835738,0.2280100119383785,0.4015583855022585,0.2508156807892305,0.3407041888039285,0.3398269118163678
0.0993373718756329,0.2699643646174681,0.0700610439779358,0.1177958131152826,0.3425528207506866,0.6831040593382669,0.1345407737973171,0.1955144733648526,0.1110109058762272,0.2105686090820395,0.1537595075558768,0.2584365963250374,0.0675865028771594,0.2525485665352906,0.0636890350499848,0.0984558216780317,0.0733655859782469,0.1170201854149176,0.115208904973335
0.1135397918328255,0.5263435955829869,0.0772823404575909,0.0632519377459787,0.5792060299655672,0.4965395570047334,0.3154447421857891,0.1436366447419713,0.0592265521282405,0.4573342481113506,0.2029771746936655,0.1476711660732185,0.1320544287505759,0.3919485383080035,0.0894568821483431,0.3036606704340359,0.128280313223885,0.164042561867125,0.3005022629062939
0.4061799358781676,0.2211236255227612,0.4486910514109145,0.4958921683572777,0.2339636148137111,0.6041965057836794,0.319434400430058,0.5648994412905312,0.4958607866039179,0.2036458463510312,0.3001185994569024,0.4920766296478973,0.4136791746210488,0.2015698483806195,0.4139379372805193,0.3490244773008176,0.4119359200992065,0.3953858083753369,0.3367902742209935
0.2193158957276955,0.4830123542993338,0.1435501835257529,0.1803718610003841,0.4770130433264885,0.5934678783072405,0.2452808287076052,0.2718073319484246,0.1707660133401098,0.3065760350436904,0.3287041333427294,0.4109970033960363,0.1485778781562002,0.4019771292849012,0.1350122630121873,0.2312166392004892,0.1485308765814617,0.219695554207269,0.2433927771968389
0.0896329827840824,0.2746805598249881,0.0674389363167743,0.1121000359276831,0.3151678523600876,0.6932083433866314,0.1320286416597471,0.189012326829389,0.1019560459199287,0.2085361451965448,0.1399793780299188,0.2396891038756763,0.0576556585166144,0.2579021422361838,0.0541395600469239,0.0991420523549435,0.0685275472028701,0.1059193491819223,0.147083519313528
0.123101769534637,0.2730893629954276,0.1132882413248214,0.1441353341448915,0.4065028840202824,0.7768887607311098,0.1446390306981193,0.2329365907748816,0.1316051142231727,0.2957104781576272,0.2296820548825386,0.259926276182805,0.1069575852045364,0.272491010559609,0.1158649139763402,0.1595431684809896,0.1030035102959762,0.2054900323287681,0.1448280206616038
