rely,data,cplx,time,virt,acap,aexp,pcap,vexp,lexp,modp,sced,actual,source
0.2278898506289535,0.8154844306176889,0.0,0.3050583683686699,0.6511627906976741,0.7017322032918163,0.6595744680851061,0.4467141328858349,0.6450817094140936,0.2631578947368424,0.8022974572896994,0.2672471287040455,0.2833736745419224,original
0.2278898506289535,0.8154844306176889,0.1578947368421052,0.3050583683686699,0.3023255813953488,0.4918400500527242,0.1914893617021278,0.2851366805654265,0.0939392340668456,0.0,0.5348649715264665,0.1129833663259496,0.249686112234064,original
0.3301260396348033,0.8154844306176889,0.1578947368421052,0.3050583683686699,0.0,0.3371826739818141,0.0,0.1520728963015608,0.0939392340668456,0.0,0.1719208837049357,0.1129833663259496,0.1457906075709645,original
0.1171339792059496,0.8154844306176889,0.0,0.3050583683686699,0.0,0.7017322032918163,0.1914893617021278,0.6843280333570236,0.3695104717404694,0.0,0.8022974572896994,0.2672471287040455,0.1455609196461383,original
0.2278898506289535,0.3084432868038626,0.3157894736842105,0.3050583683686699,0.0,0.4918400500527242,0.3829787234042554,0.1520728963015608,0.0939392340668456,0.0,0.8022974572896994,0.1129833663259496,0.129712452833123,original
0.1171339792059496,0.4467272351167245,0.1578947368421052,0.3050583683686699,0.3023255813953488,1.0,0.3829787234042554,0.6843280333570236,0.0939392340668456,0.0,0.8022974572896994,0.1129833663259496,0.1304780792492108,original
0.1171339792059496,0.4467272351167245,0.3157894736842105,0.3050583683686699,0.0,0.4918400500527242,0.3829787234042554,0.2851366805654265,0.0939392340668456,0.0,0.1719208837049357,0.1129833663259496,0.1277983867929039,original
0.4579212758921154,0.3084432868038626,0.6315789473684211,1.0,1.0,0.1714783424772676,0.1914893617021278,0.2851366805654265,0.9482100708550796,1.0,0.5348649715264665,0.4215108910821413,0.2094907253894604,original
0.4579212758921154,0.3084432868038626,0.6315789473684211,0.6209409282010927,0.6511627906976741,0.3371826739818141,0.3829787234042554,0.1520728963015608,0.6450817094140936,0.6315789473684218,0.1719208837049357,0.1129833663259496,0.159571883060543,original
0.6709133363209691,0.3084432868038626,0.6315789473684211,0.4208819736405583,0.3023255813953488,0.3371826739818141,0.0,0.1520728963015608,0.0939392340668456,0.2631578947368424,0.3438417674098711,0.1129833663259496,0.1517624936164485,original
0.6709133363209691,0.3084432868038626,0.6315789473684211,0.4208819736405583,0.3023255813953488,0.3371826739818141,0.0,0.1520728963015608,0.0939392340668456,0.2631578947368424,0.3438417674098711,0.1129833663259496,0.1438765415307454,original
0.4579212758921154,0.3084432868038626,0.6315789473684211,0.4208819736405583,0.3023255813953488,0.3371826739818141,0.0,0.1520728963015608,0.3695104717404694,0.0,0.1719208837049357,0.4215108910821413,0.1425749766233963,original
0.4579212758921154,0.3084432868038626,0.6315789473684211,0.4208819736405583,0.6511627906976741,0.1714783424772676,0.3829787234042554,0.0,0.6450817094140936,0.2631578947368424,0.0,0.1129833663259496,0.1332343343471264,original
0.4579212758921154,0.3084432868038626,1.0,0.6209409282010927,0.6511627906976741,0.3371826739818141,0.3829787234042554,0.0,0.6450817094140936,0.6315789473684218,0.5348649715264665,1.0,0.1317796441565598,original
0.6709133363209691,0.3084432868038626,0.6315789473684211,0.6209409282010927,0.6511627906976741,0.3371826739818141,0.6595744680851061,0.1520728963015608,0.9482100708550796,1.0,0.1719208837049357,1.0,0.1318562067981686,original
0.6709133363209691,0.4467272351167245,0.6315789473684211,0.6209409282010927,0.3023255813953488,0.3371826739818141,0.3829787234042554,0.1520728963015608,0.3695104717404694,0.2631578947368424,0.3438417674098711,0.1129833663259496,0.1302483913243845,original
0.6709133363209691,0.4467272351167245,0.6315789473684211,0.6209409282010927,0.3023255813953488,0.3371826739818141,0.0,0.1520728963015608,0.3695104717404694,0.2631578947368424,0.3438417674098711,0.1129833663259496,0.1278749494345126,original
0.4579212758921154,0.8154844306176889,0.4736842105263157,0.6209409282010927,0.3023255813953488,0.3371826739818141,0.3829787234042554,0.2851366805654265,0.3695104717404694,0.2631578947368424,0.8022974572896994,0.4215108910821413,1.0,original
