Added,N_effort,Generated_Var_1,Generated_Var_6,Generated_Var_7,Generated_Var_9,Effort
0.1106038291605301,0.1366392496656835,0.15664311,0.83280754,0.85115844,0.8717675,0.1367183206945818
0.0037555228276877,0.0754547619483778,0.08649363,0.9185204,0.9182526,0.9272523,0.075539436568121
0.0120029455081001,0.0116690175676418,0.034704596,0.9889392,0.96135557,0.97786236,0.0117595340147268
0.005081001472754,0.070893403432926,0.09207028,0.90957147,0.9182601,0.9274735,0.0588343041359856
0.0,0.0655077030170913,0.033347122,0.9602208,0.9836818,0.99398184,0.0543649485291424
0.0,0.0288519665134001,0.082566746,0.9250846,0.9244273,0.93282527,0.0239403597464922
0.0,0.0348971404495411,0.099549696,0.90277976,0.91107166,0.91643876,0.0289592262886031
0.0088365243004418,0.0206451849273663,0.06374963,0.9545096,0.9344685,0.9477381,0.0207348792907645
0.0059646539027982,0.0268735459524812,0.0611087,0.94195753,0.9484862,0.95985454,0.0222918269406894
0.0,0.0738610342743043,0.3058475,0.7411108,0.7015412,0.6865795,0.0612887863135143
0.0338733431516936,0.1862829507776291,0.14553349,0.8542346,0.8660457,0.8679588,0.1863574751804227
0.001840942562592,0.0370404293905365,0.12555373,0.8774925,0.88460875,0.8870274,0.030735978312635
0.0157584683357879,0.0550110828188829,0.078325436,0.91174984,0.93730617,0.94748783,0.0478807194929845
0.0123711340206185,0.0607631574126655,0.06627363,0.9530325,0.932298,0.938716,0.0608491775653002
0.0027982326951399,0.0143435490666617,0.024487559,0.998498,0.96790475,0.9857234,0.0119060702641315
0.012960235640648,0.0161204638297092,0.027120955,0.9798461,0.9814201,0.99939364,0.0162105725903945
0.0038291605301914,0.0451556174320833,0.19131538,0.84338707,0.79830825,0.78976333,0.0452430670037
0.0117820324005891,0.0208833281430324,0.050275076,0.97497153,0.94295096,0.9580099,0.0209730006960471
0.0013991163475699,0.0641337998497866,0.08429934,0.92535406,0.91940165,0.9281167,0.0642195113016082
0.0,0.009049442195314,0.03689022,0.9749446,0.9675972,0.98429203,0.0075099827819906
0.0,0.0194911062668303,0.031306956,0.98686147,0.96491635,0.9831562,0.0161739385280433
0.002061855670103,0.2001502134129586,0.1385996,0.8365929,0.8961891,0.88609195,0.1660988387002234
0.002061855670103,0.0057337558848852,0.048574507,0.97879,0.9436104,0.95918006,0.0058248159138366
0.0039027982326951,0.0048544578578101,0.12176712,0.8551359,0.90305567,0.92399913,0.0049455984174085
0.0025773195876288,0.0767370715711956,0.15630375,0.85132605,0.8498987,0.848474,0.0636883173975162
0.0022827687776141,0.0048544578578101,0.02768345,0.99348056,0.96981853,0.9891118,0.0040297468586291
0.0225331369661266,0.037571671948561,0.04707097,0.97770125,0.9425882,0.9582782,0.037659816097007
0.0179675994108983,0.0029309934235835,0.10983817,0.86923116,0.915946,0.9366777,0.0030223101439718
0.0083946980854197,0.0650680540035538,0.1186454,0.89734435,0.88208413,0.8834114,0.0539986079056306
0.0229749631811487,0.0066680100386524,0.02204899,0.993081,0.97991973,1.0,0.0055317434150272
0.0082474226804123,0.0068695158365238,0.035651498,0.9853894,0.958945,0.97625536,0.006960471846723
0.014580265095729,0.0388356628624814,0.07019968,0.9322088,0.93679625,0.9494854,0.0322196578378576
0.0028718703976435,0.0080602319148546,0.059627987,0.9551477,0.9370496,0.9525369,0.0081510788731362
0.0112665684830633,0.0122552162523585,0.04782723,0.96097445,0.9541664,0.9725629,0.0123456790123456
0.0027982326951399,0.0122185788345637,0.044437345,0.9733243,0.95458114,0.9727381,0.0101293182400996
0.000441826215022,0.0261591163054827,0.096518055,0.90357244,0.9133396,0.9215348,0.0217056819430706
0.0010309278350515,0.0245653886314092,0.06386146,0.9432101,0.94086945,0.95497346,0.0203868556984283
0.1343888070692194,0.3051713715217351,0.13209012,0.8627016,0.8803719,0.8903601,0.2654870498589589
0.0003681885125184,0.0038102914506585,0.11326906,0.8923895,0.8931671,0.8981882,0.0039015276404
0.01480117820324,0.027276557548224,0.060174353,0.95451206,0.94041675,0.95547676,0.0226398505330256
0.011561119293078,0.0315631354302148,0.07389531,0.934411,0.9293718,0.94155014,0.0316518298714144
0.0133284241531664,0.0328454450530326,0.06808785,0.9368119,0.9377856,0.9511157,0.0272557423892735
0.000441826215022,0.0141603619776878,0.07073943,0.94277763,0.92967874,0.941505,0.0117412169835513
0.0303387334315169,0.1068530289985161,0.074551985,0.918096,0.9382572,0.94795686,0.1069348280030772
0.0007363770250368,0.0209016468519298,0.04689189,0.9669813,0.95164216,0.97077966,0.0173462285232809
0.1513991163475699,0.0971257945739984,0.11529081,0.8758733,0.89329,0.91177356,0.0972084844488405
0.0120765832106038,0.0319478283170602,0.06323141,0.9332223,0.9458145,0.9600424,0.0320364875261017
0.0073637702503681,0.0039385224129403,0.028497979,1.0,0.962494,0.9815318,0.0032604315492544
0.027761413843888,0.0689149828720071,0.06359679,0.9303037,0.94911164,0.9635539,0.0571857713301828
0.0130338733431516,0.1917968821557456,0.23246744,0.777297,0.76960635,0.76019245,0.1591750009158515
0.0195139911634757,0.0262507098499697,0.05919862,0.9503294,0.9434332,0.9589221,0.0263398908304941
0.0014727540500736,0.029401527780322,0.13379115,0.86348164,0.8775725,0.88131124,0.0243982855258819
0.0043446244477172,0.0045796772243492,0.057570703,0.9520651,0.940589,0.95750916,0.0046708429497747
0.0,0.0506512301013024,0.1156387,0.8789011,0.8970007,0.90282387,0.0420375865479723
0.0317378497790868,0.0889006942790672,0.068351604,0.9213564,0.94652385,0.9585152,0.0737810015752646
0.1645066273932253,0.0433970213779332,0.06470596,0.94274294,0.91631126,0.9322258,0.0434846320108436
0.0215022091310751,0.1029328252944732,0.109903365,0.8878866,0.90019524,0.9063248,0.1030149833315016
0.003460972017673,0.0330835882686988,0.09703277,0.89757884,0.91524404,0.92460424,0.027457229732205
0.0054491899852724,0.0099653776401839,0.03647584,0.9679315,0.9696377,0.986377,0.0082609810601897
0.0039764359351988,0.0105332576160032,0.06442707,0.9437224,0.93823034,0.95345384,0.008737223870755
0.0191458026509572,0.1863745443221161,0.14250237,0.85431665,0.8682836,0.8716288,0.1546690112466571
0.0011782032400589,0.0165967502610416,0.086877964,0.91203594,0.9218037,0.933091,0.0137744074440414
0.0280559646539028,0.0470058070307204,0.1553061,0.82965535,0.848825,0.8680994,0.0470930871524343
0.042341678939617,0.0168348934767077,0.043753967,0.9600024,0.9641542,0.9817678,0.0169249368062424
0.0369661266568483,0.1043433658795728,0.11712026,0.87342525,0.8849606,0.89693415,0.1044253947320218
0.0107511045655375,0.0444595064939823,0.0906804,0.8987103,0.9238385,0.93424773,0.0368905007876323
0.0029455081001472,0.080584000439649,0.21202773,0.7978757,0.790709,0.7840065,0.0668754808220683
0.0,0.0120170730366923,0.054018706,0.95723957,0.9451515,0.9634966,0.0099644649595193
0.0087628865979381,0.0824158713293887,0.098475985,0.9011528,0.9089298,0.9146234,0.0219254863171777
0.0057437407952871,0.0192896004689589,0.08436309,0.91539854,0.9232987,0.9350279,0.0174011796168077
0.0014727540500736,0.0079686383703676,0.053521026,0.9640896,0.94061106,0.95586014,0.0066124482543869
0.0957290132547864,0.0968876513583322,0.08245347,0.90752244,0.9306646,0.94470894,0.0804117668608272
0.0098674521354933,0.0057520745937826,0.040454842,0.9710693,0.9563948,0.9755412,0.0047624281056526
0.0,0.0061550861895253,0.0540855,0.9584294,0.9428961,0.9605206,0.0051104516979887
0.0026509572901325,0.0022715199032772,0.042040464,0.9761785,0.9510232,0.96993876,0.0018866542110854
0.0400589101620029,0.0775797321804759,0.0,0.9901659,1.0,0.9766576,0.0776642121844891
0.0073637702503681,0.0074923519390353,0.055335023,0.9545995,0.943265,0.9612197,0.007583250906693
0.0013254786450662,0.0243822015424352,0.09163049,0.9057179,0.9170052,0.9286749,0.0244715536505843
0.0173784977908689,0.045833409661287,0.08423179,0.9152176,0.91924906,0.9351967,0.0459207971571967
0.0126656848306332,0.003553829526095,0.04528398,0.97539145,0.94514817,0.96366274,0.0036450892039418
0.029160530191458,0.2017622597959295,0.11163604,0.8831403,0.90303504,0.908313,0.2018353665237938
0.2029455081001472,0.5995530235029035,0.28702933,0.7086734,0.69662267,0.7194249,0.5995896985016669
0.0058910162002945,0.044770924545238,0.13138255,0.86952126,0.87519014,0.879337,0.0371469392240905
0.0008100147275405,0.0040484346663247,0.0512289,0.96484756,0.9420906,0.9600227,0.0041396490456826
0.0334315169366715,0.0427009104398322,0.066343695,0.92941374,0.9420907,0.95534366,0.0427885848261713
0.0072901325478645,0.0537104544871677,0.078655906,0.91741437,0.9285943,0.9433273,0.0445653368502033
0.0363770250368188,0.1589147996849182,0.09709569,0.89538723,0.91317856,0.92206293,0.1589918306040957
0.0010309278350515,0.0135375258751763,0.0658629,0.9435996,0.93222934,0.94834846,0.0136278711946367
0.0168630338733431,0.148015167890967,0.13718894,0.88062817,0.85468745,0.85526246,0.1480931970546214
0.0012518409425625,0.0133909762039971,0.1754682,0.8368899,0.8230721,0.8213877,0.013481334945232
0.0052282768777614,0.0024363882833537,0.040837422,0.97429764,0.95252305,0.97355205,0.0020148734293145
