size_D,duration_D,Generated_Var_2,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_8,Generated_Var_9,Generated_Var_12,effort_D
0.143335192414947,0.2,0.5004952,0.51408875,0.497409,0.50058174,0.49954286,0.49672654,0.5098489,0.0075898020947219
0.1670384829894032,0.24,0.11546588,0.09106418,0.08139252,0.119299635,0.124484874,0.8768115,0.13107282,0.1154790765476699
0.0228667038482989,0.02,0.4796645,0.47072822,0.4936596,0.48035595,0.48130238,0.5205669,0.47663355,0.0041514157595347
0.0574456218627997,0.08,0.5927734,0.6072006,0.5837415,0.6138843,0.58962756,0.3853197,0.6062607,0.0276813867630048
0.2810931399888455,0.24,0.49622554,0.48047698,0.48548338,0.49467763,0.5037371,0.50393474,0.50498897,0.3278192391183787
0.0934188510875627,0.16,0.33494237,0.32142362,0.32610372,0.33992982,0.33679667,0.65914506,0.33963725,0.0576920029788784
0.0828220858895705,0.16,0.34011096,0.3419038,0.35891023,0.34799102,0.33984324,0.6528939,0.33751923,0.035540555529147
0.0448968209704406,0.46,0.30207956,0.282714,0.26945233,0.3055912,0.30073392,0.6927888,0.31081602,0.1067484273739918
0.0886781929726715,0.4,0.6828427,0.69074196,0.686721,0.7010379,0.69187635,0.29692906,0.6998196,0.1353488298394891
0.3159509202453988,1.0,0.6731415,0.66534257,0.631684,0.6662903,0.6556937,0.33589253,0.6740959,0.1793189776742564
0.0370886781929726,0.18,0.7068544,0.72239995,0.66183573,0.7431201,0.698004,0.2561856,0.7317922,0.0588962304511099
0.1926938092582264,0.34,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0565194657032846
0.0167317345231455,0.06,0.5869973,0.59404725,0.5883402,0.60445005,0.57781553,0.39419731,0.58954275,0.0050228961670707
0.0,0.12,0.49223477,0.47343904,0.47663262,0.49500364,0.49313968,0.50419277,0.4976409,0.0
0.0560513106525376,0.3,0.45547748,0.44968194,0.41741154,0.46809763,0.45079267,0.5301477,0.47020283,0.0314049848679311
0.0900725041829336,0.14,0.4964572,0.50126565,0.492348,0.5212688,0.4981228,0.4768548,0.5101148,0.0548874205764446
0.0454545454545454,0.18,0.5907802,0.5945829,0.587322,0.6104537,0.58967716,0.38872442,0.60083085,0.0148468571247484
0.5022308979364194,0.56,0.17881355,0.18831359,0.15490492,0.19393525,0.17223588,0.8050295,0.18963595,0.4013088051211357
0.6787506971556051,0.68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5815626435962035
0.1076408254322364,0.72,0.36024645,0.34146214,0.3229731,0.35795185,0.3564376,0.6411522,0.36759338,0.2292627275752246
0.0680423870607919,0.5,0.3123956,0.29649022,0.2887613,0.31667203,0.30849838,0.6826541,0.31683025,0.1656763480217394
0.8103736754043502,0.2,0.3819742,0.36818153,0.3611661,0.38673714,0.3804612,0.6123633,0.38842854,0.2838966265785679
0.071388733965421,0.2,0.40936428,0.40712896,0.4041823,0.43045604,0.41100395,0.5677572,0.42010823,0.1392150338292849
0.0850529838259899,0.48,0.8016735,0.81807166,0.78462297,0.81467324,0.7883642,0.18570942,0.8125815,0.1045934940026302
0.1447295036252091,0.24,0.34440628,0.3477268,0.3538836,0.3604627,0.35238513,0.63775396,0.35470617,0.1562960498169891
0.1168432794199665,0.18,0.45109951,0.46489447,0.45886862,0.4726134,0.45052695,0.52685046,0.45964074,0.071572309106178
0.9258226436140546,0.82,0.15742196,0.14523655,0.11316752,0.16339146,0.15443364,0.83433,0.17069063,1.0
0.0571667596207473,0.0,0.4597331,0.48123118,0.44652584,0.48455593,0.4520007,0.51379925,0.4719421,0.0169225650045158
0.041271611823759,0.12,0.62918866,0.6500406,0.60744554,0.65670455,0.6210497,0.3408633,0.64581174,0.01373770024243
0.0382041271611823,0.16,0.24188527,0.23433241,0.16600832,0.25810245,0.23121926,0.7390236,0.26360935,0.0184120042464863
0.0945343000557724,0.04,0.49620745,0.49108598,0.5019621,0.50850815,0.5127323,0.48834103,0.5127634,0.0192517944573846
0.1065253764640267,0.48,0.5672214,0.5574811,0.5481681,0.5737504,0.56684494,0.4259703,0.5759535,0.0376162634089144
0.0435025097601784,0.04,0.5937136,0.6047379,0.57183546,0.6220489,0.5936169,0.375288,0.61554253,0.0060211373611573
0.0064138315672058,0.04,0.5673964,0.56548905,0.5766726,0.5769918,0.5645685,0.42394078,0.56705177,0.0102993139072427
0.2208588957055214,0.04,0.21165077,0.18982881,0.20052858,0.19121152,0.20383425,0.8113215,0.19954307,0.0421004262331447
0.4461795872838817,0.14,0.22664104,0.19821978,0.25248665,0.2031831,0.22799885,0.7999264,0.20615718,0.1492132908684698
0.2752370329057446,0.08,0.2357568,0.20797215,0.2635602,0.2141854,0.23855397,0.78863394,0.2164664,0.0985089762481976
0.139431121026213,0.36,0.5541086,0.55501103,0.55606896,0.5562571,0.55551934,0.444075,0.5586451,0.0517659362076341
0.5593976575571667,0.54,0.06410491,0.05302694,0.05645574,0.051991794,0.058637027,0.94954526,0.056729794,0.2125936841438101
0.0708310094813162,0.44,0.6006346,0.6001916,0.57913125,0.6165657,0.5974475,0.38269472,0.6131785,0.0824578916512177
0.3134411600669269,0.36,0.38863856,0.40073022,0.40624404,0.39443448,0.38381878,0.6040393,0.38256016,0.1444597613728193
0.0571667596207473,0.06,0.54590696,0.55729103,0.5659976,0.5574936,0.55891526,0.44031098,0.55786586,0.0081919158308377
0.0499163413273842,0.2,0.5602154,0.56430805,0.5617732,0.58790416,0.56528664,0.40974987,0.575581,0.0791462661025811
0.0030674846625766,0.04,0.49498233,0.49316856,0.47949904,0.5059331,0.48928392,0.49396032,0.5013328,0.0075581118980843
0.0699944227551589,0.04,0.18449947,0.18195298,0.16522099,0.18355356,0.1723491,0.81788766,0.181688,0.0744085817052494
