PointsAdjust,Generated_Var_1,Generated_Var_3,Effort
0.2201138519924098,0.60987294,0.42986625,0.1968880909634949
0.2352941176470588,0.6803418,0.3686726,0.2175344105326152
0.0256166982922201,0.6553142,0.35336944,0.0110712148414123
0.2333965844402277,0.6845155,0.36932233,0.1403351286654697
0.1527514231499051,0.72276807,0.33169118,0.06852184320766
0.1072106261859582,0.7259973,0.34055564,0.0972471573907839
0.0834914611005692,0.82873803,0.19704969,0.0864751645721125
0.1565464895635673,0.78436446,0.26912725,0.1439257929383602
0.1774193548387097,0.7412021,0.28922987,0.3123877917414722
0.040796963946869,0.7182946,0.2988043,0.0801915020945541
0.183111954459203,0.6969343,0.3221458,0.1505086774386594
0.1755218216318785,0.67221695,0.36315167,0.3635547576301616
0.0303605313092979,0.8129461,0.22827071,0.0742070616397366
0.1423149905123339,0.64061177,0.40164986,0.1549970077797726
0.2571157495256167,0.5283241,0.50184023,0.189407540394973
0.0891840607210626,0.87068635,0.1663421,0.0457809694793536
0.0256166982922201,0.60025007,0.44279554,0.1131059245960502
0.295066413662239,0.5452054,0.47729075,0.1235786953919808
0.3055028462998102,0.55453604,0.4728227,0.1687612208258528
0.0180265654648956,0.69668794,0.3222869,0.0125673249551166
0.4876660341555977,0.3519623,0.64710605,0.6166965888689407
0.1755218216318785,0.5652737,0.4726306,0.1980849790544584
0.3462998102466793,0.44421172,0.59383947,0.2235188509874326
0.2931688804554079,0.55375266,0.475327,0.4287851585876721
0.2049335863377609,0.57885903,0.4718089,0.146918013165769
0.230550284629981,0.58521605,0.44405377,0.1119090365050867
0.2210626185958254,0.5844057,0.44842282,0.1280670257330939
0.3785578747628083,0.5465683,0.5022956,0.1594853381208857
0.2020872865275142,0.54381984,0.47976902,0.286654697785757
0.3595825426944971,0.51762885,0.514429,0.1454219030520646
0.127134724857685,0.57172877,0.46562833,0.144524236983842
0.1043643263757115,0.81804204,0.18450162,0.0070103445327861
0.1698292220113852,0.47831497,0.4998251,0.080490724117295
0.2011385199240986,0.7248608,0.32697007,0.2504488330341113
0.0967741935483871,0.6913433,0.3026641,0.0044883303411131
0.1736242884250474,0.6320581,0.37512994,0.367145421903052
0.2884250474383302,0.520049,0.47582695,0.0380011968880909
0.3140417457305502,0.4897046,0.5381283,0.229802513464991
0.1366223908918406,0.58192134,0.42874366,0.0128665469778575
0.3548387096774194,0.4013685,0.6213431,0.3207660083782166
0.4041745730550284,0.57542086,0.4762172,0.1741472172351885
0.683111954459203,0.36952007,0.62923586,0.0771992818671454
0.0426944971537001,0.66631854,0.3869293,0.0695904932888775
0.4184060721062618,0.2576051,0.7514509,0.827049670855775
0.2229601518026565,0.64152664,0.39198193,0.263016157989228
0.4098671726755218,0.3504835,0.6510161,0.6172950329144224
0.1764705882352941,0.63363314,0.3967488,0.1478156792339916
0.2258064516129032,0.44772378,0.5803019,0.5248354278874925
0.0683111954459203,0.6321074,0.35147852,0.0763016157989228
0.1242884250474383,0.63440186,0.40065765,0.2253141831238779
0.1091081593927893,0.6165044,0.3942465,0.1044284859365649
0.0588235294117647,0.67181695,0.37394142,0.1107121484141232
0.2552182163187855,0.46320888,0.54898447,0.5936564931178935
0.079696394686907,0.7195211,0.3305419,0.0870736086175942
0.1404174573055028,0.73145556,0.28743652,0.132555356074207
0.340607210626186,0.617954,0.3949254,0.3285457809694793
0.0891840607210626,0.86857545,0.16957717,0.1166965888689407
0.0977229601518026,0.6897829,0.33910698,0.0930580490724117
0.1641366223908918,0.65075535,0.37574056,0.1250748055056852
0.0056925996204933,0.8683688,0.16128202,0.0439856373429084
0.1518026565464895,0.82780355,0.2193677,0.101735487731897
0.0692599620493358,0.8713188,0.15375623,0.056852184320766
0.0986717267552182,0.75172544,0.29347548,0.0843806104129264
0.0664136622390891,0.67573994,0.33387402,0.0451825254338719
0.206831119544592,0.6278995,0.39445615,0.1316576900059844
0.2476280834914611,0.6040389,0.4179262,0.2666068222621185
0.4117647058823529,0.39798036,0.6148179,0.4622980251346499
0.0,0.6802706,0.32207322,0.0308198683423099
0.0417457305502846,0.860233,0.19017191,0.0855774985038898
0.0806451612903225,0.693098,0.33537325,0.026032315978456
0.0626185958254269,0.71420085,0.27013868,0.0
0.1309297912713472,0.67239636,0.31579387,0.0739078396169958
0.603415559772296,0.32550603,0.6818073,0.3656493117893477
0.2020872865275142,1.0,0.0,0.0020945541591861
0.198292220113852,0.78784645,0.23497468,0.1451226810293237
0.5521821631878557,0.3105508,0.69708836,0.5691202872531418
0.3083491461100569,0.5282451,0.45985928,0.0365050867743865
0.215370018975332,0.5506698,0.4710852,0.0963494913225613
0.4886148007590132,0.32885063,0.6994442,0.3836026331538001
0.5426944971537002,0.36425617,0.62202317,0.2280071813285457
1.0,0.0,1.0,1.0
