ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_AFP_PDR_AFP,Effort
0.13402523,0.2287544,0.32765585,0.52783805,0.45241964,0.31701455,0.018626774,0.26832902,0.3796323,0.2071906,0.4287729,0.4376847,0.41722888,0.4265529,0.5270217,0.7924669,0.40230086,0.22596921,0.27981317,0.1925512,0.20751655,0.16277558,0.15491183,0.3359164,0.18776348,0.11154344,0.15274626,0.29808715,0.38682002,0.48800877,0.23797263,0.21620041
0.25756323,0.13218556,0.25484782,0.49679503,0.3661726,0.24250619,0.028821846,0.24882387,0.33041537,0.24395657,0.15411443,0.17528601,0.14482385,0.16153708,0.24817595,0.66994846,0.27356383,0.10826785,0.29287618,0.07477403,0.33804265,0.06361944,0.03481168,0.122031465,0.085119314,0.06654037,0.07587743,0.1403988,0.2009317,0.2464036,0.12371276,0.11555384
0.64163756,0.1735899,0.27332765,0.27995938,0.5815955,0.33070764,0.058530003,0.2390128,0.3601525,0.27120477,0.69515634,0.7171173,0.6810621,0.7106465,0.33534044,0.40216017,0.45144972,0.24332313,0.2109939,0.30201665,0.40061274,0.31796318,0.28449196,0.43163812,0.34292945,0.2986476,0.167764,0.24547735,0.28325287,0.022433996,0.22279882,0.24387664
0.20934908,0.14630762,0.23650739,0.5537555,0.34416357,0.2636897,0.044246078,0.25875816,0.35593945,0.26505864,0.12904051,0.1398347,0.11268386,0.123861216,0.24509612,0.68386763,0.37656012,0.11480232,0.2514071,0.07708545,0.35092798,0.061873533,0.02913882,0.09249769,0.09504613,0.072486885,0.09429498,0.19886126,0.21777835,0.30378115,0.1269623,0.12280923
0.1390346,0.18125406,0.24064818,0.61766696,0.32792655,0.27139086,0.049307548,0.3198782,0.31767988,0.2981357,0.06931575,0.065859556,0.05598718,0.063143946,0.24886626,0.68085086,0.38417855,0.12229997,0.23352467,0.07722609,0.42499214,0.059925072,0.024042264,0.0874659,0.109132245,0.087933876,0.11697157,0.2410172,0.21642229,0.4054473,0.12770426,0.12565045
0.18607095,0.1468399,0.2389272,0.5524492,0.3262137,0.31577337,0.04042212,0.2189169,0.41860205,0.27919942,0.18022856,0.18711813,0.16582516,0.17419931,0.31650305,0.7060617,0.43143094,0.15210317,0.21452124,0.1215899,0.3435939,0.096044645,0.060479224,0.14452165,0.13578627,0.079157434,0.12541325,0.22220881,0.28334013,0.30759886,0.15543893,0.15180193
0.4928634,0.4480853,0.5555091,0.35789415,0.6534711,0.652394,0.02352074,0.50480944,0.3653335,0.457282,0.36870867,0.39025408,0.35520607,0.3743167,0.5183304,0.4925418,0.5943664,0.3472522,0.5062418,0.28129208,0.46482462,0.23460114,0.24999596,0.46366364,0.24461475,0.3855179,0.34869027,0.44117397,0.32025006,0.13124645,0.3483178,0.34799027
0.51357424,0.23764476,0.40846545,0.3552926,0.5895736,0.2971864,0.032404363,0.29032654,0.38504058,0.45165113,0.3481578,0.3834579,0.34285927,0.37061965,0.23267156,0.39527562,0.4873112,0.19791467,0.34788117,0.16605797,0.37041515,0.17640576,0.1588501,0.3686962,0.19413036,0.23601872,0.20458888,0.19616868,0.24622132,0.13327718,0.21235678,0.20221972
0.27888733,0.10283917,0.22057045,0.48164582,0.32874054,0.26489514,0.034455117,0.22088689,0.3545552,0.25062364,0.103779,0.12001179,0.099505305,0.11555164,0.20285022,0.6375678,0.24955925,0.08475092,0.28922743,0.061044622,0.33919433,0.05454348,0.020978954,0.11570987,0.078671575,0.05917909,0.05841275,0.1691691,0.2368931,0.22750583,0.09700694,0.09183562
0.43271697,0.33682224,0.39805052,0.5441115,0.56899506,0.30429852,0.021854518,0.4223563,0.32337254,0.122456595,0.12589523,0.14106162,0.121815935,0.14054433,0.24408779,0.6192241,0.13077325,0.1725283,0.34268138,0.096478924,0.40907177,0.087221414,0.06450467,0.15441976,0.101256326,0.2055924,0.07395196,0.19536579,0.22433372,0.29858318,0.18769255,0.17937776
0.40695214,0.076752596,0.18768996,0.37102532,0.4599999,0.26184258,0.03605342,0.1836391,0.36361158,0.14015791,0.24591497,0.2527038,0.23213848,0.24937156,0.20182724,0.6375594,0.33447462,0.10921131,0.28956842,0.11079027,0.26796708,0.09266592,0.0753496,0.20431821,0.113074794,0.15694523,0.07167481,0.19722016,0.32686058,0.24046957,0.12205324,0.1212416
0.30310577,0.104848236,0.2240183,0.45277274,0.35516042,0.29253167,0.03824519,0.22288659,0.3223862,0.25855267,0.16357186,0.17534347,0.15596858,0.16533574,0.16882882,0.6354971,0.28994328,0.092770234,0.34105024,0.06851869,0.32065752,0.054985292,0.034189597,0.15024789,0.07318939,0.08187797,0.091342226,0.16353215,0.1918729,0.1836952,0.1069069,0.102390476
