rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_acap,MI_loc_vexp,MI_aexp_data,actual
0.264857,0.20089713,0.30032653,0.30901366,0.46278718,0.23859183,0.3393349,0.6684919,0.3395706,0.29812282,0.40485692,0.29761833,0.30468884,0.21807441,0.15050757,0.59737384,0.4127193,0.16514981,0.3279419,0.3490982,0.66861975,0.2146631,0.3007602,0.2500786,0.24538296,0.26025385,0.2555442,0.41123357,0.24755612
0.44482124,0.065398924,0.50803417,0.5662542,0.56763124,0.527188,0.18488075,0.2800331,0.16555837,0.17020763,0.6151041,0.56139576,0.23669532,0.36207655,0.24028137,0.6408791,0.34046352,0.102654815,0.5486204,0.17195526,0.5847397,0.16566664,0.16176365,0.4045352,0.25672168,0.20734839,0.40642536,0.18235546,0.5195266
0.451595,0.17287236,0.35036087,0.38804412,0.5038947,0.35410088,0.21474032,0.6306515,0.4013311,0.1860917,0.436776,0.35832494,0.20982602,0.26325235,0.24537712,0.8216119,0.5012036,0.0835104,0.2937851,0.31180182,0.80023646,0.24095847,0.14819196,0.21227586,0.19640836,0.101304576,0.30778337,0.24910241,0.3425878
0.35566944,0.27209157,0.32876462,0.34633112,0.51393545,0.30601496,0.3662697,0.6226224,0.44131824,0.33281416,0.4579094,0.3708486,0.3838893,0.32489225,0.30038807,0.78377926,0.3981505,0.14902836,0.29950035,0.5017205,0.6353892,0.29338095,0.33591962,0.25779068,0.21059018,0.2791384,0.3595631,0.4614334,0.5368054
0.30682725,0.2648154,0.30280167,0.36111704,0.41721922,0.22082652,0.30803972,0.585854,0.3554555,0.3307159,0.43436542,0.36098686,0.29213366,0.29127005,0.19423169,0.6528738,0.39824152,0.14295432,0.38789856,0.33593813,0.6336933,0.26897597,0.29538006,0.23141348,0.21974689,0.3632822,0.38091132,0.41828197,0.39083153
0.32001752,0.15639369,0.19845787,0.2890379,0.4065794,0.24726851,0.12974752,0.5864817,0.29994318,0.15794484,0.35361028,0.27244118,0.14652023,0.13677403,0.13695398,0.83823466,0.43951407,0.113765,0.3271738,0.1924546,0.8093422,0.25838774,0.091701925,0.098439425,0.26439264,0.08532742,0.28591305,0.2559657,0.37668526
0.30221248,0.088568024,0.2694233,0.37524897,0.4290205,0.27519822,0.17038278,0.56904507,0.25165907,0.18840267,0.41803133,0.30990177,0.17169425,0.15902618,0.08548178,0.74690557,0.46653467,0.05199775,0.2776636,0.17205903,0.7506269,0.17778254,0.14045744,0.21706459,0.19275638,0.15291212,0.16154844,0.29372746,0.3673385
0.33174932,0.15862429,0.17602909,0.27219808,0.33190197,0.21746095,0.054347456,0.5425184,0.18913025,0.09968893,0.32598808,0.26017588,0.039405704,0.1108903,0.090379864,0.77642405,0.36455435,0.10659751,0.381136,0.04034711,0.8613027,0.23482105,0.028362397,0.074767575,0.33348507,0.032033175,0.34941956,0.1653139,0.36163893
0.31285518,0.24168785,0.28830492,0.30974475,0.5316973,0.38414448,0.36319166,0.6559718,0.3340201,0.2951964,0.430391,0.32816476,0.3784339,0.25762537,0.23820749,0.7136251,0.43123937,0.18051097,0.20201275,0.56792325,0.72986037,0.27853924,0.21384169,0.15539645,0.29502803,0.16525371,0.41715366,0.36826658,0.34586304
0.2757728,0.2514199,0.45339388,0.40281725,0.57005143,0.31592882,0.5268659,0.5937554,0.36513004,0.46151763,0.5273683,0.42590058,0.5166954,0.41172567,0.22337067,0.5559714,0.28267905,0.23135126,0.26032183,0.62476915,0.50211644,0.24978381,0.49970955,0.43681297,0.1993596,0.4005705,0.29065484,0.4613722,0.3303559
0.3453005,0.22243172,0.2687714,0.3101601,0.49503547,0.32343954,0.2896282,0.6459332,0.42898008,0.26310933,0.3985563,0.2961744,0.29584578,0.22655532,0.2712737,0.83631414,0.588536,0.155042,0.30593452,0.42869315,0.7538482,0.3223463,0.18732584,0.17695144,0.2626901,0.15954994,0.4368226,0.38337418,0.34165767
0.40339625,0.24835695,0.23511285,0.3133207,0.40730095,0.22721659,0.21886145,0.7121811,0.4410449,0.23089276,0.33619094,0.2621911,0.18522361,0.1942415,0.24380913,0.7965092,0.47888616,0.120434076,0.28481534,0.25748852,0.7830336,0.25054345,0.15104613,0.10693608,0.27121106,0.13383941,0.31408948,0.37750974,0.31505048
0.25201154,0.14696443,0.23171264,0.3046985,0.35961604,0.2123773,0.15753411,0.5659004,0.2200394,0.16830374,0.35083172,0.28078187,0.11822122,0.13649985,0.07330465,0.6885117,0.39586204,0.12379393,0.3194699,0.09940119,0.7812444,0.15854101,0.12487705,0.15328296,0.23694247,0.12925632,0.12790161,0.2677297,0.27892756
0.3600263,0.18168989,0.25800073,0.33003497,0.44365785,0.27927643,0.18914999,0.5645414,0.30063722,0.2204922,0.39073068,0.32575813,0.23327175,0.21400908,0.20890328,0.80152094,0.35348773,0.110696256,0.33458105,0.103223704,0.7103705,0.20976825,0.17931554,0.16448282,0.29827857,0.21655802,0.24010776,0.30002585,0.4744497
0.32347298,0.13243651,0.17926764,0.29766545,0.3800729,0.23495595,0.07078701,0.55830187,0.27342185,0.09630422,0.3422281,0.25888833,0.071299404,0.12349054,0.08445206,0.8382194,0.42936885,0.11348683,0.39616197,0.14248474,0.7959874,0.22809975,0.0650654,0.07956909,0.26628888,0.05757211,0.3271297,0.20812872,0.376608
0.23979032,0.20622706,0.16088179,0.25308076,0.3757532,0.16239147,0.18671061,0.56630343,0.25831082,0.25919127,0.32385814,0.25102428,0.20421115,0.13925949,0.1553748,0.8149972,0.35118982,0.117540985,0.29950097,0.26363915,0.75458086,0.27502227,0.16805467,0.14029768,0.23354381,0.18703358,0.32326674,0.32080767,0.44286305
0.47004694,0.14046448,0.59842175,0.5673809,0.7058235,0.59096766,0.49215168,0.54869276,0.24605843,0.34362805,0.66665137,0.5408952,0.52998817,0.457755,0.23514089,0.5077346,0.4054695,0.112208664,0.46781635,0.45173985,0.55606425,0.17827888,0.4130363,0.46880376,0.16584897,0.3810606,0.31340867,0.3908623,0.4848874
0.3773045,0.29733896,0.45110804,0.4484468,0.57268864,0.3151422,0.4938745,0.52866745,0.46795878,0.45671868,0.55097127,0.47156903,0.50974786,0.44052246,0.37197882,0.59813714,0.4241078,0.19537547,0.36676872,0.50536495,0.38962388,0.23644723,0.48619205,0.41541168,0.22137621,0.57971543,0.30444032,0.5550027,0.49972227
0.25891602,0.08393721,0.30577618,0.37545592,0.40156046,0.35114992,0.101797566,0.3701084,0.11485255,0.12362091,0.46676853,0.39669636,0.12158555,0.18087706,0.103678524,0.6646539,0.32069543,0.1365292,0.5194709,0.116224624,0.72812563,0.20995416,0.11374128,0.2621776,0.36195153,0.16547109,0.43053722,0.19501154,0.48613212
0.2849428,0.2202811,0.23124927,0.26254117,0.46599272,0.30178326,0.27969748,0.6453235,0.32447276,0.2241834,0.39204925,0.2795276,0.27530578,0.17688033,0.16132942,0.725063,0.41594338,0.13082424,0.28232554,0.4700338,0.7702831,0.27470684,0.1730081,0.11609544,0.30032912,0.11038868,0.4157214,0.38712716,0.36950547
0.084306836,0.31183365,0.37697643,0.32236186,0.39741397,0.23920189,0.3764605,0.40136787,0.12158358,0.35297883,0.47121984,0.43136773,0.3715634,0.34265265,0.09726533,0.48153734,0.13747267,0.28976104,0.4793738,0.16867141,0.5465118,0.2848469,0.44861126,0.44381613,0.47174987,0.4189154,0.46444416,0.34981233,0.54389
0.3029573,0.1526582,0.19523448,0.2602412,0.38277823,0.24226119,0.10397209,0.54491836,0.16701493,0.11508177,0.33525687,0.2624218,0.09540534,0.095351994,0.059636623,0.77639735,0.43399242,0.06818423,0.39723873,0.15131816,0.8835408,0.23344225,0.032985907,0.057432164,0.29126924,0.04136084,0.34480458,0.1925166,0.30553526
0.106615156,0.25508267,0.13456798,0.17046931,0.24752316,0.083160505,0.15873875,0.41301906,0.073207945,0.1854987,0.29359746,0.23156074,0.12146124,0.09773061,0.021470085,0.77357763,0.28277192,0.24121638,0.40118134,0.1918144,0.81527495,0.33430117,0.2632703,0.15070522,0.32409835,0.21041088,0.2726844,0.21728653,0.33026293
0.19982761,0.48535436,0.24257386,0.18490583,0.38144183,0.22929583,0.60491824,0.66428405,0.37585017,0.6120648,0.2823927,0.20197518,0.56610155,0.32309195,0.42035246,0.8592475,0.7602026,0.4434602,0.47099137,0.5743188,0.6754881,0.5806719,0.5430861,0.32388735,0.43527538,0.5565481,0.4400989,0.5146452,0.103022695
0.10563406,0.45515394,0.042049766,0.05809568,0.12991156,0.06293742,0.25501317,0.67284185,0.14987436,0.33143163,0.11021617,0.05051197,0.16925666,0.036995858,0.1616556,0.8893126,0.50766075,0.421033,0.6106938,0.1404551,0.9755459,0.53797007,0.28855166,0.104886666,0.5597866,0.28867555,0.5196624,0.36446607,0.21094169
0.32437372,0.1356584,0.2940119,0.3438995,0.48183888,0.33786112,0.25592595,0.65840656,0.34205434,0.19536363,0.43957844,0.30267084,0.24191204,0.1830323,0.09572163,0.70796335,0.48726338,0.0670172,0.35085586,0.31011268,0.7296578,0.18292409,0.2060739,0.16634946,0.22819635,0.1293074,0.26014674,0.3738728,0.30512282
0.4309206,0.16495578,0.40271324,0.42976725,0.57935995,0.40174192,0.3487153,0.6130244,0.36019745,0.29357773,0.509535,0.3962093,0.38351974,0.32199034,0.27652568,0.66131675,0.45747718,0.12913847,0.3281087,0.40309194,0.6574378,0.22908317,0.26554438,0.3192671,0.17504749,0.26421607,0.25811145,0.39512038,0.4538477
