size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.022568256,0.05327601,0.1391978,0.110447645,0.031895727,0.04532656,0.0702821,0.10960466,0.7241127,0.043209076,0.031407893,0.14739984,0.7278814,0.055374473,0.17458203,0.12706578,0.113330424,0.24996598,0.46289206,0.19118904,0.05530612,0.04628429,0.3294207,0.109549016,0.047235303,0.051466085,0.03841107,0.0329452,0.034949414,0.065955944,0.39376894,0.2817752,0.5187604,0.14022261,0.014912912,0.0068027005,0.37110493,0.04478188,0.040597282,0.033385627,0.020039786,0.04546921,0.024584565
0.09045284,0.021875061,0.26357588,0.14000243,0.110054374,0.019097447,0.020299226,0.07692911,0.7499118,0.14566796,0.11861071,0.26139632,0.7599723,0.15037179,0.17971557,0.13567296,0.06634389,0.33851603,0.500062,0.13082786,0.16008179,0.028849602,0.24267241,0.19190553,0.075764365,0.13088319,0.084231526,0.10391441,0.09166751,0.13715956,0.38091412,0.26205823,0.6218886,0.18044083,0.051321134,0.048702925,0.4252558,0.14668797,0.07763114,0.08402069,0.09902161,0.041370302,0.072089806
0.2687308,0.2868086,0.3257877,0.12130529,0.1052801,0.06495771,0.06784698,0.12230918,0.4763922,0.14593042,0.106250495,0.19568235,0.49991626,0.13726422,0.03588751,0.34954473,0.31988007,0.22987638,0.18409057,0.22027276,0.102969125,0.16194457,0.1507459,0.067126274,0.34048623,0.2872095,0.29113546,0.27222246,0.23518118,0.32252917,0.5810665,0.46974418,0.6826988,0.36080402,0.27779943,0.27701348,0.5634232,0.2831084,0.2796498,0.3204991,0.29157016,0.26713064,0.29207417
0.30348048,0.3292134,0.342052,0.065230966,0.1202482,0.07186675,0.0637013,0.13708982,0.43653718,0.16646259,0.100581706,0.20500909,0.46727216,0.15087134,0.030115515,0.36747226,0.35246593,0.23229568,0.17401092,0.24454404,0.11595853,0.19799316,0.14299741,0.08714193,0.36405793,0.29727882,0.30963835,0.30324858,0.28254038,0.35720825,0.5971819,0.48577166,0.7001181,0.3722357,0.3028391,0.2977621,0.58669424,0.30099225,0.3283432,0.3600912,0.3098524,0.29112816,0.32200417
0.113832794,0.02656965,0.30053815,0.17644727,0.2078926,0.07501739,0.04853195,0.1694119,0.7865866,0.23902576,0.22961599,0.3519323,0.7723729,0.23980752,0.279921,0.07888886,0.048253633,0.39560148,0.520156,0.15569119,0.24978532,0.099466264,0.25294128,0.29590437,0.03718312,0.14681102,0.09515208,0.096026614,0.1628226,0.14532934,0.34002042,0.18612106,0.609281,0.11933224,0.054245256,0.051216096,0.39961773,0.15038978,0.10441769,0.081119284,0.14549175,0.038545832,0.10204973
0.018430099,0.046399377,0.15115145,0.16181242,0.032028437,0.053266972,0.09060967,0.11091599,0.7210799,0.039394394,0.02943179,0.14884026,0.74414706,0.05950074,0.1649496,0.12895986,0.122591555,0.25722376,0.50734085,0.22051956,0.064443216,0.04418397,0.33329052,0.11012399,0.06925757,0.057084918,0.047406685,0.036362074,0.03789822,0.062557936,0.4030133,0.30307955,0.5246745,0.1761063,0.01448018,0.010823168,0.3805559,0.072413534,0.038889505,0.037965786,0.0204732,0.0536097,0.0058288677
0.28696895,0.14064252,0.51875734,0.2946911,0.31832337,0.09711486,0.04899454,0.09989871,0.6483553,0.3513534,0.23359615,0.40072784,0.7210426,0.34103218,0.25343302,0.3407536,0.1562149,0.46682593,0.46161819,0.06405787,0.3446617,0.17087439,0.16397464,0.3371319,0.20573682,0.24230695,0.22852203,0.27057087,0.2595536,0.29189774,0.4589434,0.24518579,0.7530151,0.25915712,0.16543712,0.19834651,0.53787357,0.3186106,0.23916891,0.19994001,0.30689153,0.18002799,0.24972318
0.17115644,0.10728919,0.34447733,0.17719507,0.14862221,0.024974704,0.02807048,0.054304406,0.66625863,0.18993987,0.12858278,0.28594106,0.7077548,0.18885985,0.15791133,0.24314573,0.14198062,0.3628868,0.42843452,0.15748595,0.20466127,0.08011192,0.2045235,0.21021089,0.16965657,0.18068667,0.16012554,0.17445737,0.14753965,0.21745612,0.46078748,0.27340367,0.6846273,0.2691028,0.11034332,0.12645988,0.5000652,0.2310584,0.15391135,0.16289817,0.17199232,0.122613125,0.14896615
0.050414957,0.03952506,0.15705252,0.11122817,0.08708277,0.08550125,0.08836958,0.1542067,0.7616082,0.08467607,0.10875702,0.1906761,0.7214138,0.0925625,0.22265825,0.079114825,0.09489879,0.25025776,0.47740886,0.17737524,0.107345834,0.07283506,0.3276698,0.1539135,0.056981504,0.094094135,0.0373036,0.05058021,0.08928617,0.08237528,0.3486923,0.29916722,0.52470976,0.12618676,0.031806186,0.02122578,0.34490788,0.0948236,0.079736345,0.04699093,0.0536359,0.043834187,0.043841504
0.012404114,0.043952882,0.12243235,0.13916212,0.024535507,0.05141467,0.062040895,0.114317745,0.7334757,0.024474561,0.017331213,0.12621959,0.7185136,0.04129301,0.17182344,0.11581212,0.10458496,0.22749156,0.45571095,0.19961052,0.03769709,0.031958878,0.34023225,0.092270315,0.054933965,0.03815382,0.043639097,0.03270957,0.03500744,0.06490265,0.38839337,0.3289054,0.51195997,0.16390003,0.02568878,0.019233063,0.36845693,0.06483203,0.029072084,0.022571232,0.010230657,0.03812822,0.022232886
0.26047918,0.2301257,0.41067496,0.16793138,0.20884371,0.0726735,0.019214809,0.09313232,0.5091734,0.25320792,0.15916139,0.29830465,0.5964888,0.23227441,0.12087184,0.32473698,0.26297167,0.34850043,0.33928537,0.12880929,0.21943586,0.16671455,0.14936203,0.23067728,0.25316155,0.223519,0.27824578,0.25934356,0.22690609,0.31083095,0.52359235,0.35842544,0.7168642,0.29333988,0.2234739,0.22103979,0.55785334,0.21904449,0.24542287,0.25256568,0.27327064,0.19918734,0.25979656
0.022459447,0.14072612,0.06646478,0.12710094,0.08577466,0.14894855,0.15882513,0.21833259,0.7335332,0.040817037,0.082627,0.097155534,0.6381527,0.029376507,0.26073182,0.06997615,0.172262,0.14516427,0.34128082,0.1594335,0.032459036,0.15203887,0.3952473,0.10034311,0.0565653,0.030062558,0.02885605,0.029671218,0.14149147,0.044812053,0.3182831,0.3648176,0.43040994,0.125164,0.034943413,0.028051205,0.29387096,0.046976432,0.08523116,0.03512334,0.017424073,0.095775686,0.087333046
0.050940253,0.044578142,0.21123585,0.16515166,0.056453586,0.026554525,0.0463413,0.072189584,0.71307707,0.08396007,0.05810371,0.20143557,0.7487531,0.10075846,0.15380323,0.1700232,0.10573396,0.3129784,0.5269676,0.18337195,0.1100146,0.030540287,0.27922097,0.1350368,0.06525806,0.080684006,0.06525239,0.07153441,0.038523205,0.099608906,0.42316753,0.27049625,0.5831945,0.1908721,0.04255379,0.039667867,0.4177633,0.0912624,0.033245765,0.054243647,0.04539003,0.04943367,0.03890556
0.3776603,0.39637542,0.34850386,0.10652155,0.13675636,0.11657286,0.088398844,0.2543945,0.43431106,0.18404163,0.12149766,0.2210655,0.4050174,0.16503435,0.018868953,0.3986809,0.4202722,0.22006747,0.17129704,0.44816977,0.15573196,0.24687278,0.16486567,0.089134425,0.4411738,0.40616572,0.39904156,0.37256593,0.38291755,0.4106747,0.62340236,0.54325664,0.72423214,0.46188152,0.3826585,0.37425607,0.64236295,0.42341876,0.3798602,0.42092672,0.38879535,0.36792922,0.36552307
0.032894045,0.07127217,0.106179655,0.12927175,0.0223324,0.046963573,0.074744195,0.12029597,0.7607529,0.016069561,0.019584626,0.1052704,0.69447386,0.036043644,0.1699883,0.1146507,0.116454616,0.20027687,0.40032303,0.19611247,0.026101723,0.041327357,0.32595646,0.053678393,0.08059981,0.06907499,0.06466341,0.04126174,0.052204765,0.07741465,0.39465767,0.33320338,0.50109386,0.16535085,0.043075174,0.038690023,0.37164348,0.079970345,0.063704155,0.043404587,0.019494686,0.061293103,0.05314028
0.07401229,0.1546548,0.107530594,0.21772009,0.121735394,0.20442396,0.22486544,0.24242416,0.7649483,0.04487869,0.06542659,0.05783211,0.6409205,0.0486854,0.30373603,0.091999054,0.19919014,0.14802882,0.33546823,0.24136783,0.05373244,0.15623885,0.430023,0.09259957,0.083653934,0.060194068,0.09821324,0.043061867,0.18350875,0.07920623,0.34060144,0.4476835,0.41518497,0.17582723,0.054968745,0.082849264,0.3179245,0.1671728,0.14133069,0.06468056,0.026089799,0.15292075,0.11097236
0.049333036,0.023301855,0.19768837,0.14068466,0.046861053,0.005838275,0.027875245,0.07386047,0.74503934,0.0864784,0.05036503,0.21264693,0.77315056,0.10195032,0.14959845,0.12989205,0.080419436,0.3172526,0.5266111,0.2200013,0.109524384,0.012339145,0.27208966,0.15217629,0.063291736,0.09220691,0.064863116,0.06328316,0.048014484,0.10311355,0.4087112,0.25610366,0.5916024,0.198784,0.029916417,0.023493178,0.42393318,0.10816592,0.046048604,0.05543132,0.047313925,0.03658256,0.024826758
0.053067237,0.049841084,0.18315339,0.09042144,0.10919604,0.06378186,0.060151666,0.14249343,0.7426454,0.11963047,0.124319345,0.23150134,0.72188973,0.12176964,0.23138833,0.06820446,0.08132447,0.28479996,0.44647545,0.1274332,0.13153751,0.07900867,0.297739,0.18736985,0.031190995,0.07476172,0.049096514,0.04672438,0.09713637,0.08852643,0.35383543,0.24296093,0.53768605,0.10361962,0.03248056,0.019173943,0.35443348,0.06209828,0.07104673,0.04620461,0.06436756,0.028220892,0.063159674
0.5271905,0.5553829,0.50638497,0.117224514,0.24285221,0.16868013,0.12133214,0.26905015,0.26987696,0.29050624,0.17991722,0.26416278,0.3274936,0.25442335,0.0125314295,0.57058287,0.5620787,0.27092957,0.101627395,0.45042008,0.22654273,0.36412036,0.10372463,0.14029518,0.5774019,0.5030268,0.5316431,0.545487,0.5176928,0.56520617,0.73868704,0.6547112,0.8071687,0.6271735,0.5415612,0.5192866,0.7402811,0.5101362,0.562734,0.5788021,0.5360302,0.51797885,0.54054785
0.07421631,0.017199248,0.25779226,0.15860474,0.13191426,0.02683869,0.0117152035,0.09256627,0.73281395,0.16006397,0.11948705,0.27616757,0.75987595,0.17803097,0.19999862,0.1216467,0.061817758,0.35886884,0.53040755,0.0941561,0.17383562,0.038344473,0.24649253,0.2064918,0.048505493,0.10327289,0.08099407,0.08956446,0.08073979,0.13909909,0.3780195,0.2497998,0.61403185,0.16088504,0.05397418,0.04013267,0.41638634,0.08929466,0.059625648,0.057063423,0.09904759,0.03163609,0.06778907
0.4134204,0.40970606,0.50008845,0.13491571,0.26056916,0.0971922,0.045849055,0.13413101,0.3522562,0.30548894,0.16219217,0.3075599,0.44281763,0.25208718,0.07061368,0.46137854,0.41334388,0.33020636,0.16444016,0.17105074,0.23869695,0.28280258,0.07172373,0.22909427,0.42319235,0.34546226,0.42432863,0.40302873,0.36845338,0.46503013,0.6361058,0.47362944,0.79561204,0.4191972,0.3536211,0.36281973,0.65134966,0.36107373,0.4204551,0.4247333,0.42642865,0.35829893,0.4178459
0.08038085,0.084074534,0.17552766,0.1275199,0.033085257,0.041649997,0.070656925,0.088103324,0.7250849,0.038527533,0.03232658,0.12392114,0.6865461,0.054103047,0.14819008,0.17318147,0.14309962,0.22361004,0.3973478,0.21500711,0.049909696,0.035713255,0.29032898,0.071864665,0.11187018,0.092948474,0.091018826,0.07369386,0.05601471,0.11452939,0.42316213,0.3495996,0.54277027,0.19350466,0.060908675,0.075162575,0.41600323,0.12829958,0.08078458,0.08828565,0.055634875,0.076665826,0.085432224
0.1012338,0.14408693,0.18587586,0.18022466,0.06886035,0.074141204,0.10306668,0.10842162,0.6781506,0.06604533,0.05849147,0.12942211,0.657251,0.09441498,0.134258,0.18810478,0.18726176,0.22054347,0.3420717,0.22624932,0.06517206,0.06645733,0.28712022,0.057419926,0.1512154,0.13885835,0.13568772,0.1082139,0.0978386,0.14273392,0.44167033,0.35788283,0.5540013,0.19413581,0.12756589,0.11972751,0.42395368,0.13943672,0.122465424,0.12438789,0.10697785,0.1294829,0.13129622
0.038670696,0.18445706,0.06955472,0.1914295,0.12413281,0.19786042,0.20927072,0.2847676,0.70864475,0.0493287,0.10498959,0.09524542,0.60876024,0.026642084,0.30033454,0.090212375,0.20244807,0.1344836,0.3088063,0.25570172,0.05369456,0.2150484,0.45928645,0.12455979,0.07732646,0.0193826,0.05230244,0.028143734,0.21792611,0.039136022,0.32052124,0.36590064,0.4099081,0.18379872,0.058508664,0.03805796,0.2955193,0.0970065,0.13010207,0.048459418,0.032903407,0.11537849,0.11620788
0.19117284,0.2209593,0.25927776,0.091103494,0.07313812,0.04620436,0.042991817,0.11283919,0.5440525,0.11693616,0.07317677,0.19161463,0.5590569,0.11406517,0.055794,0.2763689,0.26170588,0.23264928,0.26612264,0.24583305,0.096101955,0.121407986,0.20131296,0.09112057,0.25516492,0.21076985,0.21703365,0.20231536,0.1852813,0.24654818,0.529933,0.38737172,0.6458245,0.28908253,0.21160424,0.19877739,0.5225976,0.2037328,0.2039212,0.24294408,0.20573372,0.1899834,0.20462027
0.04489159,0.1759024,0.023265108,0.1556443,0.07765412,0.17628676,0.20671391,0.27688372,0.75753826,0.028759569,0.07015228,0.07260432,0.6221825,0.010356858,0.28995004,0.08643836,0.20184422,0.12910224,0.32268772,0.254362,0.028126165,0.1983515,0.43442202,0.11857891,0.053453363,0.041123778,0.036152977,0.03722407,0.21396056,0.040441312,0.3267188,0.35702074,0.40588045,0.22255719,0.061632648,0.026556537,0.29174256,0.10786562,0.124755435,0.0511482,0.019181702,0.1307346,0.098640025
0.04387813,0.120038696,0.06727898,0.21632838,0.0709472,0.13254467,0.16300341,0.20618236,0.7870029,0.030331016,0.048297614,0.07348637,0.683177,0.044109374,0.2547997,0.110660285,0.17011292,0.17807285,0.39480913,0.26121205,0.035210505,0.114706665,0.4071751,0.09552732,0.073092416,0.0629754,0.08135907,0.031591102,0.1256521,0.05617921,0.3597909,0.3485235,0.43956172,0.1939849,0.057381786,0.035935536,0.34101737,0.10168727,0.097577594,0.038400173,0.01680192,0.11755007,0.076411866
0.13255239,0.14685765,0.3161917,0.16567165,0.13081986,0.085476875,0.08747265,0.059760615,0.6068971,0.13573314,0.11817548,0.22401422,0.6920924,0.14681002,0.1340633,0.2692643,0.21647456,0.2931087,0.45150107,0.18728112,0.15566523,0.10748097,0.2636991,0.15232572,0.1592755,0.13875231,0.1312963,0.16633666,0.108076684,0.17916481,0.46140754,0.36487237,0.62152356,0.1960527,0.14267722,0.1255899,0.46429396,0.15993944,0.13368577,0.14554423,0.15200843,0.124143444,0.14621302
0.33626035,0.38366053,0.34365246,0.06594235,0.14290607,0.1124658,0.10156813,0.19347924,0.41749159,0.1833431,0.119481385,0.19749989,0.4300179,0.16715428,0.0339614,0.366748,0.3947607,0.2162106,0.15788378,0.30161136,0.13106187,0.23744416,0.15657723,0.068143696,0.3902593,0.33717036,0.35336328,0.33241677,0.3148797,0.38108128,0.6108737,0.5065857,0.6874573,0.40174168,0.3583192,0.34830016,0.58879316,0.34276676,0.37479737,0.39368787,0.34792778,0.34166855,0.37487924
0.09705553,0.09854495,0.23782283,0.14621007,0.060715526,0.059702516,0.09633833,0.069741905,0.6605929,0.064577,0.058063954,0.17148496,0.7081395,0.085705504,0.12846893,0.20511433,0.17478026,0.2612433,0.40187448,0.19053467,0.081744656,0.06812528,0.28488752,0.11885941,0.13044651,0.11009447,0.106195,0.09166731,0.07241721,0.1355052,0.44574565,0.31858826,0.5786289,0.21125622,0.084189735,0.08104046,0.43314472,0.16151018,0.11877362,0.11933743,0.08204301,0.10163229,0.0928754
0.034128167,0.13249034,0.048487067,0.12789369,0.05583918,0.119356155,0.14044598,0.2059969,0.76650816,0.014935881,0.049630493,0.07430776,0.6389176,0.020334944,0.23930988,0.0611324,0.161401,0.13752791,0.30451882,0.1943423,0.014006481,0.12488338,0.3840007,0.07596624,0.084798485,0.04659871,0.055876065,0.020137351,0.13149205,0.059352078,0.345155,0.35244077,0.43286538,0.15347661,0.040257476,0.034268565,0.3172129,0.07560554,0.104596965,0.0430345,0.015341606,0.100108944,0.09146094
0.15659735,0.42308238,0.06840402,0.48789972,0.408359,0.5457309,0.5658821,0.60501504,0.73106974,0.17131163,0.34486437,0.0554895,0.53235257,0.065624446,0.6051482,0.123349816,0.41905478,0.07589482,0.25538805,0.5082945,0.16479065,0.59019774,0.6962455,0.2776535,0.06806142,0.052206356,0.091377586,0.11862609,0.5929556,0.017194059,0.18810718,0.58857524,0.2142835,0.19409584,0.16268428,0.09656662,0.13841195,0.2140869,0.34664583,0.08737844,0.11910419,0.3005492,0.25983524
0.0453199,0.07884716,0.17567328,0.14742845,0.090720326,0.079001576,0.080344796,0.12804991,0.7064725,0.09686841,0.066750914,0.18298821,0.7126759,0.09932512,0.20925668,0.11619675,0.12542892,0.2717661,0.44446766,0.16606794,0.10783158,0.09005332,0.32843238,0.15336028,0.054570064,0.04740026,0.053179543,0.046407677,0.079316534,0.07186936,0.38083446,0.26093143,0.5222086,0.11616635,0.03635858,0.019552357,0.3769785,0.0314032,0.06461159,0.030645177,0.043198843,0.055625714,0.049844634
0.31791452,0.36529425,0.30441466,0.047252774,0.109057814,0.087271094,0.07375571,0.1856631,0.46228045,0.16125171,0.09548482,0.19115062,0.4410601,0.1462025,0.022984803,0.35643795,0.37366712,0.20235664,0.16821201,0.32497954,0.11517863,0.2173957,0.15360755,0.057184517,0.3779932,0.33249152,0.33444083,0.32431847,0.31985167,0.35835198,0.5993329,0.51399785,0.69205755,0.4118989,0.35138434,0.3286695,0.58593297,0.33012486,0.35176602,0.36448252,0.32808933,0.3211535,0.34632838
0.06869464,0.030734815,0.27116764,0.18130612,0.16916686,0.060426503,0.037130296,0.105858505,0.7018772,0.17664488,0.16413802,0.28360486,0.7488346,0.19472647,0.22012386,0.12601596,0.08199093,0.35419875,0.5588147,0.07454242,0.19086824,0.064922065,0.26212248,0.21347955,0.048899785,0.08691977,0.074686304,0.08819212,0.08176958,0.13088831,0.36476493,0.25768256,0.5972236,0.12474366,0.060220152,0.04624308,0.4063163,0.059468344,0.052757002,0.050903603,0.102124706,0.025910772,0.069931544
0.07330812,0.061340854,0.2533234,0.24030125,0.11279273,0.062772036,0.083854675,0.08529338,0.6796705,0.101511165,0.08427319,0.19541043,0.75866306,0.14043778,0.17205694,0.19484505,0.1359637,0.31175956,0.5118313,0.19567053,0.1307569,0.056510955,0.3018807,0.14665449,0.115432866,0.08291509,0.092447,0.09401963,0.06656306,0.11298254,0.41796127,0.3067813,0.57286245,0.20204206,0.07310739,0.06684151,0.4249052,0.10471095,0.07928752,0.07566084,0.08711043,0.07823456,0.059277896
0.026861325,0.0783998,0.1061278,0.10136479,0.040226072,0.08324298,0.10857704,0.15386313,0.7306274,0.035678267,0.06274307,0.13440654,0.69167036,0.031038806,0.20652941,0.10198626,0.13167301,0.20648116,0.4250517,0.19375052,0.04490219,0.09023583,0.3551508,0.11532977,0.040239803,0.044088595,0.017984223,0.029650949,0.07489913,0.050604902,0.36109918,0.2979204,0.48624486,0.14953667,0.024921259,0.006662108,0.3284792,0.067447424,0.05376882,0.040730752,0.015795525,0.054616533,0.044009835
