data,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_7,actual
1.0,0.0967056323060573,0.7252832,0.5290435,0.5153685,0.5626647,0.1785222176389534
1.0,0.2534973258305604,0.6554795,0.59746236,0.58029926,0.60546726,0.1399057406903572
1.0,0.1132558666225327,0.46563187,0.60753375,0.5925661,0.5034288,0.020809015192073
1.0,0.0505391892127314,0.6256941,0.3221257,0.45286947,0.55238533,0.0205457210310599
0.0,0.0122123307956307,0.30341712,0.16046333,0.7975744,0.2047761,0.0023784239211521
0.272727272727273,0.0017595512273305,0.66655684,0.22885229,0.47691533,0.5856881,0.0032560711245293
0.272727272727273,0.004285639623003,0.4898177,0.24996677,0.63936955,0.43140486,0.0001843059127092
0.0,0.0174387205797808,0.7220429,0.46889713,0.11228771,0.622,0.093829262513055
0.0,0.0244072402919809,0.5702579,0.38562426,0.49414292,0.48322704,0.0366066648528624
0.0,0.0235361753279559,0.8308147,0.57689035,0.254751,0.85908234,0.0276546633784151
0.0,0.026149370220031,0.8294463,0.5737164,0.2561547,0.8584525,0.0186148971836301
0.0,0.0305046950401561,0.21578999,0.26654744,0.7736144,0.25027713,0.0171228969378889
0.0,0.0200519154718558,0.23156162,0.27809533,0.86302423,0.15454492,0.0064156010566872
0.0,0.0008884862633055,0.4919847,0.22279517,0.5884703,0.4100138,0.0047480713702705
0.0,0.001672444730928,0.3650769,0.4312062,0.6440267,0.22033274,0.0048358360906082
0.272727272727273,0.003588787651783,0.7219028,0.5698663,0.25525278,0.7866688,0.0029927769635162
0.272727272727273,0.0014111252417205,0.62607604,0.62202764,0.2239799,0.77488166,0.0002720706330469
1.0,0.2770160798592359,0.88369036,1.0,0.18522875,0.82000405,1.0
0.636363636363637,1.0,0.7017851,0.77685213,0.34296125,0.7318276,0.5787293423789506
0.636363636363637,0.2587237156147105,0.76430607,0.8390832,0.19034101,0.77506506,0.5611763983114068
1.0,0.2177836623055347,0.7265927,0.646351,0.35077167,0.7337936,0.2149445765791067
0.272727272727273,0.1010609571261824,0.28119892,0.41173622,0.8024409,0.264433,0.0630238456745157
0.272727272727273,0.0653472936011567,0.22793953,0.3363274,0.8596521,0.21629043,0.0467873724120378
0.272727272727273,0.0766711381334819,0.47454005,0.29598692,0.5483062,0.33956045,0.039239606462994
1.0,0.0313757600041811,0.4112889,0.62349135,0.53774595,0.44454515,0.0453831368866343
0.272727272727273,0.0400864096444312,0.33816245,0.17059924,0.89444035,0.11786279,0.0334471349207045
0.0,0.0064633020330656,0.4081929,0.47419494,0.51285946,0.47808975,0.0072054835397267
0.636363636363637,0.0095991359035556,0.76703006,0.5512532,0.3856481,0.7101924,0.0080831307431038
