data,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,actual
1.0,0.0967056323060573,0.0637845659891016,0.0967056323060573,0.0103613177470775,0.1785222176389534
1.0,0.2534973258305604,0.0485420411164903,0.2534973258305604,0.02716042776756,0.1399057406903572
1.0,0.1132558666225327,0.0,0.1132558666225327,0.0,0.020809015192073
1.0,0.0505391892127314,0.0096777170832889,0.0505391892127314,0.0,0.0205457210310599
0.0,0.0122123307956307,0.0046770628579011,0.0,0.0,0.0023784239211521
0.272727272727273,0.0017595512273305,0.0006738706828074,0.0004798776074537,0.0006598317102489,0.0032560711245293
0.272727272727273,0.004285639623003,0.0016413087917883,0.0011688108062735,0.0,0.0001843059127092
0.0,0.0174387205797808,0.0033393294727239,0.0,0.0174387205797808,0.093829262513055
0.0,0.0244072402919809,0.0093474537288437,0.0,0.0091527151094928,0.0366066648528624
0.0,0.0235361753279559,0.0,0.0,0.0235361753279559,0.0276546633784151
0.0,0.026149370220031,0.0,0.0,0.026149370220031,0.0186148971836301
0.0,0.0305046950401561,0.0,0.0,0.0032683601828738,0.0171228969378889
0.0,0.0200519154718558,0.0076794569892213,0.0,0.0021484195148416,0.0064156010566872
0.0,0.0008884862633055,0.0003402713348829,0.0,0.0008884862633055,0.0047480713702705
0.0,0.001672444730928,0.0011031018438035,0.0,0.0001791905068851,0.0048358360906082
0.272727272727273,0.003588787651783,0.0013744293134488,0.000978760268668,0.003588787651783,0.0029927769635162
0.272727272727273,0.0014111252417205,0.0,0.000384852338651,0.0014111252417205,0.0002720706330469
1.0,0.2770160798592359,0.1060912646269414,0.2770160798592359,0.1038810299472134,1.0
0.636363636363637,1.0,0.1914893617021278,0.636363636363637,0.3749999999999999,0.5787293423789506
0.636363636363637,0.2587237156147105,0.0,0.1646423644820887,0.0970213933555164,0.5611763983114068
1.0,0.2177836623055347,0.0834065089680771,0.2177836623055347,0.0544459155763836,0.2149445765791067
0.272727272727273,0.1010609571261824,0.0,0.0275620792162315,0.0108279596920909,0.0630238456745157
0.272727272727273,0.0653472936011567,0.0,0.0178219891639518,0.007001495742981,0.0467873724120378
0.272727272727273,0.0766711381334819,0.0766711381334819,0.0209103104000405,0.0082147648000159,0.039239606462994
