AFP,Added,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_AFP_PDR_AFP,Effort
0.0901250785310411,0.1106038291605301,0.1366392496656835,0.0072001520781917,0.005825213609473,0.0047491059345698,0.1367183206945818
0.0143354846079159,0.0037555228276877,0.0754547619483778,0.0141873025459824,0.0113287038328426,0.0026954144711889,0.075539436568121
0.0081672282825975,0.0120029455081001,0.0116690175676418,0.0005729697248782,0.0004001424003732,0.0004010255803431,0.0117595340147268
0.0138785767319664,0.005081001472754,0.070893403432926,0.0106127849450488,0.0111037860798558,0.0020776312473003,0.0588343041359856
0.0161631161117139,0.0,0.0655077030170913,0.0078452338942624,0.0068603989257936,0.0019357025283489,0.0543649485291424
0.0042263978525329,0.0,0.0288519665134001,0.0054594140228948,0.0048398572186519,0.0007997255816768,0.0239403597464922
0.0039979439145582,0.0,0.0348971404495411,0.0083585965148601,0.0079885020306178,0.0009575913567804,0.0289592262886031
0.0050259866354446,0.0088365243004418,0.0206451849273663,0.0028680735946999,0.0017794274311817,0.0006982208978581,0.0207348792907645
0.0061111428408247,0.0059646539027982,0.0268735459524812,0.003347124286297,0.0031381527247568,0.0007611483298751,0.0222918269406894
0.0024558798332286,0.0,0.0738610342743043,0.0570543318645823,0.0601703884403276,0.0018970568771646,0.0612887863135143
0.0260437489291221,0.0338733431516936,0.1862829507776291,0.0481881645125363,0.0376364071079917,0.0067370655912459,0.1863574751804227
0.0033125821006339,0.001840942562592,0.0370404293905365,0.0111343087149995,0.0116030260741439,0.0009957582122863,0.030735978312635
0.0108515620538009,0.0157584683357879,0.0550110828188829,0.0085645997203051,0.007035708460617,0.0016894647508911,0.0478807194929845
0.009537951910446,0.0123711340206185,0.0607631574126655,0.0136080364505011,0.010981293508313,0.0021360443200639,0.0608491775653002
0.0218173510765891,0.0027982326951399,0.0143435490666617,0.0002404906430338,0.0002658674525794,0.0003657998982901,0.0119060702641315
0.0145068250613969,0.012960235640648,0.0161204638297092,0.0006177902305996,0.0004631458560898,0.0005559501819936,0.0162105725903945
