rely,data,stor,virt,turn,acap,aexp,MI_loc_stor,MI_loc_cplx,MI_aexp_data,actual
0.23484096210989,0.1132974836339193,0.2232532800273735,0.193184061212544,0.100942395212811,0.1420902505451196,0.4295544738893793,0.1938146336245716,0.6215730568879619,0.1704576395252493,0.1171130662821951
0.1569545002717809,0.306360344308323,0.1913257925729207,0.0654856494596953,0.3235907407964511,0.2105453995818182,0.2400776136153367,0.1766625891012411,0.730160296598976,0.2345801520592859,0.25254618914069
0.1193310815528631,0.1380258780900793,0.1463899821810494,0.0548736741561834,0.1378851433347923,0.1419080728095145,0.3626753815209529,0.1340731560869229,0.6738499222342843,0.1134264579418646,0.0574199457983383
0.130275751758635,0.1748503678586286,0.2666898364454252,0.1431647903887456,0.1177268024930597,0.3374938770254799,0.5918917966979956,0.2751044745314908,0.727145109182503,0.3422971200812215,0.0772772356042822
0.0965529174035134,0.1044603713071348,0.1812230635464722,0.1056561054415788,0.1097870985320653,0.0997504205608784,0.3632314236787495,0.0862873442353785,0.7144317752968712,0.0814818541645377,0.0406248129594359
0.0910077901076752,0.3206982687345575,0.3065124516725085,0.072595248674023,0.2433965625839691,0.4615495534077326,0.5544744632101564,0.3371348572082847,0.7627803258302424,0.5695482267836516,0.1412653450362191
0.5335265936555484,0.0332987220372054,0.6449960168313907,0.574732390297966,0.1890089523927287,0.1407495500488438,0.5576557818095623,0.4301477510436987,0.4584867063579473,0.0752970970179615,0.1635736584284913
0.1901834441777961,0.2813247452160682,0.2417885699427721,0.1735767026734188,0.3011880021287143,0.120215570689216,0.2420077375131208,0.1299920217450619,0.6062100174934519,0.2241327314661489,0.2585080305362917
0.1706653977816819,0.0793590747643867,0.1700094298628646,0.1318673413731268,0.0438309720810158,0.1237438035497857,0.4933530467971392,0.1930042488943424,0.6501900143401089,0.0903599973517336,0.0424564626049528
0.1387535318057115,0.0840380733464745,0.257254597851007,0.2246355082775429,0.070394201190643,0.1252692569298076,0.536084903838735,0.2024870741908633,0.6803511622314187,0.2015994728127824,0.0803433401357061
0.2417704014532487,0.0700934259032632,0.260095209184904,0.2563973807565108,0.074249802123131,0.1751654532680589,0.5352964601598778,0.2745299417952654,0.6195319939742563,0.1602659283987267,0.1031565356537215
0.5374770698393604,0.7627913075196687,0.2558436042969711,0.1045909311183558,0.7416577388118836,0.5393286280898278,0.0689175865300583,0.6488684232642692,0.7613033762956506,0.6081169300691692,0.7456690698552747
0.0857917118997817,0.1653726883087824,0.2626301542208853,0.0789381906851647,0.1171426331834125,0.2243082368352548,0.4810263610922165,0.2085924329972587,0.6821384111683344,0.2708962100041138,0.0404625380325733
0.1600018408456175,0.0735407119736463,0.1940259095649793,0.1409415456198371,0.0566427921512165,0.1398404947643319,0.4954730708553447,0.2120724142546915,0.6992127213651882,0.0922605566416915,0.031973028528542
0.494632131921686,0.0240160163376314,0.5774711792626246,0.5786558118508931,0.1798836247149589,0.1744042030896179,0.5949514057600758,0.4615048937588026,0.5026551156936656,0.0794945978990234,0.168722818152302
0.216058868270319,0.0920138863386378,0.1227720090842678,0.1261829036070391,0.038605631291473,0.2184538054811468,0.5534798994662007,0.2590868168730411,0.6092136319122916,0.1194979186107065,0.0568740896036617
0.1317291850521076,0.082864271414664,0.2316447889026894,0.1173885694520199,0.0857442269120184,0.0839534262066108,0.4090407187089916,0.1268050213083145,0.7238863523191541,0.0689272464897,0.0060455112441462
