size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t08,t09,t10,t11,t13,t14,t15,MI_size_D_t07,effort_D
0.0575983988190062,0.5062656855870316,0.5280009438885161,0.1217242586015519,0.2850607631771734,0.3182023917391684,0.364931251794847,0.2090350207912761,0.0608435595373741,0.268542147278484,0.3524804719196723,0.4684456205727308,0.2144877031230725,0.3834013448754114,0.1907829282964108,0.6309351198560142,0.4569615485032379,0.356310319332531,0.2455848950513585,0.4105707931556486,0.2119334504267228,0.2982410242997963,0.0915918486894709,0.4794311326370238
0.1870218026740045,0.4751445315338843,0.614241510089946,0.3249255666724771,0.2433957812045511,0.2351182983129283,0.417609692609324,0.1689176172978647,0.1251433802763778,0.0397839505349956,0.2428643635541886,0.283171582455711,0.4547427919253048,0.3240380514424072,0.2124632867930261,0.5819880103759693,0.400502470439625,0.3260832190967955,0.2332531829336834,0.1821938953507526,0.1412683450351739,0.2133800539624102,0.1985773744178255,0.5336988910561409
0.0180664209956099,0.4158672144324893,0.3326574224665127,0.0241345577879092,0.1389515593166175,0.274384130874114,0.2712035274994361,0.2937115536322437,0.1264130961921094,0.2321526976895026,0.2694086008031457,0.2411957932264554,0.2627927458405799,0.3523051541094367,0.3593797417895087,0.6550655872004637,0.2624070084861158,0.2416320873167033,0.0792000772066287,0.2536032953735229,0.3413510432641982,0.1472284979682626,0.0370305838470187,0.4078161874767476
0.0231856215589751,0.3877647859574031,0.3156019733140714,0.055434061617414,0.1508506903165983,0.2853512887013073,0.3165259029841005,0.3259252276621427,0.1734439775336461,0.2111399497702395,0.2586678771358721,0.1755483504561203,0.3164601489471573,0.4010406779965539,0.4209156129667314,0.6447956405392097,0.2245609256441345,0.1803575486201202,0.0356348521350718,0.2117249259730093,0.376152335250188,0.1626725681611753,0.0468354927097271,0.3985448136361996
0.1719265778963907,0.2182146117720134,0.6636790427898718,0.2483871790879405,0.2391941149207687,0.3388268919991629,0.0937432352439757,0.081939358612566,0.3589250067634676,0.2925556277867374,0.1610332207808766,0.1139244271046667,0.440013031666059,0.4987071664181348,0.3507815418398313,0.2909247369176488,0.472249170009547,0.0697213069615728,0.1611691750255879,0.0357398241444925,0.1613181420959945,0.3189025526442667,0.0285939345491759,0.288225474271534
0.0452370646533561,0.4147813671266325,0.5965279177066746,0.2104993132914969,0.2201354597861264,0.3838332872923007,0.4066414006044388,0.127561848871243,0.0976798817568904,0.1667019364899914,0.2594790702456389,0.2297810187905401,0.4641329484967005,0.4637722919192841,0.3313031617640818,0.5505999654516975,0.4795826412730942,0.2684276187615792,0.0806504055086305,0.2086875198835992,0.2418214806458544,0.301720897858299,0.032603824290396,0.4261433703790002
0.0203052757704485,0.3727239719544268,0.2951711282590592,0.0639758338078768,0.2147657351503728,0.3642690549957125,0.3672847321557563,0.4043931202172752,0.2108971454674056,0.2912287104586406,0.3361236224663618,0.1623146765297968,0.3536040354890318,0.4785929216268339,0.4966871291074193,0.6499472423541895,0.246583580611928,0.2150763065761892,0.0482083410531731,0.2316015588259395,0.466774178934804,0.207297350594397,0.030241454857186,0.3758658502753628
0.0212956487276232,0.3365419477737733,0.4347437388857972,0.067260936096294,0.0465330189547626,0.1987679038823457,0.1736679585754374,0.1702975454343801,0.1185915590759217,0.1373971936842269,0.1125446666578138,0.2049506788943907,0.2765242373101862,0.3248250063744696,0.2876164759493663,0.5423415632117868,0.2858839152169958,0.1292335374702584,0.0536760388516531,0.1526276497913604,0.2245679578530395,0.1297319343326434,0.0238000100873139,0.402476001468004
0.0150418962266987,0.3581515359443042,0.3635448024932483,0.0666358772059204,0.1250473427277567,0.266750175272203,0.28895010402714,0.2716439529218599,0.1432316023202069,0.1895735597547662,0.2204455115915796,0.1889997973664838,0.3370862736935074,0.3919668636422053,0.3854397724912421,0.609633301181514,0.2761825721180469,0.1915836621348245,0.0452687525459824,0.198984610062277,0.3441161612388496,0.1743291673595102,0.0339611251597173,0.4040418853268013
0.0848540521426306,0.2550156560832355,0.5573552754950601,0.1316616243280796,0.1082788444416987,0.2302972210762123,0.0872248341102835,0.0590625501433762,0.2231317375662784,0.1554492011132601,0.0578188643164254,0.1488555608311465,0.3081959593185571,0.4108456676184405,0.3001389604337383,0.3970587490757611,0.3532599197116549,0.0432103916588518,0.0649562032958657,0.0616151981017281,0.1516358373103566,0.1708039379691316,0.0101643443556616,0.3463131332877903
0.3974106301661642,0.4878410880947358,0.7038027404681044,0.484635005559981,0.3567688228802184,0.2255555112691966,0.4875474488673432,0.2945355336493698,0.1984809728869925,0.0814781824327851,0.3181718008335384,0.3184967789781677,0.5651127928418261,0.3135738081028984,0.1962565681373644,0.5925590888963898,0.4374904907620136,0.4447526288291401,0.4048407983187715,0.1645506499959476,0.0972493075728039,0.2588474371197543,0.4089746403711745,0.6601577199022116
0.0481595996275524,0.4010761872787858,0.5759811738042864,0.2009489764682048,0.2079201284143247,0.3450157720358872,0.3749078322895591,0.135322030360997,0.1056998920173386,0.1402227656134399,0.2376993056606939,0.235405891748375,0.4353289031843302,0.4346748597923547,0.3152162247673042,0.5465373781937899,0.4436034695733573,0.2593444916095219,0.0872636312844236,0.2086530540796953,0.2300636586732451,0.2722526423448664,0.0434504313674697,0.4217439292506491
0.0558733551849148,0.4310553142548257,0.6206254454768358,0.2413449621810923,0.3018780964916135,0.4038419299175155,0.4646685970297563,0.1475902041368636,0.0894333046419506,0.1736924054815143,0.3282393639989377,0.2918266232736737,0.4573245143157382,0.4373064216167697,0.2923406833360321,0.5743099806725256,0.5026515952349887,0.3679954784918955,0.1631188409253633,0.2589635763307201,0.2347489775701192,0.3181491845893785,0.0715041838818771,0.4479059454809939
