TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_ManagerExp,Effort
0.7172947794461024,0.72768127800009,0.5455685032521147,0.3011828347275497,0.350850402590012,0.4207047111732608,0.782388569107011,0.8291801187722745,0.3019945268302325,0.4297199124530613,0.6001344467349632
0.3185532808701975,0.621563410057006,0.4779418934310199,0.2788988108631239,0.1574171817162007,0.281703554303866,0.9277366104560458,0.6417042897196434,0.1229610182095288,0.272626434789131,0.3692199382738007
0.4279856823550438,0.2831908381268673,0.4329183233833025,0.1953257378706814,0.1100546726516466,0.2205922304621724,0.617801211396241,0.9358146207531384,0.0715168007036791,0.1109665389460508,0.2758242002628825
0.6199726090491029,0.2810976046969851,0.5505449535534959,0.0902475708942966,0.0166498537438793,0.0313467247399172,0.3432270781304795,0.8430550657544023,0.0490508759062396,0.0721173592090342,0.1012240119018345
0.6486839298246692,0.7193929216127977,0.4990950881126922,0.1884691501165203,0.2852584806622017,0.2998649067790364,0.7183112022626337,0.8660161100886661,0.1707480875675592,0.3140565802523268,0.462491240073448
0.1012176177984748,0.5494386137184737,0.7059177714218327,0.1616984312520428,0.1469801334157633,0.1875571058138838,0.4976074023862429,0.7074088536327265,0.0876930167877725,0.1988616654543459,0.2134710847287392
0.1830243681676976,0.7291718175466403,0.5915271613348847,0.2243933667601809,0.1924198838368578,0.2545999969359235,0.838223240075606,0.8142041994439013,0.1123421494662366,0.2931106082388172,0.3878560279816548
0.6857431874979313,0.3492365787829489,0.5617759027666227,0.1359710666411458,0.4483500303198732,0.3121188448779703,0.6834706626894325,0.863739631295509,0.2952248136259771,0.1904169050849244,0.2616944437628374
0.4080984014308294,0.6324976933880053,0.5822279802170448,0.1253774319100771,0.021004535094645,0.0641923411067455,0.172620967940713,0.6511545991971274,0.0466138015321231,0.1103036683644822,0.0721730864369644
0.7084943924909317,0.7175227604581923,0.6113618972272226,0.2180080274701796,0.2068146263802681,0.2702857563210898,0.6595287033035291,0.9153611366297344,0.1077255158550654,0.2791196196416698,0.3656666850748436
0.5714976459200605,0.633791084611383,0.2531034131480284,0.2208750839440757,0.141943790021083,0.2502334741768952,0.5716039877090495,0.8571521339043249,0.104732598746208,0.2382753972167301,0.3147201532816904
0.0929656243626625,0.4203679685752588,0.645346081344363,0.1272325052293094,0.1387046330524159,0.1483192607302984,0.3772951207337078,0.7581697710301166,0.0869192734784159,0.1643803906595474,0.1900688364294795
0.2352118439902239,0.5206031807905783,0.6947507246392239,0.3844967659888107,0.1817080729451403,0.3675684613992379,0.8530197231172739,0.7258719871618715,0.1484441327897717,0.3265002807010879,0.4408480051388121
0.7994436255690638,0.4511900508899925,0.7187572761723611,0.3451257878715367,0.289057311414129,0.3982578197909387,0.836118694092445,0.8850884671668657,0.2168920842271437,0.3015949400118859,0.5491129566920725
0.1282498641575872,0.7187133094809587,0.4441932078653837,0.1149880124243711,0.0840752949797405,0.1213824857306845,0.6265181619252767,0.8469980041410554,0.057968772207386,0.1619178275584546,0.2216170650581176
0.0212187785328695,0.1374821975999635,0.2624683262368723,0.146025936847343,0.0559740128065682,0.0960718040054859,0.4186078273221986,0.7773623570353569,0.0491344879996689,0.0776207651540205,0.2328982241779202
0.1206410897543132,0.6949324391639563,0.6799547636409948,0.2091456595509901,0.0845304886959112,0.1735935539368672,0.26149836304959,0.452597707424583,0.071063729439534,0.1701999117853233,0.1552114504760371
0.3725088149953358,0.5174084717277144,0.087595768727424,0.1250706814511402,0.0386134345764475,0.0723621375187634,0.2619844416657783,0.884523004401172,0.0512783161022924,0.1464144918619156,0.0825400318946088
0.5671928878242766,0.2851565098095673,0.5466862635789926,0.2044742561103542,0.1697896632668284,0.2467172967840526,0.6695250855553427,0.911465447648332,0.1166334872851281,0.1271341577467032,0.3761261537458983
0.4024123210989864,0.2894386918294345,0.4899216393784735,0.2215761922820776,0.1181112351569935,0.2365716644911296,0.6327588740287236,0.8889219729931703,0.0692684487423099,0.1119688492701913,0.2784911830674808
0.5682811194499983,0.673308624076829,0.5481183392117706,0.0861614636102413,0.0354105332237512,0.053643173273122,0.3268919988171959,0.7741045717471815,0.0260505362646427,0.1078081545870716,0.0987980297542416
0.6182427732056369,0.297305506280168,0.501392113133975,0.1868642553573504,0.0968236313688849,0.194656816165354,0.5690489252911152,0.8852799741474757,0.0696736560318346,0.0956514662559977,0.2313159063256338
0.3409129536586885,0.2737237253671005,0.7634250124919986,0.2256683670267757,0.0983668427473652,0.2303709037436868,0.5160085266224448,0.7987340831626255,0.0696430541794796,0.1151252555310879,0.2462684393760214
0.5389421688154816,0.6680902740067022,0.6564332469581934,0.3851819289752929,0.2653530479386836,0.4451305789108816,0.8301475127120161,0.628025648103322,0.2267843453056192,0.432079146130877,0.4341391383490577
0.7895591302866304,0.3070532396825009,0.7007509161712001,0.2246094896000255,0.1244128549724766,0.2333189507166327,0.6055661840718403,0.875483697425091,0.0923110041537573,0.1182060049694733,0.2798024122603745
0.5897360301418983,0.4052859172205295,0.26217131705658,0.2106929865033835,0.1471712480602781,0.2512971071942402,0.6282856834593178,0.9130083977861329,0.0983347634878743,0.1535658159120173,0.3578480982907002
0.6179717396542107,0.2448532418995425,0.7014819184015553,0.2041475874933751,0.0747547264860357,0.1915417779233437,0.704838263252809,0.7546878387252943,0.0545580244200224,0.086178031622263,0.2221996407589678
0.3312140758160894,0.3098681926648475,0.6421523686021926,0.2258950984507949,0.1348456462098093,0.2405747894989105,0.6627243335373194,0.901904603940429,0.0823278766543975,0.119717791214325,0.2413297630281478
0.7112790250127824,0.7576022778839993,0.5158657193670855,0.3053950271995384,0.288589658544683,0.3888501840590063,0.6992400194790287,0.9100952148960482,0.2336241939991112,0.4081374366307546,0.5040119615988956
0.6296954934599268,0.2212751326693621,0.5638569581096903,0.2153930547714629,0.0937419857350941,0.2322392024996759,0.6323193383404129,0.8604494324256999,0.0553698007465337,0.0930569852572869,0.2561848170237747
0.5050063010987633,0.6326727999205981,0.113524471058839,0.1671009826440326,0.0149085663454406,0.1480326489209052,0.431918013902193,0.886232796350779,0.043497307089944,0.1381494957587216,0.1217243649997842
0.7198149687931434,0.495479105972813,0.5689304579577138,0.2914260982119189,0.3032768680098773,0.3621516454269877,0.8150179664454165,0.840161584397414,0.2320539383234222,0.3104819634561911,0.5919610092975469
0.7481685546097282,0.6796287713445216,0.5582219108010105,0.0500419440144332,0.3777212746550354,0.225358171427877,0.6761645341942957,0.8228540844111849,0.1830928828002145,0.2338501982450843,0.3114858576642598
0.6696959309781231,0.2583281485429125,0.7572581461902403,0.2818122744802414,0.0981031797237614,0.2651601380267642,0.6587264097722003,0.8229653530883179,0.0858434030661729,0.1094478411604046,0.3071861021290637
0.7645457353892882,0.658903583104122,0.4782683117545754,0.213663465847897,0.2861644030074122,0.2852065908456671,0.6738318755822007,0.909128009777934,0.192943502180807,0.3102134331007323,0.5611426409405019
0.0794973883778035,0.3139721402057134,0.6554843778875177,0.0678104803153504,0.154076427299091,0.1105352354477467,0.3553882621194181,0.7722501794804157,0.0544470514931424,0.1149691944506672,0.1912686856165152
0.0915404674959563,0.7032472223134296,0.5665508469028688,0.1011025123737253,0.1317353304075695,0.1396004453314051,0.6019244064005431,0.7486262480238793,0.0724653552213367,0.1776253804014801,0.2084158208339226
0.5549904259683889,0.7216300171909594,0.521118454074605,0.0653799714102769,0.1454329992985058,0.1500056069454846,0.6033905108131845,0.8725648654156999,0.0487485340009288,0.1229074427418029,0.1983519701279537
0.0420111527977352,0.4891400507075776,0.6142826502928846,0.08929016241016,0.1539900601811278,0.1113816415429162,0.6033353158143873,0.7800453888069097,0.0724535121146499,0.1748276132370509,0.2873484852359429
