TeamExp,ManagerExp,Transactions,Entities,PointsAdjust,Envergure,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_6,Effort
0.0,0.948706264613588,0.2782212086659065,0.1184210526315789,0.2201138519924098,0.6170212765957447,0.7686234,0.90296084,0.4150472,0.8451115,0.1968880909634949
0.1967822307505056,0.3850974927847175,0.2143671607753705,0.3078947368421053,0.2352941176470588,0.5957446808510638,0.88435465,0.8642169,0.19475086,0.9057805,0.2175344105326152
0.7497413333514907,0.948706264613588,0.0353477765108323,0.1394736842105263,0.0256166982922201,0.2765957446808511,0.56141853,0.5197219,0.4863798,0.47002387,0.0110712148414123
0.1967822307505056,0.3850974927847175,0.217787913340935,0.2947368421052631,0.2333965844402277,0.5319148936170213,0.90178174,0.88094723,0.18642285,0.91135067,0.1403351286654697
0.1967822307505056,0.3850974927847175,0.1493728620296465,0.2289473684210526,0.1527514231499051,0.4042553191489361,0.8952862,0.84907234,0.19202574,0.87966883,0.06852184320766
0.1967822307505056,0.3850974927847175,0.1003420752565564,0.2157894736842105,0.1072106261859582,0.7021276595744681,0.9623452,0.9115666,0.1507506,0.91342944,0.0972471573907839
0.6840567309110485,0.3747051266947662,0.1254275940706955,0.0921052631578947,0.0834914611005692,0.425531914893617,0.875236,0.7309641,0.11369861,0.7917501,0.0864751645721125
0.0,0.0,0.201824401368301,0.1184210526315789,0.1565464895635673,0.425531914893617,0.997746,0.80585146,0.22937387,0.9408445,0.1439257929383602
0.3239934919055357,0.3747051266947662,0.185860889395667,0.2131578947368421,0.1774193548387097,0.5319148936170213,0.8369671,0.7835501,0.25833467,0.77975535,0.3123877917414722
0.3239934919055357,0.948706264613588,0.0786773090079817,0.081578947368421,0.040796963946869,0.4042553191489361,0.7637049,0.77848405,0.43369305,0.70072263,0.0801915020945541
0.7497413333514907,0.3747051266947662,0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,0.80120355,0.7038684,0.26766208,0.7086014,0.1505086774386594
0.6840567309110485,0.3747051266947662,0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,0.80391073,0.7186991,0.28739208,0.68255156,0.3635547576301616
0.0,0.3747051266947662,0.0273660205245153,0.1710526315789473,0.0303605313092979,0.2978723404255319,0.9501158,0.85473144,0.22918569,0.8658103,0.0742070616397366
0.3239934919055357,0.948706264613588,0.1744583808437856,0.1421052631578947,0.1423149905123339,0.574468085106383,0.7681896,0.82992834,0.36605498,0.7523816,0.1549970077797726
0.7497413333514907,0.948706264613588,0.2440136830102622,0.3,0.2571157495256167,0.4893617021276595,0.5686986,0.61040235,0.47292572,0.569279,0.189407540394973
0.3239934919055357,0.0,0.1254275940706955,0.1078947368421052,0.0891840607210626,0.4468085106382978,1.0,0.82328874,0.040127438,0.9119447,0.0457809694793536
0.7497413333514907,1.0,0.0547320410490307,0.0947368421052631,0.0256166982922201,0.8085106382978723,0.6993004,0.6805494,0.37642637,0.5874319,0.1131059245960502
0.7497413333514907,0.948706264613588,0.0672748004561003,0.8131578947368421,0.295066413662239,0.3191489361702128,0.3302362,0.36929187,0.6841247,0.2802328,0.1235786953919808
