TeamExp,Transactions,Entities,PointsAdjust,Envergure,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Effort
0.0,0.2782212086659065,0.1184210526315789,0.2201138519924098,0.6170212765957447,0.21782582,0.18717398,0.785464,0.1899227,0.41371262,0.1968880909634949
0.1967822307505056,0.2143671607753705,0.3078947368421053,0.2352941176470588,0.5957446808510638,0.3724929,0.32424894,0.6693399,0.3843074,0.5407676,0.2175344105326152
0.7497413333514907,0.0353477765108323,0.1394736842105263,0.0256166982922201,0.2765957446808511,0.19202563,0.18894082,0.82279795,0.15479153,0.21286942,0.0110712148414123
0.1967822307505056,0.217787913340935,0.2947368421052631,0.2333965844402277,0.5319148936170213,0.35679248,0.31014475,0.6798507,0.3663449,0.514318,0.1403351286654697
0.1967822307505056,0.1493728620296465,0.2289473684210526,0.1527514231499051,0.4042553191489361,0.3074407,0.26845852,0.72086287,0.3207645,0.43753758,0.06852184320766
0.1967822307505056,0.1003420752565564,0.2157894736842105,0.1072106261859582,0.7021276595744681,0.2869181,0.23382556,0.757032,0.2849907,0.4059744,0.0972471573907839
0.6840567309110485,0.1254275940706955,0.0921052631578947,0.0834914611005692,0.425531914893617,0.15454148,0.13502964,0.8538528,0.11672498,0.16856427,0.0864751645721125
0.0,0.201824401368301,0.1184210526315789,0.1565464895635673,0.425531914893617,0.27484095,0.16910267,0.759135,0.1689981,0.50913066,0.1439257929383602
0.3239934919055357,0.185860889395667,0.2131578947368421,0.1774193548387097,0.5319148936170213,0.3330581,0.28473723,0.70025,0.30915952,0.49221495,0.3123877917414722
0.3239934919055357,0.0786773090079817,0.081578947368421,0.040796963946869,0.4042553191489361,0.077021144,0.050640393,0.9408797,0.04480172,0.30392575,0.0801915020945541
0.7497413333514907,0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,0.28704548,0.2494391,0.7419785,0.23557146,0.37705243,0.1505086774386594
0.6840567309110485,0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,0.32390326,0.26973188,0.72673374,0.26633874,0.44873697,0.3635547576301616
0.0,0.0273660205245153,0.1710526315789473,0.0303605313092979,0.2978723404255319,0.17316137,0.12063211,0.8626753,0.14665024,0.3886908,0.0742070616397366
0.3239934919055357,0.1744583808437856,0.1421052631578947,0.1423149905123339,0.574468085106383,0.18137217,0.16131361,0.83138555,0.16866496,0.33653128,0.1549970077797726
0.7497413333514907,0.2440136830102622,0.3,0.2571157495256167,0.4893617021276595,0.3223985,0.3060624,0.70143396,0.28994477,0.36192694,0.189407540394973
0.3239934919055357,0.1254275940706955,0.1078947368421052,0.0891840607210626,0.4468085106382978,0.21151252,0.15185623,0.803275,0.17459731,0.29271984,0.0457809694793536
0.7497413333514907,0.0547320410490307,0.0947368421052631,0.0256166982922201,0.8085106382978723,0.15101023,0.12313759,0.87138456,0.08727671,0.15281036,0.1131059245960502
0.7497413333514907,0.0672748004561003,0.8131578947368421,0.295066413662239,0.3191489361702128,0.37949917,0.34794182,0.6711018,0.34940955,0.4035422,0.1235786953919808
0.3239934919055357,0.0,0.9973684210526316,0.3055028462998102,0.3404255319148936,0.4316846,0.39790356,0.64211434,0.47700256,0.590601,0.1687612208258528
0.7497413333514907,0.0558722919042189,0.0710526315789473,0.0180265654648956,0.5106382978723404,0.3736681,0.31992352,0.63194364,0.3212055,0.27698168,0.0125673249551166
0.7497413333514907,0.3523375142531357,0.6894736842105263,0.4876660341555977,0.6170212765957447,0.596567,0.56292075,0.4410046,0.5364467,0.56482667,0.6166965888689407
0.6840567309110485,0.0900798175598631,0.4289473684210526,0.1755218216318785,0.6170212765957447,0.2725854,0.24613148,0.7749139,0.24445638,0.35489273,0.1980849790544584
0.6840567309110485,0.338654503990878,0.3289473684210526,0.3462998102466793,0.6808510638297872,0.40047008,0.38036478,0.61748445,0.35630867,0.40281343,0.2235188509874326
0.7497413333514907,0.3363740022805017,0.1868421052631579,0.2931688804554079,0.723404255319149,0.5641284,0.5207779,0.45743886,0.50477177,0.51083785,0.4287851585876721
0.0,0.0912200684150513,0.5078947368421053,0.2049335863377609,0.5957446808510638,0.24107745,0.22913142,0.8204773,0.34293714,0.51351094,0.146918013165769
0.7497413333514907,0.0877993158494868,0.5868421052631579,0.230550284629981,0.5957446808510638,0.37052968,0.31374797,0.70573413,0.3617998,0.5315879,0.1119090365050867
0.6840567309110485,0.0706955530216647,0.6,0.2210626185958254,0.6808510638297872,0.41832924,0.35532477,0.6596822,0.41628394,0.5637326,0.1280670257330939
0.3239934919055357,0.1584948688711516,0.8342105263157895,0.3785578747628083,0.723404255319149,0.39656785,0.33970964,0.7087031,0.47035506,0.7092209,0.1594853381208857
0.7497413333514907,0.1220068415051311,0.4289473684210526,0.2020872865275142,0.4680851063829787,0.33473557,0.3158351,0.70717454,0.29926255,0.3808425,0.286654697785757
0.7497413333514907,0.1892816419612314,0.7105263157894737,0.3595825426944971,0.6808510638297872,0.44300362,0.38275433,0.64096004,0.4381171,0.6221947,0.1454219030520646
0.7497413333514907,0.0798175598631698,0.3184210526315789,0.127134724857685,0.4680851063829787,0.3021535,0.28052014,0.72274286,0.25365758,0.29200566,0.144524236983842
0.0,0.1550741163055872,0.081578947368421,0.1043643263757115,0.4680851063829787,0.0,0.0,1.0,0.0,0.0,0.0070103445327861
0.7497413333514907,0.1881413911060433,0.1868421052631579,0.1698292220113852,0.7659574468085106,0.21089077,0.19762494,0.79280865,0.13089128,0.04622277,0.080490724117295
