t02,t03,t05,t07,t13,t15,MI_size_D_t08,MI_size_D_t14,MI_duration_D_t07,effort_D
0.1600827827139453,0.2336673236672625,0.1957210940982239,0.293454605449768,0.2803634862046312,0.2624618442486143,0.2640122904804474,0.2789523108654116,0.2792882671903852,0.3263021183690726
0.1172593174064613,0.0331942779804142,0.0503634041428449,0.0425162203216674,0.0458058732869591,0.0497147550963182,0.0317489036550516,0.0335389228808305,0.0235823251426494,0.0909844571246102
0.0984964369966893,0.0320504839698945,0.0451427891541455,0.0553838789142726,0.0742872624294662,0.0489771211052306,0.0288572504240615,0.0228398895752755,0.0197745502238464,0.0561956913496393
0.1558196497323396,0.2530890160700977,0.2600073290703619,0.3037084657766045,0.3146437230313884,0.2858117338603874,0.2825207634194946,0.278969431811718,0.254348773966877,0.2992637113190206
0.2216672440781292,0.0423745557994573,0.1190745345175361,0.0480435131852677,0.053011475374104,0.1283479973237141,0.0435854337480609,0.0898507818638131,0.0389841765554076,0.1789870567086778
0.2388392508415178,0.3357348918141964,0.3237628282953696,0.4017359110295478,0.385837213137215,0.4099470990212427,0.3623300167055622,0.3759161595977516,0.3947435378063978,0.4843407884006655
0.214835710450444,0.3631482122845754,0.3448240933270191,0.411528924310042,0.3981463493750675,0.4053956499383158,0.4537740189461917,0.3723085462004423,0.3671984073949995,0.3532048473749047
0.0889081633464138,0.1773010737708579,0.1262371664197512,0.1996601379008415,0.1784983034782191,0.1772669576060877,0.1944711907044416,0.2254315834882218,0.1863427737185238,0.2362739931116623
0.1866397859703815,0.0583918015228869,0.0966397575889366,0.0437774351613823,0.0404599431662826,0.0969444701139945,0.0675231358390715,0.1064928888761641,0.055819588993164,0.1682191384239366
0.0653960074190064,0.0468251982837349,0.0471819562388755,0.0794112921993182,0.0940851939542773,0.0495574862017094,0.0432763258521149,0.0554161997707629,0.0442853715809371,0.0757335501001614
0.1476851784598847,0.0356772267194925,0.0681839249268123,0.026922832474941,0.0289200808465456,0.0661037138761511,0.0178826722388588,0.0704324382834635,0.0228611826560067,0.1232524581047693
0.2515640130498645,0.3260720122281021,0.3066510591267696,0.3743077798755581,0.3564488761518148,0.40961069225523,0.2996099187839689,0.3525550920935795,0.3385698418226305,0.4525433307007525
0.2342143289222569,0.0776637995285974,0.1265147916896192,0.0579612121034795,0.0820138760583256,0.1603965451836972,0.0760111852073663,0.1196686256609243,0.082452137540489,0.2509703780320108
0.3494619109889167,0.1392085488754835,0.1924271839666068,0.0881099576479538,0.1164157017290792,0.2524243137102183,0.0969037327313857,0.1837981164788802,0.1224517654270254,0.3728367318138206
0.0819918064217108,0.0818627678969422,0.0883470564614993,0.1113790273794207,0.112196044175801,0.0876021548553155,0.0775796990875272,0.0708607494543069,0.0851064419695807,0.0566991753818787
0.0920210735084078,0.0091364517336563,0.0291160056686318,0.0132079758279346,0.0356394331952755,0.0302559957814693,0.0070226609508921,0.0243846608081311,0.0120725327544396,0.0838973340599572
0.0597618808118587,0.1232183042269049,0.1058369622543011,0.1796754608186003,0.1766930066906964,0.1271230682377404,0.1324424757854625,0.1686783546711242,0.1490757525210256,0.1809022613275286
0.0434096430089678,0.0182656904012723,0.016408668850637,0.041113024669735,0.0617394557066419,0.0196745061578484,0.0316673582632427,0.0210189016452923,0.0323654114401389,0.0652264613825621
0.0775650430715146,0.029588018804841,0.0361468820111628,0.0584574188956825,0.0825300916543255,0.0446549093855013,0.0292766476462734,0.0300211990889393,0.0321204502845088,0.0621030273160376
0.0565249459567539,0.0994421873687942,0.0638569477645718,0.1378575494222344,0.1057205667230313,0.0864176592748721,0.1041337582407503,0.1398801810142191,0.1247948615355544,0.1179244049021751
0.1367477765318968,0.0232835471486196,0.0640367323056874,0.028407215750529,0.0386066587515956,0.0707557995759016,0.0255751071364483,0.0523796432022613,0.0313234023386132,0.1322167373399849
0.3416589077001383,0.4376791203656653,0.4112214120189356,0.4899053235489892,0.4359066399093743,0.554527420481248,0.457768513572005,0.4865315052354805,0.5160614336985364,0.5943496770885883
