rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_acap,MI_loc_vexp,MI_aexp_data,actual
0.88,1.16,0.7,1.0,1.06,1.15,1.07,1.19,1.13,1.17,1.1,1.0,1.24,1.1,1.04,113.0,127.68999999999998,131.07999999999998,119.78,113.0,79.1,120.91000000000001,132.20999999999998,99.44,129.95,134.47,124.30000000000001,1.3107999999999997,2040.0
0.88,1.16,0.85,1.0,1.06,1.0,1.07,1.0,0.91,1.0,0.9,0.95,1.1,1.0,1.0,293.0,266.63,339.88,310.58000000000004,293.0,249.04999999999998,313.51,293.0,257.84,293.0,293.0,263.7,1.0555999999999999,1600.0
1.0,1.16,0.85,1.0,1.0,0.87,0.94,0.86,0.82,0.86,0.9,0.95,0.91,0.91,1.0,132.0,108.24,153.11999999999998,132.0,132.0,112.2,124.08,113.52,132.0,114.84,113.52,118.8,0.9511999999999998,243.0
0.75,1.16,0.7,1.0,1.0,0.87,1.0,1.19,0.91,1.42,1.0,0.95,1.24,1.0,1.04,60.0,54.6,69.6,60.0,60.0,42.0,60.0,85.19999999999999,45.0,52.2,71.39999999999999,60.0,1.0555999999999999,240.0
0.88,0.94,1.0,1.0,1.0,0.87,1.0,1.0,1.0,0.86,0.9,0.95,1.24,1.0,1.0,16.0,16.0,15.04,16.0,16.0,16.0,16.0,13.76,14.08,13.92,16.0,14.4,0.94,33.0
0.75,1.0,0.85,1.0,1.21,1.0,1.0,1.46,1.0,1.42,0.9,0.95,1.24,1.1,1.0,4.0,4.0,4.0,4.84,4.0,3.4,4.0,5.68,3.0,4.0,5.84,3.6,1.0,43.0
0.75,1.0,1.0,1.0,1.0,0.87,0.87,1.0,1.0,1.0,0.9,0.95,0.91,0.91,1.0,6.9,6.9,6.9,6.9,6.9,6.9,6.003,6.9,5.175000000000001,6.003,6.9,6.210000000000001,1.0,8.0
1.15,0.94,1.3,1.66,1.56,1.3,1.0,0.71,0.91,1.0,1.21,1.14,1.1,1.1,1.08,22.0,20.02,20.68,34.32,36.519999999999996,28.6,22.0,22.0,25.299999999999997,28.6,15.62,26.619999999999997,0.8553999999999999,1075.0
1.15,0.94,1.3,1.3,1.21,1.15,1.0,0.86,1.0,0.86,1.1,1.07,0.91,1.0,1.0,30.0,30.0,28.2,36.3,39.0,39.0,30.0,25.8,34.5,34.5,25.8,33.0,0.94,423.0
1.4,0.94,1.3,1.11,1.56,1.0,1.07,0.86,0.82,0.86,0.9,1.0,1.0,1.0,1.0,29.0,23.779999999999998,27.259999999999998,45.24,32.190000000000005,37.7,31.03,24.94,40.599999999999994,29.0,24.94,26.1,0.7707999999999999,321.0
