rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,actual
0.4030133,0.519492,0.3521719,0.08167293,-0.024949066,0.22851107,-0.012170769,-0.01556661,0.15636992,0.025866576,0.62590784,0.4439751,0.13217524,0.38621938,0.4754434,0.034940213,0.50708395,0.33190945,0.7038474,0.87575483,-0.081849344
0.49583113,0.6373626,0.39461285,0.07973262,-0.058873296,0.21042544,-0.21369827,-0.12741515,0.08445078,-0.18942364,0.75603807,0.6094357,-0.1624066,0.36465573,0.70299697,-0.060405016,0.57593733,0.40492278,0.783303,1.1399772,-0.11888524
0.33700246,0.5124907,0.34230137,0.021098033,0.014511604,0.18534884,0.05474572,0.08357083,0.19717948,0.1547841,0.5076836,0.30768484,0.25521126,0.37766615,0.35306612,0.03606095,0.6292969,0.35888422,0.7524915,0.86584616,-0.07108983
0.5259063,0.49962732,0.47050548,0.16932066,0.13638163,0.4226408,0.049576607,-0.10258351,0.17444609,-0.042840317,0.7439025,0.5746784,0.09949347,0.4480233,0.4907285,0.12050506,0.45656574,0.4888889,0.60620165,0.907657,-0.017406888
0.53058577,0.61991686,0.41655833,0.122026324,0.05608353,0.32351452,-0.056961663,-0.14811856,0.18162932,-0.19999444,0.8005684,0.6419966,-0.05659481,0.4463731,0.7182908,0.039729632,0.40172273,0.49478978,0.6095569,1.0455185,-0.06353917
-0.16735691,0.7468179,0.049024,-0.23913574,-0.30006152,0.16124329,0.008428827,0.5360786,0.80161726,0.5827756,0.6141888,0.0019868314,0.75570846,0.46569785,0.527371,0.014903809,0.72014683,0.45142633,0.7605592,0.90986025,-0.2439284
0.5729791,0.56763494,0.46344572,0.16390562,0.08513366,0.34526765,-0.08500116,-0.16512418,0.089703456,-0.18598604,0.8319578,0.6595962,-0.08198901,0.43666553,0.6407711,0.045725293,0.4407279,0.5052206,0.66487813,1.0671731,-0.070979126
0.620948,0.5041259,0.55060554,0.27166897,0.24961221,0.65589833,0.06689759,-0.17531882,0.31156212,-0.13890767,1.0820874,0.7902378,0.10146095,0.5729228,0.76722085,0.13210064,0.36579102,0.66025317,0.5260599,0.95995367,-0.0663865
0.33266133,0.4976187,0.41075546,0.06042175,0.056549504,0.37560773,0.14271653,0.087439254,0.3154011,0.17592113,0.64923406,0.42984933,0.38811445,0.4623388,0.37060615,0.14098711,0.49745128,0.45188817,0.62966603,0.7699175,-0.016961396
0.3196466,0.47592175,0.36729068,0.051140346,0.0708913,0.30532968,0.13928525,0.12112089,0.27935144,0.2415846,0.53456664,0.34023714,0.41900122,0.45426762,0.28383508,0.14825459,0.5712634,0.37255448,0.6298181,0.74619985,-0.041607298
