rely,cplx,time,aexp,pcap,vexp,lexp,modp,loc,MI_loc_aexp,actual
0.0652701164967829,0.4811738996269299,0.2280975109972703,0.4036480457479636,0.6003963293640835,0.6303237699646933,0.1251011482333214,0.3473287926870132,0.419782951771276,0.3517206761074458,0.2875808074582238
0.5555911718344768,0.6885924726776552,0.6526289954895719,0.1167106269216298,0.2331148866237486,0.7922965845910426,0.6112058721747187,0.1116743435324433,0.752923351733077,0.7696413995143736,0.7259881338774375
0.1417018935623922,0.4910029725570196,0.265826567482179,0.3553264638752683,0.5761491710477189,0.6349892783480702,0.1968332884021655,0.3184608907484303,0.4045498770267467,0.3805031431504436,0.286434987843995
0.1296383436055307,0.4251740956015771,0.2755225803613766,0.3405845064004688,0.5150493396678165,0.5775810687545483,0.1857124048535347,0.2725453476266006,0.462632599832894,0.4727823476945273,0.3526412856275835
0.0279970533822995,0.2885677703369096,0.160062399147913,0.5121920950150014,0.6209754154368944,0.4583122134409254,0.0608743115956336,0.4743601026146004,0.3629630110069856,0.2845388305289835,0.2134778046037506
0.2302272237754973,0.5265248064969374,0.4350328124170056,0.2522867006796314,0.4432183177320662,0.7479848774304677,0.3173133380821375,0.2386076023490827,0.5958349904426455,0.5211886828960458,0.4672232588548616
0.0684892165900592,0.3634048670188155,0.1636438474084776,0.465359450103938,0.6766143367745197,0.4774400678366596,0.1022841906731902,0.4602610685364636,0.3627350936076927,0.2779833671457733,0.20968092531675
0.1345439118630496,0.498818106154362,0.2798467943545261,0.3661350006847735,0.5443922218014967,0.6334141095180911,0.1991787442148244,0.3301055853188818,0.4397643099009894,0.4033034142911514,0.3527662807582675
0.0590678497852368,0.2588619936824929,0.1581477217065754,0.4470208583547208,0.6443585436687074,0.4369067947280594,0.1030669085380356,0.4780727311396684,0.3014143369866051,0.2881089837334292,0.2229183147158233
0.0940221880583061,0.4917528405444539,0.2078243300508062,0.4139380587968452,0.6240323958474534,0.6123020297629868,0.1462827295375315,0.3971347255980303,0.3827515019096907,0.3101274103667507,0.2316971391693511
0.3164354597553748,0.5809050557327341,0.5285052294350997,0.1943916446427544,0.3840153923119664,0.7618802998668254,0.4216124319396896,0.2031803351952914,0.644057432708171,0.5908144110928283,0.5521648768100997
0.080205835243209,0.3603685662182374,0.198200253296483,0.3650667845122045,0.5645704097857788,0.558934928048279,0.1347977197837755,0.350714233944451,0.3482534818118397,0.3557253705899111,0.2978560776905057
0.045751876269016,0.4041319738332001,0.2097468863857814,0.4123756856008671,0.5847002795189008,0.5865448022327046,0.1050138892219811,0.3740155822517939,0.4096883932983337,0.3460489966183097,0.2794716383212048
0.1611007499764939,0.3207170276282535,0.0864191788350514,0.6162280229696975,0.79371039516611,0.3091473776783938,0.0776736542545262,0.5990050401829999,0.1288490982078591,0.1375352729308666,0.0920110165428581
