Transactions,PointsAdjust,Envergure,MI_PointsAdjust_Entities,Effort
0.761653714146401,0.7000766651870731,0.5833866305682018,0.4548811734666427,0.4227160599762468
0.520073239124911,0.4368212562320754,0.5764644512822432,0.1998016793090465,0.3455770739149787
0.4036614880597707,0.2829382517812935,0.6334653579311136,0.0955980156890268,0.2955590889841029
0.4205255497869911,0.3199311923499993,0.6015687727200922,0.1620120477467099,0.299341911602982
0.3910321767306063,0.2553485580955088,0.6679945141114599,0.0970685393469535,0.2693600202135662
0.5256915990562702,0.361977385396507,0.6795986533653364,0.1746403298081501,0.3987355439858481
0.3225582486653013,0.1888463580161775,0.451339130469737,0.1651862089715798,0.2131129797523162
0.5019929392561406,0.3540890693932192,0.7685808925634809,0.1497823370051889,0.5120681195569106
0.5644344543378663,0.5054857977035598,0.8278530557066295,0.2763992564044465,0.6345286609047223
0.4420202099724797,0.3341141642115632,0.7824963390239847,0.1187726124539617,0.30029968035037
0.3676534807166084,0.2190270842037437,0.5306219390164709,0.0840623023980099,0.2199861876268611
0.60345916549462,0.5375240188719665,0.7155279301925592,0.3194133366605928,0.5468940400313766
0.395552912281808,0.2956578744715591,0.522462810370313,0.1361475911836215,0.2193466636692902
0.2746313165105745,0.0689506532335352,0.0920068062247047,0.0760256080171363,0.185216028648215
0.4175085345193424,0.311558877658164,0.6948357578727653,0.1335692168193098,0.3665602198564296
0.3258708981337361,0.1156992702436977,0.3241467182592403,0.0517851356109086,0.1957466778770927
0.4654259723487672,0.3110502963234823,0.6039226507186344,0.0780930399860879,0.3338903113282325
0.3579396506323387,0.2099018196652448,0.5499200821700544,0.1114400216179137,0.2768300441364674
0.337127155208076,0.4711066903446643,0.3802707454437869,0.5935311694388753,0.3634067137782009
0.3601310815687226,0.1701761960149195,0.3120589479077522,0.0818131835000166,0.1720272729888961
0.2984596517145913,0.0865288759627578,0.1691287331239219,0.0627712099454052,0.1565709948748684
