size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.057598398819006295,0.5062656855870316,0.5280009438885161,0.1217242586015519,0.2850607631771734,0.3182023917391684,0.36493125179484703,0.2090350207912761,0.06084355953737414,0.268542147278484,0.35248047191967236,0.4684456205727308,0.21448770312307253,0.3834013448754114,0.1907829282964108,0.3832756591179301,0.6309351198560142,0.4569615485032379,0.35631031933253104,0.24558489505135855,0.3075414495761597,0.41057079315564865,0.2119334504267228,0.2982410242997963,0.028415736987669978,0.09159184868947096,0.15663732164945127,0.23086048105166604,0.0301631251325765,0.07924333627924587,0.08938468249415954,0.07773194058993835,0.19114400578444862,0.10669560358472557,0.2027892143558314,0.20133862161051852,0.08208035639464292,0.06323250155709634,0.11968807449700011,0.09663577501423389,0.10816616396325175,0.3157602402027127,0.47943113263702386
0.18702180267400456,0.47514453153388436,0.614241510089946,0.3249255666724771,0.24339578120455113,0.2351182983129283,0.41760969260932407,0.16891761729786478,0.12514338027637784,0.03978395053499567,0.2428643635541886,0.28317158245571106,0.45474279192530487,0.32403805144240727,0.21246328679302612,0.3661568416516168,0.5819880103759693,0.400502470439625,0.32608321909679555,0.2332531829336834,0.18864372813693336,0.1821938953507526,0.14126834503517396,0.21338005396241022,0.21554129025932545,0.1985773744178255,0.2356431728158987,0.4054776726685837,0.15618422479309296,0.2124902640483655,0.2150660196430066,0.18901499511106187,0.17452173239816451,0.23865153689040652,0.31143828412120195,0.3221481622642737,0.18939533781937232,0.20192853775136343,0.3134153000042212,0.18974065225760856,0.25251227266908394,0.37951463109164074,0.5336988910561409
0.018066420995609976,0.41586721443248936,0.3326574224665127,0.024134557787909267,0.13895155931661757,0.27438413087411406,0.27120352749943616,0.29371155363224377,0.12641309619210947,0.23215269768950267,0.26940860080314577,0.24119579322645546,0.2627927458405799,0.3523051541094367,0.3593797417895087,0.3423830970119206,0.6550655872004637,0.26240700848611587,0.24163208731670333,0.07920007720662879,0.2721261316285294,0.2536032953735229,0.34135104326419824,0.14722849796826265,0.06139085663127457,0.037030583847018725,0.05250913315559164,0.18280956685293479,0.029422326217913092,0.04617510930634056,0.06991572518173526,0.10144887929394547,0.0740174463129456,0.02717380346170446,0.06770144962634514,0.1190684136602672,0.060994428695150815,0.14114750489466665,0.07043782896043976,0.03826950712903868,0.02343384772532614,0.2497709769728474,0.40781618747674764
0.02318562155897516,0.38776478595740316,0.31560197331407147,0.055434061617414015,0.1508506903165983,0.2853512887013073,0.3165259029841005,0.3259252276621427,0.17344397753364618,0.2111399497702395,0.25866787713587214,0.17554835045612033,0.3164601489471573,0.4010406779965539,0.42091561296673147,0.3436961211728082,0.6447956405392097,0.2245609256441345,0.18035754862012027,0.035634852135071865,0.2766776913292537,0.2117249259730093,0.37615233525018804,0.16267256816117537,0.06287015498746809,0.04683549270972714,0.04719185998774447,0.19170050177620357,0.043480137614567926,0.05679261000788278,0.08191387851869925,0.1392040514226421,0.04237161292429442,0.018021569088780717,0.07721755568764199,0.12989560241614842,0.06444291840680177,0.17865186172183506,0.09482862352449475,0.03581214013119988,0.0330776103596132,0.2609210387112396,0.3985448136361996
0.17192657789639076,0.21821461177201343,0.6636790427898718,0.24838717908794056,0.23919411492076875,0.33882689199916294,0.09374323524397571,0.08193935861256604,0.3589250067634676,0.2925556277867374,0.16103322078087667,0.11392442710466674,0.44001303166605904,0.49870716641813484,0.35078154183983135,0.07299692398758748,0.2909247369176488,0.472249170009547,0.0697213069615728,0.16116917502558797,0.18630960071468006,0.03573982414449256,0.16131814209599454,0.31890255264426676,0.1467970250936505,0.02859393454917595,0.27881589664103734,0.32644929192588784,0.20544557181330358,0.1835957402502081,0.14142409916058868,0.148630551444115,0.07822381544464843,0.07569251009003501,0.2891179550247205,0.3115799978898391,0.10337773204995261,0.4009843001708916,0.31219102943766686,0.13516751105418046,0.22641211358990776,0.1386308467452066,0.288225474271534
0.04523706465335617,0.41478136712663255,0.5965279177066746,0.2104993132914969,0.22013545978612642,0.3838332872923007,0.4066414006044388,0.12756184887124306,0.09767988175689045,0.16670193648999146,0.2594790702456389,0.2297810187905401,0.46413294849670056,0.46377229191928415,0.33130316176408187,0.2513720997048687,0.5505999654516975,0.4795826412730942,0.2684276187615792,0.08065040550863058,0.26697779614070016,0.20868751988359924,0.2418214806458544,0.301720897858299,0.07716656200519764,0.03260382429039609,0.0910838922559528,0.24797754142608233,0.020233462592750783,0.030153834664959446,0.0864935696954039,0.01238795302471779,0.01830292511975179,0.07901715970515405,0.17162017627073517,0.19272135211613212,0.008879637900158228,0.10662876089023854,0.18222881977041275,0.043496325535063815,0.08410379247279066,0.2361207708584531,0.42614337037900024
0.020305275770448578,0.37272397195442686,0.2951711282590592,0.06397583380787686,0.21476573515037284,0.3642690549957125,0.36728473215575635,0.40439312021727525,0.21089714546740562,0.2912287104586406,0.33612362246636185,0.16231467652979686,0.3536040354890318,0.4785929216268339,0.49668712910741936,0.3466640873786227,0.6499472423541895,0.246583580611928,0.2150763065761892,0.04820834105317311,0.36334637661233105,0.23160155882593958,0.46677417893480405,0.20729735059439708,0.06735169919464619,0.03024145485718604,0.03519414360160789,0.15551170419802118,0.06874197968261618,0.037845122974402755,0.07887093031351225,0.16079725074409254,0.05150416587151285,0.015009107018573577,0.05110024514045981,0.11029907625789231,0.06700341720256404,0.2180506690623022,0.07419522925980898,0.031034274293733344,0.017679748282400987,0.23421221652433422,0.3758658502753628
0.02129564872762328,0.3365419477737733,0.43474373888579726,0.06726093609629408,0.04653301895476264,0.19876790388234578,0.17366795857543743,0.1702975454343801,0.1185915590759217,0.1373971936842269,0.11254466665781382,0.20495067889439075,0.2765242373101862,0.32482500637446965,0.2876164759493663,0.22174785079552994,0.5423415632117868,0.2858839152169958,0.1292335374702584,0.05367603885165319,0.13301801520145978,0.15262764979136045,0.22456795785303957,0.12973193433264346,0.055957977184795823,0.023800010087313993,0.08216265973814929,0.24471349278088228,0.02295792896900747,0.02250560202326763,0.04913763416251258,0.031609751575856104,0.04069710463895228,0.03680610130682403,0.11601464211757176,0.16716161915514893,0.014001558245174694,0.12683073396198483,0.1465068313681624,0.013432600411342838,0.05021154216517833,0.21361872224495126,0.402476001468004
0.015041896226698766,0.35815153594430427,0.3635448024932483,0.06663587720592049,0.1250473427277567,0.266750175272203,0.28895010402714,0.27164395292185994,0.14323160232020699,0.18957355975476628,0.22044551159157966,0.1889997973664838,0.3370862736935074,0.3919668636422053,0.38543977249124217,0.2932455733184435,0.609633301181514,0.2761825721180469,0.19158366213482453,0.04526875254598241,0.24686786848616205,0.19898461006227702,0.34411616123884964,0.1743291673595102,0.05196763669138101,0.033961125159717394,0.046650458650901366,0.2059422148606061,0.03411880372579222,0.028273848033249914,0.0584499727098341,0.08161906180192621,0.038805647578431995,0.028515462861879243,0.07922758684385782,0.14186378187127535,0.03537990877687408,0.15381344753528944,0.1027976616037102,0.022445797365992087,0.030581218797573494,0.23717929512762892,0.4040418853268013
0.08485405214263061,0.25501565608323556,0.5573552754950601,0.13166162432807965,0.10827884444169872,0.2302972210762123,0.08722483411028353,0.05906255014337622,0.2231317375662784,0.15544920111326013,0.05781886431642547,0.14885556083114654,0.3081959593185571,0.4108456676184405,0.30013896043373833,0.12146840782408357,0.39705874907576116,0.3532599197116549,0.04321039165885182,0.06495620329586578,0.07707563973328013,0.061615198101728164,0.15163583731035665,0.17080393796913168,0.0723956316172221,0.010164344355661676,0.15761320660906183,0.2593347926369229,0.07206610078238583,0.055246462102747314,0.07042857465645336,0.07365722713406164,0.051458344518555243,0.04550534142500116,0.19203812259278927,0.24140163107201995,0.057504191199072144,0.2402698656298657,0.21258507041464686,0.05562184099016444,0.13316980859028799,0.17325013769688744,0.34631313328779034
