size_D,duration_D,nlan,t07,t10,t11,t14,t15,app_InfServ,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t11,MI_size_D_t09,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_har_Mainfrm,MI_size_D_t03,MI_size_D_t14,MI_size_D_t10,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse_Yes,MI_size_D_ifc_TextUI,MI_size_D_t05,MI_size_D_har_Multi,MI_size_D_t01,MI_size_D_t04,MI_size_D_t06,MI_size_D_t13,MI_size_D_app_CustServ,MI_duration_D_t07,effort_D
0.143335192414947,0.2,0.0,0.75,0.3333333333333333,0.0,1.0,0.5,1.0,0.0286670384829894,0.1075013943112102,0.0,0.047778397471649,0.0,0.0716675962074735,0.095556794943298,0.0,0.047778397471649,0.143335192414947,0.047778397471649,0.0716675962074735,0.095556794943298,0.0,0.0,0.0716675962074735,0.0,0.143335192414947,0.0,0.143335192414947,0.0716675962074735,0.0,0.15,0.0075898020947219
0.1670384829894032,0.24,0.6666666666666666,0.75,1.0,0.6666666666666666,0.75,1.0,0.0,0.0400892359174567,0.1252788622420524,0.1113589886596021,0.1113589886596021,0.1113589886596021,0.0835192414947016,0.1670384829894032,0.1670384829894032,0.1670384829894032,0.1252788622420524,0.1670384829894032,0.1670384829894032,0.1113589886596021,0.0,0.1670384829894032,0.0835192414947016,0.0,0.1252788622420524,0.055679494329801,0.1113589886596021,0.1252788622420524,0.0,0.18,0.1154790765476699
0.0228667038482989,0.02,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.75,0.75,0.0,0.0004573340769659,0.0057166759620747,0.0152444692321992,0.0152444692321992,0.0152444692321992,0.0114333519241494,0.0,0.0228667038482989,0.0076222346160996,0.0171500278862241,0.0076222346160996,0.0171500278862241,0.0152444692321992,0.0,0.0228667038482989,0.0114333519241494,0.0,0.0057166759620747,0.0076222346160996,0.0152444692321992,0.0171500278862241,0.0,0.005,0.0041514157595347
0.0574456218627997,0.08,0.3333333333333333,0.25,1.0,0.6666666666666666,0.5,0.5,1.0,0.0045956497490239,0.0143614054656999,0.0382970812418664,0.0382970812418664,0.0191485406209332,0.0287228109313998,0.0191485406209332,0.0574456218627997,0.0,0.0287228109313998,0.0574456218627997,0.0287228109313998,0.0191485406209332,0.0,0.0574456218627997,0.0287228109313998,0.0,0.0287228109313998,0.0191485406209332,0.0574456218627997,0.0143614054656999,0.0,0.02,0.0276813867630048
0.2810931399888455,0.24,0.6666666666666666,0.5,0.6666666666666666,1.0,0.25,0.5,0.0,0.0674623535973229,0.1405465699944227,0.2810931399888455,0.1873954266592303,0.1873954266592303,0.0702732849972113,0.2810931399888455,0.2810931399888455,0.1873954266592303,0.0702732849972113,0.1873954266592303,0.1405465699944227,0.1873954266592303,0.0,0.2810931399888455,0.0702732849972113,0.0,0.0702732849972113,0.0,0.0,0.1405465699944227,0.2810931399888455,0.12,0.3278192391183787
0.0934188510875627,0.16,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,0.75,0.75,0.0,0.01494701617401,0.070064138315672,0.0311396170291875,0.0622792340583751,0.0311396170291875,0.0467094255437813,0.0311396170291875,0.0934188510875627,0.0311396170291875,0.070064138315672,0.0622792340583751,0.070064138315672,0.0622792340583751,0.0,0.0934188510875627,0.0467094255437813,0.0,0.0467094255437813,0.0622792340583751,0.0622792340583751,0.0934188510875627,0.0,0.12,0.0576920029788784
0.0828220858895705,0.16,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,0.75,0.0,0.0132515337423312,0.0207055214723926,0.0552147239263803,0.0552147239263803,0.0828220858895705,0.0414110429447852,0.0,0.0,0.0276073619631901,0.0828220858895705,0.0552147239263803,0.0621165644171778,0.0552147239263803,0.0828220858895705,0.0828220858895705,0.0414110429447852,0.0828220858895705,0.0207055214723926,0.0276073619631901,0.0552147239263803,0.0621165644171778,0.0,0.04,0.035540555529147
0.0448968209704406,0.46,0.3333333333333333,0.5,1.0,0.3333333333333333,0.25,0.5,0.0,0.0206525376464026,0.0224484104852203,0.0149656069901468,0.0448968209704406,0.0149656069901468,0.0224484104852203,0.0448968209704406,0.0448968209704406,0.0448968209704406,0.0112242052426101,0.0448968209704406,0.0224484104852203,0.0299312139802937,0.0,0.0448968209704406,0.0224484104852203,0.0,0.0336726157278304,0.0299312139802937,0.0149656069901468,0.0336726157278304,0.0,0.23,0.1067484273739918
0.0886781929726715,0.4,0.0,0.75,0.3333333333333333,0.3333333333333333,0.25,0.5,0.0,0.0354712771890686,0.0665086447295036,0.0295593976575571,0.0591187953151143,0.0,0.0443390964863357,0.0886781929726715,0.0886781929726715,0.0295593976575571,0.0221695482431678,0.0295593976575571,0.0443390964863357,0.0295593976575571,0.0,0.0886781929726715,0.0221695482431678,0.0,0.0221695482431678,0.0,0.0295593976575571,0.0443390964863357,0.0,0.3,0.1353488298394891
0.3159509202453988,1.0,0.3333333333333333,0.75,0.0,0.0,0.75,0.25,0.0,0.3159509202453988,0.2369631901840491,0.0,0.1053169734151329,0.1053169734151329,0.1579754601226994,0.3159509202453988,0.0,0.1053169734151329,0.2369631901840491,0.0,0.0789877300613497,0.0,0.0,0.3159509202453988,0.0,0.0,0.2369631901840491,0.0,0.1053169734151329,0.1579754601226994,0.0,0.75,0.1793189776742564
0.0370886781929726,0.18,0.3333333333333333,0.25,0.6666666666666666,0.0,0.5,0.5,1.0,0.006675962074735,0.0092721695482431,0.0,0.0123628927309908,0.0123628927309908,0.0185443390964863,0.0370886781929726,0.0370886781929726,0.0,0.0185443390964863,0.0247257854619817,0.0185443390964863,0.0123628927309908,0.0,0.0370886781929726,0.0185443390964863,0.0,0.0092721695482431,0.0123628927309908,0.0247257854619817,0.0092721695482431,0.0,0.045,0.0588962304511099
0.1926938092582264,0.34,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0655158951477969,0.0963469046291132,0.0,0.0642312697527421,0.0,0.0963469046291132,0.0642312697527421,0.0,0.1284625395054842,0.0,0.0,0.0481734523145566,0.0,0.0,0.1926938092582264,0.0963469046291132,0.0,0.1926938092582264,0.0,0.0,0.0,0.0,0.17,0.0565194657032846
0.0167317345231455,0.06,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0010039040713887,0.0,0.011154489682097,0.011154489682097,0.0055772448410485,0.0041829336307863,0.011154489682097,0.0,0.0,0.0167317345231455,0.0055772448410485,0.0,0.011154489682097,0.0,0.0167317345231455,0.0083658672615727,0.0,0.0041829336307863,0.011154489682097,0.011154489682097,0.0,0.0167317345231455,0.0,0.0050228961670707
0.0,0.12,0.6666666666666666,0.25,0.3333333333333333,1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
