data,modp,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_vexp,MI_aexp_data,actual
1.0,1.0,0.0967056323060573,0.0637845659891016,0.0967056323060573,0.0103613177470775,0.0,0.0,0.0690754516471838,0.0631272877553429,0.0193411264612114,0.0629711094085954,0.062390730520037,0.6595744680851061,0.1785222176389534
1.0,0.666666666666667,0.2534973258305604,0.0485420411164903,0.2534973258305604,0.02716042776756,0.0,0.0400258935521937,0.1810695184504004,0.1056238857627335,0.050699465166112,0.0766387264138903,0.0,0.1914893617021278,0.1399057406903572
1.0,0.2142857142857144,0.1132558666225327,0.0,0.1132558666225327,0.0,0.0,0.0178825052561893,0.0283139666556331,0.0251679703605628,0.0435599487009741,0.0,0.0,0.0,0.020809015192073
1.0,1.0,0.0505391892127314,0.0096777170832889,0.0505391892127314,0.0,0.0,0.0,0.0234646235630538,0.0505391892127314,0.0,0.0,0.0163029642621714,0.1914893617021278,0.0205457210310599
0.0,1.0,0.0122123307956307,0.0046770628579011,0.0,0.0,0.0,0.0038565255144096,0.0056700107265428,0.0027138512879179,0.0024424661591261,0.0,0.0,0.0,0.0023784239211521
0.272727272727273,1.0,0.0017595512273305,0.0006738706828074,0.0004798776074537,0.0006598317102489,0.0,0.0002778238779995,0.0008169344984034,0.0017595512273305,0.0,0.0005319573477975,0.0,0.1044487427466152,0.0032560711245293
0.272727272727273,0.2142857142857144,0.004285639623003,0.0016413087917883,0.0011688108062735,0.0,0.0,0.0013533598809483,0.0,0.0017856831762512,0.0,0.0,0.0,0.1044487427466152,0.0001843059127092
0.0,0.666666666666667,0.0174387205797808,0.0033393294727239,0.0,0.0174387205797808,0.0174387205797808,0.0110139287872299,0.0080965488406125,0.0072661335749086,0.0107315203567881,0.0174387205797808,0.0174387205797808,0.0,0.093829262513055
0.0,0.2142857142857144,0.0244072402919809,0.0093474537288437,0.0,0.0091527151094928,0.0110942001327185,0.0154150991317774,0.0113319329927054,0.0054238311759957,0.0150198401796805,0.015893086701755,0.0157466066399876,0.0,0.0366066648528624
0.0,0.4285714285714286,0.0235361753279559,0.0,0.0,0.0235361753279559,0.0039226958879926,0.0148649528387089,0.0168115538056827,0.0052302611839902,0.0235361753279559,0.0071155878898471,0.0,0.0,0.0276546633784151
0.0,0.4285714285714286,0.026149370220031,0.0,0.0,0.026149370220031,0.0043582283700051,0.0165153917179143,0.0186781215857364,0.0058109711600068,0.026149370220031,0.007905623554893,0.0,0.0,0.0186148971836301
0.0,0.2142857142857144,0.0305046950401561,0.0,0.0,0.0032683601828738,0.005084115840026,0.0192661231832564,0.0141628941257867,0.0067788211200346,0.0187721200247114,0.009222349663303,0.0098402242065019,0.0,0.0171228969378889
0.0,0.0,0.0200519154718558,0.0076794569892213,0.0,0.0021484195148416,0.0033419859119759,0.0126643676664352,0.0093098178976473,0.0,0.0123396402903728,0.0130570612374874,0.0129367196592618,0.0,0.0064156010566872
0.0,0.666666666666667,0.0008884862633055,0.0003402713348829,0.0,0.0008884862633055,0.0004038573924115,0.0008884862633055,0.0004125114793918,0.0,0.0005467607774187,0.0005785491947105,0.000573216944068,0.0,0.0047480713702705
0.0,0.2142857142857144,0.001672444730928,0.0011031018438035,0.0,0.0001791905068851,0.0007602021504218,0.0010562808826913,0.0,0.0003716543846506,0.001672444730928,0.0010890337782786,0.001672444730928,0.0,0.0048358360906082
0.272727272727273,0.4285714285714286,0.003588787651783,0.0013744293134488,0.000978760268668,0.003588787651783,0.0016312671144468,0.0022666027274418,0.0,0.0007975083670628,0.003588787651783,0.0010849823133297,0.001157673436059,0.1044487427466152,0.0029927769635162
0.272727272727273,0.4285714285714286,0.0014111252417205,0.0,0.000384852338651,0.0014111252417205,0.0006414205644184,0.0008912369947708,0.0,0.000313583387049,0.0014111252417205,0.0004266192591248,0.0004552016908775,0.0,0.0002720706330469
1.0,1.0,0.2770160798592359,0.1060912646269414,0.2770160798592359,0.1038810299472134,0.1259163999360163,0.1312181430912169,0.1978686284708829,0.1154233666080149,0.1704714337595297,0.0837490473993038,0.0893600257610438,0.3829787234042554,1.0
0.636363636363637,0.2142857142857144,1.0,0.1914893617021278,0.636363636363637,0.3749999999999999,0.1666666666666668,0.3157894736842105,0.2499999999999999,0.4166666666666667,0.6153846153846153,0.0,0.3225806451612903,0.1218568665377178,0.5787293423789506
0.636363636363637,1.0,0.2587237156147105,0.0,0.1646423644820887,0.0970213933555164,0.0431206192691184,0.1634044519671856,0.1848026540105076,0.1365486276855417,0.2587237156147105,0.1684712566793463,0.1669185262030391,0.0,0.5611763983114068
1.0,0.2142857142857144,0.2177836623055347,0.0834065089680771,0.2177836623055347,0.0544459155763836,0.0197985147550486,0.1031606821447269,0.0,0.0907431926273061,0.0837629470405902,0.0,0.0702527942921079,0.3829787234042554,0.2149445765791067
0.272727272727273,0.2142857142857144,0.1010609571261824,0.0,0.0275620792162315,0.0108279596920909,0.0413431188243473,0.0319139864608997,0.0469211586657275,0.0224579904724849,0.0621913582314968,0.0305533126195435,0.0,0.0,0.0630238456745157
0.272727272727273,0.4285714285714286,0.0653472936011567,0.0,0.0178219891639518,0.007001495742981,0.0079208840728674,0.0206359874529968,0.0303398148862513,0.014521620800257,0.0402137191391733,0.0197561585305822,0.0,0.0,0.0467873724120378
0.272727272727273,0.0,0.0766711381334819,0.0766711381334819,0.0209103104000405,0.0082147648000159,0.0069701034666801,0.0121059691789708,0.0,0.0319463075556174,0.0153342276266963,0.023179646412448,0.049465250408698,0.272727272727273,0.039239606462994
1.0,0.0,0.0313757600041811,0.0120162485122395,0.0313757600041811,0.0033616885718765,0.0071308545464047,0.0198162694763249,0.0,0.0069723911120402,0.0193081600025729,0.0094856948849849,0.0202424258091491,0.3829787234042554,0.0453831368866343
0.272727272727273,0.2142857142857144,0.0400864096444312,0.0153522419914842,0.0109326571757539,0.0042949724619033,0.004251588901682,0.0063294331017522,0.0286331497460223,0.0089080910320958,0.0117175658960645,0.0261027783731179,0.0258621997706007,0.1044487427466152,0.0334471349207045
0.0,0.0,0.0064633020330656,0.0024753071615995,0.0,0.0024237382623995,0.0034275086538984,0.0030615641209258,0.0,0.0026930425137773,0.0039774166357326,0.0019540215448802,0.0020849361396985,0.0,0.0072054835397267
0.636363636363637,0.666666666666667,0.0095991359035556,0.0036762648141276,0.0061085410295353,0.0035996759638333,0.0015998559839259,0.006062612149614,0.0068565256453968,0.0021331413119012,0.0059071605560342,0.0062506001232455,0.0061929909055197,0.2437137330754354,0.0080831307431038
0.272727272727273,0.2142857142857144,0.000139370394244,0.000139370394244,3.801010752109095e-05,0.0,0.0,4.401170344547369e-05,6.470768304185717e-05,3.097119872088889e-05,2.7874078848800005e-05,4.213523546911628e-05,4.4958191691612906e-05,0.272727272727273,0.0001228706084728
0.272727272727273,0.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727272727273,0.0
0.636363636363637,0.4285714285714286,0.0522813191407815,0.0,0.0332699303623155,0.0522813191407815,0.038022777556932,0.0165098902549836,0.0373437993862725,0.0116180709201736,0.0522813191407815,0.034043649673067,0.0337298833166332,0.0,0.0927760858690023
0.636363636363637,0.666666666666667,0.337990627340987,0.0,0.2150849446715374,0.0,0.0,0.0533669411591031,0.1569242198368868,0.1408294280587446,0.0675981254681974,0.1021832129170425,0.1090292346261248,0.0,0.0610930218270859
0.636363636363637,0.2142857142857144,0.0348600198602811,0.0,0.022183649001997,0.0348600198602811,0.025352741716568,0.0220168546485985,0.0087150049650702,0.0077466710800624,0.0348600198602811,0.0226995478159969,0.0,0.0,0.0525798439543272
0.636363636363637,0.2142857142857144,0.0183097855438058,0.0070122582933724,0.0116516817096946,0.0,0.0016645259585278,0.0057820375401492,0.0,0.007629077309919,0.0112675603346497,0.0055355165597552,0.0059063824334857,0.2437137330754354,0.0196680738276827
0.0,1.0,0.0095991359035556,0.0018381324070638,0.0,0.0035996759638333,0.000872648718505,0.006062612149614,0.0044567416695079,0.0039996399598148,0.0,0.0062506001232455,0.0061929909055197,0.0,0.0066788952177003
0.5000000000000006,0.4285714285714286,0.0113412658316057,0.0043434635099766,0.0056706329158028,0.0,0.0,0.0013131992015543,0.0,0.0074033263067426,0.0022682531663211,0.0,0.0,0.1914893617021279,0.0043092477685819
0.0,0.4285714285714286,0.0505391892127314,0.0,0.0,0.0054149131299355,0.0,0.0,0.0234646235630538,0.0112309309361625,0.0101078378425462,0.0152792897619885,0.0163029642621714,0.0,0.0036071300058802
0.272727272727273,0.0,0.0113412658316057,0.0021717317549883,0.0030930724995288,0.0,0.0,0.0053721785518132,0.0,0.0047255274298357,0.0043620253198483,0.0,0.0,0.0522243713733076,0.00053536479406
0.272727272727273,0.2142857142857144,0.0036758941481855,0.0,0.0010025165858687,0.0,0.0,0.0017412130175615,0.0017066651402289,0.0,0.0014138054416098,0.0,0.0011857723058662,0.0,0.0001843059127092
0.0,0.666666666666667,0.0008884862633055,0.0,0.0,0.0,0.0,0.0005611492189297,0.0,0.0005799840885466,0.0003417254858867,0.0002686121261156,0.000286608472034,0.0,0.0001843059127092
0.0,0.2142857142857144,0.002891935680563,0.0,0.0,0.0,0.0,0.0009132428464935,0.0,0.0,0.0005783871361126,0.0,0.0,0.0,8.776472033771834e-06
0.454545454545455,0.3095238095238095,0.0379087472343687,0.0145182436216731,0.0172312487428948,0.0040616514893966,0.0,0.0147644594491751,0.0270776765959776,0.0121097386998677,0.0075817494468737,0.0,0.0,0.1740812379110253,0.0034316005652047
0.454545454545455,0.4285714285714286,0.0231877493423459,0.0088804146417494,0.0105398860647026,0.0086954060033797,0.0,0.0090310181649136,0.0165626781016756,0.0096615622259774,0.0089183651316715,0.0,0.0,0.1740812379110253,0.0067666599380381
0.454545454545455,0.666666666666667,0.0249298792703959,0.0095476133375984,0.0113317633047254,0.0093487047263984,0.002266352660945,0.0097095319263647,0.0178070566217113,0.0103874496959982,0.0049859758540791,0.0,0.0,0.1740812379110253,0.0071177188193889
0.454545454545455,0.4285714285714286,0.028762565112106,0.0110154504684661,0.0130738932327754,0.0030817034048685,0.0,0.011202262201557,0.02054468936579,0.0119844021300441,0.0057525130224212,0.0,0.0,0.1740812379110253,0.0087852485058056
0.454545454545455,0.4285714285714286,0.0618630337450567,0.0236922256895961,0.0281195607932076,0.0066281821869703,0.0,0.0240940236691273,0.0441878812464691,0.0137473408322348,0.0123726067490113,0.0,0.0,0.1740812379110253,0.01054054291256
0.0,0.666666666666667,0.0183097855438058,0.0,0.0,0.0,0.0,0.0115640750802984,0.0,0.0,0.0,0.0,0.0118127648669714,0.0,0.0026417180821653
0.0,0.666666666666667,0.4024494346788383,0.0770647853640329,0.0,0.0,0.0,0.0635446475808691,0.1868515232437464,0.262710047637575,0.0804898869357676,0.0,0.0,0.0,0.1111189124195855
0.272727272727273,0.0,0.077542203097507,0.0296970139522367,0.0211478735720473,0.0,0.0,0.0122435057522379,0.0,0.0,0.0298239242682719,0.02344299163413,0.0500272278048432,0.1044487427466152,0.0131734845226915
0.272727272727273,0.4285714285714286,0.0191808505078308,0.0073458576412969,0.0052311410475902,0.0071928189404365,0.0087185684126503,0.0060571106866834,0.0,0.0042624112239624,0.0118036003125112,0.0057988617814372,0.0123747422631166,0.1044487427466152,0.0149287789294459
