Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_4,TeamExp_?,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,Language_1,Language_3,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
0.2782212086659065,0.1184210526315789,0.2201138519924098,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.23721144,-0.3352906,0.35647145,-0.28117946,0.19160654,0.1968880909634949
0.2143671607753705,0.3078947368421053,0.2352941176470588,0.5957446808510638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2940258,-0.41048926,0.46618584,-0.33677793,0.24592607,0.2175344105326152
0.0353477765108323,0.1394736842105263,0.0256166982922201,0.2765957446808511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.27936402,-0.39216688,0.43953493,-0.3222512,0.22662963,0.0110712148414123
0.217787913340935,0.2947368421052631,0.2333965844402277,0.5319148936170213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2931735,-0.4100753,0.46628085,-0.335553,0.24365585,0.1403351286654697
0.1493728620296465,0.2289473684210526,0.1527514231499051,0.4042553191489361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.28508204,-0.40184823,0.4559814,-0.3270189,0.23234452,0.06852184320766
0.1003420752565564,0.2157894736842105,0.1072106261859582,0.7021276595744681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.29233995,-0.40948847,0.46622396,-0.33476898,0.24246867,0.0972471573907839
0.1254275940706955,0.0921052631578947,0.0834914611005692,0.425531914893617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38914993,-0.5507073,0.6712051,-0.4299227,0.33253187,0.0864751645721125
0.201824401368301,0.1184210526315789,0.1565464895635673,0.425531914893617,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.26875266,-0.37790352,0.42675123,-0.3158994,0.2294199,0.1439257929383602
0.185860889395667,0.2131578947368421,0.1774193548387097,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.36065385,-0.4962653,0.593429,-0.40502688,0.318381,0.3123877917414722
0.0786773090079817,0.081578947368421,0.040796963946869,0.4042553191489361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.24816671,-0.36506742,0.4158046,-0.29250798,0.1980647,0.0801915020945541
0.1801596351197263,0.2421052631578947,0.183111954459203,0.4042553191489361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.37299165,-0.50556797,0.59436506,-0.41539758,0.32874453,0.1505086774386594
0.1562143671607753,0.2763157894736842,0.1755218216318785,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.35877237,-0.49049062,0.5793752,-0.40301818,0.31893587,0.3635547576301616
0.0273660205245153,0.1710526315789473,0.0303605313092979,0.2978723404255319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3027326,-0.42084885,0.487466,-0.34065318,0.24694435,0.0742070616397366
0.1744583808437856,0.1421052631578947,0.1423149905123339,0.574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.2722424,-0.38671017,0.43960938,-0.3157328,0.22388728,0.1549970077797726
