AFP,Input,Enquiry,Added,N_effort,Effort
0.0005730428,-0.0018988028,0.031916384,0.0026706234,0.024205333,0.01905912
-0.00042474084,-0.0045780037,0.04025712,0.0058704317,0.05295512,0.023488902
0.034923054,0.023443725,0.08116572,0.044288397,0.0277452,0.01602025
0.008700449,0.007048346,0.016375963,0.011763407,0.00049483776,-0.009447336
0.03380717,0.024491876,0.15157612,0.020264784,0.2137227,0.18237136
-0.003610353,-0.011850055,0.030193567,0.0021224506,0.022623522,0.012953956
0.015548738,0.005778037,0.063612394,0.0027741715,0.047309563,0.038118325
0.018653918,0.006296087,0.033621028,0.012721363,0.027835919,0.0163737
0.02421271,0.0068809725,0.043527894,0.028399648,0.026932007,0.01329297
0.0063058473,-0.0023884661,0.06665425,0.0078942105,0.016290352,0.004114766
0.004325978,-0.0015235934,0.028869597,0.012064183,0.04885541,0.03719756
0.009090164,0.0030186959,0.017441198,0.011218004,0.018906133,0.00367168
-0.00021066144,-0.006439341,0.020408858,0.0072218906,0.0064487606,-0.0052590086
0.029459331,0.02228846,0.14024739,0.044496447,0.16500215,0.14394973
-0.0013484946,-0.0039511584,0.036807008,0.008024311,0.03103449,0.019659061
0.009800247,0.004896179,0.006759867,0.011757256,0.027000396,0.015655633
0.014082307,0.011983138,0.12232776,0.016263515,0.1616609,0.12650065
0.025565041,0.0105276145,0.10023576,0.012776041,0.037762396,0.019888127
0.00017406326,0.0005521085,0.042868115,0.008539204,0.042010672,0.031018443
0.009577595,0.010864157,0.08548959,0.0156092625,0.18060294,0.13888307
0.016123999,0.0017480105,0.008720748,0.030112168,0.057406165,0.04766301
0.005884204,0.009254582,0.049079675,0.004599821,0.0799016,0.061767876
0.012807654,0.0077838264,0.03280408,0.019220695,0.11873718,0.08254009
0.013421909,0.007938303,0.0590997,0.019084495,0.0018399749,-0.010504562
0.024929995,0.015350305,0.040188298,0.034491967,0.062151514,0.047632534
0.004345293,0.0013363697,0.046450205,0.007386368,0.036718875,0.02317721
0.0120230755,0.0044167005,0.06800154,0.013575405,0.044104025,0.034825098
0.010387632,0.010237731,0.035574168,0.007331023,0.032097302,0.0155827105
0.0545588,0.029925954,0.22391258,0.064318016,0.28249833,0.25548807
0.0030191713,0.0002592355,0.038546972,0.007693995,0.037146978,0.025346044
0.018152736,0.008270793,0.020503264,0.022503316,0.0053269435,-0.0060751676
0.005843955,0.0023653544,0.011616148,0.008099504,0.04069808,0.03279571
0.0010387572,-0.006150283,0.038552813,0.0027444102,0.02804652,0.018619126
0.0012494926,-0.0009905994,0.041331604,0.0060491506,0.051547684,0.025353912
0.045138307,0.026250161,0.16537923,0.040981412,0.031764418,0.017393589
0.011811268,0.0025752094,0.07191306,0.023179729,0.06219054,0.051057134
0.009878075,0.001031125,0.013365518,0.015913678,0.017480586,0.00012409361
0.037964363,0.017911892,0.02317892,0.041756745,0.11461947,0.099051274
0.02380728,0.0053150207,0.10743199,0.04162915,0.043699645,0.03414711
0.05196062,0.038125075,0.22333688,0.026712522,0.3338894,0.30435917
0.032002084,0.01675725,0.16754796,0.043108474,0.07118695,0.05597064
0.0323381,0.015512276,0.0488912,0.0398982,0.10272292,0.089321226
0.009606829,0.00413014,0.07672322,0.008989239,0.052272543,0.04058658
0.00022382103,-0.0011038333,0.03638702,0.009675723,0.032547526,0.02291234
0.028132144,0.010335412,0.0709071,0.03159754,0.051167466,0.03874082
-0.0010712286,-0.0037644785,0.022707269,0.0027980916,0.01266635,0.0096439235
-0.0014202185,-0.0054834094,0.020026177,0.012225721,0.04815696,0.016526511
0.0050734906,0.0024288408,0.050669305,0.012228206,0.062376738,0.049563
0.013407957,0.0035207942,0.057378948,0.021229457,0.027367929,0.018288705
0.03139659,0.017829727,0.070022844,0.043595906,0.082749516,0.07011145
-0.010902908,-0.016723923,-0.01953176,-0.00096783787,0.056807816,0.021573031
0.02804512,0.013301916,0.048804242,0.041613713,0.14436527,0.1309526
0.0072238133,-0.0070553143,0.055550136,0.014984658,0.011054045,0.004329505
0.02479659,0.013174158,0.119229436,0.028834075,0.028995575,0.01169765
0.0047205677,0.0005740989,0.036613166,0.007950263,0.026919505,0.010544168
0.0067012543,0.00761069,0.022339728,0.007987248,0.029833341,0.018126551
0.007424266,-0.00073750503,0.041359104,0.013233198,0.043932885,0.032373328
0.01374195,0.00615526,0.04664706,0.013412591,0.024791462,0.012174001
0.015647452,0.0044114254,0.08892272,0.011282742,0.03301785,0.02073588
0.022509865,0.0054091103,0.100473836,0.042740785,0.02798382,0.012541715
0.0038226717,0.0044269376,-0.0020792894,0.012767008,0.0145233255,0.002486032
0.005903519,-0.0020404533,0.045782078,0.0117750205,0.06814922,0.04658183
0.010908365,0.002411319,0.037911724,0.0036501884,0.059859745,0.050619595
-0.00021793414,-0.0062220637,-0.00810748,0.012649002,0.030545527,0.017699242
0.0024888557,-0.003852008,0.02592533,0.010460973,0.011976866,0.0031374698
0.008766091,0.0018851571,0.02595831,0.002605725,0.0737464,0.057629094
0.018321157,0.009335462,0.11676778,0.025182173,0.11169354,0.09357758
0.001531099,0.0019479301,-0.009708766,0.015222296,0.029356735,0.019425586
0.01079747,0.0030907094,0.026070248,0.006658932,0.055033974,0.042948544
0.053225074,0.031711575,0.07569548,0.08504395,0.19072405,0.16292603
0.009003856,0.0031999797,0.042242635,0.007050652,0.021666316,0.015813686
0.032657415,0.010892365,0.15080997,0.034376673,0.062835775,0.051324703
0.015396169,0.0026927758,0.046236437,0.014430609,0.12076882,0.09784462
0.030951047,0.015657846,0.0616967,0.044320285,0.1549298,0.13856752
-0.0039451625,-0.007096689,0.051489707,0.002439659,-0.0033823922,-0.0039596944
0.01635742,0.0097153485,0.07606964,0.009969847,0.004102977,-0.008426484
0.037208974,0.015539277,0.096811906,0.014133841,0.069942296,0.057732817
0.0019245069,-0.0023272987,0.008158766,0.0083313845,0.04020992,0.025732106
0.005867811,0.0018563792,0.022763096,0.017031034,0.028024448,0.019095367
0.0008598687,0.0027616657,0.008585695,0.00967603,0.0035196142,-0.0071149427
0.032426186,0.024076268,0.029561004,0.0576489,0.056400694,0.03873577
0.0071491357,0.0037033483,0.055696394,0.014675967,0.12913384,0.100092754
0.0050959056,0.011281226,0.043118373,6.170198e-05,0.055551507,0.009931263
0.037132606,0.031063557,0.1653423,0.05139815,0.42563674,0.37299123
0.06766398,0.03886053,0.11923976,0.10010065,0.18841185,0.16794254
0.0002969168,-0.0034629013,0.0015387759,0.0127334,0.059260137,0.04185746
0.028068913,0.010033313,0.13050605,0.0067548845,0.07544597,0.065512314
0.002213575,-1.9187108e-05,0.031346418,0.008696927,0.04023654,0.03039445
0.002557077,-0.0035907924,0.05278165,0.004528079,0.0033360533,0.0007344303
0.005623187,0.00015906617,0.027311493,0.011551859,0.011317832,0.0049306187
0.0014147074,-0.0035643205,0.011056151,-0.0005910732,0.011198092,0.0014768247
0.027392365,0.0188964,0.2041025,0.016074525,0.14984667,0.13361248
-0.0012544896,-0.0077041723,0.04596585,-0.0017201379,0.030549133,0.014517464
-0.00291582,-0.0061900895,0.018067528,0.0020130873,-0.0068589286,-0.017929422
-0.004295162,-0.013319956,0.048424006,0.0026306212,0.013514919,0.002235265
0.015324467,0.007114075,0.07495033,0.003588263,0.023379957,0.0068587535
0.01660861,0.0035511032,-0.015076261,0.0049905367,0.027146375,0.020866338
0.022305384,0.0016831271,0.075916395,0.0058884975,0.058064602,0.044660367
0.00028167386,0.0049393177,0.025976818,-0.003076639,0.044122197,0.03070343
0.0040414766,-0.0018442534,0.021700695,0.010531213,0.0066367965,-0.004028605
0.012421763,0.0069548152,0.05760716,0.008057788,0.017885225,0.006586921
0.031291604,0.009685513,0.10488814,0.031665523,0.046243586,0.037685763
0.0070704003,0.001660388,0.019525189,0.011576131,0.049176104,0.03486899
0.003704344,0.006028112,0.06788395,0.009162707,0.13063075,0.097375385
-0.0022820216,0.007046964,0.012024112,-0.0018344782,0.020272976,0.006339357
-0.0024267342,-0.010110939,0.010692928,0.004696613,0.021795953,0.011119323
0.004545258,0.0005624499,-0.011474382,0.013956824,0.043868907,0.03535278
0.014511502,0.0018713083,0.028416513,0.00796124,0.03539045,0.0362785
0.006219371,0.0030099489,0.058615033,0.015349779,0.053314276,0.03570457
-0.0032599187,-0.0070296545,0.0013283081,0.0071750227,0.068349354,0.036721636
-0.00047532003,-0.00436683,0.024168644,0.0032960884,0.02140951,0.011987779
0.001506051,0.00068750605,0.002734907,0.012996718,0.021607196,0.0098060835
0.012469251,-0.00075033307,0.03306066,0.018012641,0.03390757,0.027122743
0.010624848,0.00093906745,0.062377337,0.0052087493,0.027061472,0.016020609
0.006300074,0.005196139,0.023618106,0.018258791,0.020908622,0.013986032
0.0016025938,-0.0021387562,0.03649928,0.01126636,0.030203832,0.0137836095
0.014823984,0.0070973784,0.080950454,0.0069597997,0.041796155,0.029775828
0.048005264,0.03083866,0.25940076,0.03939658,0.21010946,0.19594641
-0.0063383803,-0.007803336,0.0145838335,0.0051305853,0.021244062,0.010749135
0.009365676,-0.001371624,0.03498084,0.013938241,0.0380368,0.024960708
0.01660458,0.007113967,0.00391208,0.030480063,0.13430096,0.11803225
0.020898882,0.01034392,0.17916568,0.011122195,0.0383828,0.033008445
0.032644674,0.014621835,0.14940849,0.04899965,0.07229935,0.06075017
0.014497662,0.006578263,0.04735963,0.010775637,0.020365605,0.010366134
0.0053630453,0.0030060373,0.017422963,0.0032020137,0.028416345,0.023560304
-0.0009893402,-0.0055002924,-0.0020980388,0.0033504367,0.0337146,0.02150073
0.023481384,0.01366384,0.17318271,0.014842942,0.042383663,0.037140008
0.005383062,-0.0012730081,0.015682723,0.016897291,0.026616683,0.0155684855
0.00018306077,-0.0026328731,0.028363049,0.016041808,0.04967785,0.023460945
0.032502525,0.012490351,0.115048975,0.047319874,0.037048154,0.021051139
0.011303392,0.0054968707,0.04742761,0.009912562,0.008418428,-0.007769303
0.024872836,0.010183081,0.097605534,0.012860851,0.048736744,0.036780465
0.004650982,-0.0020001996,0.06608535,0.017426703,0.018210446,0.006344779
-0.0012183292,-0.005826922,0.0048011616,0.0036569387,0.0064772535,0.00027701491
0.02045941,0.005899463,0.05764314,0.0077532902,0.09977878,0.083843246
0.011527652,0.011141863,0.026898507,0.007428216,0.02454775,0.010634761
0.002215676,0.0002679769,0.029646624,0.008053539,0.032182515,0.024227686
0.01961143,0.008450013,0.12424809,0.03507119,0.047387667,0.038344428
0.006836827,-0.0053977985,0.081680566,0.012350647,0.037284173,0.023153242
0.009709439,0.009429108,0.052572403,0.0104296375,0.06754167,0.04921803
0.015343584,0.0018301811,0.046047594,0.02341342,0.15240897,0.12554367
0.018556196,0.0085856505,0.06723635,0.029417379,0.0027606525,-0.0044593527
0.0003010407,-0.0024495833,0.047629837,0.0018082187,0.06268587,0.042070262
-0.00021434575,0.0036358573,-0.0029911809,0.0031318069,-0.0021837335,-0.0134342145
0.0045878254,-0.0015022568,0.027277846,0.008240294,0.027353214,0.013497336
0.015888648,0.0028712302,0.03797968,0.028263357,0.029350659,0.019183317
0.058885504,0.026884,0.14986917,0.031347416,0.055619545,0.046379726
0.03328578,0.013833426,0.06079687,0.047987454,0.2756752,0.24037783
0.0675943,0.036540672,0.14375095,0.08539754,0.14645937,0.13062187
0.051986035,0.019492757,0.12072611,0.05961498,0.09158865,0.081117764
0.010025736,0.012313597,0.045680087,0.02654099,0.0064960867,0.0015099351
0.006467406,-0.004905522,0.029820906,0.0057022553,0.03240127,0.017955758
0.012699235,0.0062852316,0.04693279,0.0010310337,0.030284667,0.01627741
0.017673016,0.014914874,0.037857514,0.013670504,0.029347146,0.016567137
0.033796944,0.01994985,0.05401539,0.047235835,0.23044388,0.19906054
0.006200758,0.009346567,0.058019713,0.01257305,0.117568396,0.08751289
0.0078987125,-0.0011140183,0.02697941,0.010999817,0.008545879,-0.0004927269
0.013340447,0.0060917623,0.04915401,0.017003806,0.049450062,0.03286995
0.0043213083,-0.011687441,0.028830785,0.022324508,0.03214015,0.023008594
0.007222662,0.0022330843,0.026580326,0.009616336,0.02472992,0.0049601817
7.629767e-05,0.0017541647,0.018649504,0.0040893853,0.049646057,0.02816356
0.018067073,0.0050042868,0.047849044,0.02162736,0.16708611,0.13690875
0.010039028,-0.0022315942,0.018432174,0.024494838,0.09144259,0.06870183
0.013873626,0.00985913,0.03996325,0.029309597,0.110677995,0.093927555
0.0042311247,0.00067643635,0.03351049,0.008230139,0.010764642,0.00062988
0.0069016106,0.0052368455,0.0465575,0.011613436,0.022999367,0.012167018
-0.00036254432,0.0011788625,0.023158941,0.0135255605,0.040486343,0.019072847
-0.00052828155,-0.0034637097,0.039925627,0.007284526,0.044641607,0.04063716
0.0031000413,-0.00210106,0.015999675,0.011419607,0.023895523,0.011169761
0.037387103,0.011697505,0.1324995,0.039323512,0.05489684,0.040951766
0.0065942984,0.00046722963,0.040827267,0.01898065,0.022439228,0.011231342
0.0040156683,-0.004044758,0.03302157,0.008887552,0.01732637,0.007047352
0.015783638,0.01047479,0.11581303,0.0053982325,0.025021402,0.014127601
-0.00044948887,-0.005950419,0.031643927,-0.012928657,0.043595694,0.01434866
0.040627096,0.01778251,0.03868571,0.05382102,0.08617136,0.07657512
0.009649478,0.0036965087,0.045735378,0.013707709,0.012943547,0.0023004771
0.011614996,0.005290214,0.050760522,0.012563236,0.027205868,0.020645881
0.03205847,0.012878053,0.085523695,0.03459629,0.22734669,0.20286289
0.027354639,0.0022404902,0.03308048,0.017884715,0.038492024,0.032216854
0.042266544,0.020061333,0.26217106,0.045819737,0.07562913,0.066837795
0.022780202,0.008538682,0.045765072,0.026815325,0.048270337,0.03936573
0.07185704,0.05734756,0.32875237,0.08225321,0.6765492,0.602237
0.011580202,0.012215167,0.073725596,0.018940553,0.033318534,0.023203399
0.013547546,0.012667835,0.11084901,0.0073229,0.15752997,0.13135399
0.023852091,0.0060080737,0.08532123,0.011505384,0.11573353,0.10123697
0.0052565476,0.001970198,0.04014127,0.010759655,0.035117738,0.021845356
0.017259372,0.0067781582,0.09319231,0.02306657,0.08820452,0.068882525
0.0060782945,-0.0034616273,0.06587693,0.00609727,0.027033968,0.018001245
0.045056038,0.020929024,0.05660304,0.0569321,0.13851549,0.12774596
0.08022896,0.046021387,0.13172041,0.118303075,0.3485206,0.3047684
0.012587204,0.009289194,0.15459377,0.01440203,0.111775346,0.08144644
0.0016232831,-0.005769413,0.0053987578,0.008838454,0.015546201,0.008946722
-0.0015080068,-0.006783748,0.0181703,0.005569298,0.02240395,0.011326781
0.0018475172,0.0031348541,-0.0047947653,0.006974442,0.010458559,-0.002773359
0.021386798,0.0075085834,0.075511545,0.014051016,0.08973835,0.07642513
-0.0011616768,-0.0015275702,0.045308933,0.004299935,0.00216953,-0.008965226
-0.0031050704,-0.009812146,0.0052064992,0.013695704,0.06175355,0.031071436
0.009660913,0.0021606218,0.07670459,0.0039768144,0.019064745,0.008753575
8.10381e-05,-0.004310319,0.024148632,0.007523302,0.016342916,0.002597021
0.041032236,0.018517908,0.030983645,0.012777353,0.043428086,0.033139616
0.047750916,0.022297684,0.1165956,0.05695433,0.041885823,0.033250503
-0.0035693143,-0.0014285464,-0.004706029,0.005532667,0.002966254,-0.0046989466
0.0041594687,-0.0018824581,0.019867774,0.014496645,0.04672894,0.035646327
0.0012809327,0.00020465441,0.021104451,0.0036841407,0.041084185,0.032164373
0.07826134,0.047947884,0.08285289,0.11365993,0.20910029,0.18462329
0.03385467,0.0055348575,0.15972117,0.052821387,0.028144004,0.016482886
0.030261572,0.01666636,0.18230684,0.009105448,0.19948308,0.17426711
-0.0007863045,-0.005937159,-0.013341237,0.0055940785,0.017624786,0.0048364555
0.00080679264,0.0009960867,0.0022173226,0.011059377,0.021074248,0.0072597642
0.0089350995,-0.00010462478,0.0112977065,0.009602126,0.020998502,0.012905
0.008904757,0.00028315745,0.07750487,0.012926081,0.041032083,0.030636106
0.014592657,0.004097551,0.032129854,0.022555843,0.025384737,0.011474473
0.012884588,0.0022672378,0.008617081,0.0074353814,0.020892384,0.014150428
0.018778313,0.017165214,0.070235014,0.038130745,0.018865786,0.010216724
0.0020782398,-0.0040132906,0.010484606,0.008408319,0.045353375,0.036069706
-0.005560632,-0.0014171246,-0.014140729,0.0031995103,0.002311227,-0.0058735157
-0.0001146812,-0.0062343776,0.025551848,0.006183544,0.019287245,0.0066752625
0.0030584396,-0.004952064,0.0026221648,0.012284791,0.028472425,0.013198873
0.0018344466,-0.0028762594,0.027696766,0.009716703,0.024721337,0.009609288
0.03673824,0.022314388,0.13306792,0.043575037,0.29395205,0.2576786
0.009277461,0.0039935857,0.025351796,0.010011032,0.020312471,0.011454839
0.004078117,0.0030597113,0.02345923,0.007536065,0.021123378,0.010720592
0.017989907,0.014718257,0.0172192,0.018110577,0.03379277,0.022211589
0.03901036,0.021477275,0.12678976,0.051150937,0.18379049,0.16669889
0.01787363,0.012712855,0.06344488,0.01663771,0.06633685,0.05724952
0.001441834,-0.0034665335,0.0008396618,0.015129849,0.0149327945,0.0016503227
0.032971032,0.026536837,0.21389683,0.03826564,0.056517065,0.05006277
0.015020521,0.0029638708,0.06608225,0.004865011,0.06997413,0.053016577
0.011649114,0.004256103,0.010246158,0.026653927,0.05779873,0.04601685
0.006191712,-0.0019236114,0.012466088,0.007753011,0.05083903,0.04045182
0.00411895,0.0057919286,0.035979133,0.0036974587,0.030116448,0.01875662
0.0045219366,0.0031030811,0.033554383,0.011593852,0.07623006,0.057996746
0.0024065934,0.0024421979,0.009396005,0.017915938,0.015464958,0.0029790816
0.00023197848,-0.0046355,0.032901995,0.0047246255,0.022960631,0.009851655
0.002641553,0.0024012364,0.040700547,0.012707222,0.008436831,0.0005358667
0.03292491,0.016279925,0.11677127,0.038434446,0.032736547,0.023645818
0.013045717,0.0054113083,0.06530992,0.017951574,0.057480134,0.04190038
0.02293127,0.010129172,0.1266411,0.0127878785,0.03859081,0.024182599
0.032432556,0.018103853,0.036060244,0.039603528,0.10147304,0.090850435
0.036237195,0.021462176,0.1394768,0.040897477,0.15865627,0.14578639
0.010057691,0.00086196885,0.044475272,0.018890912,0.018387968,0.0041206633
0.0037990352,0.0007576179,0.020495377,0.0155408755,0.09955814,0.07356564
0.019044906,0.008285012,0.030869788,0.011156537,0.0550327,0.04285362
-0.0052791033,-0.0008847788,0.028308883,0.004300259,0.0066015106,-0.010954618
0.008792738,0.0011175498,0.004884597,0.0131610725,0.04180605,0.02849058
-0.0024288287,-0.005502658,-0.0013931133,0.006559344,0.010778092,0.0044342955
-0.00036840048,-0.0076918844,0.024660002,0.0007186383,0.0040372284,-0.0060876324
0.026981557,0.012019515,0.07929239,0.036214236,0.06780761,0.057125386
0.06983364,0.028694697,0.2514563,0.092001006,0.09171531,0.07272555
0.027224714,0.021020379,0.036619447,0.035686653,0.058159374,0.047667142
0.017560517,0.009882923,0.12811501,0.008155366,0.06885907,0.060259297
-0.0044902423,-0.012803562,0.0397253,-0.00039089844,0.0040439665,-0.0012601665
0.031900898,0.015258256,0.15567471,0.038971603,0.0645848,0.05269362
0.015326697,0.003579501,0.043565236,0.019821074,0.028506247,0.018079085
0.009350557,0.008260179,0.08728201,0.0046067834,0.13058883,0.10667109
0.0021425085,0.0016906466,0.040230565,0.0032659099,0.03772641,0.026775913
0.001632425,-0.0030418858,0.00762552,0.010263696,0.035428107,0.020566672
0.008232227,0.0036137216,0.051477488,0.0068090055,0.018225094,0.00071673887
0.019100428,0.00828426,0.06081683,0.02941013,0.21150889,0.17442757
0.0142666055,0.005223345,0.13506517,0.018793318,0.08880202,0.073345006
0.005112068,0.004427314,0.06756547,0.01171978,0.11908015,0.09031351
0.029843831,0.018797055,0.09977871,0.015656088,0.08104177,0.061048307
0.0031658635,-0.0012589637,0.010643251,0.011538554,0.010047652,-0.003955442
0.0025294637,-0.0063514225,0.06388157,0.0055055358,0.025064433,0.017505784
0.004449954,-0.0032364111,0.012543399,0.009860743,0.048628695,0.037468515
0.015958585,0.005764425,0.0720348,0.031689208,0.019169623,0.0022061286
-0.0056493795,-0.008006478,-0.002351839,0.007551767,0.016685702,0.008379113
0.01558936,0.014367491,0.012220465,0.014668055,0.02337067,0.014339283
0.010141305,-0.0023221746,0.07936071,0.021120343,0.03972909,0.03380594
0.022077397,0.009962771,0.007542245,0.042559385,0.18796562,0.16181085
0.014546376,0.008067992,0.0755229,0.013105718,0.020243404,0.007221973
0.010462504,0.0067859814,0.053950947,0.012760494,0.0025500087,-0.006664473
0.0066030845,0.0013152584,0.049207773,0.015482388,0.11030591,0.0868652
0.046368618,0.027133822,0.1850636,0.05991641,0.29115143,0.25484174
0.0076506743,0.002569193,0.02543458,0.02236492,0.13632463,0.11200397
0.012704127,0.002840411,0.074182995,0.010069275,0.037181325,0.024118934
0.02073481,0.010807931,0.06872963,0.017115692,0.1773781,0.15093447
0.021069642,0.009138174,0.12896894,0.018628016,0.07479727,0.065548524
0.018671524,-4.4036657e-05,0.04456289,0.0012285076,0.042438574,0.035559885
0.005922922,0.0033878833,0.022179905,0.018287566,0.0532633,0.03070632
-0.0041580377,0.0047298446,0.010774236,-0.010016255,0.047491185,0.032872714
0.0074486514,6.2583014e-05,0.018309686,0.01563147,0.024137048,0.016959365
0.0087714875,-3.996119e-05,0.019413404,0.018768178,0.12078937,0.0997037
0.010629253,0.006719433,0.07844609,0.009344988,0.012922777,0.002338706
0.011700558,-0.0026522595,0.078362636,0.024237659,0.02632632,0.016426297
0.005870986,0.004342407,0.015110299,0.0045221373,0.016407125,0.0077389632
-0.0033798711,-0.0077751726,0.014255937,0.003012035,0.0151064675,0.007225963
0.008553742,-0.00231494,0.030645631,0.0127797,0.044965178,0.031886484
0.011089171,0.0031241477,0.038434077,0.014740305,0.044058792,0.028648794
0.028723752,0.025151357,0.20959371,0.021729682,0.11775612,0.10301251
0.058285967,0.041381843,0.14074008,0.08905958,0.06853368,0.05490853
0.016821958,0.015356425,0.047036678,0.018165782,0.072714254,0.062130347
-0.0009137597,0.0015633292,0.0074260905,-0.004014939,0.005872324,-0.0009604669
-0.0016326383,-0.00636144,0.042551972,0.0033929534,-0.006696377,-0.011205444
-0.0030582668,0.001895614,0.047487058,-0.0023738965,0.007930446,0.00608144
0.009101102,0.007451199,0.035131373,0.004084252,0.06504049,0.048201784
0.0076081194,0.0014465693,0.022616174,0.021695938,0.08896537,0.061269768
0.0047713793,0.0026711412,0.039713282,0.0072199255,0.07655319,0.055054497
0.018178448,0.008022882,0.04604292,0.039785814,0.18149804,0.1516597
0.0046061906,0.00029735826,0.037225865,0.0107779745,0.006782135,-0.009607669
0.017690644,0.003697943,0.08751002,0.028999753,0.037429564,0.02535796
0.0123924855,0.0035765246,0.049862117,0.021933045,0.029339949,0.013985183
-0.00075398944,-0.0010505803,-0.001953613,0.010355134,0.02606885,0.014501767
0.03854093,0.018838376,0.11469166,0.05487714,0.104470715,0.094190754
0.014284235,0.012524597,0.040807676,0.014908431,0.03546782,0.017465182
0.003240332,-0.0012273826,0.048960667,0.010815036,0.041736647,0.030180752
0.0043506296,-0.0059219785,0.019422546,0.0035222024,0.04630851,0.02984393
0.018890798,0.0012697261,0.048163537,0.017462695,0.02906902,0.022459477
-0.0001476733,-0.0052009486,-0.014992055,0.009939222,0.02682891,0.015550192
0.024726966,0.00701651,0.14342418,0.02339922,0.037997007,0.030928396
0.0036431327,0.0047392175,0.0026038326,0.0048942547,0.011451475,0.0009875936
0.015405607,0.005041931,0.046140123,0.015690127,0.041193552,0.031463325
0.035209954,0.026456252,0.26726916,0.014480056,0.15416744,0.14493899
-0.0026247231,-0.008396834,0.018440112,0.004321512,0.01726825,0.0036439733
0.010716732,0.0038465708,0.021847777,0.0155745875,0.041628607,0.03357479
0.015727974,0.010714106,0.042305283,0.010675944,0.05888743,0.04232824
0.0011806237,-0.0027889274,0.02184739,0.004425388,0.052084804,0.031369537
0.02027247,0.009797841,0.14339322,0.02810655,0.08272383,0.06915214
0.010215281,0.00046595186,0.073829025,0.029984191,0.0244534,0.014347516
0.026957236,0.012961831,0.121190175,0.047643065,0.04206466,0.031710863
-0.011060465,-0.008393653,0.02271805,0.0022643134,0.0019921735,-0.007941198
0.0060575632,0.0063525885,0.016872589,-0.00243913,0.013006987,-0.0023731212
0.027041482,0.013989918,0.02861463,0.033998776,0.08814762,0.0799034
0.01813292,-0.00096867606,0.07478946,0.019150876,0.025456326,0.016924908
0.0050594676,0.009136334,0.044396125,0.0022676997,0.014241772,0.0075048194
0.0073953313,0.0018749014,0.026956242,0.012157321,0.033408612,0.020568773
0.0021066521,0.0016742405,0.022874478,0.006892653,0.01857792,0.013023807
0.0038516251,0.0001221355,-0.019754756,0.028919894,0.27465966,0.21793525
0.020098766,0.026859585,0.043962564,0.031434957,0.026908236,0.014106981
0.009107087,0.0045859776,0.0661093,0.008176368,0.028429853,0.016344322
-0.00020970404,-0.010646125,0.00050298125,0.010070752,0.031253517,0.012191642
0.019249585,0.0050606914,0.01847909,0.018437123,0.063001595,0.0545749
0.009216894,0.0023236405,0.030635597,0.020046989,0.06704881,0.055590883
0.022187853,0.0080748275,0.09367871,0.014258843,0.047203764,0.035331048
0.0050166147,-0.0021995027,0.006407596,0.004029371,0.016750297,0.008285109
0.017387994,0.005831253,0.021760248,0.01601637,0.064648114,0.05063195
0.022868387,-0.006439008,0.149412,0.040171646,0.0151801575,0.00581668
0.01527494,0.00033480115,0.054041736,0.01302035,0.061405778,0.048618462
0.0039221477,-0.00330865,0.03650386,0.0016098134,0.019208958,0.002103264
0.02904885,0.0055706017,0.11269132,0.036763087,0.051225327,0.038458265
0.010879628,0.0041613765,0.06449565,0.008429194,0.03241317,0.018857654
0.03582609,0.028856274,0.3109961,0.0065454654,0.09881303,0.091169946
0.017929908,-0.00031558983,0.10916805,0.03567504,0.038698055,0.033381764
0.006054729,0.003256578,0.050531816,0.011179319,0.011878386,-0.003423614
0.0066558965,-0.0006873701,0.014202926,0.010905614,0.03035838,0.020713514
