PointsAdjust,Generated_Var_1,Generated_Var_3,Effort
0.090871766,0.22682236731776326,0.22818628718137127,0.3247041
0.1576979,0.41208475879152406,0.35840236415976356,0.499035
0.104104236,0.24040152595984737,0.2116190788380921,0.40045518
0.07439324,0.31135886886411307,0.2642738235726176,0.1384063
0.1376885,0.3917258608274139,0.302462849753715,0.22076723
0.31624982,0.5646059435394056,0.47925610207438973,0.54214156
0.12056029,0.37583931241606877,0.30074390992560895,0.22204761
0.040908802,0.19742174025782597,0.14309012569098742,0.14307311
0.094354525,0.34097733590226637,0.23447928655207131,0.2737286
0.04747435,0.0924194007580599,0.029670073032992694,0.118268415
0.12122694,0.4599034940096506,0.3819720918027908,0.21920395
0.22522134,0.5559762744023725,0.4411124558887544,0.4767593
0.4567107,0.6213220378677962,0.5821534417846558,0.7164005
0.1168457,0.1595142040485796,0.11794646820535318,0.14679812
0.1851657,0.44716738528326144,0.3946372205362779,0.29364574
0.036304038,0.26630857336914265,0.20050253994974598,0.18682986
0.087245494,0.18695299130470086,0.17762288223771178,0.27831614
0.06660847,0.2547730545226945,0.1779194822080518,0.2063074
0.11394484,0.1626057837394216,0.1822938417706158,0.037945177
0.08964592,0.24853013514698646,0.24644960535503946,0.30997434
0.38090843,0.5763164823683518,0.5287277171272283,0.6732639
0.167821,0.49729473027052695,0.3944321205567879,0.4051283
0.03692625,0.22814880718511926,0.19338916066108391,0.13748185
0.23799375,0.4507440749255925,0.3771209622879037,0.48827258
0.27771938,0.4436804256319574,0.38680516131948384,0.4331128
0.5894709,0.7689259231074076,0.6928988307101168,0.7858934
0.096923634,0.33668821633117835,0.2407403359259664,0.22408591
0.0473837,0.13275665672433432,0.13597556640244338,0.11706404
0.1395616,0.46713162328683766,0.35990422400957756,0.32938704
0.08934808,0.3122562487743751,0.22095412790458718,0.23054138
0.055724833,0.18651564134843585,0.16339360366063962,0.34149158
0.096799895,0.15342293465770654,0.18704265129573486,0.17190646
0.094347596,0.28736663126333684,0.23337826666217332,0.30098522
0.10876049,0.26635620336437965,0.2228710277128972,0.25847244
0.07062502,0.26714009328599064,0.17764540223545977,0.19620647
0.06889188,0.14091977590802238,0.1914863808513619,0.13719726
0.11346969,0.40707282929271704,0.3599651140034886,0.21351564
0.2758574,0.5252852474714752,0.4740193525980647,0.7598414
0.124681965,0.33236676676332333,0.30452986954701305,0.41391385
0.37592363,0.3510494148950585,0.3246364875363512,0.15277997
0.13093242,0.3341388365861163,0.2848252115174788,0.3660351
0.047718745,0.22351132764886722,0.15724924427507556,0.24020857
0.1983866,0.503941309605869,0.4222033577796642,0.3910537
0.28101635,0.5610697938930206,0.44975014502498545,0.5851842
0.08096969,0.16404931359506864,0.1498306950169305,0.2565323
0.07142794,0.16533583346641664,0.1427789657221034,0.20783032
0.08100273,0.27804500219549977,0.26108822389117764,0.19003105
0.38277298,0.5596766440323356,0.4861583513841648,0.51524913
0.08921783,0.3095483490451651,0.2697427930257207,0.29630002
0.06289297,0.18496958150304185,0.14737613526238647,0.2846497
0.0730945,0.306018109398189,0.22620492737950723,0.30428782
0.1241796,0.3547003245299675,0.30471613952838605,0.43513918
0.07781771,0.3913227208677279,0.33746301625369834,0.17297082
0.0382812,0.2232090176790982,0.14689436531056346,0.13606714
0.035087984,0.26935827306417265,0.19630870036912995,0.14702061
0.20229487,0.5578894042110595,0.45047940495205946,0.45533124
0.035310093,0.2778951522104848,0.19886751011324896,0.12724745
0.18509199,0.47549490245050974,0.39741071025892893,0.3699089
0.04031491,0.1323373767662623,0.13922394607760538,0.18450505
0.118422836,0.42616452738354726,0.34230729576927044,0.23929906
0.1028731,0.14577528542247145,0.17094513290548669,0.17601055
0.1373016,0.41907651809234814,0.36534626346537363,0.23113678
0.029226933,0.2121662287833771,0.1497544350245565,0.216886
0.097302034,0.17300494269950573,0.18771053122894688,0.3830132
0.1204889,0.21780227821977216,0.17836652216334775,0.42577854
0.10693903,0.3830792216920778,0.299731020026898,0.21823786
0.32158446,0.5506789449321055,0.47305469269453065,0.70692706
0.04308976,0.30690830930916907,0.2227499577250042,0.2369023
0.15523817,0.48951145104885485,0.37681748231825174,0.42100477
0.13243015,0.41782705821729416,0.30679956932004304,0.45751035
0.05162738,0.3204426179557382,0.23950013604998638,0.20240937
0.08963825,0.3435676356432364,0.24211009578899043,0.21647348
0.0717399,0.10405103959489603,0.10653352434664756,0.2122656
0.13416228,0.41735195826480415,0.32321139767886026,0.44798118
0.2790787,0.5013710498628949,0.43305037669496227,0.6631129
0.05885778,0.11234156876584311,0.1014504848549515,0.21240759
0.083753794,0.18215510178448982,0.1729788827021117,0.19646725
0.1480556,0.32359590764040924,0.27848145215185477,0.3448389
0.67700857,0.6151904384809561,0.604528639547136,0.36461622
0.12435828,0.3672322232767776,0.2923012707698729,0.25310898
0.06360617,0.24793687520631244,0.1925655707434429,0.31518587
0.14544326,0.404139989586001,0.3366875263312473,0.4010493
0.07651973,0.37741926225807376,0.30945976905402306,0.20913894
0.15537257,0.44725672527432747,0.3920205607979439,0.289316
0.045145493,0.08579655642034435,0.08459819754018023,0.19027835
0.10667668,0.2897633910236609,0.20573735942626403,0.36988434
0.060179632,0.1621390537860946,0.1627701037229896,0.24843134
0.12893523,0.34698126530187345,0.2716691728330827,0.38175023
0.102341145,0.31062390893760905,0.2628304137169586,0.3187523
0.065659285,0.1290932570906743,0.14210297578970243,0.19841649
0.2000913,0.29718637028136297,0.2788186121181388,0.31443524
0.28635773,0.5646553035344697,0.46632095336790463,0.61662567
0.076744705,0.4126446387355361,0.3103840289615971,0.28295475
0.04839425,0.22309116769088322,0.22589725741027425,0.05601365
0.06344253,0.1688999531100047,0.14587576541242345,0.26195288
0.1001838,0.303714389628561,0.26480073351992667,0.34738654
0.073935986,0.3386001661399834,0.26073477392652256,0.27723366
0.06282814,0.18854880114511988,0.1797097120290288,0.34782803
0.36926466,0.59476650052335,0.507822279217772,0.58709383
0.1444499,0.44679672532032744,0.3713215828678417,0.31369168
0.046336476,0.2488127151187285,0.15923871407612858,0.16876554
0.23760054,0.401596479840352,0.3355888364411163,0.38862333
0.6038301,0.7500190549980944,0.6897255710274429,0.7708556
0.028507445,0.22423941757605825,0.15589447441055254,0.1535465
0.08484304,0.33034520696547925,0.24382260561773944,0.33007506
0.09055737,0.22294150770584922,0.17648726235127374,0.34323508
0.15624636,0.4354000264599973,0.35309153469084653,0.42534822
0.096700236,0.3107441989255801,0.2576957042304296,0.42766085
0.23640773,0.5419730458026953,0.4135986586401341,0.41190016
0.20106296,0.4924711707528829,0.403817579618242,0.41141745
0.13735737,0.48781008121899183,0.3816117618388238,0.3738844
0.05954385,0.20857400914259908,0.20613639938636003,0.10461739
0.107740775,0.3909794609020539,0.30898603910139605,0.25888562
0.03570154,0.07450900254909974,0.041169335883066406,0.18797007
0.151231,0.3259662674033732,0.300000469999953,0.3668474
0.36034358,0.5694361930563806,0.5377889962211003,0.7824988
