loc,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_10,Generated_Var_11,Generated_Var_12,actual
0.18270625096237506,0.030954298,0.0410607,0.032959603,0.02450755047045303,0.029570997,0.033631347,0.20566067
0.39830770389846226,0.1096839,0.18302266,0.13163945,0.07513401450804087,0.07176326,0.13064502,0.35496873
0.4293886957633217,0.31208688,0.2719924,0.2858014,0.2730644763838686,0.25419533,0.2944076,0.36991468
0.377099682625981,0.25897127,0.2555989,0.24298878,0.24244754454685266,0.24534042,0.27641732,0.40094593
0.4922907095374426,0.36083597,0.3328449,0.3293836,0.32632057957923477,0.31208837,0.3525039,0.42766255
0.3143059188583552,0.1835316,0.20691438,0.19277282,0.17944696076681765,0.18209623,0.1956328,0.313599
0.051945157116709426,0.05989941,0.0366071,0.047066852,0.041444122486647354,0.058135316,0.073038995,0.04631009
0.08898382533902953,0.043717775,0.05845213,0.012834717,0.06979445018766701,0.12019232,0.061724305,0.33475038
0.18799856127991366,0.14740272,0.10266872,0.11535838,0.1118305067098304,0.12906994,0.16926326,0.15288465
0.08500630510037832,0.0051494204,0.008803189,0.007730454,0.010272075116324508,0.01953327,0.0065433607,0.18666837
0.2670181860210912,0.10385916,0.11329551,0.1019475,0.06532341391940484,0.06438893,0.09837179,0.21028239
0.28872921732375306,0.07707727,0.13125594,0.09340553,0.03931724235903455,0.047527507,0.077659324,0.25861543
0.3633112217986733,0.114842266,0.17248304,0.11914675,0.0841581850494911,0.08137067,0.112216234,0.25756723
0.13688615821316952,0.08625884,0.06297697,0.06711433,0.060633338638000314,0.0803715,0.09304181,0.098490514
0.38470786308247185,0.11645332,0.17962332,0.14835185,0.0815518698931122,0.06758766,0.13550116,0.3625765
0.1637428898245734,0.088238716,0.0827703,0.094092906,0.03904290234257414,0.048501715,0.08709401,0.08994372
0.3268874796132488,0.10245502,0.1410305,0.099379554,0.07117370427042226,0.06899315,0.101868704,0.26762247
0.31289411877364715,0.12327857,0.15492363,0.126834,0.10455440627326439,0.1025231,0.123374894,0.23323664
0.3115132186907931,0.07592389,0.12878193,0.08351107,0.040959565457573927,0.045441255,0.07496822,0.2780059
0.09545596572735796,0.012551624,0.016255736,0.022131957,0.012060124723607483,0.02042213,0.0072356462,0.17476282
0.16854247011254822,0.12845077,0.10898845,0.11861859,0.09346509560790574,0.11192505,0.14009002,0.13043757
0.15409021924541316,0.03392918,0.04987052,0.062391832,0.012483265748995945,0.009165838,0.040635183,0.21485549
0.42460950547657034,0.2935466,0.26928425,0.27563298,0.2515732150943929,0.23690282,0.28321755,0.4021239
0.06790921407455285,0.010621466,0.020961061,0.015721343,0.02293006137580368,0.03724724,0.013151437,0.20413327
0.3553456613207397,0.114757925,0.17373206,0.12949263,0.07394503443670207,0.07573107,0.12285142,0.26466787
0.35743590144615406,0.08411671,0.13816537,0.090054035,0.055908515354510926,0.056250334,0.09710148,0.31913388
0.2523241451394487,0.0521832,0.09483941,0.06647841,0.028704298722257923,0.031771287,0.05550769,0.24699709
0.09159930549595832,0.018066827,0.019651428,0.021455381,0.01384342183060531,0.035462752,0.021388642,0.17918037
0.48845912930754776,0.3223167,0.28567767,0.29060733,0.2746617364797042,0.24876775,0.31237507,0.42655316
0.10053660603219637,0.00092121586,0.01014246,0.016946558,0.007613342756800565,0.0060479566,0.009286478,0.18048558
0.04808906288534378,0.03850652,0.036546648,0.031634696,0.041300532478031955,0.07293883,0.04391621,0.18000573
0.31210071872604317,0.086903796,0.11290993,0.10164447,0.050277143016628584,0.04564528,0.086429566,0.25719917
0.3160308789618528,0.114598066,0.14775921,0.13112992,0.07667100860026052,0.066956505,0.116825685,0.28207302
0.08855121531307293,0.018253725,0.022822633,0.011163436,0.025488404529304273,0.05129254,0.020561978,0.22205572
0.11347981680878902,0.017391931,0.018955871,0.030335441,0.010692235641534138,0.0059510246,0.015356049,0.18502009
0.807785748467145,0.8652966,0.8759435,0.8712399,0.8765994525959672,0.8810288,0.8898295,0.83944696
0.4408430764505846,0.28395605,0.2621969,0.2784779,0.2457882047472923,0.2158892,0.2841519,0.39271352
0.35003092100185523,0.090964645,0.1503389,0.1163329,0.0570598234235894,0.051411256,0.10467216,0.30428243
0.28890268733416125,0.04835171,0.08355208,0.05399239,0.037909992274599534,0.02589336,0.05574976,0.23883924
0.4124322747459365,0.1332188,0.17199256,0.17313333,0.09846532590791955,0.07504381,0.15737745,0.38585514
0.4613532076811924,0.36070973,0.38181287,0.37646502,0.35778304146698253,0.3505283,0.37327522,0.41713187
0.07629208457752508,0.025232118,0.03856395,0.026771478,0.04347140260828416,0.07078576,0.03167992,0.23028481
0.23279434396766063,0.04941086,0.07876176,0.054045632,0.032379341942760514,0.03749457,0.053499088,0.22085026
0.03395641403738484,0.07057527,0.05290301,0.055363253,0.0597574265854456,0.080076024,0.08512989,0.075842656
0.5566937634016258,0.47286522,0.44757068,0.45580226,0.452358867141532,0.44207525,0.47187245,0.49935636
0.5878365952701957,0.49269915,0.5288409,0.51033807,0.497107299826438,0.48749965,0.49085784,0.5762327
0.45025607701536463,0.2939363,0.32486218,0.2956727,0.28646371718782304,0.2823754,0.30422145,0.37839592
0.1316284078977045,0.01832692,0.024749517,0.017576184,0.018244256094655367,0.028872177,0.01670415,0.2179333
0.3392758903565534,0.110552564,0.13893186,0.11613782,0.0791185097471106,0.06865236,0.11678566,0.29242957
0.38421352305281137,0.18114388,0.19983216,0.19345993,0.15140493908429634,0.13200063,0.18363802,0.3003176
0.10610077636604658,0.10787113,0.07486901,0.097612426,0.06784105407046324,0.08417873,0.115563065,0.030485258
0.33654775019286504,0.1151963,0.16838615,0.12307231,0.0828200749692045,0.08420636,0.11144227,0.27118355
0.32593296955597817,0.1941767,0.1921211,0.19120196,0.15856703951402237,0.15588768,0.19862024,0.24275553
0.3762999225779954,0.107632905,0.13255362,0.122078165,0.07905467474328048,0.059834242,0.1161121,0.29594564
0.2680913160854789,0.1125973,0.12441395,0.10592505,0.07708104462486268,0.08087076,0.10942723,0.21752614
0.4312717558763054,0.26434803,0.26539993,0.25348455,0.23458571407514286,0.2202508,0.2540447,0.3739211
0.39912682394760945,0.16095515,0.18399091,0.17119718,0.11908785214527114,0.097991645,0.16349621,0.34562668
0.3859691231581474,0.28336135,0.28385907,0.28383106,0.273646616418797,0.26516128,0.29457182,0.3489278
0.5022640301358419,0.38255405,0.36745214,0.36289197,0.3512292410737545,0.3386591,0.37609452,0.43921492
0.06585754895145295,0.029060964,0.02818957,0.018851254,0.03211770192706211,0.06242326,0.024022944,0.22173044
0.35801764148105847,0.10628548,0.17595167,0.13128527,0.067894850073691,0.065969616,0.11804095,0.32184035
0.15535815932148955,0.103541,0.08599776,0.09931356,0.0827578049654683,0.1034614,0.1181809,0.1396289
0.4332523559951414,0.17836812,0.21315719,0.19087945,0.14322849859370992,0.12265445,0.18243088,0.37296814
0.3582095214925713,0.08131583,0.13873841,0.119121894,0.05930220355813221,0.048175067,0.11338875,0.32304004
0.05654787339287241,0.007282283,0.0131896585,0.016849134,0.009887610593256636,0.029423177,0.0020093843,0.17064151
0.3735872724152363,0.12548517,0.18945764,0.13748072,0.09394534563672075,0.09396118,0.12800199,0.26854002
0.45017098701025926,0.2659653,0.25321358,0.23907496,0.22759737365584243,0.21202011,0.24776097,0.36267063
0.13967876838072613,0.101134494,0.079995915,0.10180837,0.05130351307821078,0.061771497,0.10803397,0.015395239
0.11036258062175484,0.0010697283,0.006148055,0.015551291,0.007231925133915508,0.01129283,0.0077497885,0.20543116
0.3426775505606531,0.089628994,0.14976226,0.11030987,0.05852992851179571,0.05449316,0.10214318,0.29240382
0.4396809263808556,0.24067633,0.21678074,0.24560873,0.20558004233480254,0.17081656,0.23995857,0.35439047
