AFP,Input,Enquiry,Added,PDR_AFP,PDR_UFP,NPDU_UFP,N_effort,Effort
0.095395535,0.10153640584635941,0.24156357,0.10275620616537239,0.3333374,0.29852000014799995,0.30278254,0.21513375290802517,0.21984182
0.06599486,0.0901670309832969,0.29261062,0.06807899908473995,0.18679316,0.1500268149973185,0.16047552,0.06749315404958925,0.06741658
0.13009396,0.10871998912800107,0.29743892,0.12799218767953127,0.071377024,0.06321237367876263,0.07430898,0.09546366572781995,0.09953827
0.12685695,0.1499022950097705,0.27922735,0.11743315304598918,0.17327374,0.15399657460034252,0.1476965,0.1083789865027392,0.12135066
0.07789016,0.09700879029912098,0.224517,0.04457187967431279,0.24619062,0.2212079678792032,0.25562608,0.11197901671874101,0.10864344
0.2048833,0.1625890237410976,0.34121466,0.1920559515233571,0.09463634,0.08960128103987189,0.09945785,0.1444003486640209,0.15997416
0.1493806,0.22606292739370726,0.41510737,0.14622939877376392,0.071145795,0.06411600958839904,0.058188185,0.06726906403614386,0.07606649
0.2354851,0.28525850147414983,0.6966201,0.12143994728639684,0.5579176,0.5854756414524359,0.59584785,0.6382624382957464,0.6153779
0.24545074,0.2635606236439376,0.09456952,0.28587879715272785,0.22331889,0.19799646020035397,0.19505602,0.3320483799229028,0.35511577
0.30492598,0.23831004616899537,0.35917583,0.3083706985022419,0.036142092,0.049366939063306095,0.04413577,0.12963568777814127,0.15083644
0.09052728,0.1217912178208782,0.34292895,0.09508359970501598,0.12543602,0.11333059866694012,0.12412,0.10053684603221076,0.09952775
0.13686304,0.12637397736260225,0.33597398,0.11719976703198602,0.058179602,0.04255786074421392,0.06115002,0.042601457556087456,0.05978883
0.21658656,0.1824365417563458,0.4059273,0.23386387403183245,0.03215049,0.045026975497302446,0.030500356,0.09045339542720372,0.10123794
0.1098616,0.12329162167083782,0.41708875,0.0808519648511179,0.16301537,0.14862032513796747,0.1584818,0.07512613850756832,0.08361283
0.070842415,0.10386233961376604,0.23079443,0.07286639937198397,0.11223017,0.09380515061948493,0.10200795,0.08685721521143291,0.09004239
0.1379976,0.16393686360631363,0.25081882,0.14159400849564052,0.35020792,0.30944880905511907,0.30705547,0.21130903267854195,0.21033958
0.29146862,0.2819680018031998,0.6346502,0.09810211588612697,0.35418668,0.3802902919709708,0.3828196,0.5184772911086375,0.526177
0.22815937,0.27960035203996475,0.44910115,0.19917546195052774,0.34408608,0.34392964560703543,0.3417675,0.5029200601752036,0.5042666
0.13688968,0.1496436150356385,0.37046146,0.14317645859058753,0.41512123,0.405474619452538,0.3658393,0.335720050143203,0.3434172
0.13118976,0.13856475614352437,0.25237557,0.11193102671586161,0.28823602,0.2744442225555777,0.2712735,0.25471998528319917,0.252985
0.3217067,0.2309138769086123,0.31882605,0.3216718893003134,0.13676596,0.12243584775641521,0.114557184,0.26185051571103096,0.27901748
0.15245672,0.13410255658974435,0.41639662,0.11388905683334342,0.16683324,0.14536991546300845,0.14791493,0.11788236307294178,0.12927592
0.10540666,0.05268510273148973,0.32009482,0.09051261543075692,0.14118534,0.15342074465792552,0.13016051,0.09042390542543433,0.10417133
0.101198986,0.10409618959038103,0.27674296,0.10643382638602958,0.26824903,0.24927750507224947,0.2624548,0.19523909171434553,0.18807347
0.20615679,0.23489770651022934,0.2563621,0.20476683228600992,0.12561116,0.11857568814243119,0.11779751,0.15047184902831096,0.16594869
0.16533944,0.16843728315627168,0.23651126,0.14457843867470632,0.11594709,0.09370873662912632,0.09961201,0.12729968763798127,0.14250414
0.16539422,0.07009679299032069,0.4334571,0.11720073703204423,0.12617181,0.1337122166287783,0.123872176,0.14777443886646635,0.1680463
0.15892658,0.18897704110229588,0.49782956,0.16479948988796939,0.6228532,0.6302497969750203,0.6138534,0.6171539770292387,0.6028792
0.1546305,0.18682248131775187,0.30847108,0.19327047159622832,0.009120336,0.014893208510679148,0.013948207,0.0816536598992196,0.08394031
0.1609703,0.18970675102932488,0.37714148,0.1333986480039189,0.035470866,0.039638582036141796,0.07280189,0.06853507911210475,0.05687326
0.2836932,0.2810625418937458,0.50336725,0.21989320319359218,0.20631485,0.20866033913396606,0.21411636,0.38046764282805856,0.39078975
0.1662378,0.08172606182739381,0.35904914,0.1380277382816643,0.085974336,0.09637913036208696,0.07748943,0.12468268748096126,0.14208283
0.95359683,1.0,0.63788646,0.7692248461534908,0.13971348,0.15699751430024855,0.16439348,0.7554138453248308,0.764361
0.30153134,0.3421775657822434,0.6615032,0.14381893862913633,0.16273493,0.200747409925259,0.2051195,0.4545099072705944,0.45546523
0.16127858,0.2116807488319251,0.44758052,0.18190093091405585,0.13324979,0.13802853619714636,0.16645281,0.20481139228868353,0.20452988
0.087459415,0.12195986780401322,0.12712088,0.08639671518380292,0.32215226,0.29948384005161593,0.25476968,0.15750529945031796,0.17023098
0.22402531,0.17548258245174173,0.32075658,0.15192422911545375,0.18107764,0.18531365146863485,0.14912838,0.23105296386317783,0.26210722
0.24299696,0.2527343347265665,0.2160259,0.16748504004910242,0.11200762,0.10124496987550301,0.09247301,0.17879560072773606,0.20159629
0.29563314,0.42590059740994024,0.6702559,0.2209141132548468,0.5298053,0.5590068140993186,0.5580179,0.821088249265295,0.80208045
0.19574526,0.25914341408565855,0.26886758,0.17665015059900904,0.38865933,0.3723265627673437,0.37186086,0.44367926662075596,0.43396518
0.12908012,0.16483081351691864,0.3294655,0.1120565767233946,0.14354132,0.12166204783379521,0.117922164,0.1229397133763828,0.12593864
0.22093904,0.22711620728837925,0.29170364,0.22794877367692643,0.1313813,0.12473838752616123,0.1421236,0.2179812430788746,0.22598828
0.08688205,0.09709892029010797,0.27345002,0.08001009880060593,0.07856877,0.07245992875400713,0.07931596,0.07421167445270047,0.06836668
0.1158369,0.17381481261851872,0.22982892,0.09025020541501233,0.381188,0.35811164418883557,0.36470586,0.32084245925054755,0.31677726
0.20121393,0.2209467679053232,0.45476618,0.21030183261810997,0.5035645,0.51158589884141,0.50475144,0.6562966393777984,0.6399093
0.16743973,0.2496236050376395,0.36175382,0.1383335183000111,0.5440354,0.5286381871361813,0.516185,0.46716762803005774,0.45581305
0.08458791,0.1330516866948313,0.3806358,0.05877145752628746,0.70978546,0.6951144304885569,0.6727292,0.225361033521662,0.19044165
0.21748713,0.2517509548249045,0.27949834,0.18411151104669068,0.38613543,0.3750865624913437,0.36038864,0.5105230306313818,0.5101346
0.21032059,0.2603968739603126,0.51954883,0.15026028901561733,0.1266064,0.11710436228956377,0.12306725,0.08746206524772392,0.10066372
