size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_duration_D_t07,effort_D
0.143335192414947,0.2,0.0,0.0,0.6979651364831616,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.03776079929473993,0.143335192414947,0.047778397471649,0.0,0.0,0.095556794943298,0.10321285140562247,0.143335192414947,0.10558751027115858,0.047778397471649,0.0,0.20000000000000004,0.0075898020947219
0.1670384829894032,0.24,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.05280634734058183,0.1670384829894032,0.11135898865960212,0.11135898865960212,0.13741683872447805,0.11135898865960213,0.1804216867469879,0.1252788622420524,0.36914543960558743,0.1670384829894032,0.1804216867469879,0.24,0.1154790765476699
0.0228667038482989,0.02,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.0006024096385542158,0.0076222346160996325,0.015244469232199265,0.015244469232199265,0.018811654049093796,0.015244469232199265,0.0,0.017150027886224176,0.016844700082169237,0.0076222346160996325,0.024698795180722845,0.006666666666666667,0.0041514157595347
0.0574456218627997,0.08,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.006053482221569196,0.019148540620933234,0.03829708124186647,0.03829708124186647,0.023629272768983682,0.03829708124186647,0.020682730923694752,0.02872281093139985,0.0,0.0574456218627997,0.0,0.02666666666666667,0.0276813867630048
0.2810931399888455,0.24,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,0.08886276814575375,0.18739542665923034,0.1873954266592303,0.2810931399888455,0.23124569855471436,0.09369771332961517,0.3036144578313253,0.07027328499721137,0.4141331142152834,0.1873954266592303,0.2670359624121549,0.16,0.3278192391183787
0.0934188510875627,0.16,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.019688510138113423,0.0934188510875627,0.062279234058375134,0.031139617029187567,0.03842624455150262,0.062279234058375134,0.03363453815261043,0.07006413831567203,0.06881676253081345,0.062279234058375134,0.10090361445783129,0.16,0.0576920029788784
0.0828220858895705,0.16,1.0,1.0,0.6979651364831616,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.017455186600058764,0.027607361963190167,0.055214723926380334,0.055214723926380334,0.10220233998623532,0.055214723926380334,0.0,0.0828220858895705,0.06101068200493012,0.055214723926380334,0.08945783132530115,0.05333333333333334,0.035540555529147
0.0448968209704406,0.46,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.027203937702027624,0.029931213980293733,0.0448968209704406,0.014965606990146867,0.018467538426244552,0.029931213980293733,0.048493975903614456,0.01122420524261015,0.09921939194741167,0.0448968209704406,0.048493975903614456,0.3066666666666667,0.1067484273739918
0.0886781929726715,0.4,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.046723479282985605,0.0886781929726715,0.05911879531511433,0.029559397657557166,0.0,0.05911879531511433,0.09578313253012048,0.022169548243167875,0.06532456861133937,0.029559397657557166,0.09578313253012048,0.4000000000000001,0.1353488298394891
0.3159509202453988,1.0,1.0,0.8249376887731341,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.41617690273288277,0.3159509202453988,0.10531697341513292,0.0,0.12996100022941043,0.21063394683026584,0.34126506024096387,0.2369631901840491,0.23274445357436319,0.0,0.34126506024096387,1.0,0.1793189776742564
0.0370886781929726,0.18,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.0087937114310902,0.012362892730990867,0.012362892730990867,0.0,0.015255792612984601,0.024725785461981734,0.04006024096385535,0.0185443390964863,0.0,0.024725785461981734,0.0,0.06,0.0588962304511099
0.1926938092582264,0.34,1.0,0.0991880356339056,0.6979651364831616,1.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.08629885395239495,0.12846253950548428,0.06423126975274213,0.0,0.0,0.12846253950548428,0.06937751004016063,0.0,0.28389482333607224,0.0,0.2081325301204819,0.22666666666666668,0.0565194657032846
0.0167317345231455,0.06,0.8795232095320975,0.0,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0013223626212165683,0.0,0.011154489682097,0.011154489682097,0.00688231245698552,0.0055772448410485,0.012048192771084291,0.0167317345231455,0.0,0.0055772448410485,0.015894997762628208,0.0,0.0050228961670707
0.0,0.12,0.8795232095320975,0.0991880356339056,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
0.0560513106525376,0.3,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.02214957390537759,0.03736754043502507,0.03736754043502506,0.01868377021751253,0.02305574673090156,0.03736754043502507,0.06054216867469875,0.0420384829894032,0.0,0.01868377021751253,0.0,0.19999999999999998,0.0314049848679311
0.0900725041829336,0.14,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.016610343814281513,0.06004833612195573,0.0900725041829336,0.0,0.037049782060105514,0.0900725041829336,0.032429718875501994,0.0450362520914668,0.0663516844700082,0.0900725041829336,0.09728915662650599,0.09333333333333334,0.0548874205764446
