MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,actual
0.0637845659891016,0.0967056323060573,0.0103613177470775,0.0,0.0,0.0690754516471838,0.1785222176389534
0.0485420411164903,0.2534973258305604,0.02716042776756,0.0,0.0400258935521937,0.1810695184504004,0.1399057406903572
0.0,0.1132558666225327,0.0,0.0,0.0178825052561893,0.0283139666556331,0.020809015192073
0.0096777170832889,0.0505391892127314,0.0,0.0,0.0,0.0234646235630538,0.0205457210310599
0.0046770628579011,0.0,0.0,0.0,0.0038565255144096,0.0056700107265428,0.0023784239211521
0.0006738706828074,0.0004798776074537,0.0006598317102489,0.0,0.0002778238779995,0.0008169344984034,0.0032560711245293
0.0016413087917883,0.0011688108062735,0.0,0.0,0.0013533598809483,0.0,0.0001843059127092
0.0033393294727239,0.0,0.0174387205797808,0.0174387205797808,0.0110139287872299,0.0080965488406125,0.093829262513055
0.0093474537288437,0.0,0.0091527151094928,0.0110942001327185,0.0154150991317774,0.0113319329927054,0.0366066648528624
0.0,0.0,0.0235361753279559,0.0039226958879926,0.0148649528387089,0.0168115538056827,0.0276546633784151
0.0,0.0,0.026149370220031,0.0043582283700051,0.0165153917179143,0.0186781215857364,0.0186148971836301
0.0,0.0,0.0032683601828738,0.005084115840026,0.0192661231832564,0.0141628941257867,0.0171228969378889
0.0076794569892213,0.0,0.0021484195148416,0.0033419859119759,0.0126643676664352,0.0093098178976473,0.0064156010566872
0.0003402713348829,0.0,0.0008884862633055,0.0004038573924115,0.0008884862633055,0.0004125114793918,0.0047480713702705
0.0011031018438035,0.0,0.0001791905068851,0.0007602021504218,0.0010562808826913,0.0,0.0048358360906082
0.0013744293134488,0.000978760268668,0.003588787651783,0.0016312671144468,0.0022666027274418,0.0,0.0029927769635162
0.0,0.000384852338651,0.0014111252417205,0.0006414205644184,0.0008912369947708,0.0,0.0002720706330469
0.1060912646269414,0.2770160798592359,0.1038810299472134,0.1259163999360163,0.1312181430912169,0.1978686284708829,1.0
0.1914893617021278,0.636363636363637,0.3749999999999999,0.1666666666666668,0.3157894736842105,0.2499999999999999,0.5787293423789506
0.0,0.1646423644820887,0.0970213933555164,0.0431206192691184,0.1634044519671856,0.1848026540105076,0.5611763983114068
0.0834065089680771,0.2177836623055347,0.0544459155763836,0.0197985147550486,0.1031606821447269,0.0,0.2149445765791067
0.0,0.0275620792162315,0.0108279596920909,0.0413431188243473,0.0319139864608997,0.0469211586657275,0.0630238456745157
0.0,0.0178219891639518,0.007001495742981,0.0079208840728674,0.0206359874529968,0.0303398148862513,0.0467873724120378
0.0766711381334819,0.0209103104000405,0.0082147648000159,0.0069701034666801,0.0121059691789708,0.0,0.039239606462994
0.0120162485122395,0.0313757600041811,0.0033616885718765,0.0071308545464047,0.0198162694763249,0.0,0.0453831368866343
0.0153522419914842,0.0109326571757539,0.0042949724619033,0.004251588901682,0.0063294331017522,0.0286331497460223,0.0334471349207045
0.0024753071615995,0.0,0.0024237382623995,0.0034275086538984,0.0030615641209258,0.0,0.0072054835397267
0.0036762648141276,0.0061085410295353,0.0035996759638333,0.0015998559839259,0.006062612149614,0.0068565256453968,0.0080831307431038
0.000139370394244,3.801010752109095e-05,0.0,0.0,4.401170344547369e-05,6.470768304185717e-05,0.0001228706084728
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0332699303623155,0.0522813191407815,0.038022777556932,0.0165098902549836,0.0373437993862725,0.0927760858690023
0.0,0.2150849446715374,0.0,0.0,0.0533669411591031,0.1569242198368868,0.0610930218270859
0.0,0.022183649001997,0.0348600198602811,0.025352741716568,0.0220168546485985,0.0087150049650702,0.0525798439543272
0.0070122582933724,0.0116516817096946,0.0,0.0016645259585278,0.0057820375401492,0.0,0.0196680738276827
0.0018381324070638,0.0,0.0035996759638333,0.000872648718505,0.006062612149614,0.0044567416695079,0.0066788952177003
0.0043434635099766,0.0056706329158028,0.0,0.0,0.0013131992015543,0.0,0.0043092477685819
0.0,0.0,0.0054149131299355,0.0,0.0,0.0234646235630538,0.0036071300058802
0.0021717317549883,0.0030930724995288,0.0,0.0,0.0053721785518132,0.0,0.00053536479406
0.0,0.0010025165858687,0.0,0.0,0.0017412130175615,0.0017066651402289,0.0001843059127092
0.0,0.0,0.0,0.0,0.0005611492189297,0.0,0.0001843059127092
0.0,0.0,0.0,0.0,0.0009132428464935,0.0,8.776472033771834e-06
0.0145182436216731,0.0172312487428948,0.0040616514893966,0.0,0.0147644594491751,0.0270776765959776,0.0034316005652047
0.0088804146417494,0.0105398860647026,0.0086954060033797,0.0,0.0090310181649136,0.0165626781016756,0.0067666599380381
0.0095476133375984,0.0113317633047254,0.0093487047263984,0.002266352660945,0.0097095319263647,0.0178070566217113,0.0071177188193889
0.0110154504684661,0.0130738932327754,0.0030817034048685,0.0,0.011202262201557,0.02054468936579,0.0087852485058056
0.0236922256895961,0.0281195607932076,0.0066281821869703,0.0,0.0240940236691273,0.0441878812464691,0.01054054291256
0.0,0.0,0.0,0.0,0.0115640750802984,0.0,0.0026417180821653
0.0770647853640329,0.0,0.0,0.0,0.0635446475808691,0.1868515232437464,0.1111189124195855
0.0296970139522367,0.0211478735720473,0.0,0.0,0.0122435057522379,0.0,0.0131734845226915
0.0073458576412969,0.0052311410475902,0.0071928189404365,0.0087185684126503,0.0060571106866834,0.0,0.0149287789294459
0.0026754667703542,0.0019052566394947,0.0,0.0,0.0022060866352044,0.0069859410114806,0.0101894840312091
0.0020749879440902,0.0,0.0005805025795966,0.0,0.0008554774857214,0.0025155111782522,0.0030805416838539
0.0011075498351092,0.0,0.0010844758802111,0.0004819892800938,0.0013698642697403,0.0013426844231185,0.0007108942347355
0.0,0.0,0.0002258547013864,0.0,0.0006656770146127,0.0,0.0012374825567618
0.0,0.0,0.0,0.0,0.0,0.0,0.0010619531160863
0.0041733278425351,0.0,0.0081727670249647,0.0099063842726845,0.0137646602525721,0.0101186639356706,0.0835607902335419
0.0050106622058255,0.0,0.0049062734098708,0.0021805659599426,0.0061973979914158,0.0060744337455544,0.0202824268700467
0.0,0.0,0.0075194683019459,0.0200519154718558,0.0126643676664352,0.0093098178976473,0.0108916017939108
0.0070122582933724,0.0,0.0019617627368363,0.0016645259585278,0.0086730563102237,0.0,0.0056257185736477
0.0027117920326837,0.0,0.0004405099960926,0.0006852377716996,0.0025966905032829,0.0019088766497347,0.0044847772092574
0.0086802550329948,0.0,0.0,0.0,0.0107361049092304,0.0,0.0038704241668933
0.0,0.0,0.0023257434539467,0.0010336637573096,0.0039170416066472,0.0028794918953626,0.0028172475228407
0.0,0.0,0.0,0.0,0.0033091299528065,0.0,0.0007986589550732
