PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,Effort
2.9122758385911687,-0.39773807321518795,0.11119112452304232,-2.264928417845368,-1.6801236596646676,-3.228480703373512,-0.024290837131324263,0.5294824695799315,-1.0899980411669734,2.2389353127791276,0.04231034192118587,0.1367183206945818
-0.13332626283311155,0.4409077187778898,-2.365796459199183,-0.35460248603591443,0.44352193514657584,-0.8335836932674169,-1.4525278175064094,-1.1757936713311459,0.08240377367848659,-0.6456141260440065,-0.6408263471618499,0.075539436568121
-0.5851139550381803,-1.4022523513871337,0.7476424516954384,0.25759924229255055,-0.5386478381169609,-0.6770784749116676,-1.040572483526236,-0.9722442251676157,-0.47510695390373414,-0.4797000470607288,-0.023144096109846544,0.0117595340147268
-1.0071460935574392,0.10363125187424127,0.7753388479221874,0.6081572295703316,-0.06064608104985135,-0.7121570460370404,-1.0754787610372951,-0.6476978356370736,-0.8601654337889859,0.12949627441520437,0.17210855405811368,0.0588343041359856
-0.22871757174605226,-0.22928659141756014,0.7011019576450038,0.4872445551341182,-1.1841363277824257,-0.65162839308342,-0.7589655891610902,-1.5057933594507824,0.2386631542798955,0.6588012990407156,-0.74128291323795,0.0543649485291424
-1.4548612391047417,0.30251410831519454,0.7246161645676701,0.49649624320502395,-0.15655414305013068,-0.6993248995908666,-1.07291774198831,-0.6823850663686829,-0.7734305266695741,0.20699414926747814,-0.018807624544538482,0.0239403597464922
-1.5856144559265142,1.101192011455204,0.6396666825172406,0.47541697868728067,-0.21008276941129436,-0.6586167276898421,-1.0876049010243038,-0.7334360153140321,-0.7142352810211564,0.08263185013404475,-0.1528127968610205,0.0289592262886031
-0.7114328352103999,-0.6685784786365081,-2.0895298189008846,-0.6495391904623816,0.7890820440825684,-0.7320958194344709,-1.35045363012004,-1.0417165956603631,-0.3767561676202633,0.23137212701570342,0.27116086706260206,0.0207348792907645
-1.0177729590786075,-0.38662197814116167,0.7346010270930518,0.3734224965769156,-0.4525542614120828,-0.6696099474514384,-1.0013632688472014,-0.8737340095835786,-0.519837420933198,0.11419485880616514,-0.03168491146979319,0.0222918269406894
-3.723169031619612,8.598331369652984,0.07408164943516678,0.8548401132725126,0.2492116331407857,-0.4884092212336725,-1.370043771836088,-0.4037215145990243,-1.0633744194129888,0.33798033176010156,-0.6046222251533697,0.0612887863135143
