PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,Effort
0.34328265928086354,0.5893133603652931,0.6437749231558483,0.7708767340472211,0.5470777302770844,0.22334105
0.3156520766139817,0.48904831988341657,0.1912906525792853,0.6937721092530971,0.47538085583847006,0.24683927
0.559643407464359,0.39264048479274594,0.5530966839996927,0.5374850273723126,0.45110981084117174,0.4814847
0.28314795589785324,0.7506899618879199,0.6710557666697078,0.3148774843592915,0.45739612030790733,0.22153914
0.2228435926292838,0.39828781408114433,0.23354086239641333,0.6936160458397677,0.41284141798207086,0.17527497
0.30368813516470106,0.7603216437863949,0.8218163123909502,0.6530741573295638,0.39402734164760667,0.24257384
0.282176756410597,0.7060344627505006,0.7580375296094399,0.6928387178411891,0.5554507110958409,0.15629196
0.33008660569417964,0.5982397996901334,0.352390489248817,0.12866980244853216,0.7262750932814711,0.307944
0.16913133672562258,0.38946822627651045,0.8845280475762088,0.617611289263379,0.41411228505808423,0.10603838
0.3381564450211086,0.6066047017171493,0.3874883726471012,0.5856145448282785,0.6292824850712607,0.22443268
0.09165311267261336,0.24134409202844936,0.8130375601492006,0.45370828120727763,0.46385509682383885,0.0958992
0.4415344863543333,0.6021162074353535,0.4848340851573256,0.731159799831044,0.7940565471691414,0.3163721
0.3878979260528968,0.8994729405345188,0.5873112791333269,0.3540166867954946,0.3846452286847214,0.3743842
0.2650543710258487,0.8107513402592003,0.43180688419714036,0.5710767145628347,0.19893965970067046,0.27384135
0.32908014859810536,0.7229492269316687,0.27302683893471325,0.5357861757299733,0.3916490295829623,0.26683253
0.2086293655674983,0.49423977423547993,0.06482502835471565,0.41634788628646174,0.5417535480407679,0.27343127
0.29411756417897716,0.6332088996249664,0.335089841085892,0.3329536636390855,0.30722772257997966,0.22541717
0.45357105044210627,0.5530677324712918,0.5978503481805946,0.6407633578083333,0.5352540797784116,0.35361335
0.7363894013422965,0.3270391324382663,0.4768771506037599,0.3675120809005262,0.5300016369490105,0.68601775
0.1867070656345538,0.3933929495200439,0.5715962864264976,0.38246954944918454,0.6173175645016761,0.18692838
0.17872145697290337,0.3767524861824831,0.3836679201271722,0.6527917389852963,0.38140306499932186,0.18277496
0.31709631268118776,0.6071208086689523,0.2694257739638726,0.529431830706088,0.2910952861862213,0.25743392
0.2622707417016446,0.5662771088416962,0.18731639312473064,0.5580092040539417,0.35956712518676165,0.22301601
0.6111394737127944,0.5063450867353849,0.3955836508514705,0.4072960049120863,0.39215562776177576,0.5774462
0.6696283135850314,0.34232977645161633,0.5447886166328086,0.3560994909323068,0.37817878926595155,0.6463675
0.13053278470136984,0.13739180499973735,0.6966339757419115,0.3167636417573229,0.4481414233464384,0.112983264
0.42870022645879335,0.5079583818448002,0.27854705467091756,0.7009257641015333,0.5165858559633301,0.3180468
0.3758309558859757,0.508720903284611,0.5995926315205273,0.7798939797349113,0.7542025484735156,0.25065392
0.19027513774743438,0.3540034537895217,0.3198045049682802,0.3376599746529442,0.5614746598040454,0.22031587
0.3778485046714691,0.7492460974627586,0.31958485710280504,0.22842338786137945,0.4856218271054244,0.35187963
0.3134341007451108,0.656169522108227,0.32210503189163575,0.4721013051478172,0.3115164772544868,0.24672168
0.29161219120115106,0.7087541850601433,0.3594442077692545,0.39654740350232404,0.2056819436690578,0.25359577
0.2889060860841065,0.5767044181263854,0.7026418647234542,0.4913191933675766,0.858645516873191,0.23897988
