AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_4,Effort
0.12467256,0.19373594,0.20728023,0.1395788060421194,0.15118212,0.32319885,0.10217655613059337,0.17602265,0.1893964813637889,0.16163458,0.16754983,0.3130805,0.033496983,0.813536398812184,0.5304196,0.46331024,0.029203884
0.15245597,0.19700426,0.26607034,0.12672184732781525,0.124978155,0.4331572,0.13294065797643947,0.058329143,0.07966530477991829,0.040411726,0.05061812,0.20909524,0.021301543,0.784740917084455,0.49923635,0.4354874,0.018400906
0.14593169,0.23933558,0.24523881,0.26018533398146654,0.100436516,0.2221901,0.0808074248484455,0.18345687,0.1933948316036899,0.16059223,0.16428421,0.44121468,0.057220515,0.8326915499614931,0.5283141,0.45318717,0.0522854
0.30888227,0.29798228,0.42549187,0.1719773828022617,0.3096106,0.29622856,0.35326262119575724,0.08124632,0.11135520668131241,0.06978192,0.09026608,0.57817507,0.061257318,0.7352264441135866,0.5100167,0.40757632,0.053719793
0.12247603,0.15989092,0.21825773,0.1483075451692455,0.11972454,0.3143002,0.09905124594307475,0.1579588,0.17885521073131264,0.14096932,0.1513375,0.33310533,0.01851022,0.8973749538424972,0.61055446,0.60779244,0.018342257
0.2249887,0.3114757,0.26570868,0.17986620201337977,0.26395607,0.16709661,0.17169011030140663,0.22283794,0.25648196538891793,0.18659739,0.21762608,0.33292016,0.12066348,0.7920933875256032,0.5693052,0.51736206,0.12924743
0.17717284,0.34139568,0.09601789,0.1798407720159228,0.22474319,0.34432977,0.1643838698630322,0.09405189,0.1107216566432994,0.071644545,0.08153278,0.5284075,0.006675143,0.8085249485114969,0.5713351,0.5473804,0.00809259
0.19701913,0.21414363,0.31569135,0.14572078542792147,0.2034592,0.3431299,0.15591300935478056,0.14557028,0.16408983984539038,0.11345916,0.1247082,0.39708775,0.053836357,0.8644593918675636,0.65484095,0.60132504,0.056495164
0.34728536,0.46278366,0.35503125,0.38935646106435384,0.2862256,0.0,0.0069408124164487455,0.030802773,0.04494833269689996,0.038341932,0.03843987,0.2781536,0.07383707,0.7748665464919928,0.47974157,0.35522157,0.054847866
0.10112323,0.1678156,0.24072799,0.14713048528695147,0.12259132,0.3096297,0.12806208768372526,0.21163121,0.2177696230661774,0.20392844,0.2009427,0.31823272,0.049840197,0.6763356705801402,0.44626307,0.2840262,0.040346716
0.14330676,0.1729731,0.21833384,0.16715390328460966,0.16469714,0.35869336,0.12151870729112244,0.14283504,0.15597782935866975,0.113292985,0.12006768,0.32467145,0.046137076,0.8538824512329471,0.55162406,0.51284045,0.047864195
0.101787254,0.1844605,0.15632533,0.11908158209184178,0.17080379,0.40057153,0.10385862623151758,0.28808194,0.28731556723893403,0.2803864,0.27580673,0.3141505,0.042845264,0.6806925408415525,0.4311626,0.3103469,0.0398203
0.92092985,0.8022773,0.9519902,0.9487059351294064,0.18931,0.6501795,0.7423124745387485,0.084295586,0.11414968184898092,0.036880616,0.07254402,0.2753932,0.26085544,0.3614725216883513,0.15346372,0.060858637,0.274701
0.15826727,0.17961997,0.30029237,0.13894094610590538,0.18310484,0.27811128,0.12647817758869065,0.14854498,0.164703899882234,0.11922365,0.13080262,0.24658075,0.052177787,0.8993853539631214,0.6755364,0.644902,0.057469673
0.19857413,0.21271262,0.37017363,0.17174933282506671,0.118004926,0.26234072,0.1597580095854806,0.2695046,0.28635267718116064,0.23983599,0.2578158,0.5379662,0.10114409,0.7555756453345388,0.47725105,0.41464788,0.10422457
0.26086238,0.34438103,0.23216397,0.4118692188130781,0.10669832,0.46234205,0.22777996366679784,0.11524844,0.1356485681389141,0.094839185,0.106548004,0.41500717,0.050869755,0.6976191418571486,0.4270885,0.28499067,0.04176316
0.12223746,0.19032815,0.13839906,0.23019728698027128,0.11833564,0.42975438,0.09429656565779394,0.34728932,0.30790917847455074,0.31955257,0.2830296,0.57898337,0.094295844,0.6133808868028532,0.73664236,0.52115965,0.09721748
0.14210922,0.26550555,0.20095262,0.1315424468457553,0.17872693,0.29736787,0.1358183681491021,0.12607954,0.14239505854370352,0.1030966,0.11177325,0.32799014,0.043218993,0.8839440530366431,0.6450095,0.58947366,0.040553484
0.33099073,0.3807532,0.25232798,0.4081111591888841,0.33801875,0.19651315,0.18758714125522846,0.1804705,0.21292716277562979,0.17659685,0.20289302,0.40112466,0.16697913,0.7211004432660266,0.5860348,0.43237072,0.16173755
0.07692213,0.12957655,0.22675326,0.10285385371461463,0.13753766,0.24333555,0.10538709632322578,0.5593824,0.536678882200733,0.53811085,0.5172629,0.81828576,0.12958138,0.566342683980561,0.37594724,0.22993806,0.1347997
0.13297871,0.21172285,0.20995735,0.15513350448664953,0.13264322,0.3720472,0.0839247650354859,0.16482963,0.17599226055953562,0.15107901,0.15665804,0.37056625,0.02795527,0.6246279374776763,0.3931167,0.25861543,0.023815077
0.23749757,0.26545686,0.29939318,0.2207573979242602,0.19380872,0.3921132,0.2158694729521684,0.23441006,0.2537456652247399,0.22260828,0.23546587,0.47023672,0.16857924,0.6837230410233824,0.5327647,0.42103612,0.16685472
0.43821132,0.50370646,0.32311785,0.39063256093674387,0.34518093,0.5745952,0.5009448800566928,0.35655448,0.3783670927020256,0.33325055,0.3527934,0.63276947,0.45957693,0.32418604945116297,0.25668454,0.0,0.45858294
0.1860381,0.22996,0.32759678,0.15187494481250552,0.13775891,0.3384083,0.1591444395486664,0.13643579,0.15699430941965858,0.099164926,0.116758205,0.3175797,0.050549492,0.840204850412291,0.6425307,0.63423026,0.05914812
0.11641738,0.12863481,0.23784745,0.12898552710144728,0.12457553,0.38520053,0.12484010349040621,0.19001637,0.19984360199061613,0.16971178,0.17571622,0.23003905,0.017609209,0.8882453532947212,0.645478,0.6306086,0.020951549
0.085215665,0.1885047,0.18618536,0.1297064170293583,0.124233216,0.2698785,0.10175026110501567,0.28667155,0.29897777793866664,0.28971696,0.29146987,0.42688155,0.06940675,0.5672214340332861,0.39470458,0.20743713,0.06063268
0.21887866,0.23732811,0.28783765,0.3159417684058231,0.14785382,0.3750223,0.2487915349274921,0.094564036,0.10580259634815578,0.06005378,0.064340204,0.31669313,0.019136906,0.834176750050605,0.58383083,0.54145163,0.023298897
0.16808465,0.22181928,0.3035879,0.07828448217155178,0.20705321,0.22619283,0.1203111632186698,0.110702,0.14114755846885352,0.08597707,0.11331472,0.0,0.05205363,0.978154898689294,0.70435166,0.7793282,0.059530247
0.11912307,0.20864362,0.1879594,0.10563763943623605,0.15496686,0.28170353,0.09383024062981443,0.26529655,0.2731474763888486,0.2508783,0.25602686,0.34509093,0.029089537,0.8807746128464767,0.6096587,0.5931058,0.02714804
0.235796,0.3165685,0.2633789,0.2632820736717926,0.20943832,0.15971494,0.10008434100506046,0.2914639,0.30902074854124495,0.28172666,0.2945756,0.45945108,0.1657959,0.7508598450515906,0.54653883,0.40935433,0.15967192
0.41080478,0.2370798,0.6064664,0.32839402716059723,0.1527158,0.6265948,0.30312691818761506,0.28562105,0.30517838831070326,0.2517043,0.26885763,0.4607901,0.27915964,0.39728036383682186,0.22574306,0.067316145,0.28697062
0.13031346,0.21364614,0.21073045,0.13880056611994337,0.17560226,0.25632483,0.112332066739924,0.24816002,0.2626199557571974,0.22157824,0.23429668,0.17645738,0.05532782,0.7987310479238628,0.5127516,0.45297313,0.059305448
0.19665739,0.23821399,0.2577827,0.1384003361599664,0.20226268,0.37304863,0.09914557594873456,0.06489778,0.09571339574280374,0.03622581,0.061188437,0.4248308,0.032372087,0.838117950287077,0.52682567,0.5170645,0.0375385
0.16039696,0.26295763,0.19300327,0.23257735674226432,0.12693048,0.3050198,0.10057520003451201,0.14047489,0.15732920943975257,0.11960207,0.12910987,0.43144423,0.033133514,0.836940850216451,0.5326307,0.4493513,0.026978957
0.3127822,0.34165847,0.44123188,0.14795245520475447,0.27077803,0.38123858,0.3550977913058675,0.3000558,0.3133810188028612,0.25749034,0.26959446,0.78283477,0.26466614,0.5620527037231623,0.36653757,0.14617556,0.2660995
0.22281331,0.23818976,0.24220356,0.21877812812218717,0.1862531,0.5355829,0.18424721105483266,0.7450662,0.7348165940889957,0.6933146,0.7176816,0.63776857,0.40426436,0.26574761594485696,0.1449976,0.23213175,0.42365614
0.09755489,0.1340283,0.31691092,0.10904694909530509,0.05320646,0.23370777,0.10081647204898832,0.26129532,0.26848153610889214,0.24761824,0.25125667,0.35101885,0.042851426,0.9555549573332974,0.70320916,0.66338503,0.03662078
0.13659425,0.2705413,0.22649965,0.1407405559259444,0.10657016,0.2549278,0.12370244742214685,0.20936835,0.2171268930276136,0.19550793,0.199004,0.51049733,0.020488521,0.7850168771010126,0.47974682,0.42228645,0.014317238
0.2691657,0.27241975,0.3715306,0.23400384659961532,0.20090596,0.5052767,0.263506015810361,0.39738956,0.4122757247365435,0.3774888,0.39470425,0.7149617,0.26648128,0.41747369504842174,0.28286338,0.035402715,0.26412004
