PCA_1,PCA_2,PCA_3,PCA_4,effort_D
0.5721972935585482,0.0763790071527423,0.3489393426777897,0.5360149718357942,0.5575351863791718
0.592455156666385,0.10269187165470753,0.2815393626011651,0.5317299021542523,0.4770708810030891
0.6641903752428515,0.14860894309143002,0.49725330718477184,0.21776976593548486,0.5897770519890864
0.6399757733057739,0.08078769675263958,0.1875680519470198,0.4607360021853599,0.4054220079462521
0.6243265831505508,0.0472672998806179,0.33199791159820996,0.4821102679904781,0.53735741571533
0.42480794703434566,0.1965189607292203,0.2134431219515155,0.45853007216363245,0.5774090363363914
0.5996328607846334,0.07413692117263741,0.23729656609069535,0.6361359028534903,0.4451227864178749
0.4260588353516339,0.15857965296942672,0.1328626866414209,0.41395600442176217,0.5456384125718846
0.7459060661699128,0.1268147133608836,0.5189425564859074,0.5197071172093928,0.5148449816720272
0.5644185924280473,0.09781009094955105,0.38314036339314106,0.5840395549518718,0.554999705963975
0.3582488039008797,0.3369505460985341,0.23228500031522886,0.4919326313088197,0.6187258008146803
0.5188250223806085,0.1407318383436481,0.6076997292777642,0.4491632628601341,0.7533795290238096
0.4738147482106302,0.29478168961317247,0.2974321135053123,0.7825159508019728,0.5053382334430114
0.845250333207057,0.4001444605808284,0.1616227941626939,0.4912131451656242,0.1509452869705726
0.665977824211946,0.030010436767430676,0.3631532540129558,0.5647307474290342,0.512631323072962
0.5541126382689808,0.11131675756011204,0.5166460104691319,0.38770283064868294,0.6913722141926897
0.726652700553928,0.062320459387069045,0.29676302998940335,0.4155192503093679,0.4168867302073474
0.7191787298739895,0.06843429942508347,0.23761402565119039,0.4884282975921246,0.3326153837848988
0.6456545748754605,0.04056918292887399,0.2761829697928173,0.40300183012797997,0.4652053078941599
0.7272121593364689,0.07380114227137305,0.2869672166823863,0.3585787552432028,0.365354720725892
0.5455801986667864,0.0453311841049209,0.22740614701915884,0.3522350291746442,0.5517000868530891
0.604870974542981,0.02351586137369671,0.31158772958815706,0.47572800758499756,0.5348255002108964
0.7680973631001967,0.3747108531548701,0.17553906843936007,0.46530440189867134,0.2230360499617508
0.41441108957922485,0.25634389291306686,0.7031562694277822,0.25459043761496525,0.8387944670190138
0.6042435970152319,0.07487553403658567,0.36690118390405524,0.5389834563006174,0.5414388053778413
0.6388295235146552,0.0654132281331907,0.25688189626415825,0.4440277944710417,0.4462640060727642
0.42671297002590247,0.18803611557646316,0.10833633147700827,0.43911958495676495,0.5398848918728526
0.6586212388820599,0.05924813589518434,0.21348600638849177,0.47035756134475626,0.4238567989757896
0.686292276670686,0.06396874928322163,0.372365138213622,0.5481035894098081,0.4923919965602285
0.5913967945410356,0.10419677765136315,0.4239885020445153,0.6812712343707295,0.5810789658078226
0.6453277029417136,0.05192374441201894,0.21056453471503397,0.3810922863424935,0.4360717016048806
0.7231686533681825,0.15565720090623775,0.2093281440205589,0.4770827799379621,0.2944477737628752
0.9154913961840483,0.49300746397575496,0.3486801393169572,0.24051831768455575,0.1375812801044429
0.4509566109605576,0.12064688432198849,0.1558256653326846,0.43627209355830177,0.5285013225077912
0.469951674302883,0.08821195981323485,0.17182142616918533,0.42053991225486564,0.5263787758172015
0.5319592920567806,0.10495136415930716,0.32820176644181365,0.5705389425087762,0.5301430258294496
0.6657338779049299,0.09429712061563399,0.11602961682993757,0.4656253753615323,0.3586877094495491
0.509495954220528,0.0750796490168422,0.304547498763378,0.44827768337049234,0.5628405172318607
0.658799025266204,0.06035132999671812,0.45025598433048486,0.4381168326169703,0.5602187349940413
0.6154318349096191,0.1186621352958616,0.2935148447170698,0.7894122746742998,0.4564610511047699
0.5391082747684395,0.1111957597205403,0.32931547523148086,0.6411543914861544,0.5424030809413701
0.602112931248957,0.08198974772734469,0.26918205838668546,0.4990185502453624,0.4777608997191568
0.3853909026653192,0.21374057968875815,0.09640988765087136,0.41824411091901065,0.5530134243190122
0.6541088895351975,0.03995704176103344,0.26370687141581256,0.5214177809000704,0.4632655076603542
0.6062701290504611,0.0880716432954334,0.404187545437415,0.49301338064402916,0.5668902823588282
0.5736813520128754,0.1253764322188704,0.46569380421029094,0.5240322355526936,0.6361170886622082
0.5228784307480223,0.10197729160045299,0.33227333989886493,0.4738246656971243,0.5736738644013816
0.7752994520902615,0.2703435173306204,0.23160997077635015,0.2731378674366942,0.2751926099545467
0.41509348839553073,0.2700323157036278,0.3993818632039008,0.518875773871886,0.6632616504311616
0.6438785038660688,0.036664274637608504,0.3885155719136615,0.5420759462290998,0.5480473572213818
0.5771021504908881,0.07415761120995062,0.18060458650516167,0.5355478631552258,0.4665494066811038
