PCA_1,PCA_2,PCA_3,actual
0.2518583366106044,0.14338267150075265,0.4259659180233359,0.1714919916664116
0.2943321712634009,0.07380221394372696,0.4682092001085055,0.2250514379755305
0.2810492664894739,0.4962261100163598,0.7283594536188869,0.314762318859922
0.07430953676939138,0.188972506075275,0.40418211802983733,0.0932339270851905
0.3400721539425309,0.09050189100983222,0.3971306656263862,0.3548605132166581
0.27408533587306394,0.41760383776696147,0.4336602780011938,0.3398269118163678
0.07828299498965371,0.3081407209302913,0.4983528708942685,0.115208904973335
0.09260894593430147,0.5101772519806429,0.2402866157389127,0.3005022629062939
0.4126233129040511,0.1618316727048013,0.47146984890903254,0.3367902742209935
0.17514189736754956,0.4485387686185021,0.5309848005033172,0.2433927771968389
0.06799111426539987,0.30659114115271063,0.4964017363829122,0.147083519313528
0.11076282745472638,0.3107887124115188,0.4058592588029473,0.1448280206616038
0.5366924235192629,0.20082900638992618,0.2824275505167396,0.5855806469981412
0.2729032806715696,0.13184853250388545,0.4881706239900344,0.1974755747387619
0.1713663282519213,0.42290974513708685,0.6893652949682225,0.2529085083998678
0.3899644828482248,0.10354993638022253,0.5113345962503235,0.3299450643253255
0.21284567594941525,0.13416552811006005,0.4851918688203639,0.2122770169225767
0.1772762275322136,0.20937172963228487,0.4685509079001137,0.1802140520012218
0.08115907451858788,0.10009596607755958,0.45776057970849326,0.061834906370149
0.09665791443372505,0.3800860297915867,0.3592713012576134,0.1913472865223344
0.36051974473525883,0.15587133626820315,0.4311537346376325,0.3738682216071234
0.04167323569068984,0.12743896588202844,0.45766422422055736,0.0545715939392283
0.14345710237731615,0.12602479826957844,0.5443811076478555,0.0837674739592179
0.06915317214733122,0.18657307934624415,0.3931699364074462,0.0785557154949337
0.21422982547750496,0.15826811307932753,0.5249422514371734,0.1140939530790222
0.25005978688264485,0.17905235878319753,0.3623644254208324,0.1779665539566357
0.11068509408343273,0.24022936708733833,0.3964212947814037,0.1737421624802633
0.5741674799632038,0.3433334879187483,0.29187493803459974,0.6978283891320529
0.08933579481470176,0.14536956781736884,0.3967815371919536,0.0894379575115002
0.0762379788592552,0.08799651335109313,0.4440660799177201,0.0435620325231414
0.15651739963454525,0.13662711964472463,0.38832668943885074,0.092263552537643
0.20666795031242718,0.0360514126386991,0.37214023435482685,0.2116530049511192
0.19969240439322491,0.1268230737359447,0.4278715262915436,0.0981695760940153
0.06084453827243559,0.1706600658835582,0.4540394134392537,0.0941799281010907
0.06688082827480843,0.2252646750320551,0.389915261233252,0.1027343119905154
0.20234092037955015,0.10067819221275359,0.3769558614205808,0.1799840345402503
0.07773920550620488,0.06071059428772127,0.44582590060833877,0.0692043153505936
0.2865353851614819,0.1839501736370664,0.38491695674250276,0.2172217816676384
0.39726621770354187,0.17031687761600695,0.3409191916426088,0.4243624971814231
0.17077828710180493,0.3064777995566382,0.49817147489485947,0.1778782463681181
