PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,actual
0.0,0.27755378575867956,0.5870659370217419,0.19449146923358487,0.4880321642796992,0.707585728271078,0.045423936372439244,0.3712205210710931,0.4674615472927569,0.5994571289425882,0.5330063970200258,0.1785222176389534
0.46476149403033923,0.26604951732194876,0.3358711337890289,0.20667921350128837,0.498084712829031,0.9507085842517387,0.24919377103063153,0.2680624233314891,0.4549744097459244,0.6310521097135177,0.5037844522539918,0.1399057406903572
0.7390076620419068,0.33650767940157783,0.3875423969689058,0.3261666830589248,0.35652994547281663,0.7226684285361246,0.23437297847189256,0.00503506201336118,0.6036273712089458,0.5313062052621342,0.5961417196573965,0.020809015192073
0.18235750262126083,0.0,0.38881478744395237,0.3456255544071582,0.5392876559461928,0.2780858081197669,0.39510044695052626,0.17043049113239442,0.6910308889705555,0.38106443125431994,0.6463797454417455,0.0205457210310599
0.750541469315015,0.3356905562813438,0.5632590067838128,0.34124815699833516,0.8620790012245049,0.6904668539757559,0.5255826796930567,0.5456384566961507,0.6113453207560824,0.23903160237847731,0.8629246936285673,0.0023784239211521
0.21176053405201317,0.09425218061243074,0.5037342670963547,0.16839936602634245,0.8996449928025888,0.0,0.455776615707138,0.5093873121719649,0.38316740747426437,0.6933784980894784,0.4660245036283853,0.0032560711245293
0.8068368511353595,0.2929317605131105,0.6440141039012504,0.41902039374696187,0.5534363711888457,0.29761335273594797,0.37807342025157575,0.3931701757947068,0.5989437303779699,0.5033882690970635,0.5601459999227797,0.0001843059127092
0.14553421962917423,0.9999999999999999,0.3987027463797003,0.505245513534412,0.5758363135193393,0.23839651755390318,0.35023706894867546,0.43943589511138964,0.281419586629731,0.25449941508069285,0.8045519831641852,0.093829262513055
0.5582892655411424,0.8138534215895752,0.5904950259509677,0.3933066034986733,0.5646017437787153,0.5044675378221172,0.2251575766463513,0.5378382113520065,0.41779006254459444,0.33857662386236725,0.29549881039590997,0.0366066648528624
0.8549091827104269,0.7727851114277731,0.29401234691389194,0.11687802502864442,0.8354112463056066,0.6202635155172296,0.5458768919008641,0.537098253096713,0.4489585487136778,0.33352722737736373,0.25955550057320564,0.0276546633784151
0.855066568176303,0.772718715911524,0.2931510858799263,0.11724902995200687,0.8344034748148054,0.6217432914925226,0.5463661452628756,0.5390527029598928,0.4468269857419823,0.33533732991434656,0.2591821038388604,0.0186148971836301
0.7463079236809411,0.629678512523167,0.5307333719955389,0.3555982458087701,0.6761932729675225,0.6568832984526459,0.6202523811284003,0.22359821472814326,0.4471920080636972,0.4943226445037667,0.08607826112304628,0.0171228969378889
0.7245791645028863,0.7878053300118183,0.6643640170515431,0.45746572712482503,0.5540611050244154,0.8339883122793341,0.16293601306701938,0.40427140991298416,0.4658081367232145,0.45331311841859584,0.019205409741534007,0.0064156010566872
