Generated_Var_1,Generated_Var_3,Generated_Var_4,Effort
0.21782582,0.18717398,0.785464,0.1968880909634949
0.3724929,0.32424894,0.6693399,0.2175344105326152
0.19202563,0.18894082,0.82279795,0.0110712148414123
0.35679248,0.31014475,0.6798507,0.1403351286654697
0.3074407,0.26845852,0.72086287,0.06852184320766
0.2869181,0.23382556,0.757032,0.0972471573907839
0.15454148,0.13502964,0.8538528,0.0864751645721125
0.27484095,0.16910267,0.759135,0.1439257929383602
0.3330581,0.28473723,0.70025,0.3123877917414722
0.077021144,0.050640393,0.9408797,0.0801915020945541
0.28704548,0.2494391,0.7419785,0.1505086774386594
0.32390326,0.26973188,0.72673374,0.3635547576301616
0.17316137,0.12063211,0.8626753,0.0742070616397366
0.18137217,0.16131361,0.83138555,0.1549970077797726
0.3223985,0.3060624,0.70143396,0.189407540394973
0.21151252,0.15185623,0.803275,0.0457809694793536
0.15101023,0.12313759,0.87138456,0.1131059245960502
0.37949917,0.34794182,0.6711018,0.1235786953919808
0.4316846,0.39790356,0.64211434,0.1687612208258528
0.3736681,0.31992352,0.63194364,0.0125673249551166
0.596567,0.56292075,0.4410046,0.6166965888689407
0.2725854,0.24613148,0.7749139,0.1980849790544584
0.40047008,0.38036478,0.61748445,0.2235188509874326
0.5641284,0.5207779,0.45743886,0.4287851585876721
0.24107745,0.22913142,0.8204773,0.146918013165769
0.37052968,0.31374797,0.70573413,0.1119090365050867
0.41832924,0.35532477,0.6596822,0.1280670257330939
0.39656785,0.33970964,0.7087031,0.1594853381208857
0.33473557,0.3158351,0.70717454,0.286654697785757
0.44300362,0.38275433,0.64096004,0.1454219030520646
0.3021535,0.28052014,0.72274286,0.144524236983842
0.0,0.0,1.0,0.0070103445327861
0.21089077,0.19762494,0.79280865,0.080490724117295
0.31234318,0.24796037,0.72385544,0.2504488330341113
0.3036301,0.27955043,0.69494134,0.0044883303411131
0.20597684,0.20197862,0.8108027,0.367145421903052
0.27664697,0.2689711,0.7119845,0.0380011968880909
0.5676361,0.5326889,0.44712043,0.229802513464991
0.14200653,0.15466742,0.83179015,0.0128665469778575
0.4319938,0.40086865,0.5892351,0.3207660083782166
0.50951284,0.46315515,0.47645602,0.1741472172351885
0.53151286,0.53084004,0.43724525,0.0771992818671454
0.36658442,0.35098973,0.6564049,0.0695904932888775
0.70259327,0.6566831,0.3565031,0.827049670855775
0.42834574,0.38261172,0.6148078,0.263016157989228
0.7077024,0.67924833,0.3509776,0.6172950329144224
0.54423463,0.51086223,0.45351508,0.1478156792339916
0.38558453,0.349413,0.6767249,0.5248354278874925
0.29700187,0.29341152,0.69705427,0.0763016157989228
0.17318486,0.16950399,0.85836643,0.2253141831238779
0.24207367,0.23964585,0.7718197,0.1044284859365649
0.12439554,0.109250836,0.8912641,0.1107121484141232
0.42802978,0.41317284,0.6127347,0.5936564931178935
0.34665298,0.32986537,0.6803962,0.0870736086175942
0.20007685,0.22741847,0.7846147,0.132555356074207
0.45527023,0.42316797,0.6274343,0.3285457809694793
0.19104604,0.1916355,0.8374991,0.1166965888689407
0.17411481,0.19588567,0.8097945,0.0930580490724117
0.24703012,0.25642353,0.7634661,0.1250748055056852
0.279061,0.2731802,0.73179215,0.0439856373429084
0.19722936,0.1772931,0.8384063,0.101735487731897
0.26433176,0.2387301,0.7397148,0.056852184320766
0.31682464,0.28998497,0.70222735,0.0843806104129264
0.32039684,0.30584186,0.69165653,0.0451825254338719
0.12761445,0.12968273,0.8920842,0.1316576900059844
0.39708006,0.37572765,0.6115851,0.2666068222621185
0.53117746,0.5078545,0.48501185,0.4622980251346499
0.021518352,0.03709798,0.9846905,0.0308198683423099
0.2716864,0.24629457,0.75560766,0.0855774985038898
0.220383,0.2367365,0.7642806,0.026032315978456
0.054063562,0.11514427,0.94703525,0.0
0.14064397,0.15701999,0.87969756,0.0739078396169958
0.5920134,0.56930596,0.41892418,0.3656493117893477
0.1251983,0.108188175,0.8625873,0.0020945541591861
0.0923996,0.08570237,0.9401524,0.1451226810293237
0.58410907,0.5578669,0.43306783,0.5691202872531418
0.18496586,0.162524,0.83527756,0.0365050867743865
0.18717054,0.15327634,0.83494884,0.0963494913225613
0.5367011,0.5117855,0.4915593,0.3836026331538001
0.43199673,0.40688893,0.57480735,0.2280071813285457
1.0,1.0,0.0,1.0
