size_D,duration_D,app,har,dba,t01,t03,t04,t06,t07,t08,t13,t14,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.3226867827581787,0.2307612975829678,0.1238283055532924,0.2859873282674794,0.0923552940998987,0.0699037873379477,0.2221123645164653,0.2428502041872088,0.2153038438392225,0.2927070252422307,0.2483303772614498,0.322009655940063,0.3204148669631586,0.1852604628312698,0.3034429444920125,0.2543090327762198,0.3427700777262747,0.1983482991767192,0.3446982333345643,0.1662886998809412,0.1770734358153946,0.2706462401448499,0.2932417876386739,0.1953339978136489,0.3319013488655449,0.263037727355944,0.2112375471778216,0.5032743748604126,0.2784048366069797,0.2347839286356362,0.2645487967355414,0.477275277430892
0.1491803981080672,0.1530861780755709,0.0203863137150827,0.2877667908647107,0.1398545137215248,0.097297635585684,0.1293201346083398,0.5189779711919636,0.4678840463321407,0.2424037034826222,0.3364474355179063,0.3577826234050809,0.6589994469935523,0.4218582701183453,0.2745551806691665,0.2133926797984377,0.2844874734256979,0.3993044662247592,0.4551318634141254,0.1773727481169888,0.3730642433425281,0.2792487219065719,0.3011947141202258,0.3952202752368901,0.2751504774828861,0.1801929070966083,0.2740773787399841,0.5439766836504395,0.4688281740906082,0.2483480318648272,0.2373605993219086,0.3039244109648419
0.4479702497996181,0.3422404067268337,0.1850641980706296,0.321896864430281,0.1753998264565742,0.1495908438134954,0.3147942826871502,0.1820825417276144,0.1431673035442121,0.36308448201908,0.2822597359648031,0.341456108746625,0.2093743079590758,0.1421163614637218,0.3608448523772105,0.293714868918119,0.3807754223461184,0.1220531884493296,0.2721207879251137,0.238816808681007,0.1034156300862668,0.3311847255303181,0.3337756194776012,0.1135547200671568,0.3849628465079293,0.3315556303803831,0.2561392261816035,0.4302035208889918,0.1979300324787414,0.2934255525594738,0.3343710208088044,0.5874313786538734
0.2186404427844452,0.2137717549143529,0.2100502468784257,0.0786523304288113,0.1346092474936951,0.1686508329512689,0.2143047847924919,0.4063214951955228,0.2660149946062018,0.1088595533263047,0.1193093194926628,0.1287808063625811,0.3964055857687319,0.2253132942459497,0.1331510259068902,0.0882115822913706,0.1064261340754538,0.5099599225173495,0.6323647128480367,0.0,0.4906234064517998,0.0516447904715851,0.0788441555515372,0.4878463655937703,0.1251813297862912,0.0652533770119766,0.0391351677833106,0.7144256248303269,0.5440873967900056,0.0594137358775124,0.124139775612699,0.3536571344667755
0.1688213461925095,0.1097270633947643,0.0775014217390147,0.1206341552251806,0.085295884576964,0.0533218567447964,0.097823027992351,0.5260006155493326,0.3406840671225959,0.1075519522896936,0.0866452593282349,0.1243290639122776,0.5372745521771165,0.3394585159008565,0.1278520175613003,0.1086868206629505,0.1417876520085229,0.4688119463249259,0.592233899324477,0.0618888220964935,0.4495641435311057,0.1128358348343838,0.1210515383896878,0.4818689310933052,0.1342625126722554,0.085552659247411,0.0965123435452614,0.6176225837520786,0.5525902729766732,0.0980902648675257,0.1008675800807184,0.2891212596219828
0.3294030462048228,0.238762704175641,0.056347086624844,0.3372047634967855,0.0911211129262387,0.0558064094274235,0.189014721075766,0.2685045425412528,0.2632422205225232,0.3227625006997324,0.2983704822564507,0.3505846020748874,0.3706432936802374,0.235688706110171,0.333568301777423,0.2714378574691624,0.346478747561161,0.2302137735045094,0.3081425363684932,0.202609746929122,0.1618435804706731,0.3096823965767185,0.32803042568844,0.2006273491421457,0.3369159954129834,0.2732099018585712,0.2690704064381748,0.4636360293173453,0.2908825324618878,0.27967442432813,0.2723395644422885,0.4641719441326531
0.5406042074012987,0.4886129370490127,0.4162559823954427,0.350588378625948,0.3650490645864057,0.3304966887543836,0.4716198896957165,0.2725061759570686,0.1518303498860346,0.4072474599900281,0.3189223521011959,0.4145753385765024,0.113215824198204,0.1859559066599525,0.4267406067259088,0.3858457885030067,0.44320119670912,0.1116315317964702,0.2981043939653978,0.3232730083344401,0.1266247944204355,0.3901898409005129,0.3753177052653895,0.1126088315228195,0.4564144392962869,0.4217900956026757,0.2913978240484717,0.4165151697590686,0.1604435556331486,0.3626504232896468,0.4697457181961674,0.706721176906346
0.7641724266991898,0.9872177914958524,0.853560558822082,0.6278164504135285,0.922660210851028,0.944682690298956,0.9706685104584,0.3281664262859208,0.4070580028219985,0.7366298192136731,0.90423809087521,0.9979574561640217,0.1075003955470458,0.5612598733898664,0.7679797792489516,0.7437295653778565,0.7242834065900511,0.201022305953048,0.28461879927446,0.585094670284682,0.2142926550308593,0.7225117365352747,0.6839010482919342,0.0540270585232299,0.8416928340780413,0.673446160901932,0.648349012179291,0.4312537415462668,0.0809265935451254,0.7411647947958132,0.954164597967626,0.978845686020852
0.2702716128613248,0.2372070075880221,0.1763808614972101,0.2672018585674792,0.1598103231016522,0.1082807014994639,0.2283623556198142,0.3233778085461493,0.2321742994304536,0.2682552586860894,0.2688268805307715,0.3150303303491238,0.3578649653608376,0.2064230465524537,0.2878955165146424,0.2427295516641995,0.3259422322408081,0.2523100663133287,0.396741320166572,0.1476555805727577,0.2407953925339847,0.2625190604379284,0.2750364522852946,0.2463890440702244,0.3096764845099496,0.2379922447521159,0.19342498627431,0.5474992130668154,0.3366274549885226,0.2181208768609559,0.2637443321110871,0.4602137806280986
0.2011442145303086,0.2191829688198697,0.1109764301887827,0.4457553504062902,0.2555860009305955,0.2208690112607971,0.2054612778971304,0.6125609512529129,0.5829757765719088,0.3495815048976599,0.4943600046576838,0.5137877978379354,0.6978121018679884,0.5708413283019577,0.4418263299804135,0.3827493381584848,0.4373327761096929,0.3385956881293083,0.3624755951621978,0.3114148371695071,0.3246059045537267,0.4260392082244455,0.4466021533754307,0.3530268121911091,0.4289751275797834,0.3298431618265633,0.4348949521841185,0.4642735561271942,0.3938897860715037,0.399993225898425,0.398152241679308,0.3447091631996583
0.2084628600320556,0.1282101861151448,0.0975489864714978,0.0749382322116661,0.0486222936558086,0.0522420772472298,0.1162062675378812,0.4404213525223197,0.2795654794875152,0.0898763992972169,0.0380445903884529,0.0943649285434372,0.4617664954675757,0.241052160485428,0.0853156024119139,0.0511132419831955,0.1156616699446306,0.4757065047274671,0.6134267164269395,0.0169368654900887,0.4564972448941365,0.0492912332535644,0.0665522366655345,0.4807670721740491,0.1087347421580256,0.0636834158796861,0.0292167923957767,0.6657530308524869,0.5515781841503307,0.0436278187764358,0.0671154328331096,0.3039849273018818
