AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_8,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Effort
0.2638977670092192,0.2981121903206248,0.2227104017581694,0.1067936438877688,0.3151615984598251,0.515294857530814,0.2624862230434605,0.2897298957970933,0.0757708313624349,0.0680619567276428,0.0720621880960134,0.0635244119610834,0.4188690267023745,0.1147018666258454,0.6144355360188811,0.5243407856266482,0.4568971084540383,0.4832286450885164,0.4383747479707542,0.3907491514704099,0.4859486977101923,0.4608008538837152,0.4591240883485117,0.5211595876730559,0.1349909532297907
0.0788710465548503,0.1247373014105411,0.1265027640536682,0.1244498977024838,0.2078979619443595,0.2997452228602218,0.1539721917721326,0.2451526742198099,0.2781807446061289,0.2322069527607343,0.2588470517696643,0.2220001729354514,0.4563643996806714,0.12127958990698,0.5284890672193425,0.4611771600344476,0.47360853251765,0.3324849588963108,0.2607779510144907,0.4467614005527725,0.6100168329218931,0.4423050368992837,0.4417747199137725,0.5187891740859918,0.1400657263944113
0.0932538123675084,0.1513301935069309,0.151983396057912,0.0429246776741908,0.1502420620688884,0.3663260767145949,0.1270971956239577,0.241221601206683,0.304730082870601,0.2745460794913559,0.2573865083011286,0.2388705794746621,0.3967614509869107,0.0841677831415354,0.6554321881933651,0.492356020559479,0.4077969823292751,0.6105162026063775,0.4560663901416495,0.4255517415950628,0.4581095889978019,0.3380935100907146,0.4599178234834948,0.5784999816439296,0.1167686368432081
0.1667127728095496,0.2271685983123154,0.199145707492881,0.1652780683953334,0.2290513074454532,0.254023194106214,0.1500783634168386,0.3439848814243078,0.0800182883038939,0.0914721710277101,0.0523729492504685,0.0554012933922968,0.3511773361539135,0.0891503676065203,0.896640077421198,0.718310992300252,0.7313880438515579,0.8572821048127581,0.4270934927613958,0.3638197225103871,0.7647400654749692,0.2583461041146548,0.4480037445221474,0.7931628104036257,0.1219470944936813
0.0533486245460719,0.1107423453065497,0.1259000941286105,0.0322967657784169,0.1509966048309778,0.2908397638892346,0.094622201253387,0.2798132667971966,0.1675998023660871,0.143946197415844,0.1571071545544049,0.1416585061477111,0.3581215613148049,0.086238546588078,0.5192321426229061,0.3968213625500767,0.3680443733344294,0.370921649613444,0.2238616726218358,0.5595616786060611,0.3854077410898284,0.4729433566181747,0.457613034053792,0.5407767693515151,0.0923440898693262
0.2270240948994943,0.258605158977119,0.2083084333554541,0.3350851452003471,0.187292028955587,0.3471851746333835,0.190658986592043,0.3637316563620843,0.3046405495782179,0.3018372353709737,0.2674326221564797,0.2726445722114671,0.4456497631042672,0.298792354689902,0.400101829085516,0.2831339675736557,0.3824574099046227,0.4640671482035756,0.3583891701156863,0.3895985222687174,0.4242048409760954,0.4473307943428707,0.3513950607284025,0.389597168601,0.3239254065107343
1.0,0.9076305695692136,0.9036494604563752,0.6563914019419449,0.3920291651392811,0.4477864858968279,0.76766325418369,0.5387695312466908,0.256204997752973,0.2884480809218158,0.2516329071078595,0.2992175446635895,0.5525983114305211,0.7885520150585222,0.9938280691679902,0.7188782796155055,0.8001865568709778,0.6874834961362826,0.3658862717322186,0.6082253593269572,0.8290575499466879,0.2304494996442111,0.3047134937465949,0.8849759039372262,0.8351096140955088
0.1192761097310243,0.1712536025288297,0.2005069605768806,0.0972907488388072,0.2246267467607113,0.2445674757793587,0.1828145062899308,0.2895794856836511,0.2478792128563574,0.2160346598258751,0.2169348759929484,0.1984065363268751,0.4623053622947526,0.198687305677922,0.4265900227900872,0.3005362945030261,0.3870883998150685,0.3550444380957058,0.2818825575773207,0.5889329845218971,0.5079171224513086,0.5488175827212117,0.4193920394559758,0.3918951501278478,0.2163451056521135
0.1013529507977769,0.1373286324629954,0.1404355180715586,0.1028695043979574,0.2288015265691962,0.2705663641557616,0.1124847572536837,0.3249808842342448,0.1959698106167736,0.1712954056937394,0.1712146520638333,0.1546633335920939,0.3749984618567834,0.1001180549885057,0.4774355782857258,0.35319966502164,0.4357112277554886,0.375446577075583,0.406720214159801,0.3544940142501809,0.5030633863603935,0.4639025290879027,0.4954152505258651,0.4778432312239715,0.1172131786938545
0.1007688405536383,0.1173541323748674,0.1180498987383491,0.1225999757908674,0.2469108424551439,0.2865101582095523,0.1090315567297432,0.3308683266069671,0.1881326625799298,0.1771055540691247,0.1738977550284943,0.1650013126888464,0.2031030865730249,0.0787807942494588,0.4569062808043913,0.3904219410825722,0.3185003085758424,0.4443308354298683,0.3283188847880316,0.5355276602299346,0.2955495271493564,0.7639406305360872,0.4575556640055067,0.2952330774397946,0.0928566955439949
0.2006770944111059,0.2589714382894086,0.1690820801071827,0.1386392061088759,0.2737937599605329,0.3134128117315327,0.1347804128477349,0.3930058644949823,0.138475147399521,0.1287355066068056,0.1256296197035518,0.1229023837993743,0.2478748195101838,0.146141335928659,0.700946777298916,0.5373449673706943,0.4428416178355547,0.4831505608741633,0.3264107791956032,0.5741746975011597,0.5142010248290525,0.4971826543700444,0.5679199975683151,0.4836000916811294,0.1722834587217935
0.0676662755004496,0.1022570855807542,0.1242763846905764,0.1278213824907487,0.1536011548289151,0.2351849796067215,0.1622650612021995,0.1704215932367683,0.5861972978285984,0.565004492989346,0.5372342741621821,0.5331537431427074,0.3742727982971242,0.1514453891204059,0.4893213062300843,0.5613287413992656,0.3616042693381693,0.5190877653379431,0.324841277204638,0.5386697965516366,0.4932563625165862,0.4046130770479516,0.513306343964455,0.4461408099094992,0.1857897717203523
0.137631000819935,0.1805981601173361,0.1153723901279633,0.1072967363175978,0.2292615544475588,0.1807693860596352,0.0991208709640052,0.302124524427026,0.233420068321265,0.2294989583644863,0.2108512714266874,0.2153312590796401,0.1716394155010722,0.0853649450473689,0.585756268002882,0.5454104124878172,0.4123535547808732,0.5954369801035622,0.3891554069089014,0.6210022143041757,0.4720562040240192,0.6512221241053783,0.5791710305195186,0.4511961708245646,0.1100108932000295
