PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,Effort
0.22984586565436013,0.6847854837015425,0.20341758270386817,0.5712505799209877,0.4958095458264335,0.0,0.45003313916528576,0.1968880909634949
0.2532341210073338,0.6334237833779659,0.28586651342828284,0.16365653652984286,0.6437274790601664,0.32855173700620965,0.4959999222424367,0.2175344105326152
0.142722873872279,0.8105945143390304,0.3793889461072844,0.8512090675536093,0.7260983854411007,0.6473585812330257,0.7614235139514052,0.0110712148414123
0.2428826303568364,0.6187453956307686,0.30606519876920235,0.18088412092006723,0.6168078068541472,0.3455342662390627,0.5466758266652169,0.1403351286654697
0.16609544719676939,0.6147240964202924,0.35266524802760413,0.24969361004767027,0.6257341451666815,0.40007321926064254,0.6199428224693787,0.06852184320766
0.16766823648594387,0.693575306305141,0.22465006094649703,0.20567921634628455,0.7758429077420548,0.3256224155971169,0.3876973585288933,0.0972471573907839
0.1506932221262867,0.6513202965135715,0.1990847437677328,0.5436598857933066,0.601888385276349,0.8543184098612153,0.48155803552515974,0.0864751645721125
0.10664648733544674,0.8492956832295511,0.2845107916128515,0.16798699152517366,0.1464709444189175,0.4914600795418516,0.29462245040942914,0.1439257929383602
0.20146711510387094,0.7426585122765919,0.25730879840896603,0.2985886023783242,0.5464549891365411,0.4681449461266506,0.49025440112249624,0.3123877917414722
0.11727114144457543,0.9459547847123975,0.3493608766967848,0.8562339660144074,0.4129561407185935,0.3980060209661791,0.3976346533144033,0.0801915020945541
0.22972398977584013,0.8779790800102769,0.28514730058749793,0.46535069838648074,0.472684022691958,0.8111556766432139,0.58845428993684,0.1505086774386594
0.26077379389376376,0.9479084397366999,0.16467285252807667,0.37546182112837007,0.6068874421444126,0.6785578289371729,0.30780386288508943,0.3635547576301616
0.04599894350574801,0.792606784998469,0.4695310353290417,0.387935123534927,0.4129577379118833,0.41875334519044,0.39665820844692284,0.0742070616397366
0.20961985749755832,0.7608326993385057,0.23840097961835388,0.6653171438130325,0.6333946392877443,0.249214091412379,0.5072783972366213,0.1549970077797726
0.33510328006739926,0.7862870539268115,0.286026893809087,0.6989479411942999,0.6349543093613707,0.5297008358441514,0.6755606395242607,0.189407540394973
0.1033980877632098,0.5969997583848718,0.22493260581572871,0.22969106431665653,0.497084007403598,0.758301333094885,0.3416390229926336,0.0457809694793536
