PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,actual
0.20696167801006887,0.2201471079180731,1.0,0.6344630181933455,0.6436623729161141,0.42567134127426454,0.0,0.5561048012417805,0.4299232624724264,0.7981668686352328,0.42029894180964117,0.594042847248272,0.1785222176389534
0.1942811640262474,0.29439360231970785,0.4759157838057236,0.22081446813099434,0.5174732823828316,0.7756471596607404,0.2531289820098194,0.4290727197688211,0.36840947909917765,0.7037356983790171,0.3700705229983898,0.6991296659065642,0.1399057406903572
0.3254242261526691,0.17756689392675065,0.09057442834616475,0.3074032501724035,0.5198010025040362,0.7085951615141078,0.2167790141445809,0.08080432672577675,0.41933128961415256,0.549432177214228,0.39743251889753356,0.7791584025880133,0.020809015192073
0.16586065071487022,0.07696099347966513,0.6520102711251636,0.16931753704053235,0.589019354688827,0.29441033048429344,0.36660494395938387,0.07394019029368726,0.6156000849186821,0.43474065592457467,0.5534403913150838,0.5577616091224722,0.0205457210310599
0.4125499726581391,0.05584425144550892,0.34652933390647533,0.17399108695903534,0.4016859032510319,0.6517564995188225,0.5971200604460679,0.8884946954028556,0.5504634259366621,0.37946178498933036,0.7871871535086086,0.7606235889141202,0.0023784239211521
0.2848647214382306,0.0,0.7323336383024495,0.0,0.6251446957812707,0.04209065713841431,0.7489886515600657,0.6874780251107379,0.5026422012892148,0.7127976978349899,0.24318863325386061,0.7617732341291474,0.0032560711245293
0.3382234152416854,0.04591766177463691,0.171121740901296,0.4824722941512947,0.47197457817968796,0.32822770551987646,0.5028129397098661,0.6383480523059588,0.5808561756941175,0.556135021035025,0.4417617312052061,0.7158899682645669,0.0001843059127092
1.0,0.3489139544312103,0.6378585288232547,0.34670982130499234,0.5221053288818154,0.13713499515494337,0.4552263706953227,0.43719708175182687,0.3108300104902513,0.4937985436239713,0.8189242791749958,0.53451784844678,0.093829262513055
0.7648705060670284,0.23610455113605075,0.37213999500018924,0.49366112930204054,0.4539076038112838,0.3493501186177331,0.4392471140739901,0.788986014351237,0.29817182217588023,0.44410942044016194,0.3842358236541679,0.36660443498287243,0.0366066648528624
0.6996666993645068,0.24226546415566427,0.22845586237755633,0.03885847952943933,0.776222715889037,0.6735572311705943,0.5538965953283024,0.88615316347126,0.43659600603787735,0.4663223797507733,0.07996105752620941,0.8087296735452175,0.0276546633784151
