size_D,duration_D,nlan,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_MIS,app_ProdCont,app_TransPro,har_Mainfrm,har_Mini,har_Multi,har_Network,har_PC,dba_Other,dba_Relatnl,dba_Sequential,ifc_GUI,ifc_TextUI,source_Inhouse,source_Outsrced,telonuse_No,telonuse_Yes,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t11,MI_size_D_t09,MI_size_D_nlan,MI_size_D_app_InfServ,MI_size_D_t02,MI_size_D_t08,MI_size_D_har_Mainfrm,MI_size_D_t03,MI_size_D_app_MIS,MI_size_D_t14,MI_size_D_t10,MI_size_D_t15,MI_size_D_t12,MI_size_D_app_ProdCont,MI_size_D_telonuse_Yes,MI_size_D_ifc_GUI,MI_size_D_ifc_TextUI,MI_size_D_t05,MI_size_D_har_Multi,MI_size_D_t01,MI_size_D_t04,MI_size_D_t06,MI_size_D_t13,MI_size_D_app_CustServ,MI_duration_D_t07,effort_D
0.143335192414947,0.2,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0286670384829894,0.10750139431121025,0.0,0.047778397471649,0.0,0.143335192414947,0.0716675962074735,0.095556794943298,0.0,0.047778397471649,0.0,0.143335192414947,0.047778397471649,0.0716675962074735,0.095556794943298,0.0,0.0,0.143335192414947,0.0,0.0716675962074735,0.0,0.143335192414947,0.0,0.143335192414947,0.0716675962074735,0.0,0.15000000000000002,0.0075898020947219
0.1670384829894032,0.24,0.6666666666666666,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.040089235917456764,0.1252788622420524,0.11135898865960212,0.11135898865960212,0.11135898865960212,0.0,0.0835192414947016,0.1670384829894032,0.1670384829894032,0.1670384829894032,0.0,0.1252788622420524,0.1670384829894032,0.1670384829894032,0.11135898865960212,0.0,0.0,0.0,0.1670384829894032,0.0835192414947016,0.0,0.1252788622420524,0.05567949432980106,0.11135898865960212,0.1252788622420524,0.0,0.18,0.1154790765476699
0.0228667038482989,0.02,0.6666666666666666,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.00045733407696597797,0.005716675962074725,0.015244469232199265,0.015244469232199265,0.015244469232199265,0.0,0.01143335192414945,0.0,0.0228667038482989,0.0076222346160996325,0.0,0.017150027886224176,0.0076222346160996325,0.017150027886224176,0.015244469232199265,0.0,0.0,0.0,0.0228667038482989,0.01143335192414945,0.0,0.005716675962074725,0.0076222346160996325,0.015244469232199265,0.017150027886224176,0.0,0.005,0.0041514157595347
0.0574456218627997,0.08,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.004595649749023976,0.014361405465699926,0.03829708124186647,0.03829708124186647,0.019148540620933234,0.0574456218627997,0.02872281093139985,0.019148540620933234,0.0574456218627997,0.0,0.0,0.02872281093139985,0.0574456218627997,0.02872281093139985,0.019148540620933234,0.0,0.0,0.0,0.0574456218627997,0.02872281093139985,0.0,0.02872281093139985,0.019148540620933234,0.0574456218627997,0.014361405465699926,0.0,0.02,0.0276813867630048
0.2810931399888455,0.24,0.6666666666666666,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.06746235359732292,0.14054656999442275,0.2810931399888455,0.1873954266592303,0.1873954266592303,0.0,0.07027328499721137,0.2810931399888455,0.2810931399888455,0.1873954266592303,0.0,0.07027328499721137,0.1873954266592303,0.14054656999442275,0.1873954266592303,0.0,0.0,0.0,0.2810931399888455,0.07027328499721137,0.0,0.07027328499721137,0.0,0.0,0.14054656999442275,0.2810931399888455,0.12,0.3278192391183787
0.0934188510875627,0.16,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.014947016174010033,0.07006413831567203,0.031139617029187567,0.062279234058375134,0.031139617029187567,0.0,0.04670942554378135,0.031139617029187567,0.0934188510875627,0.031139617029187567,0.0,0.07006413831567203,0.062279234058375134,0.07006413831567203,0.062279234058375134,0.0,0.0,0.0,0.0934188510875627,0.04670942554378135,0.0,0.04670942554378135,0.062279234058375134,0.062279234058375134,0.0934188510875627,0.0,0.12,0.0576920029788784
0.0828220858895705,0.16,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.013251533742331281,0.020705521472392626,0.055214723926380334,0.055214723926380334,0.0828220858895705,0.0,0.04141104294478525,0.0,0.0,0.027607361963190167,0.0,0.0828220858895705,0.055214723926380334,0.062116564417177875,0.055214723926380334,0.0,0.0828220858895705,0.0,0.0828220858895705,0.04141104294478525,0.0828220858895705,0.020705521472392626,0.027607361963190167,0.055214723926380334,0.062116564417177875,0.0,0.04,0.035540555529147
0.0448968209704406,0.46,0.3333333333333333,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.020652537646402677,0.0224484104852203,0.014965606990146867,0.0448968209704406,0.014965606990146867,0.0,0.0224484104852203,0.0448968209704406,0.0448968209704406,0.0448968209704406,0.0,0.01122420524261015,0.0448968209704406,0.0224484104852203,0.029931213980293733,0.0,0.0,0.0,0.0448968209704406,0.0224484104852203,0.0,0.03367261572783045,0.029931213980293733,0.014965606990146867,0.03367261572783045,0.0,0.23,0.1067484273739918
0.0886781929726715,0.4,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.035471277189068603,0.06650864472950363,0.029559397657557166,0.05911879531511433,0.0,0.0,0.04433909648633575,0.0886781929726715,0.0886781929726715,0.029559397657557166,0.0,0.022169548243167875,0.029559397657557166,0.04433909648633575,0.029559397657557166,0.0,0.0,0.0,0.0886781929726715,0.022169548243167875,0.0,0.022169548243167875,0.0,0.029559397657557166,0.04433909648633575,0.0,0.30000000000000004,0.1353488298394891
0.3159509202453988,1.0,0.3333333333333333,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3159509202453988,0.2369631901840491,0.0,0.10531697341513292,0.10531697341513292,0.0,0.1579754601226994,0.3159509202453988,0.0,0.10531697341513292,0.0,0.2369631901840491,0.0,0.0789877300613497,0.0,0.0,0.0,0.0,0.3159509202453988,0.0,0.0,0.2369631901840491,0.0,0.10531697341513292,0.1579754601226994,0.0,0.75,0.1793189776742564
