rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_acap,MI_loc_vexp,MI_aexp_data,actual
0.2,1.0,0.0,0.0,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.64,0.6595744680851061,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.6585365853658539,0.173913043478261,0.0967056323060573,0.0637845659891016,0.0967056323060573,0.010361317747077575,0.0,0.0,0.06907545164718383,0.06312728775534296,0.01934112646121146,0.06297110940859543,0.06189160467587668,0.062390730520037,0.6595744680851061,0.1785222176389534
0.2,1.0,0.1578947368421052,0.0,0.1071428571428572,0.3023255813953488,0.7142857142857147,0.3866666666666667,0.1914893617021278,0.4166666666666667,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.2534973258305604,0.048542041116490325,0.2534973258305604,0.027160427767560058,0.0,0.04002589355219373,0.1810695184504004,0.1056238857627335,0.05069946516611208,0.07663872641389034,0.0980189659878167,0.0,0.1914893617021278,0.1399057406903572
0.3846153846153847,1.0,0.1578947368421052,0.0,0.0,0.0,0.2499999999999999,0.2,0.0,0.2222222222222222,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.1132558666225327,0.0,0.1132558666225327,0.0,0.0,0.017882505256189368,0.028313966655633162,0.02516797036056282,0.04355994870097413,0.0,0.022651173324506543,0.0,0.0,0.020809015192073
0.0,1.0,0.0,0.0,0.0,0.0,0.4642857142857144,0.64,0.1914893617021278,1.0,0.3225806451612903,0.0,1.0,0.4146341463414635,0.173913043478261,0.0505391892127314,0.009677717083288998,0.0505391892127314,0.0,0.0,0.0,0.02346462356305387,0.0505391892127314,0.0,0.0,0.032345081096148094,0.01630296426217142,0.1914893617021278,0.0205457210310599
0.2,0.0,0.3157894736842105,0.0,0.0,0.0,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.2222222222222222,0.0,0.0,1.0,0.4146341463414635,0.0,0.0122123307956307,0.00467706285790112,0.0,0.0,0.0,0.003856525514409695,0.005670010726542827,0.002713851287917933,0.00244246615912614,0.0,0.004722101240977205,0.0,0.0,0.0023784239211521
0.0,0.272727272727273,0.1578947368421052,0.0,0.3749999999999999,0.3023255813953488,0.4642857142857144,1.0,0.3829787234042554,1.0,0.0,0.0,1.0,0.6585365853658539,0.0,0.0017595512273305,0.0006738706828074256,0.0004798776074537732,0.0006598317102489373,0.0,0.0002778238779995525,0.0008169344984034466,0.0017595512273305,0.0,0.000531957347797593,0.0017595512273305,0.0,0.1044487427466152,0.0032560711245293
0.0,0.272727272727273,0.3157894736842105,0.0,0.0,0.0,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.004285639623003,0.001641308791788383,0.0011688108062735466,0.0,0.0,0.0013533598809483158,0.0,0.00178568317625125,0.0,0.0,0.0016571139875611602,0.0,0.1044487427466152,0.0001843059127092
0.6153846153846153,0.0,0.6315789473684211,1.0,1.0,1.0,0.4642857142857144,0.0,0.1914893617021278,0.4166666666666667,1.0,1.0,0.666666666666667,0.6585365853658539,0.347826086956522,0.0174387205797808,0.0033393294727239856,0.0,0.0174387205797808,0.0174387205797808,0.011013928787229982,0.008096548840612517,0.007266133574908668,0.010731520356788184,0.0174387205797808,0.0,0.0174387205797808,0.0,0.093829262513055
0.6153846153846153,0.0,0.6315789473684211,0.4545454545454546,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.2142857142857144,0.4146341463414635,0.0,0.0244072402919809,0.009347453728843751,0.0,0.009152715109492835,0.011094200132718593,0.015415099131777413,0.01133193299270542,0.005423831175995756,0.015019840179680553,0.015893086701755,0.00488144805839618,0.015746606639987688,0.0,0.0366066648528624
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0235361753279559,0.0,0.0,0.0235361753279559,0.003922695887992654,0.014864952838708992,0.016811553805682798,0.0052302611839902,0.0235361753279559,0.007115587889847132,0.004707235065591181,0.0,0.0,0.0276546633784151
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.026149370220031,0.0,0.0,0.026149370220031,0.00435822837000517,0.016515391717914316,0.01867812158573644,0.005810971160006889,0.026149370220031,0.007905623554893092,0.0052298740440062,0.0,0.0,0.0186148971836301
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.4146341463414635,0.347826086956522,0.0305046950401561,0.0,0.0,0.00326836018287387,0.00508411584002602,0.019266123183256486,0.014162894125786763,0.006778821120034688,0.018772120024711444,0.009222349663303006,0.00610093900803122,0.009840224206501966,0.0,0.0171228969378889
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0200519154718558,0.007679456989221372,0.0,0.0021484195148416944,0.0033419859119759696,0.012664367666435245,0.009309817897647338,0.0,0.0123396402903728,0.013057061237487493,0.0,0.012936719659261813,0.0,0.0064156010566872
0.6153846153846153,0.0,1.0,0.4545454545454546,1.0,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,1.0,1.0,0.0008884862633055,0.0003402713348829575,0.0,0.0008884862633055,0.00040385739241159094,0.0008884862633055,0.0004125114793918394,0.0,0.0005467607774187692,0.0005785491947105578,0.0001776972526611,0.0005732169440680648,0.0,0.0047480713702705
1.0,0.0,0.6315789473684211,0.4545454545454546,0.1071428571428572,0.6511627906976741,0.0,0.2,0.6595744680851061,0.2222222222222222,1.0,1.0,0.2142857142857144,0.4146341463414635,1.0,0.001672444730928,0.0011031018438035739,0.0,0.00017919050688514296,0.0007602021504218182,0.0010562808826913685,0.0,0.00037165438465066664,0.001672444730928,0.0010890337782786972,0.0003344889461856,0.001672444730928,0.0,0.0048358360906082
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.003588787651783,0.0013744293134488087,0.0009787602686680919,0.003588787651783,0.0016312671144468184,0.002266602727441895,0.0,0.0007975083670628888,0.003588787651783,0.001084982313329744,0.0007177575303566001,0.001157673436059032,0.1044487427466152,0.0029927769635162
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0014111252417205,0.0,0.0003848523386510458,0.0014111252417205,0.0006414205644184091,0.0008912369947708422,0.0,0.000313583387049,0.0014111252417205,0.0004266192591248023,0.00028222504834410003,0.00045520169087758064,0.0,0.0002720706330469
0.6153846153846153,1.0,0.4736842105263157,0.4545454545454546,0.3749999999999999,0.3023255813953488,0.7142857142857147,0.2,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,1.0,0.6585365853658539,0.347826086956522,0.2770160798592359,0.10609126462694142,0.2770160798592359,0.10388102994721342,0.1259163999360163,0.13121814309121696,0.1978686284708829,0.11542336660801496,0.17047143375952975,0.08374904739930386,0.05540321597184718,0.08936002576104383,0.3829787234042554,1.0
