PointsAdjust,MI_PointsAdjust_Entities,Effort
0.15630211,0.19792613,0.2646449
0.43487027,0.3598912,0.69704854
0.26230252,0.5027268,0.28131485
0.19288756,0.11362067,0.2787633
0.25364336,0.21065722,0.33883256
0.014556715,0.029778525,0.093671806
0.11348374,0.09447242,0.3509597
0.20599028,0.32528415,0.28440964
0.25872678,0.30882257,0.30611467
0.24995685,0.16195773,0.34950203
0.2050178,0.18672499,0.24186867
0.11723019,0.07520571,0.2958616
0.65786433,0.5037345,0.4605836
0.38871267,0.35459286,0.6622347
0.09353352,0.053228088,0.27336395
0.35453618,0.6295852,0.3471884
0.07887048,0.05755699,0.2652474
0.27489203,0.15392107,0.3456258
0.1572612,0.07130155,0.28061587
0.43534103,0.34405178,0.709726
0.118110314,0.08099317,0.29065618
0.15593295,0.11232674,0.33703655
0.98762214,0.9042504,1.0
0.19090666,0.17138535,0.22175711
0.19689226,0.09908195,0.3268823
0.0855875,0.042156026,0.21714255
0.24385172,0.23475225,0.49275306
0.27285132,0.22723293,0.388431
0.24715722,0.3675893,0.41619962
0.16963875,0.13847457,0.25115907
0.15661831,0.0985761,0.3512208
0.16960296,0.36978915,0.31639045
0.20795397,0.10396539,0.28996307
0.16451082,0.12776037,0.27546516
0.30545217,0.24348736,0.51960003
0.42738026,0.3496308,0.73465395
0.18238164,0.12983796,0.43630126
0.14913476,0.11535686,0.15773976
0.06657284,0.031407822,0.21943215
0.19199239,0.13028316,0.25204703
0.18024573,0.11584127,0.30014768
0.37611666,0.22140826,0.44812894
0.22932357,0.21703924,0.48766857
0.07843466,0.09106016,0.26516715
0.038536265,0.041023776,0.26388243
0.20820732,0.15404363,0.30966446
0.2961033,0.26181847,0.6346427
0.3867106,0.23584242,0.6191406
0.1405039,0.10716484,0.38863522
0.11021344,0.08480721,0.21017426
0.1565117,0.11188197,0.36378473
0.16905293,0.1374715,0.4882598
0.16734877,0.22282681,0.30285358
0.15594889,0.09763804,0.31318662
0.2833875,0.27660275,0.4957472
0.11138488,0.06986832,0.26333892
0.4025781,0.23136543,0.442824
0.2864372,0.24124147,0.5150241
0.30840716,0.21714813,0.65708375
0.074603915,0.09270713,0.26965046
0.053464256,0.067100264,0.24725127
0.22227672,0.16817808,0.47349578
0.115888886,0.08109242,0.28515917
0.17024033,0.09570147,0.32565495
0.116239406,0.116251014,0.21626656
0.15341687,0.14125589,0.35104156
0.21907294,0.14972916,0.3641081
0.76228434,0.65842766,0.68199027
0.094401985,0.100207016,0.24669495
0.1424686,0.087638475,0.31488526
0.09223204,0.0703692,0.29154286
0.29098672,0.313467,0.21099062
0.53122985,0.5014831,0.4932752
0.22322106,0.16676451,0.55844843
0.308952,0.18316564,0.6217289
0.24983333,0.1985119,0.3484474
0.13325721,0.10989471,0.33002433
0.06455809,0.06204617,0.29146975
0.010408354,0.0034986958,0.17989627
0.14102423,0.09162522,0.32344663
0.15403007,0.10886934,0.28664613
0.120009325,0.114544004,0.28134823
0.454397,0.43755063,0.56943667
0.61300945,0.5144761,0.48752084
0.08029297,0.08767867,0.16379298
0.23664881,0.21813123,0.5498342
0.23646812,0.21078569,0.4134382
0.06171546,0.051205,0.20363034
0.21657993,0.18781902,0.461837
0.20629363,0.14186084,0.34827292
0.49501753,0.48799807,0.4306233
0.06702707,0.059528608,0.25825456
0.14553382,0.09842728,0.2959509
0.4782247,0.43336466,0.542693
0.037887536,0.034650043,0.16313483
0.2661182,0.22133267,0.5787954
0.19943172,0.13346708,0.28608352
0.45362914,0.37968987,0.6417011
0.1314722,0.073040925,0.29341072
0.18024571,0.09183848,0.38220367
0.17264226,0.21811949,0.28456062
0.124864474,0.086344264,0.27559727
0.22675331,0.21596771,0.52104306
0.083669886,0.07320916,0.28356025
0.35422486,0.3092726,0.67388034
0.092204295,0.06373105,0.26552546
0.36670715,0.24813536,0.58736086
0.4732373,0.33429953,0.35649994
0.19668956,0.13549088,0.2879125
0.10979537,0.09521758,0.2818911
0.15935764,0.20404251,0.35545796
0.49440756,0.5173926,0.68982875
0.22636998,0.18294378,0.4836059
0.011659343,0.032672048,0.22656903
0.12555349,0.08335154,0.3041373
0.1367015,0.14528653,0.2865632
0.16979569,0.14610799,0.37724182
0.4609417,0.5025076,0.54864025
0.15539864,0.17162548,0.3609027
0.16489242,0.15572985,0.35795778
0.075553164,0.053800125,0.21874657
0.2972853,0.23391251,0.66479015
0.10029239,0.06733963,0.178279
0.39607656,0.65721524,0.45055693
0.34551764,0.3300769,0.5251447
0.053295143,0.04645938,0.2382941
0.7128093,0.54435885,0.7237561
0.102127194,0.09274602,0.267025
0.15017413,0.09579706,0.34363717
0.050952114,0.05695736,0.22441587
0.13685639,0.06590685,0.20479827
0.11444043,0.07560762,0.19739503
0.3344888,0.19133462,0.49922407
0.29110935,0.373731,0.44297472
0.13632295,0.10326707,0.27207148
0.16698872,0.09331345,0.29315174
0.1769266,0.09319253,0.29069513
0.2646112,0.240054,0.5459507
0.19449566,0.16222054,0.43831062
0.34247106,0.24614127,0.36971185
0.3640193,0.30578414,0.60135233
0.1433576,0.07657952,0.31796274
0.19239901,0.15153526,0.32272243
0.18128946,0.1490049,0.32050395
0.41546845,0.28079382,0.72420835
0.1823001,0.18665352,0.32303968
0.09957724,0.18039511,0.28816426
0.17389056,0.13243775,0.039102003
0.20085247,0.15882438,0.3734808
0.11298858,0.06399604,0.30606827
0.15128377,0.21398742,0.3111689
0.14492786,0.09108526,0.31742573
0.10805211,0.08541888,0.21390766
0.025135972,0.06317826,0.23521341
0.11281668,0.07441015,0.31170544
0.16005526,0.13284814,0.34758723
0.030633144,0.06701836,0.22808486
0.14873369,0.13797109,0.32971784
0.15983333,0.0940751,0.29368657
0.16770977,0.070792645,0.298917
0.15095937,0.14854316,0.27833667
0.4042419,0.37986782,0.6060599
0.3372608,0.25233203,0.55905586
0.25636363,0.14127299,0.281218
0.1690184,0.08972751,0.14378852
0.0812206,0.054341555,0.21011655
0.116370276,0.10268673,0.3103432
0.209262,0.20799798,0.35603714
0.13258559,0.16785961,0.3700871
0.8242062,0.90850365,0.58447266
0.34324968,0.49863088,0.4067161
0.093395755,0.061206136,0.25359294
0.095277645,0.07382103,0.2788312
0.16015387,0.119204246,0.35453543
0.23981687,0.23786984,0.41748944
0.18960698,0.18355452,0.22891112
0.16660707,0.21843778,0.31951648
0.19202304,0.1037069,0.31809685
0.06172943,0.07058779,0.18986802
0.06671105,0.05046347,0.31051782
0.12924275,0.093052015,0.19562271
0.08662855,0.08179993,0.27149016
0.0620953,0.048184175,0.21999994
0.15416847,0.11058674,0.30062497
0.10427634,0.08101805,0.20076661
0.026052075,0.05904647,0.26081395
0.015688956,0.053117927,0.2780299
0.2055255,0.106460154,0.38107127
0.03156001,0.062184352,0.29619557
0.094034754,0.087048836,0.27521574
0.25977746,0.19544981,0.35868806
0.20394872,0.20423104,0.2874356
0.51528955,0.5839887,0.6409695
0.41913617,0.42791122,0.35146707
0.09387311,0.09073609,0.26502785
0.16587129,0.12340355,0.2904088
0.20154442,0.13035125,0.27906284
0.22423163,0.14264348,0.34471363
0.4959138,0.5071641,0.722314
0.1266493,0.08707036,0.27116382
0.56537837,0.41782585,0.5830184
0.06887448,0.058528744,0.2797509
0.3771098,0.3171492,0.29664582
0.34070542,0.21600741,0.5685943
0.14687464,0.12458843,0.16980559
0.39814928,0.4020393,0.5727092
0.116731755,0.115062095,0.32579955
0.39612934,0.34625158,0.6725385
0.09623818,0.068706445,0.10991666
0.54188603,0.49808133,0.90053344
0.04158499,0.041993536,0.12909167
0.14970006,0.1436469,0.2632287
0.13280806,0.11012899,0.29663306
0.46244448,0.5569216,0.49947074
0.22364366,0.21654542,0.11542287
0.23865455,0.22195134,0.4783395
0.15085864,0.09861864,0.2716302
0.1822917,0.1403256,0.195079
0.10320615,0.0543769,0.25412387
0.122482516,0.09660348,0.27196252
0.20640987,0.122873545,0.30798066
0.19041063,0.28345644,0.28289905
0.28299716,0.26862884,0.33301777
0.26282942,0.2320402,0.24565801
0.2502247,0.31187955,0.34427515
0.17087106,0.09279037,0.30492342
0.18258998,0.12345634,0.33890784
0.15235311,0.13336535,0.4100061
0.07557604,0.1186319,0.26419413
0.1979999,0.13545533,0.31598663
0.1757193,0.1194449,0.27863482
0.111569606,0.0855218,0.24425486
0.6286556,0.53560185,0.7249875
0.089822486,0.06636273,0.34437448
0.1605941,0.12598956,0.2989059
0.17576389,0.111922994,0.3097944
0.13366674,0.07770777,0.3114937
0.17764924,0.14172088,0.27373472
0.17246433,0.14541927,0.28126177
0.22910891,0.21894284,0.3745271
0.16106407,0.121429265,0.2965858
0.15058702,0.0912095,0.34009784
0.05211158,0.03419789,0.18778624
0.18298751,0.07044263,0.117652304
0.1667537,0.15365002,0.36578804
0.46315432,0.7423971,0.3821017
0.14654551,0.097931,0.19751583
0.23909843,0.22630435,0.43098179
0.19768827,0.10025782,0.30220047
0.22303125,0.24092728,0.3765115
0.07027022,0.06818659,0.33205244
0.43142074,0.5153241,0.55789804
0.15540871,0.10003246,0.28428698
0.19947645,0.0981051,0.28064317
0.17046455,0.20956072,0.4021867
0.14580323,0.08997156,0.35258925
0.38270137,0.38211706,0.43018675
0.07406983,0.054470997,0.20632088
0.18196248,0.1209278,0.30272925
0.45634586,0.3755198,0.7087672
0.058211736,0.07524181,0.23192847
0.12343994,0.07186787,0.30901906
0.17000858,0.10773288,0.38664505
0.13270997,0.07552772,0.29620695
0.14453506,0.12772542,0.30201066
0.04897038,0.04942822,0.16343375
0.21525474,0.16697586,0.472824
0.08149014,0.046071768,0.30507022
0.09984279,0.057007357,0.26368517
0.24301739,0.08439238,0.41011393
0.09453002,0.068695836,0.15558507
0.12541632,0.06423288,0.30132544
0.19597518,0.26197892,0.33740324
0.43283206,0.3297385,0.5955715
0.23367426,0.23046277,0.4620718
0.08700638,0.10803959,0.27146888
0.24582613,0.12303536,0.28904182
0.11220898,0.10674132,0.34711865
0.1007725,0.05577227,0.28926834
0.11049964,0.079688154,0.22929914
0.1744813,0.23188312,0.28951496
0.16871822,0.18364891,0.28902856
0.06419135,0.082291424,0.17380612
0.77528954,0.7172031,0.68978906
0.11365401,0.099204056,0.28682274
0.16407594,0.09981233,0.33716074
0.14537795,0.12088526,0.28679603
0.17123374,0.1298688,0.24780211
0.11336774,0.16875322,0.29188934
0.5172528,0.409229,0.51913244
0.15252815,0.07309756,0.197154
0.19860215,0.18923433,0.30042845
0.045996502,0.042745486,0.2664855
0.055328317,0.06744477,0.22618741
0.1013373,0.045730185,0.31671432
0.41963947,0.459722,0.62978876
0.22651346,0.2143593,0.36692762
0.08291469,0.09016038,0.25558475
