PCA_1,PCA_2,actual
0.5767296843654798,0.293023471007591,0.58251953
0.425939924565182,0.07734189297408317,0.5298103
0.5106865722194445,0.10826685742956416,0.60087943
0.4283047325658317,0.12448359024854028,0.42199284
0.3227540125124252,0.27476804057860166,0.75419074
0.3741765010319907,0.10818234254306122,0.5993622
0.6227352613969739,0.3538086378492457,0.5890107
0.336090393268388,0.504930593205821,0.7169524
0.6066659840672558,0.2913976186710985,0.39888155
0.07222484876077456,0.5962602144772865,0.71035933
0.8477518237093472,0.6951810653501689,0.42988637
0.13452601504250858,0.3381132052197509,0.6818194
0.205343498714423,0.4061211539630132,1.0
0.4896899850016961,0.13295378819740983,0.53650934
0.7924138929960627,0.5918434273681319,0.49649405
0.05457724768228511,0.8110816540063639,0.81739014
0.5158732473459382,0.32842517009044925,0.459238
0.3223029875843,0.08328273031741906,0.617162
0.15105448185606177,0.3054149411480708,0.60026383
0.27264839508168887,0.1982700456262966,0.52997065
0.291661095067127,0.05296984837096247,0.62588483
0.5108571902688365,0.24471440343234313,0.40313324
0.19258327501988268,0.2720810940499752,0.63352615
0.4240211201292443,0.10024859200255412,0.4888761
0.12046249419886551,0.4742038053473673,0.56586826
0.25421171710876644,0.3169012025250627,0.56023586
0.11118625821866229,0.709028174796401,0.77498496
0.09801252603481403,0.6796031745433289,0.9771873
0.23161394373377572,0.1675177467265173,0.5838974
0.49261808252164907,0.11862424056364382,0.5915828
0.03332868736924488,0.85892005640372,0.6863051
0.38429801583490103,0.09067864767302974,0.5309824
0.037422962235034885,0.7937434154478977,0.80107766
0.40065508962511914,0.11915070012552906,0.6456095
0.3844404292160366,0.18107772256513788,0.4430312
0.1748760092583625,0.25048348779108986,0.66511935
0.6235209757595872,0.40818672507408704,0.46905336
0.17648894083659994,0.22714272234872654,0.7893727
0.18790094079340605,0.28101475021109934,0.64925367
0.15561445151255535,0.2705981466251258,0.66005385
0.43929571704745285,0.07704812818321904,0.42699546
0.16352440590161307,0.28658126700488856,0.66605365
0.6587719985051783,0.4560163573205293,0.48220396
0.21287743959684266,0.2339330515605075,0.60718876
0.5530622827860768,0.1774884979402122,0.53218347
0.4032316430607844,0.09213796296809909,0.52467483
0.45957941978534333,0.20644095045719305,0.39393678
0.3863774767717959,0.14494990282177875,0.5548313
0.19778091407109533,0.21079497800533525,0.6802997
0.4747443831309815,0.1296068250426916,0.4747061
0.24492442564870825,0.16516654610635226,0.6304563
0.5799884346716171,0.25126725110481946,0.45471647
0.4639666672226026,0.1597456352802502,0.52660644
0.1296770669444966,0.38167731976931174,0.62503135
0.7461600846048547,0.5534026259483572,0.48803163
0.3228608375076198,0.1643491493916796,0.75995487
0.2746036965299641,0.1328190189648572,0.59480023
0.2544844393641737,0.1137426365253896,0.7124259
0.4594022934743102,0.17526550547887357,0.44245484
0.14566130787753423,0.3796819715572046,0.77070427
0.42876606203081435,0.2195999502112005,0.6610817
