rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,actual
0.20000000000000004,1.0,0.0,0.0,0.10714285714285723,0.6511627906976741,0.7142857142857147,0.64,0.6595744680851061,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.6585365853658539,0.17391304347826103,0.09670563230605739,0.17852221763895348
0.20000000000000004,1.0,0.15789473684210528,0.0,0.10714285714285723,0.3023255813953488,0.7142857142857147,0.3866666666666667,0.1914893617021278,0.41666666666666674,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.25349732583056045,0.13990574069035727
0.3846153846153847,1.0,0.15789473684210528,0.0,0.0,0.0,0.2499999999999999,0.20000000000000004,0.0,0.22222222222222227,0.0,0.0,0.21428571428571447,0.19512195121951234,0.0,0.11325586662253272,0.02080901519207309
0.0,1.0,0.0,0.0,0.0,0.0,0.46428571428571447,0.64,0.1914893617021278,1.0,0.3225806451612903,0.0,1.0,0.4146341463414635,0.17391304347826103,0.05053918921273149,0.020545721031059932
0.20000000000000004,0.0,0.31578947368421056,0.0,0.0,0.0,0.46428571428571447,0.3866666666666667,0.3829787234042554,0.22222222222222227,0.0,0.0,1.0,0.4146341463414635,0.0,0.012212330795630739,0.002378423921152175
0.0,0.272727272727273,0.15789473684210528,0.0,0.3749999999999999,0.3023255813953488,0.46428571428571447,1.0,0.3829787234042554,1.0,0.0,0.0,1.0,0.6585365853658539,0.0,0.0017595512273305344,0.003256071124529362
0.0,0.272727272727273,0.31578947368421056,0.0,0.0,0.0,0.0,0.3866666666666667,0.3829787234042554,0.41666666666666674,0.0,0.0,0.21428571428571447,0.19512195121951234,0.0,0.004285639623003084,0.0001843059127092091
0.6153846153846153,0.0,0.6315789473684211,1.0,1.0,1.0,0.46428571428571447,0.0,0.1914893617021278,0.41666666666666674,1.0,1.0,0.666666666666667,0.6585365853658539,0.34782608695652206,0.01743872057978084,0.093829262513055
0.6153846153846153,0.0,0.6315789473684211,0.45454545454545464,0.3749999999999999,0.6511627906976741,0.46428571428571447,0.20000000000000004,0.3829787234042554,0.22222222222222227,0.645161290322581,0.6315789473684218,0.21428571428571447,0.4146341463414635,0.0,0.024407240291980974,0.036606664852862444
1.0,0.0,0.6315789473684211,0.16666666666666682,1.0,0.3023255813953488,0.7142857142857147,0.20000000000000004,0.0,0.22222222222222227,0.0,0.2631578947368424,0.42857142857142866,0.4146341463414635,0.0,0.02353617532795596,0.027654663378415146
1.0,0.0,0.6315789473684211,0.16666666666666682,1.0,0.3023255813953488,0.7142857142857147,0.20000000000000004,0.0,0.22222222222222227,0.0,0.2631578947368424,0.42857142857142866,0.4146341463414635,0.0,0.02614937022003101,0.018614897183630123
0.6153846153846153,0.0,0.6315789473684211,0.16666666666666682,0.10714285714285723,0.3023255813953488,0.46428571428571447,0.20000000000000004,0.0,0.22222222222222227,0.3225806451612903,0.0,0.21428571428571447,0.4146341463414635,0.34782608695652206,0.0305046950401561,0.017122896937888907
0.6153846153846153,0.0,0.6315789473684211,0.16666666666666682,0.10714285714285723,0.6511627906976741,0.46428571428571447,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.02005191547185589,0.006415601056687232
0.6153846153846153,0.0,1.0,0.45454545454545464,1.0,0.6511627906976741,0.46428571428571447,0.20000000000000004,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,1.0,1.0,0.0008884862633055173,0.0047480713702705785
1.0,0.0,0.6315789473684211,0.45454545454545464,0.10714285714285723,0.6511627906976741,0.0,0.20000000000000004,0.6595744680851061,0.22222222222222227,1.0,1.0,0.21428571428571447,0.4146341463414635,1.0,0.0016724447309280327,0.004835836090608297
1.0,0.272727272727273,0.6315789473684211,0.45454545454545464,1.0,0.3023255813953488,0.0,0.20000000000000004,0.3829787234042554,0.22222222222222227,0.3225806451612903,0.2631578947368424,0.42857142857142866,0.4146341463414635,0.0,0.0035887876517830693,0.002992776963516206
1.0,0.272727272727273,0.6315789473684211,0.45454545454545464,1.0,0.3023255813953488,0.0,0.20000000000000004,0.0,0.22222222222222227,0.3225806451612903,0.2631578947368424,0.42857142857142866,0.4146341463414635,0.0,0.0014111252417205275,0.0002720706330469278
0.6153846153846153,1.0,0.47368421052631576,0.45454545454545464,0.3749999999999999,0.3023255813953488,0.7142857142857147,0.20000000000000004,0.3829787234042554,0.41666666666666674,0.3225806451612903,0.2631578947368424,1.0,0.6585365853658539,0.34782608695652206,0.2770160798592359,1.0
0.6153846153846153,0.636363636363637,0.31578947368421056,0.16666666666666682,0.3749999999999999,0.0,0.2499999999999999,0.0,0.1914893617021278,0.41666666666666674,0.3225806451612903,0.2631578947368424,0.21428571428571447,0.19512195121951234,0.0,1.0,0.5787293423789506
1.0,0.636363636363637,0.6315789473684211,0.16666666666666682,0.3749999999999999,0.6511627906976741,0.7142857142857147,0.0,0.0,0.527777777777778,0.645161290322581,0.6315789473684218,1.0,0.4146341463414635,0.34782608695652206,0.2587237156147105,0.5611763983114068
0.3846153846153847,1.0,0.47368421052631576,0.090909090909091,0.2499999999999998,0.0,0.0,0.20000000000000004,0.3829787234042554,0.41666666666666674,0.3225806451612903,0.2631578947368424,0.21428571428571447,0.19512195121951234,0.0,0.21778366230553475,0.2149445765791067
0.6153846153846153,0.272727272727273,0.31578947368421056,0.40909090909090917,0.10714285714285723,0.3023255813953488,0.46428571428571447,0.20000000000000004,0.0,0.22222222222222227,0.0,0.2631578947368424,0.21428571428571447,0.4146341463414635,1.0,0.10106095712618247,0.06302384567451576
0.6153846153846153,0.272727272727273,0.31578947368421056,0.12121212121212134,0.10714285714285723,0.3023255813953488,0.46428571428571447,0.20000000000000004,0.0,0.22222222222222227,0.0,0.2631578947368424,0.42857142857142866,0.4146341463414635,1.0,0.06534729360115678,0.04678737241203781
0.20000000000000004,0.272727272727273,0.15789473684210528,0.090909090909091,0.10714285714285723,0.3023255813953488,0.0,0.3866666666666667,1.0,0.41666666666666674,0.645161290322581,0.0,0.0,0.0,0.0,0.07667113813348199,0.03923960646299401
