Transactions,PointsAdjust,Generated_Var_1,Effort
0.2769070651015409,0.3088806364712786,0.4075701044426686,0.3971903626274332
0.1243030699865596,0.2488646813869678,0.3919329737384261,0.2814514764687381
0.5969040336145501,0.538567409986341,0.4750279253880929,0.551320113305408
0.2025136940119574,0.1691185999987631,0.3081726780085357,0.265145771035171
0.357089916920578,0.2274692557913202,0.1766044381770986,0.1314971151736029
0.1183328869061266,0.1090990720034965,0.1239742838039466,0.1856225531484292
0.094016222070842,0.0958846330070375,0.2413588153838699,0.1665198179576905
0.1493718790229988,0.1909359518735439,0.2618635446128528,0.2663970573265618
0.306793472703927,0.2652588441756385,0.5124172424179013,0.2137233551687605
0.1148946627860962,0.1127718463770458,0.2213833180205691,0.1946608165203914
0.0873910888144759,0.1250086879615157,0.2526285011015652,0.1626758546834593
0.1570866634882539,0.190496105386813,0.3747331377742422,0.2519169814900621
0.1390319613106717,0.1898390793406751,0.2948118853740612,0.2417076376857546
0.1394892007620987,0.0184734373526661,0.0168181311592011,0.1459101357209634
0.0896396097359917,0.1319729147259508,0.1800145788035895,0.2044546169681002
0.1669101493563136,0.1457920772496028,0.1795106525441935,0.2530997838788698
0.2416246464381448,0.251856654830262,0.4066845763662225,0.3049906302901689
0.2613594947708185,0.2758008570827915,0.4302906715855273,0.3980581862777942
0.0619084209732958,0.050512020846317,0.2754485461800979,0.0808807913903076
0.0918454470753101,0.0930678323756514,0.110564550883561,0.1913560713836867
0.0678721794426903,0.0212949321879977,0.1938245879855312,0.0549372200909742
0.2701709475608167,0.1760149971078566,0.420828234922738,0.2650208670768641
0.1565171501831644,0.2032510635821298,0.3540182816359203,0.1940210256244654
0.5756927794591192,0.4743673424309427,0.5381796001847882,0.4892370257498904
0.2124890121434187,0.2641093685986041,0.2841788542410908,0.3771707425143891
0.3490781946008364,0.4111691146553269,0.5191415452231215,0.5460913311190829
0.1261705754584984,0.1205076549494792,0.3107282289742391,0.2135136135505556
0.1990602622683298,0.2405014651984693,0.3543191430156386,0.3203969441934015
0.0806655318007569,0.052204931727504,0.1199895440765841,0.1252092094495217
0.3848717590361265,0.3862092929851229,0.555604391218805,0.4843062824468742
0.0730066170542789,0.0722480016219279,0.2455104586158147,0.1272042408540676
