AFP,Input,Enquiry,Added,PDR_UFP,NPDU_UFP,Duration,N_effort,Effort
0.2638977670092192,0.2981121903206248,0.1067936438877688,0.2624862230434605,0.0680619567276428,0.0635244119610834,0.4188690267023745,0.1147018666258454,0.1349909532297907
0.0788710465548503,0.1247373014105411,0.1244498977024838,0.1539721917721326,0.2322069527607343,0.2220001729354514,0.4563643996806714,0.12127958990698,0.1400657263944113
0.0932538123675084,0.1513301935069309,0.0429246776741908,0.1270971956239577,0.2745460794913559,0.2388705794746621,0.3967614509869107,0.0841677831415354,0.1167686368432081
0.1667127728095496,0.2271685983123154,0.1652780683953334,0.1500783634168386,0.0914721710277101,0.0554012933922968,0.3511773361539135,0.0891503676065203,0.1219470944936813
0.0533486245460719,0.1107423453065497,0.0322967657784169,0.094622201253387,0.143946197415844,0.1416585061477111,0.3581215613148049,0.086238546588078,0.0923440898693262
0.2270240948994943,0.258605158977119,0.3350851452003471,0.190658986592043,0.3018372353709737,0.2726445722114671,0.4456497631042672,0.298792354689902,0.3239254065107343
1.0,0.9076305695692136,0.6563914019419449,0.76766325418369,0.2884480809218158,0.2992175446635895,0.5525983114305211,0.7885520150585222,0.8351096140955088
0.1192761097310243,0.1712536025288297,0.0972907488388072,0.1828145062899308,0.2160346598258751,0.1984065363268751,0.4623053622947526,0.198687305677922,0.2163451056521135
0.1013529507977769,0.1373286324629954,0.1028695043979574,0.1124847572536837,0.1712954056937394,0.1546633335920939,0.3749984618567834,0.1001180549885057,0.1172131786938545
0.1007688405536383,0.1173541323748674,0.1225999757908674,0.1090315567297432,0.1771055540691247,0.1650013126888464,0.2031030865730249,0.0787807942494588,0.0928566955439949
0.2006770944111059,0.2589714382894086,0.1386392061088759,0.1347804128477349,0.1287355066068056,0.1229023837993743,0.2478748195101838,0.146141335928659,0.1722834587217935
0.0676662755004496,0.1022570855807542,0.1278213824907487,0.1622650612021995,0.565004492989346,0.5331537431427074,0.3742727982971242,0.1514453891204059,0.1857897717203523
0.137631000819935,0.1805981601173361,0.1072967363175978,0.0991208709640052,0.2294989583644863,0.2153312590796401,0.1716394155010722,0.0853649450473689,0.1100108932000295
0.0609718834196819,0.0966445494311249,0.1027970563188396,0.1116782165171376,0.1283450107895331,0.1380023021385457,0.0802692263024645,0.0767086955381409,0.0888175589713911
0.0697853465998057,0.0997953440308492,0.1089911013212877,0.1331975433090831,0.1949503544038761,0.1873921122344496,0.3083852248838066,0.1074324911195271,0.1209908749764381
0.0749425024213486,0.1179761397218899,0.0685340026493476,0.1179268018230001,0.3270050594164932,0.3186681907680837,0.2682226956286414,0.0714211034241954,0.0848406564761024
0.2114308086237284,0.2742304739676058,0.1728167127475806,0.2327165252919327,0.1123608451610456,0.1063611909400317,0.3427665671477202,0.1183025747932225,0.1344982737444409
0.0129191458908003,0.018030428705308,0.0714966942189858,0.0652425754734474,0.1405117219293523,0.1294421383510882,0.2199853661001243,0.0357177065749651,0.0347782235266575
0.1207747166686773,0.1570425165261056,0.1733197124916867,0.1150504160411337,0.1902225086988928,0.1809040392715502,0.1884748950948072,0.1361749942878865,0.1574961178127925
