rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_8,Generated_Var_10,actual
0.2,1.0,0.0,0.0,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.64,0.6595744680851061,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.6585365853658539,0.173913043478261,0.0967056323060573,-0.22992586,-0.19037005,-0.19885737,-0.1767742,0.020055141,-0.25424144,0.022880426,0.1785222176389534
0.2,1.0,0.1578947368421052,0.0,0.1071428571428572,0.3023255813953488,0.7142857142857147,0.3866666666666667,0.1914893617021278,0.4166666666666667,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.2534973258305604,-0.19751205,-0.18749456,-0.19473653,-0.1630024,0.010760337,-0.24358189,0.020616554,0.1399057406903572
0.3846153846153847,1.0,0.1578947368421052,0.0,0.0,0.0,0.2499999999999999,0.2,0.0,0.2222222222222222,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.1132558666225327,-0.18525502,-0.2019946,-0.2005902,-0.15927908,-0.006630514,-0.25379646,0.03899054,0.020809015192073
0.0,1.0,0.0,0.0,0.0,0.0,0.4642857142857144,0.64,0.1914893617021278,1.0,0.3225806451612903,0.0,1.0,0.4146341463414635,0.173913043478261,0.0505391892127314,-0.19456299,-0.17658551,-0.19575016,-0.1686164,0.012607586,-0.23894137,0.021971144,0.0205457210310599
0.2,0.0,0.3157894736842105,0.0,0.0,0.0,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.2222222222222222,0.0,0.0,1.0,0.4146341463414635,0.0,0.0122123307956307,-0.17776892,-0.18892413,-0.2092278,-0.1599433,-0.019559588,-0.2596426,0.046090808,0.0023784239211521
0.0,0.272727272727273,0.1578947368421052,0.0,0.3749999999999999,0.3023255813953488,0.4642857142857144,1.0,0.3829787234042554,1.0,0.0,0.0,1.0,0.6585365853658539,0.0,0.0017595512273305,-0.17191832,-0.17411809,-0.20564303,-0.17562355,0.001841303,-0.23676825,0.034665685,0.0032560711245293
0.0,0.272727272727273,0.3157894736842105,0.0,0.0,0.0,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.004285639623003,-0.16024251,-0.18758035,-0.20362419,-0.16330272,-0.015306534,-0.24411008,0.040020034,0.0001843059127092
0.6153846153846153,0.0,0.6315789473684211,1.0,1.0,1.0,0.4642857142857144,0.0,0.1914893617021278,0.4166666666666667,1.0,1.0,0.666666666666667,0.6585365853658539,0.347826086956522,0.0174387205797808,-0.22072847,-0.2232839,-0.20202978,-0.16594684,0.011553504,-0.26136312,0.024118254,0.093829262513055
0.6153846153846153,0.0,0.6315789473684211,0.4545454545454546,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.2142857142857144,0.4146341463414635,0.0,0.0244072402919809,-0.20073934,-0.21735322,-0.20207672,-0.16140279,0.0057443827,-0.25697666,0.030907713,0.0366066648528624
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0235361753279559,-0.19851139,-0.23094344,-0.21361554,-0.16198488,-0.013955118,-0.27638656,0.053140152,0.0276546633784151
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.026149370220031,-0.1981506,-0.23090513,-0.21366383,-0.16189677,-0.0141569935,-0.27639854,0.05328649,0.0186148971836301
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.4146341463414635,0.347826086956522,0.0305046950401561,-0.17804277,-0.20992136,-0.20217523,-0.15516973,-0.011579171,-0.258132,0.041822772,0.0171228969378889
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0200519154718558,-0.17967427,-0.21943659,-0.2041094,-0.15456033,-0.0042980425,-0.2559042,0.03621795,0.0064156010566872
0.6153846153846153,0.0,1.0,0.4545454545454546,1.0,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,1.0,1.0,0.0008884862633055,-0.19546017,-0.20334804,-0.19858824,-0.16038251,0.006382603,-0.24927652,0.026690654,0.0047480713702705
1.0,0.0,0.6315789473684211,0.4545454545454546,0.1071428571428572,0.6511627906976741,0.0,0.2,0.6595744680851061,0.2222222222222222,1.0,1.0,0.2142857142857144,0.4146341463414635,1.0,0.001672444730928,-0.26587728,-0.23960602,-0.21103954,-0.1835009,0.018445779,-0.2858759,0.027192557,0.0048358360906082
