PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,actual
0.24622620448159677,0.917854177010587,0.19788123240215935,0.5570341090557198,0.46331306273415984,0.23625638022152928,0.10602272729430551,0.15153198447399258,0.512007368109829,0.6309647720351363,0.4689243859717362,0.1785222176389534
0.5223079294113891,0.7439580949433962,0.6152782497230685,0.46366638155424367,0.5019314078380372,0.6556444492258262,0.2563006545812369,0.20277389533485624,0.46501777550195833,0.6675118637016741,0.4653350676713017,0.1399057406903572
0.8197516235174132,0.445594875584633,0.658909443434998,0.5547068619957429,0.4744924610321736,0.5986804335512743,0.35669685529939116,0.0004809867657210587,0.6835460772378308,0.5440108722898339,0.5394885232687714,0.020809015192073
0.526506815199877,1.0,0.40795584528213,0.41111038450072435,0.34793301329640397,0.13139926199958746,0.5762925519860872,0.10754703917332276,0.7932197067366298,0.38876777637277715,0.643370210557782,0.0205457210310599
0.6888277288336861,0.5399467048396693,0.3004633243537566,0.2587560481531686,0.23045752298499197,0.7766486372844472,0.37613917337369684,0.6106773672118546,0.5135727915072101,0.278892391504901,0.927450349931007,0.0023784239211521
0.536930736230262,0.9241122752356603,0.2070641723931441,0.13969239108374315,0.0,0.02859912076125848,0.5132288164142204,0.4650788090375775,0.3778509102956714,0.718186521967857,0.4100665271606188,0.0032560711245293
0.9625413411028227,0.40764893383440187,0.29144626844889737,0.48187870247365044,0.23308446390162868,0.36030833862267364,0.4351519106303191,0.44263269134869243,0.5728020473986549,0.5364182788564833,0.5944442778533012,0.0001843059127092
0.0,0.056464791051963004,0.2968234740852138,0.3650743492077806,0.3603059479431198,0.02092014062709935,0.4637750640355225,0.3093728562301347,0.3072831009819712,0.31664781643374124,0.9019291686813802,0.093829262513055
0.4220343698268004,0.10526237029583746,0.27302076093187316,0.47521702913704494,0.3280261087682104,0.35011043638808104,0.22085858515433004,0.49435541222093515,0.35239521518972494,0.3889317487206915,0.36705505734198507,0.0366066648528624
0.42700063201729194,0.20105687874474046,0.6908221586575187,0.21747982335843882,0.06716948618298685,0.7253290804635212,0.35345969427478535,0.5267469644628036,0.36121411279742743,0.39775079701326554,0.13629928094438343,0.0276546633784151
0.42714668775336045,0.2011962152414171,0.6917535070026355,0.2179446824415024,0.068828220788898,0.7250138636684548,0.3546188072303578,0.5287701655769228,0.3591029510345787,0.3992107891028694,0.13619795457144046,0.0186148971836301
0.6059040953137547,0.2240338424651337,0.4139455502434241,0.390064825594857,0.2404511624756141,0.8172058445929415,0.6445541129762116,0.34112271480091977,0.4744454227016322,0.48303376710338075,0.15985046591009267,0.0171228969378889
0.572764392426258,0.04513769324448075,0.2569034482000291,0.5135393990088467,0.43718486314914157,0.7117999116620362,0.13949371009991224,0.41850829336532963,0.39765585393856606,0.4939560935089817,0.08128877742910706,0.0064156010566872
0.015044628343492072,0.13436591469280873,0.18838079237553942,0.439258984062421,0.12616255295009438,0.8487157136567016,0.7590483719506702,0.6019553234596541,0.6849872020595524,1.0,0.7192392325497248,0.0047480713702705
0.26727768840873967,0.05688058459412482,0.031161435355951395,0.9447642093332573,0.29215941530782874,0.2784790864665961,0.8375392625882111,0.41353051698077886,0.5404601381727553,0.21722319733157663,0.4310854251873147,0.0048358360906082
0.4765650521236023,0.10332695192471125,0.580100928817166,0.4645927194003756,0.06544828743313508,0.12092468757499103,0.35853284430346577,0.5559287615054784,0.6384251219558895,0.6179779129550707,0.5991226528880922,0.0029927769635162
0.49487858295805975,0.07394964732885917,0.6528415164735213,0.3309041043984709,0.11138121409640778,0.13947608185346094,0.5220519053024798,0.37897423144733466,0.651601321476275,0.5778035742298205,0.5354710698504135,0.0002720706330469
0.0900104165349726,0.6716062319679765,0.6778000008587648,0.5853364715512774,0.443397905183676,0.6124800525195057,0.5173213557031957,0.41197439087587295,0.7364954694874772,0.6625004951259186,0.8469276244971801,1.0
0.5602044503517343,0.4486566175236113,0.9999999999999999,0.7922884539324242,1.0,0.29943235616154784,0.8618740169084362,1.0,0.0,0.7711106910142782,0.440088915032543,0.5787293423789506
