PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,Effort
0.20216445778746311,0.11347592457442257,0.6904412703415206,0.2575040149808457,0.6382561017488741,0.12894417418908574,0.2572008640783386,0.49413513363104744,0.6509230100194362,0.5115937428232877,0.1367183206945818
0.08205757833922395,0.1838210138544616,0.7476639726068844,0.32537145301023124,0.5683245960505051,0.1213157342774806,0.33065456257597164,0.33391252646284136,0.4030325405843466,0.643759904303356,0.075539436568121
0.1276902030067921,0.07524426194123511,0.36975297610296154,0.287039483099279,0.5704229992490858,0.14864240790744315,0.22425905288295203,0.17448061168767992,0.42535328488546637,0.5909120314931294,0.0117595340147268
0.06174361541336666,0.1539009266765488,0.7463222118210281,0.32014437794270256,0.5320039711023853,0.12369535768429857,0.30308917549291564,0.3292790247111831,0.4819731331221036,0.6246894490675271,0.0588343041359856
0.08599837647443509,0.12480440732841702,0.7550741563857446,0.323576324431105,0.5820610905148572,0.11546395748497149,0.3386070826979445,0.2574974637842983,0.5451272935966344,0.5954245918436512,0.0543649485291424
0.04862680108068229,0.17075086576887571,0.7324852618673326,0.316256578446189,0.5364675947521594,0.12402814483891852,0.3020549293454877,0.32435193429947673,0.4895660423500996,0.6176449307417651,0.0239403597464922
0.05052005910010167,0.23490766509427138,0.7245990022489583,0.3172907803799027,0.5431522915848319,0.12957419061292103,0.3048594580182083,0.3161529427872395,0.47418257966229405,0.5998294805304317,0.0289592262886031
0.060702601856558666,0.10894694840176447,0.7334011795444562,0.31231685253036934,0.5546407181539029,0.1250137131006165,0.3052335551020299,0.32829515001422094,0.4579085332607434,0.6505898705601022,0.0207348792907645
0.06072948811056816,0.11924612539912026,0.736238986346803,0.31534911489595996,0.5528285434788853,0.1250145330754421,0.3095899745338294,0.3075702336508658,0.48586744883937183,0.6194200098469117,0.0222918269406894
0.01441434199436345,0.7985835925225533,0.6923765235772578,0.32552083025713346,0.5168994377863376,0.12941518238924363,0.290137835573284,0.3302622037528326,0.4742666477070428,0.5515902047049512,0.0612887863135143
0.08743194085883607,0.25233415759011324,0.7413491206046047,0.3057752587029199,0.5407699279454925,0.120658701929679,0.30528211830240676,0.3046436160178133,0.4629192094823903,0.6848716916000863,0.1863574751804227
0.05431176173895176,0.3234079283840316,0.6921195388796559,0.31723719099700287,0.5534191770369543,0.1540269986323747,0.3064558425293107,0.3020281477577988,0.4504951556949591,0.5587269891387403,0.030735978312635
0.07057069519611253,0.14461779823988857,0.7360149680699872,0.31668248175679886,0.5588174742735985,0.11855430937032611,0.30275306792483603,0.31771741648461965,0.4810742902117033,0.6511182232569003,0.0478807194929845
0.08031828360762067,0.22679504163837355,0.7447972800575573,0.3070594162294217,0.6032601498451559,0.12545416815946475,0.35198905196818187,0.2544966242386176,0.380657349401357,0.6616286417439348,0.0608491775653002
0.12695882070791437,0.04867488160236305,0.46902978237458415,0.30812772647090103,0.5650227527476125,0.15183141937053984,0.2496358548396557,0.19371826826659455,0.4827119108946681,0.543759298704512,0.0119060702641315
0.10111143325371585,0.05733371951936174,0.6081734204117462,0.30850611893583973,0.5654814507855451,0.16263635405047588,0.2855253682154521,0.2513513799877673,0.5019337190117367,0.5427907974654771,0.0162105725903945
0.03315383235920334,0.5755056711894327,0.689139102572778,0.32258987427655195,0.5350777044617672,0.1434037578391673,0.2944109073797281,0.3209837552210416,0.4509646073502897,0.5492228416602932,0.0452430670037
0.10410203573254247,0.08472985799897481,0.539471178482454,0.2971300283011835,0.5652615271942547,0.14966790321193968,0.2674355688452559,0.2297463065052212,0.4230302942452255,0.5911332131117523,0.0209730006960471
0.06937230747724069,0.16977601600568581,0.7530902206688077,0.32153455377834855,0.5583971363453064,0.12375447914076984,0.3177886927036604,0.30163141539076854,0.44216855546435924,0.6367844172130759,0.0642195113016082
