ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,MI_N_effort_AFP,MI_N_effort_Added,Effort
0.4392109257036676,0.2207514148951488,0.3242803579521593,0.3924052886586492,0.0737909501800313,0.1227901931682984,0.379566028990786,0.1843486394570535,0.4171477228902375,0.275749132676006,0.1614536280567723,0.0844053706180381,0.2011953525615482,0.1858379119709291,0.0853675011789055,0.1740982480550465,0.293577826506728,0.0917519757059768
0.6251676178355199,0.1950038933232219,0.2122115867959026,0.4257637525485265,0.0607361683895987,0.178324134001736,0.4205227154398046,0.087290132330965,0.5165164789470504,0.4572242876383268,0.2837524219941168,0.0115237440449162,0.1645415300700548,0.1579339024372354,0.1535717537644352,0.240096930800548,0.2976857883851491,0.1405426621666149
0.4334291548092608,0.1623896706721978,0.2653921177654703,0.1885447111461372,0.1124169119812533,0.2024076415623881,0.3573483932360847,0.0858837228222632,0.4835493406416489,0.3727661185558871,0.4947895726918276,0.0142944329711571,0.2852401120838822,0.2880491450631477,0.2589942188262787,0.2896445160016243,0.2892270976460909,0.2452732366298524
0.2766893371185934,0.085657573653528,0.2568986421957844,0.1602409118418361,0.0300841341109947,0.1518377238880146,0.3050915668487398,0.0984266584887336,0.3750100919455318,0.2813233090606708,0.1323341519983933,0.0114323601180934,0.1402640866578842,0.2312509534197325,0.0266674046817682,0.0933350522586838,0.213666368176389,0.0238898502872802
0.3036669372009921,0.102436720031913,0.1711330486033206,0.359264314353395,0.0428225460390272,0.0975855871662074,0.3448982330960921,0.1617026281755049,0.3134383681319271,0.2983378764551746,0.2395504752052837,0.0139996938554781,0.1427346641019283,0.4778071033472532,0.0938021742480872,0.1528235043099317,0.2866994850408619,0.0879293069428066
0.3349704745219893,0.0707360810576456,0.2306409643862816,0.1799057049330693,0.037207492258481,0.0969440934594802,0.2988306150657648,0.122186305042444,0.3120482476016644,0.2626740266900578,0.2188615930335918,0.0106152919200235,0.17071011283108,0.1873613511956687,0.0548440781743965,0.1372322584049537,0.2619975556916473,0.050705617193421
0.341596266677553,0.1599126522467135,0.3002534570765072,0.1358383953973405,0.1970580789231918,0.1796891479266424,0.3329956888335296,0.12341100485425,0.4273196496479299,0.2985573085032919,0.2971915365237985,0.010807485169605,0.2393472054913664,0.1979732907447878,0.1485325438386273,0.211619781830606,0.2885721262882053,0.139468084530538
0.7468565081440283,0.136652233169672,0.3182127226394677,0.2289950415977569,0.0342256922638531,0.0976977928991384,0.2716762326654084,0.2469627651155502,0.1585627623509988,0.4611428277070005,0.1164488660561939,0.0104170053328154,0.1144941085094485,0.0930199887525531,0.047141905595706,0.3297702605089607,0.3647264302617806,0.0305505396095432
0.3624274595500225,0.1238338168690459,0.1941050027110769,0.1592027334265952,0.0420165303126713,0.1965612799336845,0.5286734449554272,0.1387445240893352,0.3564339879091073,0.3674760744041153,0.2803582319289078,0.3769099865247639,0.3318510076647232,0.34799786486561,0.0807515973819151,0.213252625023141,0.238301971676013,0.1172775617486035
0.5136598910102238,0.122533550394486,0.2028509851705654,0.3360229713525464,0.0731555815250518,0.1113542550061328,0.2853710626504074,0.135569502650992,0.3484583246895752,0.481431471850036,0.4153558614664137,0.0138400420247978,0.2019359410375521,0.2729499275395834,0.1462690147473695,0.1758873634455876,0.2651095273544713,0.1346909357407875
0.2352934218481335,0.1404602858780386,0.3349403931803567,0.114475279776189,0.0861593741204255,0.1539554756709114,0.3537488015772893,0.0950674660784584,0.4420475529698066,0.3139872215467814,0.3484297519301969,0.0125412830158157,0.2254099708489825,0.1579302660717407,0.1813562522053702,0.2476740451625575,0.2902757038326686,0.1734039068804703
